run_id,terrain,phase,kind,samples,correct_rate,switches,raw_mean,firing_count,oracle_positive_count
homogeneous_concrete_01,concrete,MID_STANCE,terrain,1324,0.02190332326283988,19,1.2779456193353473,,
homogeneous_concrete_01,concrete,PUSH_OFF,terrain,50,0.0,6,1.66,,
homogeneous_concrete_02,concrete,AIR,terrain,1475,0.0,19,1.8345762711864406,,
homogeneous_concrete_02,concrete,TOUCHDOWN,terrain,51,0.0,7,1.9019607843137254,,
homogeneous_concrete_02,concrete,LOADING,terrain,100,0.0,3,1.94,,
homogeneous_concrete_02,concrete,MID_STANCE,terrain,1324,0.02190332326283988,19,1.2779456193353473,,
homogeneous_concrete_02,concrete,PUSH_OFF,terrain,50,0.0,6,1.66,,
walking_A_00,ice,AIR,terrain,2449,0.30828909759085343,42,1.7460187831768068,,
walking_A_00,ice,TOUCHDOWN,terrain,128,0.078125,5,1.453125,,
walking_A_00,ice,LOADING,terrain,128,0.046875,5,1.578125,,
walking_A_00,ice,MID_STANCE,terrain,246,0.08130081300813008,4,1.2276422764227641,,
walking_A_00,ice,PUSH_OFF,terrain,49,0.08163265306122448,4,1.8979591836734695,,
walking_A_01,ice,AIR,terrain,2449,0.30828909759085343,42,1.7460187831768068,,
walking_A_01,ice,TOUCHDOWN,terrain,128,0.078125,5,1.453125,,
walking_A_01,ice,LOADING,terrain,128,0.046875,5,1.578125,,
walking_A_01,ice,MID_STANCE,terrain,246,0.08130081300813008,4,1.2276422764227641,,
walking_A_01,ice,PUSH_OFF,terrain,49,0.08163265306122448,4,1.8979591836734695,,
walking_A_02,ice,AIR,terrain,2449,0.30828909759085343,42,1.7460187831768068,,
walking_A_02,ice,TOUCHDOWN,terrain,128,0.078125,5,1.453125,,
walking_A_02,ice,LOADING,terrain,128,0.046875,5,1.578125,,
walking_A_02,ice,MID_STANCE,terrain,246,0.08130081300813008,4,1.2276422764227641,,
walking_A_02,ice,PUSH_OFF,terrain,49,0.08163265306122448,4,1.8979591836734695,,
walking_B_00,sand,AIR,terrain,2446,0.29967293540474244,43,1.8704006541291904,,
walking_B_00,sand,TOUCHDOWN,terrain,165,0.2545454545454545,9,1.4727272727272727,,
walking_B_00,sand,LOADING,terrain,100,0.2,4,1.47,,
walking_B_00,sand,MID_STANCE,terrain,254,0.07874015748031496,5,1.2440944881889764,,
walking_B_00,sand,PUSH_OFF,terrain,35,0.2857142857142857,1,1.5714285714285714,,
walking_B_01,sand,AIR,terrain,2446,0.29967293540474244,43,1.8704006541291904,,
walking_B_01,sand,TOUCHDOWN,terrain,165,0.2545454545454545,9,1.4727272727272727,,
walking_B_01,sand,LOADING,terrain,100,0.2,4,1.47,,
walking_B_01,sand,MID_STANCE,terrain,254,0.07874015748031496,5,1.2440944881889764,,
walking_B_01,sand,PUSH_OFF,terrain,35,0.2857142857142857,1,1.5714285714285714,,
walking_B_02,sand,AIR,terrain,2446,0.29967293540474244,43,1.8704006541291904,,
walking_B_02,sand,TOUCHDOWN,terrain,165,0.2545454545454545,9,1.4727272727272727,,
walking_B_02,sand,LOADING,terrain,100,0.2,4,1.47,,
walking_B_02,sand,MID_STANCE,terrain,254,0.07874015748031496,5,1.2440944881889764,,
walking_B_02,sand,PUSH_OFF,terrain,35,0.2857142857142857,1,1.5714285714285714,,
walking_C_00,marble,AIR,terrain,2720,0.3113970588235294,37,2.0463235294117648,,
walking_C_00,marble,TOUCHDOWN,terrain,135,0.5555555555555556,7,1.3037037037037038,,
walking_C_00,marble,LOADING,terrain,65,0.47692307692307695,2,1.4307692307692308,,
walking_C_00,marble,MID_STANCE,terrain,57,0.5263157894736842,2,1.8771929824561404,,
walking_C_00,marble,PUSH_OFF,terrain,23,0.43478260869565216,2,2.0,,
walking_C_01,marble,AIR,terrain,2720,0.3113970588235294,37,2.0463235294117648,,
walking_C_01,marble,TOUCHDOWN,terrain,135,0.5555555555555556,7,1.3037037037037038,,
walking_C_01,marble,LOADING,terrain,65,0.47692307692307695,2,1.4307692307692308,,
walking_C_01,marble,MID_STANCE,terrain,57,0.5263157894736842,2,1.8771929824561404,,
walking_C_01,marble,PUSH_OFF,terrain,23,0.43478260869565216,2,2.0,,
walking_C_02,marble,AIR,terrain,2720,0.3113970588235294,37,2.0463235294117648,,
walking_C_02,marble,TOUCHDOWN,terrain,135,0.5555555555555556,7,1.3037037037037038,,
walking_C_02,marble,LOADING,terrain,65,0.47692307692307695,2,1.4307692307692308,,
walking_C_02,marble,MID_STANCE,terrain,57,0.5263157894736842,2,1.8771929824561404,,
walking_C_02,marble,PUSH_OFF,terrain,23,0.43478260869565216,2,2.0,,
walking_D_00,marble,AIR,terrain,2444,0.5073649754500819,37,1.7094926350245498,,
walking_D_00,marble,TOUCHDOWN,terrain,90,0.35555555555555557,6,1.5222222222222221,,
walking_D_00,marble,LOADING,terrain,95,0.631578947368421,6,1.5157894736842106,,
walking_D_00,marble,MID_STANCE,terrain,331,0.8700906344410876,5,1.2265861027190332,,
walking_D_00,marble,PUSH_OFF,terrain,40,0.525,3,1.725,,
walking_D_01,marble,AIR,terrain,2444,0.5073649754500819,37,1.7094926350245498,,
walking_D_01,marble,TOUCHDOWN,terrain,90,0.35555555555555557,6,1.5222222222222221,,
walking_D_01,marble,LOADING,terrain,95,0.631578947368421,6,1.5157894736842106,,
walking_D_01,marble,MID_STANCE,terrain,331,0.8700906344410876,5,1.2265861027190332,,
walking_D_01,marble,PUSH_OFF,terrain,40,0.525,3,1.725,,
walking_D_02,marble,AIR,terrain,2444,0.5073649754500819,37,1.7094926350245498,,
walking_D_02,marble,TOUCHDOWN,terrain,90,0.35555555555555557,6,1.5222222222222221,,
walking_D_02,marble,LOADING,terrain,95,0.631578947368421,6,1.5157894736842106,,
walking_D_02,marble,MID_STANCE,terrain,331,0.8700906344410876,5,1.2265861027190332,,
walking_D_02,marble,PUSH_OFF,terrain,40,0.525,3,1.725,,
