row_type,candidate,architecture,feature_count,sensor_channels,train_rows,validation_rows,threshold_train_zero_fp,validation_auroc,validation_auprc,zero_fp_recall,valid_positive_foot_runs,detected_positive_foot_runs,coverage_fraction,normal_fp_runs,ice_cross_hazard_fp_runs,too_early_firings,invalid_firings,air_firings,touchdown_firings,post_fall_firings,median_pre_onset_risk_margin_ms,parameter_count,state_memory_bytes,history_memory_bytes,memory_bytes,macs,latency_ms,estimated_e84_latency_ms,expected_vela_compatibility,future_sample_count,hazard,run_id,profile_name,role,speed_mps,foot,positive_run,detected,any_firing,first_physical_onset_sample,first_detected_sample,pre_onset_risk_margin_ms,max_score,threshold
profile_speed_foot,C0,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_1of3_0p10_v04,sand_solref_interpolation_1of3,sink_candidate,0.1,left,False,False,False,,,,0.7644310663592978,0.9999974419978445
profile_speed_foot,C0,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_2of3_0p10_v04,sand_solref_interpolation_2of3,sink_candidate,0.1,left,True,False,False,2409,,,0.999962892238938,0.9999974419978445
profile_speed_foot,C0,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_3of4_stronger_v2_0p10_v04,sand_solref_interpolation_3of4_stronger_v2,sink_candidate,0.1,left,False,False,False,,,,0.9999999986668695,0.9999974419978445
profile_speed_foot,C0,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_5of6_stronger_v2_0p10_v04,sand_solref_interpolation_5of6_stronger_v2,sink_candidate,0.1,left,False,False,False,,,,0.9999999998081415,0.9999974419978445
profile_speed_foot,C0,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,marble_native_0p15_v04,marble,hard_negative,0.15,left,False,False,False,,,,0.909945813372605,0.9999974419978445
profile_speed_foot,C0,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,concrete_native_0p15_v04,concrete,hard_negative,0.15,left,False,False,False,,,,0.8768750386645421,0.9999974419978445
profile_speed_foot,C0,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_hardened_0p15_v04,sand_walking_support_v1_hardened,hard_negative,0.15,left,False,False,False,,,,0.7592327629530837,0.9999974419978445
profile_speed_foot,C0,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,ice_native_0p15_v04,ice,slip_candidate,0.15,left,True,True,True,239,709,-470,0.9999999730040104,0.9999974419978445
profile_speed_foot,C0,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_1of3_0p15_v04,sand_solref_interpolation_1of3,sink_candidate,0.15,left,False,False,False,,,,0.7617579483779815,0.9999974419978445
profile_speed_foot,C0,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_2of3_0p15_v04,sand_solref_interpolation_2of3,sink_candidate,0.15,left,False,False,False,,,,0.7706896204074335,0.9999974419978445
profile_speed_foot,C0,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_3of4_stronger_v2_0p15_v04,sand_solref_interpolation_3of4_stronger_v2,sink_candidate,0.15,left,False,False,False,,,,0.7703924660560562,0.9999974419978445
profile_speed_foot,C0,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_5of6_stronger_v2_0p15_v04,sand_solref_interpolation_5of6_stronger_v2,sink_candidate,0.15,left,False,False,False,,,,0.7758614122563511,0.9999974419978445
profile_speed_foot,C0,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,marble_native_0p20_v04,marble,hard_negative,0.2,left,False,False,False,,,,0.9057378600113536,0.9999974419978445
profile_speed_foot,C0,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,concrete_native_0p20_v04,concrete,hard_negative,0.2,left,False,False,False,,,,0.877977457115947,0.9999974419978445
profile_speed_foot,C0,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_hardened_0p20_v04,sand_walking_support_v1_hardened,hard_negative,0.2,left,False,False,False,,,,0.7592335489828311,0.9999974419978445
profile_speed_foot,C0,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,ice_native_0p20_v04,ice,slip_candidate,0.2,left,True,True,True,229,699,-470,0.9999999998715643,0.9999974419978445
profile_speed_foot,C0,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_1of3_0p20_v04,sand_solref_interpolation_1of3,sink_candidate,0.2,left,False,False,False,,,,0.768856944619687,0.9999974419978445
profile_speed_foot,C0,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_2of3_0p20_v04,sand_solref_interpolation_2of3,sink_candidate,0.2,left,False,False,False,,,,0.7823942199428864,0.9999974419978445
profile_speed_foot,C0,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_3of4_stronger_v2_0p20_v04,sand_solref_interpolation_3of4_stronger_v2,sink_candidate,0.2,left,False,False,False,,,,0.7847008495007005,0.9999974419978445
profile_speed_foot,C0,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_5of6_stronger_v2_0p20_v04,sand_solref_interpolation_5of6_stronger_v2,sink_candidate,0.2,left,False,False,False,,,,0.786184324135954,0.9999974419978445
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,marble_native_0p10_v03,marble,hard_negative,0.1,left,False,False,False,,,,0.18370623118285215,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,marble_native_0p10_v03,marble,hard_negative,0.1,right,False,False,False,,,,0.6757335028744794,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,concrete_native_0p10_v03,concrete,hard_negative,0.1,left,False,False,False,,,,0.14150356892803154,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,concrete_native_0p10_v03,concrete,hard_negative,0.1,right,False,False,False,,,,0.2398947356075311,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_hardened_0p10_v03,sand_walking_support_v1_hardened,hard_negative,0.1,left,False,False,False,,,,0.18916509944795187,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_hardened_0p10_v03,sand_walking_support_v1_hardened,hard_negative,0.1,right,False,False,False,,,,0.26360112508983063,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,ice_native_0p10_v03,ice,slip_candidate,0.1,left,True,False,False,289,,,0.9999912118469813,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,ice_native_0p10_v03,ice,slip_candidate,0.1,right,True,False,False,949,,,0.9997187144820465,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_1of3_0p10_v03,sand_solref_interpolation_1of3,sink_candidate,0.1,left,False,False,False,,,,0.07827913363510154,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_1of3_0p10_v03,sand_solref_interpolation_1of3,sink_candidate,0.1,right,False,False,False,,,,0.05447158522928339,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_2of3_0p10_v03,sand_solref_interpolation_2of3,sink_candidate,0.1,left,False,False,False,,,,0.05082906057050638,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_2of3_0p10_v03,sand_solref_interpolation_2of3,sink_candidate,0.1,right,False,False,False,,,,0.04180846727508726,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_3of4_stronger_v2_0p10_v03,sand_solref_interpolation_3of4_stronger_v2,sink_candidate,0.1,left,False,False,False,,,,0.04985052104906381,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_3of4_stronger_v2_0p10_v03,sand_solref_interpolation_3of4_stronger_v2,sink_candidate,0.1,right,False,False,False,,,,0.03834523228432168,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_5of6_stronger_v2_0p10_v03,sand_solref_interpolation_5of6_stronger_v2,sink_candidate,0.1,left,False,False,False,,,,0.031069008642596437,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_5of6_stronger_v2_0p10_v03,sand_solref_interpolation_5of6_stronger_v2,sink_candidate,0.1,right,False,False,False,,,,0.043543513496768105,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,marble_native_0p15_v03,marble,hard_negative,0.15,left,False,False,False,,,,0.3505387306593231,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,marble_native_0p15_v03,marble,hard_negative,0.15,right,False,False,False,,,,0.7814184801865847,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,concrete_native_0p15_v03,concrete,hard_negative,0.15,left,False,False,False,,,,0.12055380548776137,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,concrete_native_0p15_v03,concrete,hard_negative,0.15,right,False,False,False,,,,0.38782006408965053,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_hardened_0p15_v03,sand_walking_support_v1_hardened,hard_negative,0.15,left,False,False,False,,,,0.17574581709780437,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_hardened_0p15_v03,sand_walking_support_v1_hardened,hard_negative,0.15,right,False,False,False,,,,0.24184354684856324,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,ice_native_0p15_v03,ice,slip_candidate,0.15,left,True,False,False,279,,,0.9999937392328105,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,ice_native_0p15_v03,ice,slip_candidate,0.15,right,True,False,False,2919,,,0.9997309038634226,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_1of3_0p15_v03,sand_solref_interpolation_1of3,sink_candidate,0.15,left,False,False,False,,,,0.08990790552357669,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_1of3_0p15_v03,sand_solref_interpolation_1of3,sink_candidate,0.15,right,False,False,False,,,,0.08860842095679736,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_2of3_0p15_v03,sand_solref_interpolation_2of3,sink_candidate,0.15,left,True,False,False,1779,,,0.9999999168158102,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_2of3_0p15_v03,sand_solref_interpolation_2of3,sink_candidate,0.15,right,True,False,False,1799,,,0.9999996191074495,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_3of4_stronger_v2_0p15_v03,sand_solref_interpolation_3of4_stronger_v2,sink_candidate,0.15,left,True,False,False,1799,,,0.9999997874108565,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_3of4_stronger_v2_0p15_v03,sand_solref_interpolation_3of4_stronger_v2,sink_candidate,0.15,right,True,False,True,1819,,,0.9999999989017383,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_5of6_stronger_v2_0p15_v03,sand_solref_interpolation_5of6_stronger_v2,sink_candidate,0.15,left,True,False,False,1739,,,0.9999999955708871,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_5of6_stronger_v2_0p15_v03,sand_solref_interpolation_5of6_stronger_v2,sink_candidate,0.15,right,True,False,False,1769,,,0.9999242367376687,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,marble_native_0p20_v03,marble,hard_negative,0.2,left,False,False,False,,,,0.2734258353486779,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,marble_native_0p20_v03,marble,hard_negative,0.2,right,False,False,False,,,,0.874390508523987,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,concrete_native_0p20_v03,concrete,hard_negative,0.2,left,False,False,False,,,,0.12168855734829231,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,concrete_native_0p20_v03,concrete,hard_negative,0.2,right,False,False,False,,,,0.5602855430639366,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_hardened_0p20_v03,sand_walking_support_v1_hardened,hard_negative,0.2,left,False,False,False,,,,0.15603728422151558,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_hardened_0p20_v03,sand_walking_support_v1_hardened,hard_negative,0.2,right,False,False,False,,,,0.377309468319995,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,ice_native_0p20_v03,ice,slip_candidate,0.2,left,True,False,False,239,,,0.9999999945955278,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,ice_native_0p20_v03,ice,slip_candidate,0.2,right,True,False,False,939,,,0.9997825901453818,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_1of3_0p20_v03,sand_solref_interpolation_1of3,sink_candidate,0.2,left,False,False,False,,,,0.08635149058250162,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_1of3_0p20_v03,sand_solref_interpolation_1of3,sink_candidate,0.2,right,False,False,False,,,,0.1232147961999685,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_2of3_0p20_v03,sand_solref_interpolation_2of3,sink_candidate,0.2,left,False,False,False,,,,0.061576207124770334,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_2of3_0p20_v03,sand_solref_interpolation_2of3,sink_candidate,0.2,right,False,False,False,,,,0.08710488635681383,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_3of4_stronger_v2_0p20_v03,sand_solref_interpolation_3of4_stronger_v2,sink_candidate,0.2,left,False,False,False,,,,0.05616762890443683,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_3of4_stronger_v2_0p20_v03,sand_solref_interpolation_3of4_stronger_v2,sink_candidate,0.2,right,False,False,False,,,,0.06993546078354838,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_5of6_stronger_v2_0p20_v03,sand_solref_interpolation_5of6_stronger_v2,sink_candidate,0.2,left,False,False,False,,,,0.0537601863985963,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_5of6_stronger_v2_0p20_v03,sand_solref_interpolation_5of6_stronger_v2,sink_candidate,0.2,right,False,False,False,,,,0.06884592660017626,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,marble_native_0p10_v04,marble,hard_negative,0.1,left,False,False,False,,,,0.1634667753460999,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,marble_native_0p10_v04,marble,hard_negative,0.1,right,False,False,False,,,,0.8863131604964419,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,concrete_native_0p10_v04,concrete,hard_negative,0.1,left,False,False,False,,,,0.15724004851640844,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,concrete_native_0p10_v04,concrete,hard_negative,0.1,right,False,False,False,,,,0.6793720998185292,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_hardened_0p10_v04,sand_walking_support_v1_hardened,hard_negative,0.1,left,False,False,False,,,,0.09164716022027726,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_hardened_0p10_v04,sand_walking_support_v1_hardened,hard_negative,0.1,right,False,False,False,,,,0.4487045638261823,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,ice_native_0p10_v04,ice,slip_candidate,0.1,left,True,False,False,239,,,0.9999924371743248,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,ice_native_0p10_v04,ice,slip_candidate,0.1,right,True,False,False,349,,,0.9999700687566723,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_1of3_0p10_v04,sand_solref_interpolation_1of3,sink_candidate,0.1,left,False,False,False,,,,0.06426364450436785,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_1of3_0p10_v04,sand_solref_interpolation_1of3,sink_candidate,0.1,right,False,False,False,,,,0.05318489715738191,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_2of3_0p10_v04,sand_solref_interpolation_2of3,sink_candidate,0.1,left,True,False,False,2409,,,0.9991952103487696,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_2of3_0p10_v04,sand_solref_interpolation_2of3,sink_candidate,0.1,right,True,False,False,1839,,,0.9999008645175066,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_3of4_stronger_v2_0p10_v04,sand_solref_interpolation_3of4_stronger_v2,sink_candidate,0.1,left,False,False,False,,,,0.9997809276975895,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_3of4_stronger_v2_0p10_v04,sand_solref_interpolation_3of4_stronger_v2,sink_candidate,0.1,right,True,False,False,1859,,,0.9996594930496386,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_5of6_stronger_v2_0p10_v04,sand_solref_interpolation_5of6_stronger_v2,sink_candidate,0.1,left,False,False,False,,,,0.9999995658898498,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_5of6_stronger_v2_0p10_v04,sand_solref_interpolation_5of6_stronger_v2,sink_candidate,0.1,right,True,False,False,1859,,,0.9999955839450075,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,marble_native_0p15_v04,marble,hard_negative,0.15,left,False,False,False,,,,0.21535008087306512,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,marble_native_0p15_v04,marble,hard_negative,0.15,right,False,False,False,,,,0.8928026813990559,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,concrete_native_0p15_v04,concrete,hard_negative,0.15,left,False,False,False,,,,0.134343095049055,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,concrete_native_0p15_v04,concrete,hard_negative,0.15,right,False,False,False,,,,0.6820621705443728,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_hardened_0p15_v04,sand_walking_support_v1_hardened,hard_negative,0.15,left,False,False,False,,,,0.11302773692684104,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_hardened_0p15_v04,sand_walking_support_v1_hardened,hard_negative,0.15,right,False,False,False,,,,0.4865889613510189,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,ice_native_0p15_v04,ice,slip_candidate,0.15,left,True,True,True,239,589,-350,0.999998134716137,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,ice_native_0p15_v04,ice,slip_candidate,0.15,right,True,False,False,359,,,0.9999991475116379,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_1of3_0p15_v04,sand_solref_interpolation_1of3,sink_candidate,0.15,left,False,False,False,,,,0.04950526457129076,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_1of3_0p15_v04,sand_solref_interpolation_1of3,sink_candidate,0.15,right,False,False,False,,,,0.07665653964306682,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_2of3_0p15_v04,sand_solref_interpolation_2of3,sink_candidate,0.15,left,False,False,False,,,,0.03631692783116516,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_2of3_0p15_v04,sand_solref_interpolation_2of3,sink_candidate,0.15,right,False,False,False,,,,0.0307547661918401,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_3of4_stronger_v2_0p15_v04,sand_solref_interpolation_3of4_stronger_v2,sink_candidate,0.15,left,False,False,False,,,,0.03354616053705548,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_3of4_stronger_v2_0p15_v04,sand_solref_interpolation_3of4_stronger_v2,sink_candidate,0.15,right,False,False,False,,,,0.03229225296294145,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_5of6_stronger_v2_0p15_v04,sand_solref_interpolation_5of6_stronger_v2,sink_candidate,0.15,left,False,False,False,,,,0.0315167374364633,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_5of6_stronger_v2_0p15_v04,sand_solref_interpolation_5of6_stronger_v2,sink_candidate,0.15,right,False,False,False,,,,0.0331271538623291,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,marble_native_0p20_v04,marble,hard_negative,0.2,left,False,False,False,,,,0.508713016627126,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,marble_native_0p20_v04,marble,hard_negative,0.2,right,False,False,False,,,,0.8636701491379919,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,concrete_native_0p20_v04,concrete,hard_negative,0.2,left,False,False,False,,,,0.13485603469496463,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,concrete_native_0p20_v04,concrete,hard_negative,0.2,right,False,False,False,,,,0.6927955143156707,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_hardened_0p20_v04,sand_walking_support_v1_hardened,hard_negative,0.2,left,False,False,False,,,,0.11493757456938304,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_hardened_0p20_v04,sand_walking_support_v1_hardened,hard_negative,0.2,right,False,False,False,,,,0.5036627922210096,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,ice_native_0p20_v04,ice,slip_candidate,0.2,left,True,True,True,229,589,-360,0.999999605516352,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,ice_native_0p20_v04,ice,slip_candidate,0.2,right,True,False,True,359,,,0.9999995733998132,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_1of3_0p20_v04,sand_solref_interpolation_1of3,sink_candidate,0.2,left,False,False,False,,,,0.06883421538647887,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_1of3_0p20_v04,sand_solref_interpolation_1of3,sink_candidate,0.2,right,False,False,False,,,,0.10263846057413215,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_2of3_0p20_v04,sand_solref_interpolation_2of3,sink_candidate,0.2,left,False,False,False,,,,0.03563591299421296,0.9999806222829456
profile_speed_foot,C1,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_2of3_0p20_v04,sand_solref_interpolation_2of3,sink_candidate,0.2,right,False,False,False,,,,0.09369872556157295,0.9999806222829456
