row_type,candidate,architecture,feature_count,sensor_channels,train_rows,validation_rows,threshold_train_zero_fp,validation_auroc,validation_auprc,zero_fp_recall,valid_positive_foot_runs,detected_positive_foot_runs,coverage_fraction,normal_fp_runs,ice_cross_hazard_fp_runs,too_early_firings,invalid_firings,air_firings,touchdown_firings,post_fall_firings,median_pre_onset_risk_margin_ms,parameter_count,state_memory_bytes,history_memory_bytes,memory_bytes,macs,latency_ms,estimated_e84_latency_ms,expected_vela_compatibility,future_sample_count,hazard,run_id,profile_name,role,speed_mps,foot,positive_run,detected,any_firing,first_physical_onset_sample,first_detected_sample,pre_onset_risk_margin_ms,max_score,threshold
profile_speed_foot,C0,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_3of4_stronger_v2_0p15_v03,sand_solref_interpolation_3of4_stronger_v2,sink_candidate,0.15,left,True,False,True,1799,,,0.9999999979948124,0.9999974419978445
profile_speed_foot,C0,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_5of6_stronger_v2_0p15_v03,sand_solref_interpolation_5of6_stronger_v2,sink_candidate,0.15,left,True,False,False,1739,,,0.9999999998035096,0.9999974419978445
profile_speed_foot,C0,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,marble_native_0p20_v03,marble,hard_negative,0.2,left,False,False,False,,,,0.6600040729748163,0.9999974419978445
profile_speed_foot,C0,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,concrete_native_0p20_v03,concrete,hard_negative,0.2,left,False,False,False,,,,0.6204854260393214,0.9999974419978445
profile_speed_foot,C0,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_hardened_0p20_v03,sand_walking_support_v1_hardened,hard_negative,0.2,left,False,False,False,,,,0.5938827267745708,0.9999974419978445
profile_speed_foot,C0,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,ice_native_0p20_v03,ice,slip_candidate,0.2,left,True,False,False,239,,,0.9999999409251584,0.9999974419978445
profile_speed_foot,C0,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_1of3_0p20_v03,sand_solref_interpolation_1of3,sink_candidate,0.2,left,False,False,False,,,,0.6034646319992709,0.9999974419978445
profile_speed_foot,C0,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_2of3_0p20_v03,sand_solref_interpolation_2of3,sink_candidate,0.2,left,False,False,False,,,,0.6311413845821022,0.9999974419978445
profile_speed_foot,C0,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_3of4_stronger_v2_0p20_v03,sand_solref_interpolation_3of4_stronger_v2,sink_candidate,0.2,left,False,False,False,,,,0.609640135768675,0.9999974419978445
profile_speed_foot,C0,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_solref_interpolation_5of6_stronger_v2_0p20_v03,sand_solref_interpolation_5of6_stronger_v2,sink_candidate,0.2,left,False,False,False,,,,0.5733986110963953,0.9999974419978445
profile_speed_foot,C0,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,marble_native_0p10_v04,marble,hard_negative,0.1,left,False,False,False,,,,0.9077960689891803,0.9999974419978445
profile_speed_foot,C0,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,concrete_native_0p10_v04,concrete,hard_negative,0.1,left,False,False,False,,,,0.83519305130274,0.9999974419978445
profile_speed_foot,C0,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,sand_hardened_0p10_v04,sand_walking_support_v1_hardened,hard_negative,0.1,left,False,False,False,,,,0.7687888392017199,0.9999974419978445
profile_speed_foot,C0,logistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slip,ice_native_0p10_v04,ice,slip_candidate,0.1,left,True,True,True,239,689,-450,0.9999999419409975,0.9999974419978445
