candidate,architecture,hazard,run_id,profile_name,role,speed_mps,foot,positive_run,detected,any_firing,first_physical_onset_sample,first_detected_sample,pre_onset_risk_margin_ms
C3,logistic,sink,sand_hardened_0p15_v04,sand_walking_support_v1_hardened,hard_negative,0.15,right,False,False,False,,,
C3,logistic,sink,ice_native_0p15_v04,ice,slip_candidate,0.15,left,True,False,False,589,,
C3,logistic,sink,ice_native_0p15_v04,ice,slip_candidate,0.15,right,False,False,False,,,
C3,logistic,sink,sand_solref_interpolation_1of3_0p15_v04,sand_solref_interpolation_1of3,sink_candidate,0.15,left,True,False,False,239,,
C3,logistic,sink,sand_solref_interpolation_1of3_0p15_v04,sand_solref_interpolation_1of3,sink_candidate,0.15,right,True,False,False,409,,
C3,logistic,sink,sand_solref_interpolation_2of3_0p15_v04,sand_solref_interpolation_2of3,sink_candidate,0.15,left,True,False,False,199,,
C3,logistic,sink,sand_solref_interpolation_2of3_0p15_v04,sand_solref_interpolation_2of3,sink_candidate,0.15,right,True,False,False,389,,
C3,logistic,sink,sand_solref_interpolation_3of4_stronger_v2_0p15_v04,sand_solref_interpolation_3of4_stronger_v2,sink_candidate,0.15,left,True,False,False,199,,
C3,logistic,sink,sand_solref_interpolation_3of4_stronger_v2_0p15_v04,sand_solref_interpolation_3of4_stronger_v2,sink_candidate,0.15,right,True,False,False,389,,
C3,logistic,sink,sand_solref_interpolation_5of6_stronger_v2_0p15_v04,sand_solref_interpolation_5of6_stronger_v2,sink_candidate,0.15,left,True,False,False,199,,
C3,logistic,sink,sand_solref_interpolation_5of6_stronger_v2_0p15_v04,sand_solref_interpolation_5of6_stronger_v2,sink_candidate,0.15,right,True,False,False,389,,
C3,logistic,sink,marble_native_0p20_v04,marble,hard_negative,0.2,left,False,False,False,,,
C3,logistic,sink,marble_native_0p20_v04,marble,hard_negative,0.2,right,False,False,False,,,
C3,logistic,sink,concrete_native_0p20_v04,concrete,hard_negative,0.2,left,False,False,False,,,
C3,logistic,sink,concrete_native_0p20_v04,concrete,hard_negative,0.2,right,False,False,False,,,
C3,logistic,sink,sand_hardened_0p20_v04,sand_walking_support_v1_hardened,hard_negative,0.2,left,False,False,False,,,
C3,logistic,sink,sand_hardened_0p20_v04,sand_walking_support_v1_hardened,hard_negative,0.2,right,False,False,False,,,
C3,logistic,sink,ice_native_0p20_v04,ice,slip_candidate,0.2,left,True,False,False,589,,
C3,logistic,sink,ice_native_0p20_v04,ice,slip_candidate,0.2,right,True,False,False,1999,,
C3,logistic,sink,sand_solref_interpolation_1of3_0p20_v04,sand_solref_interpolation_1of3,sink_candidate,0.2,left,True,False,False,239,,
C3,logistic,sink,sand_solref_interpolation_1of3_0p20_v04,sand_solref_interpolation_1of3,sink_candidate,0.2,right,True,False,False,409,,
C3,logistic,sink,sand_solref_interpolation_2of3_0p20_v04,sand_solref_interpolation_2of3,sink_candidate,0.2,left,True,False,False,199,,
C3,logistic,sink,sand_solref_interpolation_2of3_0p20_v04,sand_solref_interpolation_2of3,sink_candidate,0.2,right,True,False,False,389,,
C3,logistic,sink,sand_solref_interpolation_3of4_stronger_v2_0p20_v04,sand_solref_interpolation_3of4_stronger_v2,sink_candidate,0.2,left,True,False,False,199,,
C3,logistic,sink,sand_solref_interpolation_3of4_stronger_v2_0p20_v04,sand_solref_interpolation_3of4_stronger_v2,sink_candidate,0.2,right,True,False,False,389,,
C3,logistic,sink,sand_solref_interpolation_5of6_stronger_v2_0p20_v04,sand_solref_interpolation_5of6_stronger_v2,sink_candidate,0.2,left,True,False,False,199,,
C3,logistic,sink,sand_solref_interpolation_5of6_stronger_v2_0p20_v04,sand_solref_interpolation_5of6_stronger_v2,sink_candidate,0.2,right,True,False,False,389,,
C4,logistic,sink,marble_native_0p10_v03,marble,hard_negative,0.1,left,False,False,False,,,
C4,logistic,sink,marble_native_0p10_v03,marble,hard_negative,0.1,right,False,False,False,,,
C4,logistic,sink,concrete_native_0p10_v03,concrete,hard_negative,0.1,left,False,False,False,,,
C4,logistic,sink,concrete_native_0p10_v03,concrete,hard_negative,0.1,right,False,False,False,,,
C4,logistic,sink,sand_hardened_0p10_v03,sand_walking_support_v1_hardened,hard_negative,0.1,left,False,False,False,,,
C4,logistic,sink,sand_hardened_0p10_v03,sand_walking_support_v1_hardened,hard_negative,0.1,right,False,False,False,,,
C4,logistic,sink,ice_native_0p10_v03,ice,slip_candidate,0.1,left,True,False,False,1329,,
C4,logistic,sink,ice_native_0p10_v03,ice,slip_candidate,0.1,right,False,False,False,,,
C4,logistic,sink,sand_solref_interpolation_1of3_0p10_v03,sand_solref_interpolation_1of3,sink_candidate,0.1,left,True,False,False,229,,
C4,logistic,sink,sand_solref_interpolation_1of3_0p10_v03,sand_solref_interpolation_1of3,sink_candidate,0.1,right,True,False,False,549,,
C4,logistic,sink,sand_solref_interpolation_2of3_0p10_v03,sand_solref_interpolation_2of3,sink_candidate,0.1,left,True,False,False,219,,
C4,logistic,sink,sand_solref_interpolation_2of3_0p10_v03,sand_solref_interpolation_2of3,sink_candidate,0.1,right,True,False,False,199,,
C4,logistic,sink,sand_solref_interpolation_3of4_stronger_v2_0p10_v03,sand_solref_interpolation_3of4_stronger_v2,sink_candidate,0.1,left,True,False,False,239,,
C4,logistic,sink,sand_solref_interpolation_3of4_stronger_v2_0p10_v03,sand_solref_interpolation_3of4_stronger_v2,sink_candidate,0.1,right,True,False,False,199,,
C4,logistic,sink,sand_solref_interpolation_5of6_stronger_v2_0p10_v03,sand_solref_interpolation_5of6_stronger_v2,sink_candidate,0.1,left,True,False,False,229,,
C4,logistic,sink,sand_solref_interpolation_5of6_stronger_v2_0p10_v03,sand_solref_interpolation_5of6_stronger_v2,sink_candidate,0.1,right,True,False,False,199,,
C4,logistic,sink,marble_native_0p15_v03,marble,hard_negative,0.15,left,False,False,False,,,
C4,logistic,sink,marble_native_0p15_v03,marble,hard_negative,0.15,right,False,False,False,,,
C4,logistic,sink,concrete_native_0p15_v03,concrete,hard_negative,0.15,left,False,False,False,,,
C4,logistic,sink,concrete_native_0p15_v03,concrete,hard_negative,0.15,right,False,False,False,,,
C4,logistic,sink,sand_hardened_0p15_v03,sand_walking_support_v1_hardened,hard_negative,0.15,left,False,False,False,,,
C4,logistic,sink,sand_hardened_0p15_v03,sand_walking_support_v1_hardened,hard_negative,0.15,right,False,False,False,,,
C4,logistic,sink,ice_native_0p15_v03,ice,slip_candidate,0.15,left,True,False,False,1339,,
C4,logistic,sink,ice_native_0p15_v03,ice,slip_candidate,0.15,right,True,False,False,1529,,
C4,logistic,sink,sand_solref_interpolation_1of3_0p15_v03,sand_solref_interpolation_1of3,sink_candidate,0.15,left,True,False,False,229,,
C4,logistic,sink,sand_solref_interpolation_1of3_0p15_v03,sand_solref_interpolation_1of3,sink_candidate,0.15,right,True,False,False,539,,
C4,logistic,sink,sand_solref_interpolation_2of3_0p15_v03,sand_solref_interpolation_2of3,sink_candidate,0.15,left,True,True,True,219,1349,-1130
C4,logistic,sink,sand_solref_interpolation_2of3_0p15_v03,sand_solref_interpolation_2of3,sink_candidate,0.15,right,True,False,False,199,,
C4,logistic,sink,sand_solref_interpolation_3of4_stronger_v2_0p15_v03,sand_solref_interpolation_3of4_stronger_v2,sink_candidate,0.15,left,True,True,True,239,1339,-1100
C4,logistic,sink,sand_solref_interpolation_3of4_stronger_v2_0p15_v03,sand_solref_interpolation_3of4_stronger_v2,sink_candidate,0.15,right,True,False,False,199,,
C4,logistic,sink,sand_solref_interpolation_5of6_stronger_v2_0p15_v03,sand_solref_interpolation_5of6_stronger_v2,sink_candidate,0.15,left,True,True,True,229,1349,-1120
C4,logistic,sink,sand_solref_interpolation_5of6_stronger_v2_0p15_v03,sand_solref_interpolation_5of6_stronger_v2,sink_candidate,0.15,right,True,False,False,199,,
C4,logistic,sink,marble_native_0p20_v03,marble,hard_negative,0.2,left,False,False,False,,,
C4,logistic,sink,marble_native_0p20_v03,marble,hard_negative,0.2,right,False,False,False,,,
C4,logistic,sink,concrete_native_0p20_v03,concrete,hard_negative,0.2,left,False,False,False,,,
C4,logistic,sink,concrete_native_0p20_v03,concrete,hard_negative,0.2,right,False,False,False,,,
C4,logistic,sink,sand_hardened_0p20_v03,sand_walking_support_v1_hardened,hard_negative,0.2,left,False,False,False,,,
C4,logistic,sink,sand_hardened_0p20_v03,sand_walking_support_v1_hardened,hard_negative,0.2,right,False,False,False,,,
C4,logistic,sink,ice_native_0p20_v03,ice,slip_candidate,0.2,left,True,False,False,1349,,
C4,logistic,sink,ice_native_0p20_v03,ice,slip_candidate,0.2,right,True,False,False,1579,,
C4,logistic,sink,sand_solref_interpolation_1of3_0p20_v03,sand_solref_interpolation_1of3,sink_candidate,0.2,left,True,False,False,229,,
C4,logistic,sink,sand_solref_interpolation_1of3_0p20_v03,sand_solref_interpolation_1of3,sink_candidate,0.2,right,True,False,False,539,,
C4,logistic,sink,sand_solref_interpolation_2of3_0p20_v03,sand_solref_interpolation_2of3,sink_candidate,0.2,left,True,False,False,219,,
C4,logistic,sink,sand_solref_interpolation_2of3_0p20_v03,sand_solref_interpolation_2of3,sink_candidate,0.2,right,True,False,False,199,,
C4,logistic,sink,sand_solref_interpolation_3of4_stronger_v2_0p20_v03,sand_solref_interpolation_3of4_stronger_v2,sink_candidate,0.2,left,True,False,False,239,,
C4,logistic,sink,sand_solref_interpolation_3of4_stronger_v2_0p20_v03,sand_solref_interpolation_3of4_stronger_v2,sink_candidate,0.2,right,True,False,False,199,,
C4,logistic,sink,sand_solref_interpolation_5of6_stronger_v2_0p20_v03,sand_solref_interpolation_5of6_stronger_v2,sink_candidate,0.2,left,True,False,False,229,,
C4,logistic,sink,sand_solref_interpolation_5of6_stronger_v2_0p20_v03,sand_solref_interpolation_5of6_stronger_v2,sink_candidate,0.2,right,True,False,False,199,,
C4,logistic,sink,marble_native_0p10_v04,marble,hard_negative,0.1,left,False,False,False,,,
C4,logistic,sink,marble_native_0p10_v04,marble,hard_negative,0.1,right,False,False,False,,,
C4,logistic,sink,concrete_native_0p10_v04,concrete,hard_negative,0.1,left,False,False,False,,,
C4,logistic,sink,concrete_native_0p10_v04,concrete,hard_negative,0.1,right,False,False,False,,,
C4,logistic,sink,sand_hardened_0p10_v04,sand_walking_support_v1_hardened,hard_negative,0.1,left,False,False,False,,,
C4,logistic,sink,sand_hardened_0p10_v04,sand_walking_support_v1_hardened,hard_negative,0.1,right,False,False,False,,,
C4,logistic,sink,ice_native_0p10_v04,ice,slip_candidate,0.1,left,True,False,False,579,,
C4,logistic,sink,ice_native_0p10_v04,ice,slip_candidate,0.1,right,False,False,False,,,
C4,logistic,sink,sand_solref_interpolation_1of3_0p10_v04,sand_solref_interpolation_1of3,sink_candidate,0.1,left,True,False,False,249,,
C4,logistic,sink,sand_solref_interpolation_1of3_0p10_v04,sand_solref_interpolation_1of3,sink_candidate,0.1,right,True,False,False,409,,
C4,logistic,sink,sand_solref_interpolation_2of3_0p10_v04,sand_solref_interpolation_2of3,sink_candidate,0.1,left,True,False,False,199,,
C4,logistic,sink,sand_solref_interpolation_2of3_0p10_v04,sand_solref_interpolation_2of3,sink_candidate,0.1,right,True,True,True,399,1559,-1160
C4,logistic,sink,sand_solref_interpolation_3of4_stronger_v2_0p10_v04,sand_solref_interpolation_3of4_stronger_v2,sink_candidate,0.1,left,True,True,True,199,2639,-2440
C4,logistic,sink,sand_solref_interpolation_3of4_stronger_v2_0p10_v04,sand_solref_interpolation_3of4_stronger_v2,sink_candidate,0.1,right,True,True,True,389,2169,-1780
C4,logistic,sink,sand_solref_interpolation_5of6_stronger_v2_0p10_v04,sand_solref_interpolation_5of6_stronger_v2,sink_candidate,0.1,left,True,True,True,199,2639,-2440
C4,logistic,sink,sand_solref_interpolation_5of6_stronger_v2_0p10_v04,sand_solref_interpolation_5of6_stronger_v2,sink_candidate,0.1,right,True,False,True,389,,
C4,logistic,sink,marble_native_0p15_v04,marble,hard_negative,0.15,left,False,False,False,,,
C4,logistic,sink,marble_native_0p15_v04,marble,hard_negative,0.15,right,False,False,False,,,
C4,logistic,sink,concrete_native_0p15_v04,concrete,hard_negative,0.15,left,False,False,False,,,
C4,logistic,sink,concrete_native_0p15_v04,concrete,hard_negative,0.15,right,False,False,False,,,
C4,logistic,sink,sand_hardened_0p15_v04,sand_walking_support_v1_hardened,hard_negative,0.15,left,False,False,False,,,
C4,logistic,sink,sand_hardened_0p15_v04,sand_walking_support_v1_hardened,hard_negative,0.15,right,False,False,False,,,
C4,logistic,sink,ice_native_0p15_v04,ice,slip_candidate,0.15,left,True,False,False,589,,
C4,logistic,sink,ice_native_0p15_v04,ice,slip_candidate,0.15,right,False,False,False,,,
C4,logistic,sink,sand_solref_interpolation_1of3_0p15_v04,sand_solref_interpolation_1of3,sink_candidate,0.15,left,True,False,False,239,,
C4,logistic,sink,sand_solref_interpolation_1of3_0p15_v04,sand_solref_interpolation_1of3,sink_candidate,0.15,right,True,False,False,409,,
C4,logistic,sink,sand_solref_interpolation_2of3_0p15_v04,sand_solref_interpolation_2of3,sink_candidate,0.15,left,True,False,False,199,,
C4,logistic,sink,sand_solref_interpolation_2of3_0p15_v04,sand_solref_interpolation_2of3,sink_candidate,0.15,right,True,False,False,389,,
C4,logistic,sink,sand_solref_interpolation_3of4_stronger_v2_0p15_v04,sand_solref_interpolation_3of4_stronger_v2,sink_candidate,0.15,left,True,False,False,199,,
C4,logistic,sink,sand_solref_interpolation_3of4_stronger_v2_0p15_v04,sand_solref_interpolation_3of4_stronger_v2,sink_candidate,0.15,right,True,False,False,389,,
C4,logistic,sink,sand_solref_interpolation_5of6_stronger_v2_0p15_v04,sand_solref_interpolation_5of6_stronger_v2,sink_candidate,0.15,left,True,False,False,199,,
C4,logistic,sink,sand_solref_interpolation_5of6_stronger_v2_0p15_v04,sand_solref_interpolation_5of6_stronger_v2,sink_candidate,0.15,right,True,False,False,389,,
C4,logistic,sink,marble_native_0p20_v04,marble,hard_negative,0.2,left,False,False,False,,,
C4,logistic,sink,marble_native_0p20_v04,marble,hard_negative,0.2,right,False,False,False,,,
C4,logistic,sink,concrete_native_0p20_v04,concrete,hard_negative,0.2,left,False,False,False,,,
C4,logistic,sink,concrete_native_0p20_v04,concrete,hard_negative,0.2,right,False,False,False,,,
C4,logistic,sink,sand_hardened_0p20_v04,sand_walking_support_v1_hardened,hard_negative,0.2,left,False,False,False,,,
C4,logistic,sink,sand_hardened_0p20_v04,sand_walking_support_v1_hardened,hard_negative,0.2,right,False,False,False,,,
C4,logistic,sink,ice_native_0p20_v04,ice,slip_candidate,0.2,left,True,False,False,589,,
C4,logistic,sink,ice_native_0p20_v04,ice,slip_candidate,0.2,right,True,False,False,1999,,
C4,logistic,sink,sand_solref_interpolation_1of3_0p20_v04,sand_solref_interpolation_1of3,sink_candidate,0.2,left,True,False,False,239,,
C4,logistic,sink,sand_solref_interpolation_1of3_0p20_v04,sand_solref_interpolation_1of3,sink_candidate,0.2,right,True,False,False,409,,
C4,logistic,sink,sand_solref_interpolation_2of3_0p20_v04,sand_solref_interpolation_2of3,sink_candidate,0.2,left,True,False,False,199,,
C4,logistic,sink,sand_solref_interpolation_2of3_0p20_v04,sand_solref_interpolation_2of3,sink_candidate,0.2,right,True,False,False,389,,
C4,logistic,sink,sand_solref_interpolation_3of4_stronger_v2_0p20_v04,sand_solref_interpolation_3of4_stronger_v2,sink_candidate,0.2,left,True,False,False,199,,
C4,logistic,sink,sand_solref_interpolation_3of4_stronger_v2_0p20_v04,sand_solref_interpolation_3of4_stronger_v2,sink_candidate,0.2,right,True,False,False,389,,
C4,logistic,sink,sand_solref_interpolation_5of6_stronger_v2_0p20_v04,sand_solref_interpolation_5of6_stronger_v2,sink_candidate,0.2,left,True,False,False,199,,
C4,logistic,sink,sand_solref_interpolation_5of6_stronger_v2_0p20_v04,sand_solref_interpolation_5of6_stronger_v2,sink_candidate,0.2,right,True,False,False,389,,
