candidate_id,config_id,confidence_threshold,dwell_endpoints,minimum_contact_age_ms,terrain_accuracy,terrain_macro_f1,event_count,event_detected,event_recall,run_count,run_detected,run_recall,output_count,precision,f1,detected_within_20ms,recall_within_20ms,median_latency_ms,p95_latency_ms,normal_run_fp,normal_run_count,normal_run_fp_rate,normal_contact_fp,normal_contact_count,normal_contact_fp_rate,too_early,wrong_case_output,post_fall_output,invalid_output,duplicate_output,latch_carryover,cross_foot_output,per_speed_recall_within_20ms,per_hard_source_recall_within_20ms,grouped_variation_fold_count,independent_source_family_count,direct_gate_pass
T1_LINEAR_200,p0.65_d3_a5,0.65,3,5,0.5649268865407194,0.555590077076052,67,7,0.1044776119402985,59,7,0.11864406779661017,96,0.07291666666666667,0.08588957055214724,0,0.0,519.0,607.0,58,360,0.16111111111111112,89,8243,0.010797039912653161,0,78,19,0,0,0,0,"{""0.10"": 0.0, ""0.15"": 0.0, ""0.20"": 0.0}","{""concrete"": 0.0, ""marble"": 0.0}",5,1,False
T1_LINEAR_200,p0.65_d3_a10,0.65,3,10,0.5649268865407194,0.555590077076052,67,6,0.08955223880597014,59,6,0.1016949152542373,84,0.07142857142857142,0.07947019867549668,0,0.0,349.0,606.5,52,360,0.14444444444444443,78,8243,0.00946257430547131,0,68,17,0,0,0,0,"{""0.10"": 0.0, ""0.15"": 0.0, ""0.20"": 0.0}","{""concrete"": 0.0, ""marble"": 0.0}",5,1,False
T1_LINEAR_200,p0.80_d1_a5,0.8,1,5,0.5649268865407194,0.555590077076052,67,5,0.07462686567164178,59,5,0.0847457627118644,140,0.03571428571428571,0.048309178743961345,0,0.0,759.0,983.8,82,360,0.22777777777777777,135,8243,0.016377532451777265,0,118,34,0,0,0,0,"{""0.10"": 0.0, ""0.15"": 0.0, ""0.20"": 0.0}","{""concrete"": 0.0, ""marble"": 0.0}",5,1,False
T1_LINEAR_200,p0.80_d1_a10,0.8,1,10,0.5649268865407194,0.555590077076052,67,5,0.07462686567164178,59,5,0.0847457627118644,123,0.04065040650406504,0.05263157894736842,0,0.0,759.0,983.8,74,360,0.20555555555555555,118,8243,0.014315176513405314,0,105,32,0,0,0,0,"{""0.10"": 0.0, ""0.15"": 0.0, ""0.20"": 0.0}","{""concrete"": 0.0, ""marble"": 0.0}",5,1,False
T1_LINEAR_200,p0.80_d2_a5,0.8,2,5,0.5649268865407194,0.555590077076052,67,0,0.0,59,0,0.0,68,0.0,0.0,0,0.0,,,49,360,0.1361111111111111,68,8243,0.008249423753487807,0,62,21,0,0,0,0,"{""0.10"": 0.0, ""0.15"": 0.0, ""0.20"": 0.0}","{""concrete"": 0.0, ""marble"": 0.0}",5,1,False
T1_LINEAR_200,p0.80_d2_a10,0.8,2,10,0.5649268865407194,0.555590077076052,67,0,0.0,59,0,0.0,63,0.0,0.0,0,0.0,,,47,360,0.13055555555555556,63,8243,0.007642848477496057,0,57,19,0,0,0,0,"{""0.10"": 0.0, ""0.15"": 0.0, ""0.20"": 0.0}","{""concrete"": 0.0, ""marble"": 0.0}",5,1,False
T1_LINEAR_200,p0.80_d3_a5,0.8,3,5,0.5649268865407194,0.555590077076052,67,0,0.0,59,0,0.0,45,0.0,0.0,0,0.0,,,36,360,0.1,45,8243,0.005459177483925755,0,41,18,0,0,0,0,"{""0.10"": 0.0, ""0.15"": 0.0, ""0.20"": 0.0}","{""concrete"": 0.0, ""marble"": 0.0}",5,1,False
T1_LINEAR_200,p0.80_d3_a10,0.8,3,10,0.5649268865407194,0.555590077076052,67,0,0.0,59,0,0.0,43,0.0,0.0,0,0.0,,,35,360,0.09722222222222222,43,8243,0.005216547373529055,0,39,17,0,0,0,0,"{""0.10"": 0.0, ""0.15"": 0.0, ""0.20"": 0.0}","{""concrete"": 0.0, ""marble"": 0.0}",5,1,False
T1_LINEAR_200,p0.90_d1_a5,0.9,1,5,0.5649268865407194,0.555590077076052,67,1,0.014925373134328358,59,1,0.01694915254237288,78,0.01282051282051282,0.013793103448275862,0,0.0,759.0,759.0,53,360,0.14722222222222223,77,8243,0.00934125925027296,0,71,31,0,0,0,0,"{""0.10"": 0.0, ""0.15"": 0.0, ""0.20"": 0.0}","{""concrete"": 0.0, ""marble"": 0.0}",5,1,False
T1_LINEAR_200,p0.90_d1_a10,0.9,1,10,0.5649268865407194,0.555590077076052,67,1,0.014925373134328358,59,1,0.01694915254237288,71,0.014084507042253521,0.014492753623188406,0,0.0,759.0,759.0,50,360,0.1388888888888889,70,8243,0.008492053863884508,0,64,29,0,0,0,0,"{""0.10"": 0.0, ""0.15"": 0.0, ""0.20"": 0.0}","{""concrete"": 0.0, ""marble"": 0.0}",5,1,False
