run_id,pair_id,pair_index,role,speed_mps,target_foot,target_phase,severity,material_profile,control_type,variation_index,phase_fraction,command_delay_s,lateral_offset_m,seed,duration_s,patch,pair_fingerprint,initial_policy_observation_sha256,sample_count,first_sample_time_s,last_sample_time_s,sample_spacing_max_error_s,first_fall_sample,first_fall_time_s,fall_occurred,fall_reason,post_fall_excluded_sample_count,left_first_loaded_touchdown_sample,right_first_loaded_touchdown_sample,patch_contact_application_count,finite_fusion20,full_trace_sha256,discarded,replaced,silently_relabelled
positive_0p10_left_mid_late_stance_moderate_ice_preregistered_v0,pair_015,15,positive,0.1,left,mid_late_stance,moderate_ice_preregistered,moderate_ice_preregistered,near_slip_non_event,0,0.07,0.0,-0.004,202608315,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",5df7620b2112b51a10dbccd8f1fc368b9be8420c7fbb462a1a768c48ae0e8f3d,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,36,43,4314,True,5f8b2b7dd51715f7a6d93700e62a8b5503f35d42c80dce0f7305fa780efb9e97,False,False,False
control_0p10_left_mid_late_stance_moderate_ice_preregistered_v0,pair_015,15,control,0.1,left,mid_late_stance,moderate_ice_preregistered,near_slip_non_event,near_slip_non_event,0,0.07,0.0,-0.004,202608315,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",5df7620b2112b51a10dbccd8f1fc368b9be8420c7fbb462a1a768c48ae0e8f3d,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,36,43,4314,True,5f8b2b7dd51715f7a6d93700e62a8b5503f35d42c80dce0f7305fa780efb9e97,False,False,False
positive_0p10_left_mid_late_stance_moderate_ice_preregistered_v1,pair_016,16,positive,0.1,left,mid_late_stance,moderate_ice_preregistered,moderate_ice_preregistered,hard_normal,1,0.41,0.04,0.0,202608316,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",e4f9ab1e25a4c615aa8a458edadbf73d93d5c2ecb8f5a690d895280a5a9434ba,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,39,37,5271,True,2e8b7fb677433395d7833c2ae37ade43d0f5d40a052865023d50362f5ede60fa,False,False,False
control_0p10_left_mid_late_stance_moderate_ice_preregistered_v1,pair_016,16,control,0.1,left,mid_late_stance,moderate_ice_preregistered,hard_normal,hard_normal,1,0.41,0.04,0.0,202608316,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",e4f9ab1e25a4c615aa8a458edadbf73d93d5c2ecb8f5a690d895280a5a9434ba,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,39,37,5271,True,2e8b7fb677433395d7833c2ae37ade43d0f5d40a052865023d50362f5ede60fa,False,False,False
positive_0p10_left_mid_late_stance_moderate_ice_preregistered_v2,pair_017,17,positive,0.1,left,mid_late_stance,moderate_ice_preregistered,moderate_ice_preregistered,near_slip_non_event,2,0.83,0.08,0.004,202608317,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",d18d87e01408d8c35ae13e9c03bb881639f83532ff5a4e7cdf8b6feb4c199152,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,44,34,5679,True,bc138806a3781f8c54e1f90a2cbce07adefe3a3685defdcc38b0c9f0e13d67ee,False,False,False
control_0p10_left_mid_late_stance_moderate_ice_preregistered_v2,pair_017,17,control,0.1,left,mid_late_stance,moderate_ice_preregistered,near_slip_non_event,near_slip_non_event,2,0.83,0.08,0.004,202608317,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",d18d87e01408d8c35ae13e9c03bb881639f83532ff5a4e7cdf8b6feb4c199152,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,44,34,5679,True,bc138806a3781f8c54e1f90a2cbce07adefe3a3685defdcc38b0c9f0e13d67ee,False,False,False
positive_0p10_right_early_loading_native_strong_ice_v0,pair_018,18,positive,0.1,right,early_loading,native_strong_ice,native_strong_ice,near_slip_non_event,0,0.07,0.0,-0.004,202608318,3.0,"{'target_foot': 'right', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': -0.26, 'y_max_m': -0.015, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",54c77c1a65009439feead471b4e666e5207aa41d8aa2899a1016d181df773111,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,36,43,14002,True,46f430033ba21828aa0b64de7d91a48680d268a28866569657334c84b202d696,False,False,False
control_0p10_right_early_loading_native_strong_ice_v0,pair_018,18,control,0.1,right,early_loading,native_strong_ice,near_slip_non_event,near_slip_non_event,0,0.07,0.0,-0.004,202608318,3.0,"{'target_foot': 'right', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': -0.26, 'y_max_m': -0.015, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",54c77c1a65009439feead471b4e666e5207aa41d8aa2899a1016d181df773111,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,36,43,14002,True,46f430033ba21828aa0b64de7d91a48680d268a28866569657334c84b202d696,False,False,False
positive_0p10_right_early_loading_native_strong_ice_v1,pair_019,19,positive,0.1,right,early_loading,native_strong_ice,native_strong_ice,hard_normal,1,0.41,0.04,0.0,202608319,3.0,"{'target_foot': 'right', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': -0.26, 'y_max_m': -0.015, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",1fb9d413b00f2a9768d12fab7cf49963309b53027d491bdbdb0a1184f746de2d,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,39,37,7800,True,88b254eed510072c434701bf49453c05716be7f178f0fe986c0b5bead706fb07,False,False,False
control_0p10_right_early_loading_native_strong_ice_v1,pair_019,19,control,0.1,right,early_loading,native_strong_ice,hard_normal,hard_normal,1,0.41,0.04,0.0,202608319,3.0,"{'target_foot': 'right', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': -0.26, 'y_max_m': -0.015, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",1fb9d413b00f2a9768d12fab7cf49963309b53027d491bdbdb0a1184f746de2d,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,39,37,7800,True,88b254eed510072c434701bf49453c05716be7f178f0fe986c0b5bead706fb07,False,False,False
positive_0p10_right_early_loading_native_strong_ice_v2,pair_020,20,positive,0.1,right,early_loading,native_strong_ice,native_strong_ice,near_slip_non_event,2,0.83,0.08,0.004,202608320,3.0,"{'target_foot': 'right', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': -0.26, 'y_max_m': -0.015, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",dd4d522b2d15880696a7ec3e94a8204efc3a0657acc2a5b2b515f666ad34cbd2,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,44,34,13873,True,14114d8a64b4c1b1f52524edb7755f2d4842dba8b9256b4df36e93daac87a427,False,False,False
control_0p10_right_early_loading_native_strong_ice_v2,pair_020,20,control,0.1,right,early_loading,native_strong_ice,near_slip_non_event,near_slip_non_event,2,0.83,0.08,0.004,202608320,3.0,"{'target_foot': 'right', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': -0.26, 'y_max_m': -0.015, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",dd4d522b2d15880696a7ec3e94a8204efc3a0657acc2a5b2b515f666ad34cbd2,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,44,34,13873,True,14114d8a64b4c1b1f52524edb7755f2d4842dba8b9256b4df36e93daac87a427,False,False,False
positive_0p10_right_early_loading_moderate_ice_preregistered_v0,pair_021,21,positive,0.1,right,early_loading,moderate_ice_preregistered,moderate_ice_preregistered,hard_normal,0,0.07,0.0,-0.004,202608321,3.0,"{'target_foot': 'right', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': -0.26, 'y_max_m': -0.015, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",c71623f76ae0934bffd9024f1b33162ab0c0588edeb0b9439b84ab51d27573de,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,36,43,14002,True,132494373cc50c67028e00a9ddc0482a6eacd3ff022c1347588ee85d81182948,False,False,False
control_0p10_right_early_loading_moderate_ice_preregistered_v0,pair_021,21,control,0.1,right,early_loading,moderate_ice_preregistered,hard_normal,hard_normal,0,0.07,0.0,-0.004,202608321,3.0,"{'target_foot': 'right', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': -0.26, 'y_max_m': -0.015, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",c71623f76ae0934bffd9024f1b33162ab0c0588edeb0b9439b84ab51d27573de,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,36,43,14002,True,132494373cc50c67028e00a9ddc0482a6eacd3ff022c1347588ee85d81182948,False,False,False
positive_0p10_right_early_loading_moderate_ice_preregistered_v1,pair_022,22,positive,0.1,right,early_loading,moderate_ice_preregistered,moderate_ice_preregistered,near_slip_non_event,1,0.41,0.04,0.0,202608322,3.0,"{'target_foot': 'right', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': -0.26, 'y_max_m': -0.015, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",0873400ed2b43832988a7de5d2b244f57dace52ef2970f3310a3cee9d176469a,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,39,37,7800,True,f238b7c7655f7a1588078837293eaf58d027069f796d1f30c9d0772b2a36c79d,False,False,False
control_0p10_right_early_loading_moderate_ice_preregistered_v1,pair_022,22,control,0.1,right,early_loading,moderate_ice_preregistered,near_slip_non_event,near_slip_non_event,1,0.41,0.04,0.0,202608322,3.0,"{'target_foot': 'right', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': -0.26, 'y_max_m': -0.015, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",0873400ed2b43832988a7de5d2b244f57dace52ef2970f3310a3cee9d176469a,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,39,37,7800,True,f238b7c7655f7a1588078837293eaf58d027069f796d1f30c9d0772b2a36c79d,False,False,False
positive_0p10_right_early_loading_moderate_ice_preregistered_v2,pair_023,23,positive,0.1,right,early_loading,moderate_ice_preregistered,moderate_ice_preregistered,hard_normal,2,0.83,0.08,0.004,202608323,3.0,"{'target_foot': 'right', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': -0.26, 'y_max_m': -0.015, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",fa933316b1551d890443c065641c6ffe84cde4078a99a27a711aa6fc9b7683b2,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,44,34,14140,True,423f40ec000d4ab586af91e680149e0a78a150ca5361ae921cdbf79ec65258dd,False,False,False
control_0p10_right_early_loading_moderate_ice_preregistered_v2,pair_023,23,control,0.1,right,early_loading,moderate_ice_preregistered,hard_normal,hard_normal,2,0.83,0.08,0.004,202608323,3.0,"{'target_foot': 'right', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': -0.26, 'y_max_m': -0.015, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",fa933316b1551d890443c065641c6ffe84cde4078a99a27a711aa6fc9b7683b2,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,44,34,14140,True,423f40ec000d4ab586af91e680149e0a78a150ca5361ae921cdbf79ec65258dd,False,False,False
positive_0p10_right_mid_loading_early_stance_native_strong_ice_v0,pair_024,24,positive,0.1,right,mid_loading_early_stance,native_strong_ice,native_strong_ice,hard_normal,0,0.07,0.0,-0.004,202608324,3.0,"{'target_foot': 'right', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': -0.26, 'y_max_m': -0.015, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",754baf16052a522384e74e049bce130a84b45186f52cb7e24dbe114a7023c11e,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,36,43,11163,True,ff0e36e0a14c3ad6aa84f63901eb3375487b9c13139d8f161ece4ae4ad81176c,False,False,False
control_0p10_right_mid_loading_early_stance_native_strong_ice_v0,pair_024,24,control,0.1,right,mid_loading_early_stance,native_strong_ice,hard_normal,hard_normal,0,0.07,0.0,-0.004,202608324,3.0,"{'target_foot': 'right', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': -0.26, 'y_max_m': -0.015, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",754baf16052a522384e74e049bce130a84b45186f52cb7e24dbe114a7023c11e,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,36,43,11163,True,ff0e36e0a14c3ad6aa84f63901eb3375487b9c13139d8f161ece4ae4ad81176c,False,False,False
positive_0p10_right_mid_loading_early_stance_native_strong_ice_v1,pair_025,25,positive,0.1,right,mid_loading_early_stance,native_strong_ice,native_strong_ice,near_slip_non_event,1,0.41,0.04,0.0,202608325,3.0,"{'target_foot': 'right', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': -0.26, 'y_max_m': -0.015, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",e7c52f0c01ec2374fe0a2a35f1612684a1ff51c163c0f4f8c898569bba4242f0,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,39,37,6039,True,7332f893184695abd68f484a996f729250b5ca8c0cffe0f2fa2db6f6ac04852a,False,False,False
control_0p10_right_mid_loading_early_stance_native_strong_ice_v1,pair_025,25,control,0.1,right,mid_loading_early_stance,native_strong_ice,near_slip_non_event,near_slip_non_event,1,0.41,0.04,0.0,202608325,3.0,"{'target_foot': 'right', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': -0.26, 'y_max_m': -0.015, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",e7c52f0c01ec2374fe0a2a35f1612684a1ff51c163c0f4f8c898569bba4242f0,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,39,37,6039,True,7332f893184695abd68f484a996f729250b5ca8c0cffe0f2fa2db6f6ac04852a,False,False,False
positive_0p10_right_mid_loading_early_stance_native_strong_ice_v2,pair_026,26,positive,0.1,right,mid_loading_early_stance,native_strong_ice,native_strong_ice,hard_normal,2,0.83,0.08,0.004,202608326,3.0,"{'target_foot': 'right', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': -0.26, 'y_max_m': -0.015, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",076bc0287a403bbc7876e16bf6aa002f20e01238d856a2f02ec5bba571c53749,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,44,34,11221,True,719004346f6222b2414166f87b9c5c77a1f2a4b7fe339fd34203c46048ce336b,False,False,False
control_0p10_right_mid_loading_early_stance_native_strong_ice_v2,pair_026,26,control,0.1,right,mid_loading_early_stance,native_strong_ice,hard_normal,hard_normal,2,0.83,0.08,0.004,202608326,3.0,"{'target_foot': 'right', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': -0.26, 'y_max_m': -0.015, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",076bc0287a403bbc7876e16bf6aa002f20e01238d856a2f02ec5bba571c53749,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,44,34,11221,True,719004346f6222b2414166f87b9c5c77a1f2a4b7fe339fd34203c46048ce336b,False,False,False
positive_0p10_right_mid_loading_early_stance_moderate_ice_preregistered_v0,pair_027,27,positive,0.1,right,mid_loading_early_stance,moderate_ice_preregistered,moderate_ice_preregistered,near_slip_non_event,0,0.07,0.0,-0.004,202608327,3.0,"{'target_foot': 'right', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': -0.26, 'y_max_m': -0.015, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",f1a12d1493e29d8464b42f9f86998ae0378a1a33abf8dc6bb6fbd2844a17679d,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,36,43,11163,True,dbeb4837b03a282e0dfcb971820205a251c0299df806a397f104117eaeb4ff19,False,False,False
control_0p10_right_mid_loading_early_stance_moderate_ice_preregistered_v0,pair_027,27,control,0.1,right,mid_loading_early_stance,moderate_ice_preregistered,near_slip_non_event,near_slip_non_event,0,0.07,0.0,-0.004,202608327,3.0,"{'target_foot': 'right', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': -0.26, 'y_max_m': -0.015, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",f1a12d1493e29d8464b42f9f86998ae0378a1a33abf8dc6bb6fbd2844a17679d,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,36,43,11163,True,dbeb4837b03a282e0dfcb971820205a251c0299df806a397f104117eaeb4ff19,False,False,False
positive_0p10_right_mid_loading_early_stance_moderate_ice_preregistered_v1,pair_028,28,positive,0.1,right,mid_loading_early_stance,moderate_ice_preregistered,moderate_ice_preregistered,hard_normal,1,0.41,0.04,0.0,202608328,3.0,"{'target_foot': 'right', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': -0.26, 'y_max_m': -0.015, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",361632798146cd93167a05e178924c3e18fc1e5487ad25da16c3acaf818cc920,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,39,37,6035,True,9693565ddb330fde83660bfb15d083e023affc625a9c66e275a69f2a2a51f19c,False,False,False
control_0p10_right_mid_loading_early_stance_moderate_ice_preregistered_v1,pair_028,28,control,0.1,right,mid_loading_early_stance,moderate_ice_preregistered,hard_normal,hard_normal,1,0.41,0.04,0.0,202608328,3.0,"{'target_foot': 'right', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': -0.26, 'y_max_m': -0.015, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",361632798146cd93167a05e178924c3e18fc1e5487ad25da16c3acaf818cc920,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,39,37,6035,True,9693565ddb330fde83660bfb15d083e023affc625a9c66e275a69f2a2a51f19c,False,False,False
positive_0p10_right_mid_loading_early_stance_moderate_ice_preregistered_v2,pair_029,29,positive,0.1,right,mid_loading_early_stance,moderate_ice_preregistered,moderate_ice_preregistered,near_slip_non_event,2,0.83,0.08,0.004,202608329,3.0,"{'target_foot': 'right', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': -0.26, 'y_max_m': -0.015, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",8a9550a2cf15fc2e158dcd01206422143a2b0e016bf9b3776199b727f8222d21,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,44,34,10790,True,c640f8eb66f1bd03f5881c6f46b4b835e3a5d4d712f74e7282a89c33ed630acd,False,False,False
control_0p10_right_mid_loading_early_stance_moderate_ice_preregistered_v2,pair_029,29,control,0.1,right,mid_loading_early_stance,moderate_ice_preregistered,near_slip_non_event,near_slip_non_event,2,0.83,0.08,0.004,202608329,3.0,"{'target_foot': 'right', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': -0.26, 'y_max_m': -0.015, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",8a9550a2cf15fc2e158dcd01206422143a2b0e016bf9b3776199b727f8222d21,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,44,34,10790,True,c640f8eb66f1bd03f5881c6f46b4b835e3a5d4d712f74e7282a89c33ed630acd,False,False,False
positive_0p10_right_mid_late_stance_native_strong_ice_v0,pair_030,30,positive,0.1,right,mid_late_stance,native_strong_ice,native_strong_ice,near_slip_non_event,0,0.07,0.0,-0.004,202608330,3.0,"{'target_foot': 'right', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': -0.26, 'y_max_m': -0.015, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",d3ad3598197dc86afc4dbcb89bfe0688770957b70b7f46e8f25578845cdfdc13,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,36,43,6365,True,d54e4a41968a80f5afb5daa1c862a806545efc9fc77d851e5ddf5a3bad47fc0c,False,False,False
control_0p10_right_mid_late_stance_native_strong_ice_v0,pair_030,30,control,0.1,right,mid_late_stance,native_strong_ice,near_slip_non_event,near_slip_non_event,0,0.07,0.0,-0.004,202608330,3.0,"{'target_foot': 'right', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': -0.26, 'y_max_m': -0.015, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",d3ad3598197dc86afc4dbcb89bfe0688770957b70b7f46e8f25578845cdfdc13,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,36,43,6365,True,d54e4a41968a80f5afb5daa1c862a806545efc9fc77d851e5ddf5a3bad47fc0c,False,False,False
positive_0p10_right_mid_late_stance_native_strong_ice_v1,pair_031,31,positive,0.1,right,mid_late_stance,native_strong_ice,native_strong_ice,hard_normal,1,0.41,0.04,0.0,202608331,3.0,"{'target_foot': 'right', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': -0.26, 'y_max_m': -0.015, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",67f2ce5e761889dadba7536e3b29a5cb2e34f5df93fd63316cc80187e0e80b73,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,39,37,3093,True,91fa488b76ba760c40b69a1d910d30e3c5883061e9fcbd1750685105d3927b38,False,False,False
control_0p10_right_mid_late_stance_native_strong_ice_v1,pair_031,31,control,0.1,right,mid_late_stance,native_strong_ice,hard_normal,hard_normal,1,0.41,0.04,0.0,202608331,3.0,"{'target_foot': 'right', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': -0.26, 'y_max_m': -0.015, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",67f2ce5e761889dadba7536e3b29a5cb2e34f5df93fd63316cc80187e0e80b73,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,39,37,3093,True,91fa488b76ba760c40b69a1d910d30e3c5883061e9fcbd1750685105d3927b38,False,False,False
positive_0p10_right_mid_late_stance_native_strong_ice_v2,pair_032,32,positive,0.1,right,mid_late_stance,native_strong_ice,native_strong_ice,near_slip_non_event,2,0.83,0.08,0.004,202608332,3.0,"{'target_foot': 'right', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': -0.26, 'y_max_m': -0.015, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",5790169ededc7353437657d7cec5b332cd04cea14d38837be9847a9259114ba7,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,44,34,5403,True,f51bb8c2b35193482d576de02f172348d05e18a8a08fe15e48e0516529f52c2c,False,False,False
control_0p10_right_mid_late_stance_native_strong_ice_v2,pair_032,32,control,0.1,right,mid_late_stance,native_strong_ice,near_slip_non_event,near_slip_non_event,2,0.83,0.08,0.004,202608332,3.0,"{'target_foot': 'right', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': -0.26, 'y_max_m': -0.015, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",5790169ededc7353437657d7cec5b332cd04cea14d38837be9847a9259114ba7,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,44,34,5403,True,f51bb8c2b35193482d576de02f172348d05e18a8a08fe15e48e0516529f52c2c,False,False,False
positive_0p10_right_mid_late_stance_moderate_ice_preregistered_v0,pair_033,33,positive,0.1,right,mid_late_stance,moderate_ice_preregistered,moderate_ice_preregistered,hard_normal,0,0.07,0.0,-0.004,202608333,3.0,"{'target_foot': 'right', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': -0.26, 'y_max_m': -0.015, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",463db3eef5a976e51206da159b7519a3719b90bf55fc87ad8f43517a4dafa973,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,36,43,6364,True,e5645030a37596b5e0be56aed71203ec7c8047e8879c23ba24f430976ed2d028,False,False,False
