run_id,pair_id,pair_index,role,speed_mps,target_foot,target_phase,severity,material_profile,control_type,variation_index,phase_fraction,command_delay_s,lateral_offset_m,seed,duration_s,patch,pair_fingerprint,initial_policy_observation_sha256,sample_count,first_sample_time_s,last_sample_time_s,sample_spacing_max_error_s,first_fall_sample,first_fall_time_s,fall_occurred,fall_reason,post_fall_excluded_sample_count,left_first_loaded_touchdown_sample,right_first_loaded_touchdown_sample,patch_contact_application_count,finite_fusion20,full_trace_sha256,discarded,replaced,silently_relabelled
control_0p10_right_mid_late_stance_moderate_ice_preregistered_v0,pair_033,33,control,0.1,right,mid_late_stance,moderate_ice_preregistered,hard_normal,hard_normal,0,0.07,0.0,-0.004,202608333,3.0,"{'target_foot': 'right', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': -0.26, 'y_max_m': -0.015, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",463db3eef5a976e51206da159b7519a3719b90bf55fc87ad8f43517a4dafa973,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,36,43,6364,True,e5645030a37596b5e0be56aed71203ec7c8047e8879c23ba24f430976ed2d028,False,False,False
positive_0p10_right_mid_late_stance_moderate_ice_preregistered_v1,pair_034,34,positive,0.1,right,mid_late_stance,moderate_ice_preregistered,moderate_ice_preregistered,near_slip_non_event,1,0.41,0.04,0.0,202608334,3.0,"{'target_foot': 'right', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': -0.26, 'y_max_m': -0.015, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",76fb4a9d851482f3bf9b5cd7fe870d8defe1a287585c4019ee523a9e4f73c72f,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,39,37,3094,True,a04cb65e4962757d0af52b83110d9a82fd85aea3f8bfeb8edf6d5312cfd80a2f,False,False,False
control_0p10_right_mid_late_stance_moderate_ice_preregistered_v1,pair_034,34,control,0.1,right,mid_late_stance,moderate_ice_preregistered,near_slip_non_event,near_slip_non_event,1,0.41,0.04,0.0,202608334,3.0,"{'target_foot': 'right', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': -0.26, 'y_max_m': -0.015, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",76fb4a9d851482f3bf9b5cd7fe870d8defe1a287585c4019ee523a9e4f73c72f,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,39,37,3094,True,a04cb65e4962757d0af52b83110d9a82fd85aea3f8bfeb8edf6d5312cfd80a2f,False,False,False
positive_0p10_right_mid_late_stance_moderate_ice_preregistered_v2,pair_035,35,positive,0.1,right,mid_late_stance,moderate_ice_preregistered,moderate_ice_preregistered,hard_normal,2,0.83,0.08,0.004,202608335,3.0,"{'target_foot': 'right', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': -0.26, 'y_max_m': -0.015, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",bd3565aae25a5552bbb7ae694dc15fcbf0cbd26ef9bb1b939a3b81c8911ccc4b,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,44,34,5594,True,69ffe7d17c42166507f323c090f44e3887373ee3bda4a7764a75567ab4cc2731,False,False,False
control_0p10_right_mid_late_stance_moderate_ice_preregistered_v2,pair_035,35,control,0.1,right,mid_late_stance,moderate_ice_preregistered,hard_normal,hard_normal,2,0.83,0.08,0.004,202608335,3.0,"{'target_foot': 'right', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': -0.26, 'y_max_m': -0.015, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",bd3565aae25a5552bbb7ae694dc15fcbf0cbd26ef9bb1b939a3b81c8911ccc4b,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,44,34,5594,True,69ffe7d17c42166507f323c090f44e3887373ee3bda4a7764a75567ab4cc2731,False,False,False
positive_0p15_left_early_loading_native_strong_ice_v0,pair_036,36,positive,0.15,left,early_loading,native_strong_ice,native_strong_ice,hard_normal,0,0.07,0.0,-0.004,202608336,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",686675b87cf16e7537f01cb5a5b6b62fbbb947b2ad428c86b255005d02aec0db,9ee48bea5827e4627fac28df305aa69160d5abcef13312f5aef6335c91abc06e,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,37,43,11416,True,446a91b6247438b2917b0bd182b6e12b54a21071d1bc1360dccdb3fb032e1c62,False,False,False
control_0p15_left_early_loading_native_strong_ice_v0,pair_036,36,control,0.15,left,early_loading,native_strong_ice,hard_normal,hard_normal,0,0.07,0.0,-0.004,202608336,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",686675b87cf16e7537f01cb5a5b6b62fbbb947b2ad428c86b255005d02aec0db,9ee48bea5827e4627fac28df305aa69160d5abcef13312f5aef6335c91abc06e,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,37,43,11416,True,446a91b6247438b2917b0bd182b6e12b54a21071d1bc1360dccdb3fb032e1c62,False,False,False
positive_0p15_left_early_loading_native_strong_ice_v1,pair_037,37,positive,0.15,left,early_loading,native_strong_ice,native_strong_ice,near_slip_non_event,1,0.41,0.04,0.0,202608337,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",b2290b42b439b7a738b385d24ce9b68eabad293ba7bc2e265273291aada94173,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,39,37,12679,True,7824df56644b709e95097d9a2ff4a9741ac5e4f894f74d036318296701e8468a,False,False,False
control_0p15_left_early_loading_native_strong_ice_v1,pair_037,37,control,0.15,left,early_loading,native_strong_ice,near_slip_non_event,near_slip_non_event,1,0.41,0.04,0.0,202608337,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",b2290b42b439b7a738b385d24ce9b68eabad293ba7bc2e265273291aada94173,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,39,37,12679,True,7824df56644b709e95097d9a2ff4a9741ac5e4f894f74d036318296701e8468a,False,False,False
positive_0p15_left_early_loading_native_strong_ice_v2,pair_038,38,positive,0.15,left,early_loading,native_strong_ice,native_strong_ice,hard_normal,2,0.83,0.08,0.004,202608338,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",30fe8280cb4a8dbd27692e41b3172af7aa1f5ec76d381535dbdeade8c43e0bce,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,44,34,12733,True,306470597cc5fb8ea82232a0814848dba27fc0596060b8d96d26fe5ca35feda0,False,False,False
control_0p15_left_early_loading_native_strong_ice_v2,pair_038,38,control,0.15,left,early_loading,native_strong_ice,hard_normal,hard_normal,2,0.83,0.08,0.004,202608338,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",30fe8280cb4a8dbd27692e41b3172af7aa1f5ec76d381535dbdeade8c43e0bce,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,44,34,12733,True,306470597cc5fb8ea82232a0814848dba27fc0596060b8d96d26fe5ca35feda0,False,False,False
positive_0p15_left_early_loading_moderate_ice_preregistered_v0,pair_039,39,positive,0.15,left,early_loading,moderate_ice_preregistered,moderate_ice_preregistered,near_slip_non_event,0,0.07,0.0,-0.004,202608339,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",fbb7416fb26bcdbaf9e7da4f9ff6a89f819d44bf72530f1f38418d753db9fd59,9ee48bea5827e4627fac28df305aa69160d5abcef13312f5aef6335c91abc06e,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,37,43,11416,True,71594cd7612838d7a797810172098ef89608fa4b3684e94e540f61bdaa3f381b,False,False,False
control_0p15_left_early_loading_moderate_ice_preregistered_v0,pair_039,39,control,0.15,left,early_loading,moderate_ice_preregistered,near_slip_non_event,near_slip_non_event,0,0.07,0.0,-0.004,202608339,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",fbb7416fb26bcdbaf9e7da4f9ff6a89f819d44bf72530f1f38418d753db9fd59,9ee48bea5827e4627fac28df305aa69160d5abcef13312f5aef6335c91abc06e,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,37,43,11416,True,71594cd7612838d7a797810172098ef89608fa4b3684e94e540f61bdaa3f381b,False,False,False
positive_0p15_left_early_loading_moderate_ice_preregistered_v1,pair_040,40,positive,0.15,left,early_loading,moderate_ice_preregistered,moderate_ice_preregistered,hard_normal,1,0.41,0.04,0.0,202608340,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",e9c2567ea41ed2ceb23ed682f8795d62deba23c1ef0d91bb2529440ed79a9165,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,39,37,12738,True,80e9e3e86130189656af739fc4b074ab82f52d530075f483fcbe78726a214cb1,False,False,False
control_0p15_left_early_loading_moderate_ice_preregistered_v1,pair_040,40,control,0.15,left,early_loading,moderate_ice_preregistered,hard_normal,hard_normal,1,0.41,0.04,0.0,202608340,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",e9c2567ea41ed2ceb23ed682f8795d62deba23c1ef0d91bb2529440ed79a9165,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,39,37,12738,True,80e9e3e86130189656af739fc4b074ab82f52d530075f483fcbe78726a214cb1,False,False,False
positive_0p15_left_early_loading_moderate_ice_preregistered_v2,pair_041,41,positive,0.15,left,early_loading,moderate_ice_preregistered,moderate_ice_preregistered,near_slip_non_event,2,0.83,0.08,0.004,202608341,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",2c6945529e5bb12dbff6e43b51a49cf6ae3b976e1b16ac80050e5edf59a1f37b,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,44,34,12733,True,27d207992c9656251a77119b1cd40c813cfec82ff1f6c9ff41e7e52aeae0e84a,False,False,False
control_0p15_left_early_loading_moderate_ice_preregistered_v2,pair_041,41,control,0.15,left,early_loading,moderate_ice_preregistered,near_slip_non_event,near_slip_non_event,2,0.83,0.08,0.004,202608341,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",2c6945529e5bb12dbff6e43b51a49cf6ae3b976e1b16ac80050e5edf59a1f37b,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,44,34,12733,True,27d207992c9656251a77119b1cd40c813cfec82ff1f6c9ff41e7e52aeae0e84a,False,False,False
positive_0p15_left_mid_loading_early_stance_native_strong_ice_v0,pair_042,42,positive,0.15,left,mid_loading_early_stance,native_strong_ice,native_strong_ice,near_slip_non_event,0,0.07,0.0,-0.004,202608342,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",075aa33e8943d4e4f99f7c9a83f53ea7c83a65a30b263fd1f289b435db697ec2,9ee48bea5827e4627fac28df305aa69160d5abcef13312f5aef6335c91abc06e,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,37,43,8769,True,2c16b6ac572e45008e3754d875667081084be7400ed3691ad0dbaf7329568673,False,False,False
control_0p15_left_mid_loading_early_stance_native_strong_ice_v0,pair_042,42,control,0.15,left,mid_loading_early_stance,native_strong_ice,near_slip_non_event,near_slip_non_event,0,0.07,0.0,-0.004,202608342,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",075aa33e8943d4e4f99f7c9a83f53ea7c83a65a30b263fd1f289b435db697ec2,9ee48bea5827e4627fac28df305aa69160d5abcef13312f5aef6335c91abc06e,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,37,43,8769,True,2c16b6ac572e45008e3754d875667081084be7400ed3691ad0dbaf7329568673,False,False,False
positive_0p15_left_mid_loading_early_stance_native_strong_ice_v1,pair_043,43,positive,0.15,left,mid_loading_early_stance,native_strong_ice,native_strong_ice,hard_normal,1,0.41,0.04,0.0,202608343,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",3b22f6c99db16b427f29388abb4b57ca65b660985f8337b81e0af9729ca8c417,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,39,37,9947,True,943013b5d1cd77f26773d08fd3e32df3033db2ffaf9688aed406a1c93c5c1910,False,False,False
control_0p15_left_mid_loading_early_stance_native_strong_ice_v1,pair_043,43,control,0.15,left,mid_loading_early_stance,native_strong_ice,hard_normal,hard_normal,1,0.41,0.04,0.0,202608343,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",3b22f6c99db16b427f29388abb4b57ca65b660985f8337b81e0af9729ca8c417,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,39,37,9947,True,943013b5d1cd77f26773d08fd3e32df3033db2ffaf9688aed406a1c93c5c1910,False,False,False
positive_0p15_left_mid_loading_early_stance_native_strong_ice_v2,pair_044,44,positive,0.15,left,mid_loading_early_stance,native_strong_ice,native_strong_ice,near_slip_non_event,2,0.83,0.08,0.004,202608344,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",a17bd66fd3718b53ab54ba7f531b344457bec5c661ab8eadb484fb5130134992,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,44,34,10321,True,8f9aca88f75d8c864757914074697e87b0f542f481ebbdb8f11bcc0ed5ca1b46,False,False,False
control_0p15_left_mid_loading_early_stance_native_strong_ice_v2,pair_044,44,control,0.15,left,mid_loading_early_stance,native_strong_ice,near_slip_non_event,near_slip_non_event,2,0.83,0.08,0.004,202608344,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",a17bd66fd3718b53ab54ba7f531b344457bec5c661ab8eadb484fb5130134992,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,44,34,10321,True,8f9aca88f75d8c864757914074697e87b0f542f481ebbdb8f11bcc0ed5ca1b46,False,False,False
positive_0p15_left_mid_loading_early_stance_moderate_ice_preregistered_v0,pair_045,45,positive,0.15,left,mid_loading_early_stance,moderate_ice_preregistered,moderate_ice_preregistered,hard_normal,0,0.07,0.0,-0.004,202608345,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",1eb4032fde0d45e058f038912829771a9a4387124f9c88a5841ca1f8c9fc13f2,9ee48bea5827e4627fac28df305aa69160d5abcef13312f5aef6335c91abc06e,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,37,43,8769,True,0a26ea8857bc2193d47c15c7df0465c5d258be48411246ee9a7b71e1f0fc6c54,False,False,False
control_0p15_left_mid_loading_early_stance_moderate_ice_preregistered_v0,pair_045,45,control,0.15,left,mid_loading_early_stance,moderate_ice_preregistered,hard_normal,hard_normal,0,0.07,0.0,-0.004,202608345,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",1eb4032fde0d45e058f038912829771a9a4387124f9c88a5841ca1f8c9fc13f2,9ee48bea5827e4627fac28df305aa69160d5abcef13312f5aef6335c91abc06e,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,37,43,8769,True,0a26ea8857bc2193d47c15c7df0465c5d258be48411246ee9a7b71e1f0fc6c54,False,False,False
positive_0p15_left_mid_loading_early_stance_moderate_ice_preregistered_v1,pair_046,46,positive,0.15,left,mid_loading_early_stance,moderate_ice_preregistered,moderate_ice_preregistered,near_slip_non_event,1,0.41,0.04,0.0,202608346,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",d832e02ce2d7bc0153cf54519f4f746efd7999ee4c36d1f741e2d2508a3e6ec1,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,39,37,9942,True,2a6a3388d126afc0a79d64b27a8b091825527bb0f2a48c68571b4869228cb198,False,False,False
control_0p15_left_mid_loading_early_stance_moderate_ice_preregistered_v1,pair_046,46,control,0.15,left,mid_loading_early_stance,moderate_ice_preregistered,near_slip_non_event,near_slip_non_event,1,0.41,0.04,0.0,202608346,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",d832e02ce2d7bc0153cf54519f4f746efd7999ee4c36d1f741e2d2508a3e6ec1,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,39,37,9942,True,2a6a3388d126afc0a79d64b27a8b091825527bb0f2a48c68571b4869228cb198,False,False,False
positive_0p15_left_mid_loading_early_stance_moderate_ice_preregistered_v2,pair_047,47,positive,0.15,left,mid_loading_early_stance,moderate_ice_preregistered,moderate_ice_preregistered,hard_normal,2,0.83,0.08,0.004,202608347,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",55d4f3fdd85fb84cb0e73cbad4f04153578d470c5d522f7540d44cf5c95ab20b,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,44,34,10320,True,9d0294a054c7403aacec2f3cf706a8b306c72de439fb1f53121e1812b4e73611,False,False,False
control_0p15_left_mid_loading_early_stance_moderate_ice_preregistered_v2,pair_047,47,control,0.15,left,mid_loading_early_stance,moderate_ice_preregistered,hard_normal,hard_normal,2,0.83,0.08,0.004,202608347,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",55d4f3fdd85fb84cb0e73cbad4f04153578d470c5d522f7540d44cf5c95ab20b,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,44,34,10320,True,9d0294a054c7403aacec2f3cf706a8b306c72de439fb1f53121e1812b4e73611,False,False,False
positive_0p15_left_mid_late_stance_native_strong_ice_v0,pair_048,48,positive,0.15,left,mid_late_stance,native_strong_ice,native_strong_ice,hard_normal,0,0.07,0.0,-0.004,202608348,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",5fe2744b50ec278c12c040cd506d8118918af873d659440e8ffcb4ce81e52d86,9ee48bea5827e4627fac28df305aa69160d5abcef13312f5aef6335c91abc06e,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,37,43,4175,True,66fe0165ef11f0999313045741496a35cf634adbb8d71e21dc38c4aecedf2197,False,False,False
control_0p15_left_mid_late_stance_native_strong_ice_v0,pair_048,48,control,0.15,left,mid_late_stance,native_strong_ice,hard_normal,hard_normal,0,0.07,0.0,-0.004,202608348,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",5fe2744b50ec278c12c040cd506d8118918af873d659440e8ffcb4ce81e52d86,9ee48bea5827e4627fac28df305aa69160d5abcef13312f5aef6335c91abc06e,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,37,43,4175,True,66fe0165ef11f0999313045741496a35cf634adbb8d71e21dc38c4aecedf2197,False,False,False
positive_0p15_left_mid_late_stance_native_strong_ice_v1,pair_049,49,positive,0.15,left,mid_late_stance,native_strong_ice,native_strong_ice,near_slip_non_event,1,0.41,0.04,0.0,202608349,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",b2e13e2a4a3b69af7ca94516a412910549fee0ee766bb861d62ce8c3f7445dc1,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,39,37,5201,True,51bf6df049187d29de2e6d8c161191cfd97731604f70845ba1b07df3699485a1,False,False,False
control_0p15_left_mid_late_stance_native_strong_ice_v1,pair_049,49,control,0.15,left,mid_late_stance,native_strong_ice,near_slip_non_event,near_slip_non_event,1,0.41,0.04,0.0,202608349,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",b2e13e2a4a3b69af7ca94516a412910549fee0ee766bb861d62ce8c3f7445dc1,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,39,37,5201,True,51bf6df049187d29de2e6d8c161191cfd97731604f70845ba1b07df3699485a1,False,False,False
positive_0p15_left_mid_late_stance_native_strong_ice_v2,pair_050,50,positive,0.15,left,mid_late_stance,native_strong_ice,native_strong_ice,hard_normal,2,0.83,0.08,0.004,202608350,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",772f7f2bb770a4204cecb6c89b4d64bcf3a8c33b74ededaad1d6f699fe019bb0,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,44,34,5519,True,c0e2a804aeae8a6579adfdbd11ecee0acef3974f2648d4415a7775379a651760,False,False,False
control_0p15_left_mid_late_stance_native_strong_ice_v2,pair_050,50,control,0.15,left,mid_late_stance,native_strong_ice,hard_normal,hard_normal,2,0.83,0.08,0.004,202608350,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",772f7f2bb770a4204cecb6c89b4d64bcf3a8c33b74ededaad1d6f699fe019bb0,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,44,34,5519,True,c0e2a804aeae8a6579adfdbd11ecee0acef3974f2648d4415a7775379a651760,False,False,False
positive_0p15_left_mid_late_stance_moderate_ice_preregistered_v0,pair_051,51,positive,0.15,left,mid_late_stance,moderate_ice_preregistered,moderate_ice_preregistered,near_slip_non_event,0,0.07,0.0,-0.004,202608351,3.0,"{'target_foot': 'left', 'x_min_m': -0.3, 'x_max_m': 1.5, 'y_min_m': 0.015, 'y_max_m': 0.26, 'surface_z_m': 0.0, 'height_delta_m': 0.0}",4cdf14cd662a18c3eb0bc3de6d51a13614e79c8c8b2969cfa3b53f37fa54edd7,9ee48bea5827e4627fac28df305aa69160d5abcef13312f5aef6335c91abc06e,3000,0.001,3.000000000000169,3.3393426912553537e-16,,,False,,0,37,43,4175,True,a1ed35750fa47dd0b9b7f6f5d35481ff283c3dd8ddd61d880d620d421f206dcb,False,False,False
