run_id,pair_id,role,target_foot,foot,contact_episode_id,episode_start_sample,episode_end_sample_exclusive,physical_onset_sample,maximum_anchor_drift_m,pre_fall_valid_sample_count,air_event_counted,post_fall_event_counted
positive_0p10_left_late_native_strong_ice,pilot_pair_04,positive,left,left,4,1427,1461,,0.004949441645294428,34,False,False
positive_0p10_left_late_native_strong_ice,pilot_pair_04,positive,left,left,5,1719,1988,1983,0.05904809385538101,269,False,False
positive_0p10_left_late_native_strong_ice,pilot_pair_04,positive,left,left,6,1989,2060,,0.015246211551129818,71,False,False
positive_0p10_left_late_native_strong_ice,pilot_pair_04,positive,left,left,7,2316,2669,,0.04737050458788872,353,False,False
positive_0p10_left_late_native_strong_ice,pilot_pair_04,positive,left,left,8,2925,3000,,0.004428263287991285,75,False,False
positive_0p10_left_late_native_strong_ice,pilot_pair_04,positive,left,right,0,43,89,,0.0019445871002972126,46,False,False
positive_0p10_left_late_native_strong_ice,pilot_pair_04,positive,left,right,1,199,605,,0.00640751700848341,406,False,False
positive_0p10_left_late_native_strong_ice,pilot_pair_04,positive,left,right,2,847,1165,,0.005501193460077047,318,False,False
positive_0p10_left_late_native_strong_ice,pilot_pair_04,positive,left,right,3,1431,1744,,0.007744523696601391,313,False,False
positive_0p10_left_late_native_strong_ice,pilot_pair_04,positive,left,right,4,2024,2343,,0.00787322036921978,319,False,False
positive_0p10_left_late_native_strong_ice,pilot_pair_04,positive,left,right,5,2631,2946,,0.006030278280377388,315,False,False
control_0p10_left_late_native_strong_ice,pilot_pair_04,control,left,left,0,36,243,,0.0013771516969427466,207,False,False
control_0p10_left_late_native_strong_ice,pilot_pair_04,control,left,left,1,563,908,,0.0020235327538102865,345,False,False
control_0p10_left_late_native_strong_ice,pilot_pair_04,control,left,left,2,1152,1489,,0.0015456328401342034,337,False,False
control_0p10_left_late_native_strong_ice,pilot_pair_04,control,left,left,3,1755,2087,,0.0017943524289876223,332,False,False
control_0p10_left_late_native_strong_ice,pilot_pair_04,control,left,left,4,2351,2687,,0.0017445209668949246,336,False,False
control_0p10_left_late_native_strong_ice,pilot_pair_04,control,left,left,5,2950,3000,,0.0017593184020370245,50,False,False
control_0p10_left_late_native_strong_ice,pilot_pair_04,control,left,right,0,43,89,,0.0019445871002972126,46,False,False
control_0p10_left_late_native_strong_ice,pilot_pair_04,control,left,right,1,199,604,,0.006403937004506588,405,False,False
control_0p10_left_late_native_strong_ice,pilot_pair_04,control,left,right,2,856,1202,,0.003915218636393547,346,False,False
control_0p10_left_late_native_strong_ice,pilot_pair_04,control,left,right,3,1454,1791,,0.00481243385002017,337,False,False
control_0p10_left_late_native_strong_ice,pilot_pair_04,control,left,right,4,2050,2386,,0.004721675533801317,336,False,False
control_0p10_left_late_native_strong_ice,pilot_pair_04,control,left,right,5,2650,2985,,0.004997027572244406,335,False,False
positive_0p10_left_late_moderate_ice_preregistered,pilot_pair_05,positive,left,left,0,36,242,,0.0018444153247401118,206,False,False
positive_0p10_left_late_moderate_ice_preregistered,pilot_pair_05,positive,left,left,1,564,884,,0.03063730150461197,320,False,False
positive_0p10_left_late_moderate_ice_preregistered,pilot_pair_05,positive,left,left,2,1152,1439,,0.011347377672791481,287,False,False
positive_0p10_left_late_moderate_ice_preregistered,pilot_pair_05,positive,left,left,3,1440,1485,,0.0024935822002589703,45,False,False
positive_0p10_left_late_moderate_ice_preregistered,pilot_pair_05,positive,left,left,4,1745,2062,,0.034041158854961395,317,False,False
positive_0p10_left_late_moderate_ice_preregistered,pilot_pair_05,positive,left,left,5,2335,2638,,0.037622902542352676,303,False,False
positive_0p10_left_late_moderate_ice_preregistered,pilot_pair_05,positive,left,left,6,2639,2661,,0.003899536794051528,22,False,False
positive_0p10_left_late_moderate_ice_preregistered,pilot_pair_05,positive,left,left,7,2930,3000,,0.006070918869227171,70,False,False
positive_0p10_left_late_moderate_ice_preregistered,pilot_pair_05,positive,left,right,0,43,89,,0.001947395852766931,46,False,False
positive_0p10_left_late_moderate_ice_preregistered,pilot_pair_05,positive,left,right,1,199,605,,0.006424242164939642,406,False,False
positive_0p10_left_late_moderate_ice_preregistered,pilot_pair_05,positive,left,right,2,855,1188,,0.004543676041066647,333,False,False
positive_0p10_left_late_moderate_ice_preregistered,pilot_pair_05,positive,left,right,3,1450,1782,,0.0041427528485655785,332,False,False
positive_0p10_left_late_moderate_ice_preregistered,pilot_pair_05,positive,left,right,4,2037,2365,,0.0069939629174768925,328,False,False
positive_0p10_left_late_moderate_ice_preregistered,pilot_pair_05,positive,left,right,5,2633,2959,,0.0068221380934119225,326,False,False
control_0p10_left_late_moderate_ice_preregistered,pilot_pair_05,control,left,left,0,36,243,,0.0013915617018938065,207,False,False
control_0p10_left_late_moderate_ice_preregistered,pilot_pair_05,control,left,left,1,563,908,,0.002029123017564416,345,False,False
control_0p10_left_late_moderate_ice_preregistered,pilot_pair_05,control,left,left,2,1152,1489,,0.0015436101239174604,337,False,False
control_0p10_left_late_moderate_ice_preregistered,pilot_pair_05,control,left,left,3,1755,2087,,0.001789382891729474,332,False,False
control_0p10_left_late_moderate_ice_preregistered,pilot_pair_05,control,left,left,4,2351,2687,,0.0017463959520682693,336,False,False
control_0p10_left_late_moderate_ice_preregistered,pilot_pair_05,control,left,left,5,2950,3000,,0.001759352977387607,50,False,False
control_0p10_left_late_moderate_ice_preregistered,pilot_pair_05,control,left,right,0,43,89,,0.001947395852766931,46,False,False
control_0p10_left_late_moderate_ice_preregistered,pilot_pair_05,control,left,right,1,199,604,,0.006421344354748726,405,False,False
control_0p10_left_late_moderate_ice_preregistered,pilot_pair_05,control,left,right,2,856,1202,,0.003926676698029041,346,False,False
control_0p10_left_late_moderate_ice_preregistered,pilot_pair_05,control,left,right,3,1454,1791,,0.004809395410120487,337,False,False
control_0p10_left_late_moderate_ice_preregistered,pilot_pair_05,control,left,right,4,2050,2386,,0.00472320755943656,336,False,False
control_0p10_left_late_moderate_ice_preregistered,pilot_pair_05,control,left,right,5,2650,2985,,0.0049970755353569984,335,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,left,0,36,245,,0.0013556132325902581,209,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,left,1,402,736,,0.01165526919066906,334,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,left,2,739,742,,0.0005891488399356604,3,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,left,3,894,1221,,0.02502286247909069,327,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,left,4,1223,1227,,0.00035250798100605607,4,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,left,5,1228,1232,,0.0005392514285631478,4,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,left,6,1233,1236,,0.00046905362978577614,3,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,left,7,1238,1240,,0.0002804675605148077,2,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,left,8,1245,1247,,0.00044889532728120685,2,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,left,9,1251,1252,,0.0,1,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,left,10,1254,1255,,0.0,1,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,left,11,1258,1259,,0.0,1,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,left,12,1351,1410,,0.0072286082431674,55,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,left,13,1411,1412,,,0,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,left,14,1413,1420,,,0,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,left,15,1422,1425,,,0,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,left,16,1427,1430,,,0,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,left,17,1432,1433,,,0,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,left,18,1436,1437,,,0,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,left,19,1439,1440,,,0,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,0,43,91,,0.017017146572470665,48,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,1,209,315,284,0.08431985229253769,106,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,2,316,323,,0.007136018481105566,7,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,3,324,363,359,0.05972886085510254,39,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,4,364,373,,0.01575395092368126,9,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,5,374,377,,0.004084052983671427,3,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,6,378,384,,0.010321887210011482,6,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,7,386,391,,0.00798177532851696,5,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,8,392,397,,0.007847054861485958,5,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,9,398,400,,0.0019457784947007895,2,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,10,679,843,769,0.17709407210350037,164,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,11,844,982,874,0.2202172726392746,138,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,12,983,989,,0.006336467806249857,6,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,13,990,995,,0.005023761186748743,5,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,14,996,1019,,0.026807451620697975,23,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,15,1020,1024,,0.0035120565444231033,4,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,16,1025,1030,,0.0045586684718728065,5,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,17,1031,1041,,0.009962920099496841,10,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,18,1042,1049,,0.006280630361288786,7,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,19,1050,1051,,0.0,1,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,20,1052,1057,,0.004054140765219927,5,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,21,1058,1059,,0.0,1,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,22,1060,1065,,0.0039037526585161686,5,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,23,1066,1073,,0.005597293842583895,7,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,24,1074,1079,,0.0037835410330444574,5,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,25,1080,1086,,0.0045919036492705345,6,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,26,1087,1092,,0.0036113096866756678,5,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,27,1093,1098,,0.0037928838282823563,5,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,28,1099,1104,,0.003967177122831345,5,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,29,1105,1107,,0.0009973286651074886,2,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,30,1108,1109,,0.0,1,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,31,1110,1112,,0.0010416250443086028,2,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,32,1113,1117,,0.0032816112507134676,4,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,33,1118,1123,,0.004654496442526579,5,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,34,1124,1127,,0.0023926403373479843,3,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,35,1129,1132,,0.002515083644539118,3,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,36,1134,1136,,0.0013294406235218048,2,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,37,1137,1138,,0.0,1,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,38,1139,1140,,0.0,1,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,39,1142,1145,,0.00289438059553504,3,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,40,1146,1148,,0.001502919476479292,2,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,41,1149,1150,,0.0,1,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,42,1151,1153,,0.0015844349982216954,2,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,43,1154,1155,,0.0,1,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,44,1156,1158,,0.0016693058423697948,2,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,45,1160,1162,,0.0017379799392074347,2,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,46,1164,1166,,0.0017875612247735262,2,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,47,1168,1169,,0.0,1,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,48,1170,1171,,0.0,1,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,49,1172,1174,,0.001883619581349194,2,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,50,1175,1177,,0.001926516299135983,2,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,51,1179,1180,,0.0,1,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,52,1181,1182,,0.0,1,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,53,1184,1186,,0.0020195641554892063,2,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,54,1188,1190,,0.0020603437442332506,2,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,55,1192,1193,,0.0,1,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,56,1195,1197,,0.002131897956132889,2,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,57,1198,1200,,0.0021674493327736855,2,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,58,1201,1202,,0.0,1,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,59,1204,1206,,0.0022031585685908794,2,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,60,1208,1211,,0.004473448731005192,3,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,61,1212,1226,,0.02871728129684925,14,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,62,1229,1237,,0.014474060386419296,8,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,63,1240,1248,,0.013962557539343834,8,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,64,1250,1257,,0.01177939772605896,7,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,65,1259,1266,,0.011815842241048813,7,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,66,1267,1272,,0.008097594603896141,5,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,67,1274,1277,,0.004201963543891907,3,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,68,1278,1285,,0.013307512737810612,7,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,69,1287,1289,,0.0024383715353906155,2,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,70,1291,1293,,0.0025244886055588722,2,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,71,1296,1297,,0.0,1,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,72,1475,1512,,,0,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,73,1824,1876,,,0,False,False
positive_0p10_right_early_native_strong_ice,pilot_pair_06,positive,right,right,74,1896,1911,,,0,False,False
control_0p10_right_early_native_strong_ice,pilot_pair_06,control,right,left,0,36,243,,0.0013500585919246078,207,False,False
control_0p10_right_early_native_strong_ice,pilot_pair_06,control,right,left,1,563,908,,0.0020145392045378685,345,False,False
control_0p10_right_early_native_strong_ice,pilot_pair_06,control,right,left,2,1152,1489,,0.0015427577309310436,337,False,False
control_0p10_right_early_native_strong_ice,pilot_pair_06,control,right,left,3,1755,2087,,0.001793827279470861,332,False,False
control_0p10_right_early_native_strong_ice,pilot_pair_06,control,right,left,4,2351,2687,,0.0017436433117836714,336,False,False
control_0p10_right_early_native_strong_ice,pilot_pair_06,control,right,left,5,2950,3000,,0.0017590365605428815,50,False,False
control_0p10_right_early_native_strong_ice,pilot_pair_06,control,right,right,0,43,89,,0.0019400682067498565,46,False,False
control_0p10_right_early_native_strong_ice,pilot_pair_06,control,right,right,1,199,604,,0.006401200778782368,405,False,False
control_0p10_right_early_native_strong_ice,pilot_pair_06,control,right,right,2,856,1202,,0.0039020944386720657,346,False,False
control_0p10_right_early_native_strong_ice,pilot_pair_06,control,right,right,3,1454,1791,,0.004811413586139679,337,False,False
control_0p10_right_early_native_strong_ice,pilot_pair_06,control,right,right,4,2050,2386,,0.0047207605093717575,336,False,False
control_0p10_right_early_native_strong_ice,pilot_pair_06,control,right,right,5,2650,2985,,0.004996927455067635,335,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,left,0,36,244,,0.0013472734717652202,208,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,left,1,461,772,,0.013390113599598408,311,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,left,2,777,780,,0.0008548854966647923,3,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,left,3,931,943,,0.010167035274207592,12,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,left,4,944,1216,,0.013850966468453407,272,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,left,5,1217,1225,,0.0001788263616617769,8,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,left,6,1226,1232,,0.0002156226837541908,6,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,left,7,1233,1239,,0.0002963391598314047,6,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,left,8,1240,1245,,0.0002684946230147034,5,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,left,9,1246,1250,,0.00022307602921500802,4,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,left,10,1251,1255,,0.000261983455857262,4,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,left,11,1256,1260,,0.0002869720046874136,4,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,left,12,1262,1264,,0.00014642519818153232,2,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,left,13,1266,1267,,0.0,1,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,left,14,1269,1271,,0.00021741913224104792,2,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,left,15,1273,1275,,0.0002629171940498054,2,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,left,16,1276,1277,,0.0,1,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,left,17,1278,1279,,0.0,1,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,left,18,1415,1511,,0.04537114128470421,96,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,left,19,1514,1520,,0.004499531351029873,6,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,left,20,1720,1789,,0.041111189872026443,43,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,left,21,1792,1799,,,0,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,left,22,1801,1806,,,0,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,left,23,1808,1810,,,0,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,left,24,1812,1814,,,0,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,left,25,1816,1817,,,0,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,left,26,1820,1821,,,0,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,left,27,2090,2149,,,0,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,0,43,89,,0.013354089111089706,46,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,1,207,322,,0.04894427955150604,115,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,2,323,386,,0.04188717529177666,63,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,3,387,395,,0.007658627815544605,8,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,4,396,403,,0.007551693357527256,7,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,5,404,409,,0.00555409723892808,5,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,6,410,419,,0.012387462891638279,9,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,7,424,427,,0.003335990011692047,3,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,8,430,433,,0.003391908248886466,3,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,9,437,440,,0.0034726508893072605,3,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,10,735,825,805,0.08150319755077362,90,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,11,826,847,,0.030542941763997078,21,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,12,848,854,,0.007759387604892254,6,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,13,855,860,,0.0063231466338038445,5,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,14,861,866,,0.0064790742471814156,5,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,15,867,881,,0.022142423316836357,14,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,16,882,886,,0.005317580886185169,4,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,17,887,892,,0.007212457247078419,5,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,18,894,898,,0.005521364975720644,4,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,19,899,903,,0.005557445343583822,4,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,20,905,910,,0.0072884573601186275,5,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,21,912,915,,0.00360823143273592,3,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,22,917,920,,0.003593963338062167,3,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,23,922,925,,0.0034393647219985723,3,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,24,927,930,,0.0032912283204495907,3,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,25,932,934,,0.0015972780529409647,2,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,26,936,939,,0.0031241632532328367,3,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,27,940,943,,0.002995867980644107,3,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,28,944,946,,0.0014170759823173285,2,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,29,947,951,,0.00401427922770381,4,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,30,952,955,,0.002512165578082204,3,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,31,956,961,,0.004680951125919819,5,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,32,962,966,,0.003219303209334612,4,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,33,967,978,,0.009448915719985962,11,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,34,979,1020,,0.029006483033299446,41,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,35,1021,1035,,0.007271440699696541,14,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,36,1036,1051,,0.00654869619756937,15,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,37,1052,1061,,0.0035970124881714582,9,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,38,1063,1070,,0.0027995530981570482,7,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,39,1072,1078,,0.0025439297314733267,6,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,40,1079,1082,,0.0010775689734146,3,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,41,1083,1086,,0.001093500293791294,3,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,42,1087,1089,,0.0005674718413501978,2,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,43,1090,1092,,0.0005862177349627018,2,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,44,1093,1096,,0.0012155696749687195,3,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,45,1097,1100,,0.001283374847844243,3,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,46,1101,1104,,0.001315101282671094,3,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,47,1105,1107,,0.0006732328911311924,2,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,48,1109,1113,,0.0021007435861974955,4,False,False
positive_0p10_right_early_moderate_ice_preregistered,pilot_pair_07,positive,right,right,49,1114,1117,,0.0014636095147579908,3,False,False
