run_id,pair_id,role,target_foot,foot,contact_episode_id,episode_start_sample,episode_end_sample_exclusive,physical_onset_sample,maximum_anchor_drift_m,pre_fall_valid_sample_count,air_event_counted,post_fall_event_counted
positive_0p10_left_early_native_strong_ice,pilot_pair_00,positive,left,left,54,1718,1720,,0.0005503679858520627,2,False,False
positive_0p10_left_early_native_strong_ice,pilot_pair_00,positive,left,left,55,1721,1725,,0.0016236122464761138,4,False,False
positive_0p10_left_early_native_strong_ice,pilot_pair_00,positive,left,left,56,1726,1729,,0.0010127743007615209,3,False,False
positive_0p10_left_early_native_strong_ice,pilot_pair_00,positive,left,left,57,1730,1732,,0.0004631993069779128,2,False,False
positive_0p10_left_early_native_strong_ice,pilot_pair_00,positive,left,left,58,1808,1813,,,0,False,False
positive_0p10_left_early_native_strong_ice,pilot_pair_00,positive,left,left,59,1877,1932,,,0,False,False
positive_0p10_left_early_native_strong_ice,pilot_pair_00,positive,left,left,60,1946,1959,,,0,False,False
positive_0p10_left_early_native_strong_ice,pilot_pair_00,positive,left,left,61,1967,1971,,,0,False,False
positive_0p10_left_early_native_strong_ice,pilot_pair_00,positive,left,left,62,2002,2010,,,0,False,False
positive_0p10_left_early_native_strong_ice,pilot_pair_00,positive,left,right,0,43,93,,0.0017130207270383835,50,False,False
positive_0p10_left_early_native_strong_ice,pilot_pair_00,positive,left,right,1,148,545,,0.006694385316222906,397,False,False
positive_0p10_left_early_native_strong_ice,pilot_pair_00,positive,left,right,2,659,1028,,0.021608801558613777,369,False,False
positive_0p10_left_early_native_strong_ice,pilot_pair_00,positive,left,right,3,1035,1038,,0.000957057811319828,3,False,False
positive_0p10_left_early_native_strong_ice,pilot_pair_00,positive,left,right,4,1237,1247,,0.012014106847345829,10,False,False
positive_0p10_left_early_native_strong_ice,pilot_pair_00,positive,left,right,5,1252,1626,,0.03268714249134064,374,False,False
positive_0p10_left_early_native_strong_ice,pilot_pair_00,positive,left,right,6,1627,1640,,0.001766214263625443,13,False,False
positive_0p10_left_early_native_strong_ice,pilot_pair_00,positive,left,right,7,1641,1650,,0.001399958971887827,9,False,False
positive_0p10_left_early_native_strong_ice,pilot_pair_00,positive,left,right,8,1651,1666,,0.0030973576940596104,15,False,False
positive_0p10_left_early_native_strong_ice,pilot_pair_00,positive,left,right,9,1667,1672,,0.001145631424151361,5,False,False
positive_0p10_left_early_native_strong_ice,pilot_pair_00,positive,left,right,10,1673,1684,,0.0033499642740935087,11,False,False
positive_0p10_left_early_native_strong_ice,pilot_pair_00,positive,left,right,11,1686,1691,,0.0018027917249128222,5,False,False
positive_0p10_left_early_native_strong_ice,pilot_pair_00,positive,left,right,12,1692,1695,,0.0009552583214826882,3,False,False
positive_0p10_left_early_native_strong_ice,pilot_pair_00,positive,left,right,13,1696,1701,,0.0019917578902095556,5,False,False
positive_0p10_left_early_native_strong_ice,pilot_pair_00,positive,left,right,14,1703,1707,,0.00182052340824157,4,False,False
positive_0p10_left_early_native_strong_ice,pilot_pair_00,positive,left,right,15,1709,1714,,0.0026197622064501047,5,False,False
positive_0p10_left_early_native_strong_ice,pilot_pair_00,positive,left,right,16,1715,1721,,0.0032464696560055017,6,False,False
