run_id,role,speed_mps,target_foot,target_phase,profile,seed,duration_s,sample_count,initial_qpos_sha256,initial_qvel_sha256,initial_policy_observation_sha256,full_trace_sha256,first_patch_contact_sample,patch_active_contact_count,intervention_activation_physics_steps,effective_patch_friction_mean,target_tangential_force_peak_n,target_anchor_drift_max_m,target_physical_onset_sample,contralateral_physical_onset_sample,actual_first_affected_foot,contralateral_contamination,fall_occurred,first_fall_sample,first_fall_time_s,fall_reason,post_fall_excluded_sample_count,patch_base_double_contact_count,discarded,relabeled,retained,pair_id,severity,pair_parity_sha256,collision_geometry_sha256,actual_onset_phase,touchdown_to_onset_ms,valid_target_positive,air_event_counted,post_fall_event_counted,unique_pilot_run,replay_of,deterministic_replay_match
positive_0p20_left_middle_moderate_ice_preregistered,positive,0.2,left,middle,moderate_ice_preregistered,202608415,3.0,3000,2c14e8036576cbaa3bea667115694c884dd949c9f27cc04b7690178cafaaead2,cd4c46f2069a319d62486c946aabea0448a074eb27116540829c80b47f24114e,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,aad9fa37a2e6ad144fb419341b8e402c4ba751987500deaeaf84b6a248c39c91,36,1572,1399,0.6020992366412213,237.185841907164,0.06752680242061615,1352,,left,False,False,,,,0,0,False,False,True,pilot_pair_15,moderate_ice_preregistered,b8ddd8dace6181b4ca4f7535701219e479844342de8fe176326cafd49bb2e8bc,58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,middle,244,True,False,False,True,,
control_0p20_left_middle_moderate_ice_preregistered,control,0.2,left,middle,hard_control,202608415,3.0,3000,2c14e8036576cbaa3bea667115694c884dd949c9f27cc04b7690178cafaaead2,cd4c46f2069a319d62486c946aabea0448a074eb27116540829c80b47f24114e,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,2af3e1a4d680be885c2b69ae3e170c590fdf748e5377ee562881a77e24542e14,36,1560,0,1.0,131.44011787468304,0.003350587096065283,,,none,False,False,,,,0,0,False,False,True,pilot_pair_15,moderate_ice_preregistered,b8ddd8dace6181b4ca4f7535701219e479844342de8fe176326cafd49bb2e8bc,58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,none,,False,False,False,True,,
positive_0p20_left_late_native_strong_ice,positive,0.2,left,late,native_strong_ice,202608416,3.0,3000,2c1cc1162879b1da16ab031366719571815e31420a114c8fc3318970872877dd,8758cab52bde7a1898814658871a031b8674921acae602a32e996e3407f8831d,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,5ad2448a182e5481cafa02f0ccaa82416825061e0b9616cb96edd26440020eb3,36,1550,740,0.7744516129032258,223.62861298878886,0.08114541321992874,1447,,left,False,False,,,,0,0,False,False,True,pilot_pair_16,native_strong_ice,7c022d3a1daea36a9fc4d01b5c11409aa26b6f860a2d3669a1841de2c4f61ca9,58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,late,297,True,False,False,True,,
control_0p20_left_late_native_strong_ice,control,0.2,left,late,hard_control,202608416,3.0,3000,2c1cc1162879b1da16ab031366719571815e31420a114c8fc3318970872877dd,8758cab52bde7a1898814658871a031b8674921acae602a32e996e3407f8831d,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,c3c754768f4dd878e6237826499bc1d21c3cba609c05a9729e9ebf95f2f3daf9,36,1560,0,1.0,131.44371693600493,0.0033375269267708063,,,none,False,False,,,,0,0,False,False,True,pilot_pair_16,native_strong_ice,7c022d3a1daea36a9fc4d01b5c11409aa26b6f860a2d3669a1841de2c4f61ca9,58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,none,,False,False,False,True,,
positive_0p20_left_late_moderate_ice_preregistered,positive,0.2,left,late,moderate_ice_preregistered,202608417,3.0,3000,dae12f46bf600bb2c195e36291b67da8329b1ad156ed28a120bdf37e311d609d,4eea5f67b68f681559639fafca779237d891a502f64bf367caf2fbb48825f4a3,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,8cc3cefd89c597aca4b4a092ba2ef922789983e3bef1f08866a16f0234b3b8d8,36,1541,875,0.745944192083063,150.2938161658355,0.025331174954771996,,,none,False,False,,,,0,0,False,False,True,pilot_pair_17,moderate_ice_preregistered,eb379d57c9fcb30a322f04968d3dce64fb13eff70b10a39c4b464a803e0d09f6,58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,none,,False,False,False,True,,
control_0p20_left_late_moderate_ice_preregistered,control,0.2,left,late,hard_control,202608417,3.0,3000,dae12f46bf600bb2c195e36291b67da8329b1ad156ed28a120bdf37e311d609d,4eea5f67b68f681559639fafca779237d891a502f64bf367caf2fbb48825f4a3,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,1d0eba9e3dbefa00e3cd55fa36f298516f3accf9d7268c7f55b5c5b66f56eaa8,36,1560,0,1.0,131.44489890721323,0.0033373937476426363,,,none,False,False,,,,0,0,False,False,True,pilot_pair_17,moderate_ice_preregistered,eb379d57c9fcb30a322f04968d3dce64fb13eff70b10a39c4b464a803e0d09f6,58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,none,,False,False,False,True,,
positive_0p20_right_early_native_strong_ice,positive,0.2,right,early,native_strong_ice,202608418,3.0,3000,bdec192422bd45239689b01e2897aa8f99ffa6dcc1a65a54f7d2a98c358cba24,da5894c4c2a360293dfc2d1773a14fcc4ac5374ea6cc37b87c2dfb59fee842d4,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,b70a7fca2514efef26761794c6078ca55a6bc0174dfbecb9388d30fdb716caf2,42,860,6000,0.05,94.73544001260288,0.0906224250793457,281,,right,False,True,1369,1.3699999999999046,fallen_base_height,1631,0,False,False,True,pilot_pair_18,native_strong_ice,645697da94a4fcba0f4b0a7cd364d9a34cb6ba7ae194ab6849a570d5fcae6211,58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,early,77,True,False,False,True,,
control_0p20_right_early_native_strong_ice,control,0.2,right,early,hard_control,202608418,3.0,3000,bdec192422bd45239689b01e2897aa8f99ffa6dcc1a65a54f7d2a98c358cba24,da5894c4c2a360293dfc2d1773a14fcc4ac5374ea6cc37b87c2dfb59fee842d4,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,3ba901a2c7ab1a33b33c7adfe3d713135879226e287585ab5e4ef5845434efb2,42,1821,0,1.0,131.99055506018536,0.00780450738966465,,,none,False,False,,,,0,0,False,False,True,pilot_pair_18,native_strong_ice,645697da94a4fcba0f4b0a7cd364d9a34cb6ba7ae194ab6849a570d5fcae6211,58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,none,,False,False,False,True,,
positive_0p20_right_early_moderate_ice_preregistered,positive,0.2,right,early,moderate_ice_preregistered,202608419,3.0,3000,12f1d8a77e97c589f565a5aa68c966b16fa759a44f0a6124142ad832f6a8d3c9,82e294aa654e9e8f9b6ada682e6d8013b13701e5b012aa2e22159fcae861b9ec,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,c56f0a130e4015389cab218966be4d2aa6da414d0d8ce9c768111cc4407ed16c,42,901,6000,0.1,183.59469898810178,0.11639536917209625,331,1490,right,True,True,1812,1.8129999999998558,fallen_orientation,1188,0,False,False,True,pilot_pair_19,moderate_ice_preregistered,235e05fd1ecfda0fe95f6ccc437e4cd501092c11028fde4670a4b8758ecaad5d,58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,middle,129,False,False,False,True,,
control_0p20_right_early_moderate_ice_preregistered,control,0.2,right,early,hard_control,202608419,3.0,3000,12f1d8a77e97c589f565a5aa68c966b16fa759a44f0a6124142ad832f6a8d3c9,82e294aa654e9e8f9b6ada682e6d8013b13701e5b012aa2e22159fcae861b9ec,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,b394aa13c2458c0e97ea5c91b9c8ef0b9c8760d20229b908dff5a8da5fefee2c,42,1821,0,1.0,131.97117937570613,0.007804777007550001,,,none,False,False,,,,0,0,False,False,True,pilot_pair_19,moderate_ice_preregistered,235e05fd1ecfda0fe95f6ccc437e4cd501092c11028fde4670a4b8758ecaad5d,58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,none,,False,False,False,True,,
positive_0p20_right_middle_native_strong_ice,positive,0.2,right,middle,native_strong_ice,202608420,3.0,3000,19d138cb1fc3287d1b6ede3796f35748a70655ef1f977d86daa0ab24b9239142,b2b1300e9dba5381878c41b51d996102c501622eb66eb4888857a220fcb8af2f,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,839e8009e4607e5154c4a6d2d3617850649102b724cb73c0220d1c1f07fb6ea8,42,1645,1244,0.6454103343465046,317.33498095144716,0.12182702869176865,364,,right,False,False,,,,0,0,False,False,True,pilot_pair_20,native_strong_ice,87371f39726961236c011faa232f3728af344751bd41ac44c8cab02daa813bb0,58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,middle,169,True,False,False,True,,
control_0p20_right_middle_native_strong_ice,control,0.2,right,middle,hard_control,202608420,3.0,3000,19d138cb1fc3287d1b6ede3796f35748a70655ef1f977d86daa0ab24b9239142,b2b1300e9dba5381878c41b51d996102c501622eb66eb4888857a220fcb8af2f,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,10c230bca5144eab4dc7a9043eb2fed3a9e3eef941b1405ac7b635703aae793d,42,1821,0,1.0,132.1260060340951,0.007815062068402767,,,none,False,False,,,,0,0,False,False,True,pilot_pair_20,native_strong_ice,87371f39726961236c011faa232f3728af344751bd41ac44c8cab02daa813bb0,58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,none,,False,False,False,True,,
positive_0p20_right_middle_moderate_ice_preregistered,positive,0.2,right,middle,moderate_ice_preregistered,202608421,3.0,3000,fa6e5fd3bf06875871565e3253482253441f41d08b3d36feed1ca5768b3f3a0b,a9da46d78fef45d73655d67e29439fb7f2398a14d836195485d05f927fac84bf,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,c12821457c78a75bd210638de287ec71330a270a97a0fc77c293b5d390b33c34,42,1699,1453,0.6164802825191288,269.3782962433378,0.07536467909812927,553,,right,False,False,,,,0,0,False,False,True,pilot_pair_21,moderate_ice_preregistered,e000bfeffcd6f9efa285cab3b3c7ccf299d5d312793b5d921663cea65f9f292a,58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,late,358,False,False,False,True,,
control_0p20_right_middle_moderate_ice_preregistered,control,0.2,right,middle,hard_control,202608421,3.0,3000,fa6e5fd3bf06875871565e3253482253441f41d08b3d36feed1ca5768b3f3a0b,a9da46d78fef45d73655d67e29439fb7f2398a14d836195485d05f927fac84bf,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,0e099985c3184bb5633254a6f694778bbddda8815ef6fc96d68ed31703de4dcd,42,1821,0,1.0,132.0292592499834,0.007816264405846596,,,none,False,False,,,,0,0,False,False,True,pilot_pair_21,moderate_ice_preregistered,e000bfeffcd6f9efa285cab3b3c7ccf299d5d312793b5d921663cea65f9f292a,58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,none,,False,False,False,True,,
positive_0p20_right_late_native_strong_ice,positive,0.2,right,late,native_strong_ice,202608422,3.0,3000,65b3cb6dca8bf727b02b04915c8df8070bb396b25997078f7426746df17fa29b,f47b5f212cc0ce83f28d70eeea0fb9d9d5e7d3752312850363917ae1a2e03f76,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,370d102e618610ba415a09e4ba781c4600687088956d0b1215c5b99ee51727b4,42,1726,668,0.8172653534183083,237.4778940996929,0.06400498747825623,1110,,right,False,False,,,,0,0,False,False,True,pilot_pair_22,native_strong_ice,b7c3574e6b1b2755b2f1682c54ef9378c24fce278aefb8bed80fc0150903c1db,58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,late,274,True,False,False,True,,
control_0p20_right_late_native_strong_ice,control,0.2,right,late,hard_control,202608422,3.0,3000,65b3cb6dca8bf727b02b04915c8df8070bb396b25997078f7426746df17fa29b,f47b5f212cc0ce83f28d70eeea0fb9d9d5e7d3752312850363917ae1a2e03f76,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,5b8f55d3baa459e9320672a33fc3323ce1e95412e6a5281fb1ad2a7aa2b4a1dd,42,1821,0,1.0,131.95971064990272,0.00780497444793582,,,none,False,False,,,,0,0,False,False,True,pilot_pair_22,native_strong_ice,b7c3574e6b1b2755b2f1682c54ef9378c24fce278aefb8bed80fc0150903c1db,58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,none,,False,False,False,True,,
positive_0p20_right_late_moderate_ice_preregistered,positive,0.2,right,late,moderate_ice_preregistered,202608423,3.0,3000,1012e5d2ac8de592020617840477efc3af4bc260c553e6787ec0f9881e834354,889493028389560519c9afb17dd3aa504c427416ea4f85f5d7962586a2a15f65,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,d20b7934c333729d46aa4120e3e5e4f154664376073f1da42f4c511fe0e8ecab,42,1748,1089,0.7204233409610984,196.9354714303442,0.062290046364068985,535,,right,False,False,,,,0,0,False,False,True,pilot_pair_23,moderate_ice_preregistered,68f39f0c6dd668f7debf0e52444f662670bb60ad6f7f5f6a2a3afc65312cc6f4,58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,late,340,True,False,False,True,,
control_0p20_right_late_moderate_ice_preregistered,control,0.2,right,late,hard_control,202608423,3.0,3000,1012e5d2ac8de592020617840477efc3af4bc260c553e6787ec0f9881e834354,889493028389560519c9afb17dd3aa504c427416ea4f85f5d7962586a2a15f65,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,227e2686df01a862d21d48d2102753cb8ec3745ae4d0f487fa71b9bd0ecdb6e2,42,1821,0,1.0,132.08926483632044,0.007815537974238396,,,none,False,False,,,,0,0,False,False,True,pilot_pair_23,moderate_ice_preregistered,68f39f0c6dd668f7debf0e52444f662670bb60ad6f7f5f6a2a3afc65312cc6f4,58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,none,,False,False,False,True,,
replay_positive_0p10_left_early_native_strong_ice,replay,0.1,left,early,native_strong_ice,202608400,3.0,3000,ac2c76105cffd1c3347d13a33e74f2192b16cae1fea1d3f8d1797795184538c9,6dd3a1a51ea98420fde6a6de4c6907e390270030323c2625675671a1b3282ca7,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,03b5a254682ba9694419c2ffe6917df1bb715ca48003f11b5f6bea47aa12cb22,36,1246,6000,0.049999999999999996,49.936601616623015,0.13283392786979675,143,,left,False,True,1733,1.7339999999998645,fallen_base_height,1267,0,False,False,True,pilot_pair_00,native_strong_ice,e8bc966ae1fde15925c9b4e0a4d7dc04f10344bb32da628d8ae41633231f3720,5971899287d899f4761be3cd65cde6e98c5626a25dd9e07821fbd492a6babfe7,early,,False,,,False,positive_0p10_left_early_native_strong_ice,True
replay_positive_0p10_right_early_native_strong_ice,replay,0.1,right,early,native_strong_ice,202608406,3.0,3000,8d461374113bc91ce0572c0d8fefb7a9dc944e8f33f95c0e845ac9bba16332c6,110fb41ed331ab2c582cdbfd5d02d3885cb2e355eee2b5ae50f2a12c45e20870,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,a3104f5ca4555f73486bed1603fd19cc82da899b6fa10cd50d69d392c12c6efd,43,867,6000,0.05,90.63013668462112,0.2202172726392746,284,,right,False,True,1406,1.4069999999999006,fallen_base_height,1594,0,False,False,True,pilot_pair_06,native_strong_ice,45c640a062f69b93d651f0eb9088e7a4a01a0f4c1a0c5436f0c199d466c83ba2,5971899287d899f4761be3cd65cde6e98c5626a25dd9e07821fbd492a6babfe7,early,,False,,,False,positive_0p10_right_early_native_strong_ice,True
