threshold_m,persistence_ms,fold_id,selection_variations,internal_validation_variation,selection_normal_runs,selection_normal_false_positive_runs,selection_normal_false_positive_samples,selection_positive_runs,selection_physical_positive_runs,selection_detected_positive_runs,selection_detected_speed_count,selection_detected_speeds_mps,selection_air_positive_count,selection_post_fall_positive_count,selection_touchdown_transient_positive_count,selection_normal_envelope_max_m,selection_positive_run_min_max_m,selection_normal_threshold_margin_m,selection_positive_threshold_margin_m,selection_minimum_threshold_margin_m,selection_mean_physical_onset_latency_ms,selection_median_physical_onset_latency_ms,selection_p95_physical_onset_latency_ms,selection_max_physical_onset_latency_ms,selection_partition_pass,internal_validation_normal_runs,internal_validation_normal_false_positive_runs,internal_validation_normal_false_positive_samples,internal_validation_positive_runs,internal_validation_physical_positive_runs,internal_validation_detected_positive_runs,internal_validation_detected_speed_count,internal_validation_detected_speeds_mps,internal_validation_air_positive_count,internal_validation_post_fall_positive_count,internal_validation_touchdown_transient_positive_count,internal_validation_normal_envelope_max_m,internal_validation_positive_run_min_max_m,internal_validation_normal_threshold_margin_m,internal_validation_positive_threshold_margin_m,internal_validation_minimum_threshold_margin_m,internal_validation_mean_physical_onset_latency_ms,internal_validation_median_physical_onset_latency_ms,internal_validation_p95_physical_onset_latency_ms,internal_validation_max_physical_onset_latency_ms,internal_validation_partition_pass,fold_pass,all_folds_pass,sufficient_margin,selection_score,tie_break_rank,selected
0.05,5,0,1|2,0,18,0,0,6,6,6,3,0.10|0.15|0.20,0,0,0,0.016771160430382383,0.07441127363861753,0.03322883956961762,0.02441127363861753,0.02441127363861753,74.56521739130434,72.0,125.39999999999999,147.0,True,9,0,0,3,3,3,3,0.10|0.15|0.20,0,0,0,0.008933439521696398,0.1303936943976871,0.04106656047830361,0.08039369439768711,0.04106656047830361,75.35,62.5,171.50000000000003,200.0,True,True,True,True,margin=0.0244112736386;worst_p95_ms=171.5;mean_ms=74.5637638931,2,False
0.05,5,1,0|2,1,18,0,0,6,6,6,3,0.10|0.15|0.20,0,0,0,0.013210608737598172,0.07441127363861753,0.03678939126240183,0.02441127363861753,0.02441127363861753,77.12121212121212,67.0,149.59999999999997,200.0,True,9,0,0,3,3,3,3,0.10|0.15|0.20,0,0,0,0.016771160430382383,0.15436815172543594,0.03322883956961762,0.10436815172543594,0.03322883956961762,67.7,52.5,134.84999999999997,147.0,True,True,True,True,margin=0.0244112736386;worst_p95_ms=171.5;mean_ms=74.5637638931,2,False
0.05,5,2,0|1,2,18,0,0,6,6,6,3,0.10|0.15|0.20,0,0,0,0.016771160430382383,0.1303936943976871,0.03322883956961762,0.08039369439768711,0.03322883956961762,72.8,60.5,159.64999999999992,200.0,True,9,0,0,3,3,3,3,0.10|0.15|0.20,0,0,0,0.013210608737598172,0.07441127363861753,0.03678939126240183,0.02441127363861753,0.02441127363861753,79.84615384615384,73.0,115.19999999999997,126.0,True,True,True,True,margin=0.0244112736386;worst_p95_ms=171.5;mean_ms=74.5637638931,2,False
0.05,10,0,1|2,0,18,0,0,6,6,6,3,0.10|0.15|0.20,0,0,0,0.016771160430382383,0.07441127363861753,0.03322883956961762,0.02441127363861753,0.02441127363861753,81.57894736842105,78.0,133.09999999999997,152.0,True,9,0,0,3,3,3,3,0.10|0.15|0.20,0,0,0,0.008933439521696398,0.1303936943976871,0.04106656047830361,0.08039369439768711,0.04106656047830361,85.05555555555556,68.0,179.49999999999994,205.0,True,True,True,True,margin=0.0244112736386;worst_p95_ms=179.5;mean_ms=82.802752251,3,False
0.05,10,1,0|2,1,18,0,0,6,6,6,3,0.10|0.15|0.20,0,0,0,0.013210608737598172,0.07441127363861753,0.03678939126240183,0.02441127363861753,0.02441127363861753,85.78571428571429,77.5,163.09999999999997,205.0,True,9,0,0,3,3,3,3,0.10|0.15|0.20,0,0,0,0.016771160430382383,0.15436815172543594,0.03322883956961762,0.10436815172543594,0.03322883956961762,75.44444444444444,58.0,141.2,152.0,True,True,True,True,margin=0.0244112736386;worst_p95_ms=179.5;mean_ms=82.802752251,3,False
0.05,10,2,0|1,2,18,0,0,6,6,6,3,0.10|0.15|0.20,0,0,0,0.016771160430382383,0.1303936943976871,0.03322883956961762,0.08039369439768711,0.03322883956961762,81.85185185185185,68.0,168.1,205.0,True,9,0,0,3,3,3,3,0.10|0.15|0.20,0,0,0,0.013210608737598172,0.07441127363861753,0.03678939126240183,0.02441127363861753,0.02441127363861753,87.1,84.5,122.89999999999998,131.0,True,True,True,True,margin=0.0244112736386;worst_p95_ms=179.5;mean_ms=82.802752251,3,False
0.05,20,0,1|2,0,18,0,0,6,6,5,3,0.10|0.15|0.20,0,0,0,0.016771160430382383,0.07441127363861753,0.03322883956961762,0.02441127363861753,0.02441127363861753,89.64285714285714,87.0,137.1,141.0,False,9,0,0,3,3,3,3,0.10|0.15|0.20,0,0,0,0.008933439521696398,0.1303936943976871,0.04106656047830361,0.08039369439768711,0.04106656047830361,107.27272727272727,96.0,200.0,215.0,True,False,False,False,,,False
0.05,20,1,0|2,1,18,0,0,6,6,5,3,0.10|0.15|0.20,0,0,0,0.013210608737598172,0.07441127363861753,0.03678939126240183,0.02441127363861753,0.02441127363861753,107.52941176470588,101.0,190.99999999999997,215.0,False,9,0,0,3,3,3,3,0.10|0.15|0.20,0,0,0,0.016771160430382383,0.15436815172543594,0.03322883956961762,0.10436815172543594,0.03322883956961762,75.875,67.5,119.24999999999997,135.0,True,False,False,False,,,False
0.05,20,2,0|1,2,18,0,0,6,6,6,3,0.10|0.15|0.20,0,0,0,0.016771160430382383,0.1303936943976871,0.03322883956961762,0.08039369439768711,0.03322883956961762,94.05263157894737,84.0,187.99999999999994,215.0,True,9,0,0,3,3,2,2,0.10|0.15,0,0,0,0.013210608737598172,0.07441127363861753,0.03678939126240183,0.02441127363861753,0.02441127363861753,108.0,105.0,136.5,141.0,False,False,False,False,,,False
0.075,3,0,1|2,0,18,0,0,6,6,5,3,0.10|0.15|0.20,0,0,0,0.016771160430382383,0.07441127363861753,0.058228839569617614,-0.0005887263613824634,-0.0005887263613824634,94.91666666666667,86.0,145.79999999999998,159.0,False,9,0,0,3,3,3,3,0.10|0.15|0.20,0,0,0,0.008933439521696398,0.1303936943976871,0.0660665604783036,0.05539369439768711,0.05539369439768711,115.4,85.5,259.59999999999997,274.0,True,False,False,False,,,False
0.075,3,1,0|2,1,18,0,0,6,6,5,3,0.10|0.15|0.20,0,0,0,0.013210608737598172,0.07441127363861753,0.06178939126240182,-0.0005887263613824634,-0.0005887263613824634,113.21428571428571,88.5,253.2,274.0,False,9,0,0,3,3,3,3,0.10|0.15|0.20,0,0,0,0.016771160430382383,0.15436815172543594,0.058228839569617614,0.07936815172543595,0.058228839569617614,88.5,70.5,150.25,159.0,True,False,False,False,,,False
0.075,3,2,0|1,2,18,0,0,6,6,6,3,0.10|0.15|0.20,0,0,0,0.016771160430382383,0.1303936943976871,0.058228839569617614,0.05539369439768711,0.05539369439768711,103.44444444444444,78.0,246.79999999999995,274.0,True,9,0,0,3,3,2,2,0.10|0.15,0,0,0,0.013210608737598172,0.07441127363861753,0.06178939126240182,-0.0005887263613824634,-0.0005887263613824634,107.75,106.5,133.35,135.0,False,False,False,False,,,False
0.075,5,0,1|2,0,18,0,0,6,6,5,3,0.10|0.15|0.20,0,0,0,0.016771160430382383,0.07441127363861753,0.058228839569617614,-0.0005887263613824634,-0.0005887263613824634,96.91666666666667,88.0,147.79999999999998,161.0,False,9,0,0,3,3,3,3,0.10|0.15|0.20,0,0,0,0.008933439521696398,0.1303936943976871,0.0660665604783036,0.05539369439768711,0.05539369439768711,117.4,87.5,261.59999999999997,276.0,True,False,False,False,,,False
0.075,5,1,0|2,1,18,0,0,6,6,5,3,0.10|0.15|0.20,0,0,0,0.013210608737598172,0.07441127363861753,0.06178939126240182,-0.0005887263613824634,-0.0005887263613824634,115.21428571428571,90.5,255.2,276.0,False,9,0,0,3,3,3,3,0.10|0.15|0.20,0,0,0,0.016771160430382383,0.15436815172543594,0.058228839569617614,0.07936815172543595,0.058228839569617614,90.5,72.5,152.25,161.0,True,False,False,False,,,False
0.075,5,2,0|1,2,18,0,0,6,6,6,3,0.10|0.15|0.20,0,0,0,0.016771160430382383,0.1303936943976871,0.058228839569617614,0.05539369439768711,0.05539369439768711,105.44444444444444,80.0,248.79999999999995,276.0,True,9,0,0,3,3,2,2,0.10|0.15,0,0,0,0.013210608737598172,0.07441127363861753,0.06178939126240182,-0.0005887263613824634,-0.0005887263613824634,109.75,108.5,135.35,137.0,False,False,False,False,,,False
0.075,10,0,1|2,0,18,0,0,6,6,5,3,0.10|0.15|0.20,0,0,0,0.016771160430382383,0.07441127363861753,0.058228839569617614,-0.0005887263613824634,-0.0005887263613824634,102.66666666666667,93.0,156.84999999999997,175.0,False,9,0,0,3,3,3,3,0.10|0.15|0.20,0,0,0,0.008933439521696398,0.1303936943976871,0.0660665604783036,0.05539369439768711,0.05539369439768711,120.14285714285714,95.0,224.99999999999994,249.0,True,False,False,False,,,False
0.075,10,1,0|2,1,18,0,0,6,6,5,3,0.10|0.15|0.20,0,0,0,0.013210608737598172,0.07441127363861753,0.06178939126240182,-0.0005887263613824634,-0.0005887263613824634,118.18181818181819,96.0,209.0,249.0,False,9,0,0,3,3,3,3,0.10|0.15|0.20,0,0,0,0.016771160430382383,0.15436815172543594,0.058228839569617614,0.07936815172543595,0.058228839569617614,96.625,77.5,163.1,175.0,True,False,False,False,,,False
0.075,10,2,0|1,2,18,0,0,6,6,6,3,0.10|0.15|0.20,0,0,0,0.016771160430382383,0.1303936943976871,0.058228839569617614,0.05539369439768711,0.05539369439768711,107.6,90.0,197.19999999999993,249.0,True,9,0,0,3,3,2,2,0.10|0.15,0,0,0,0.013210608737598172,0.07441127363861753,0.06178939126240182,-0.0005887263613824634,-0.0005887263613824634,114.75,113.5,140.35,142.0,False,False,False,False,,,False
0.075,20,0,1|2,0,18,0,0,6,6,5,3,0.10|0.15|0.20,0,0,0,0.016771160430382383,0.07441127363861753,0.058228839569617614,-0.0005887263613824634,-0.0005887263613824634,107.27272727272727,100.0,153.0,154.0,False,9,0,0,3,3,3,3,0.10|0.15|0.20,0,0,0,0.008933439521696398,0.1303936943976871,0.0660665604783036,0.05539369439768711,0.05539369439768711,119.75,124.0,172.7,179.0,True,False,False,False,,,False
0.075,20,1,0|2,1,18,0,0,6,6,5,3,0.10|0.15|0.20,0,0,0,0.013210608737598172,0.07441127363861753,0.06178939126240182,-0.0005887263613824634,-0.0005887263613824634,123.875,124.0,170.25,179.0,False,9,0,0,3,3,3,3,0.10|0.15|0.20,0,0,0,0.016771160430382383,0.15436815172543594,0.058228839569617614,0.07936815172543595,0.058228839569617614,95.42857142857143,85.0,143.49999999999997,151.0,True,False,False,False,,,False
0.075,20,2,0|1,2,18,0,0,6,6,6,3,0.10|0.15|0.20,0,0,0,0.016771160430382383,0.1303936943976871,0.058228839569617614,0.05539369439768711,0.05539369439768711,104.27272727272727,90.0,165.0,179.0,True,9,0,0,3,3,2,2,0.10|0.15,0,0,0,0.013210608737598172,0.07441127363861753,0.06178939126240182,-0.0005887263613824634,-0.0005887263613824634,128.0,129.0,153.7,154.0,False,False,False,False,,,False
0.1,3,0,1|2,0,18,0,0,6,6,5,3,0.10|0.15|0.20,0,0,0,0.016771160430382383,0.07441127363861753,0.08322883956961763,-0.02558872636138247,-0.02558872636138247,116.77777777777777,99.0,197.8,199.0,False,9,0,0,3,3,3,3,0.10|0.15|0.20,0,0,0,0.008933439521696398,0.1303936943976871,0.09106656047830361,0.030393694397687104,0.030393694397687104,93.0,107.0,111.5,112.0,True,False,False,False,,,False
0.1,3,1,0|2,1,18,0,0,6,6,5,3,0.10|0.15|0.20,0,0,0,0.013210608737598172,0.07441127363861753,0.08678939126240183,-0.02558872636138247,-0.02558872636138247,102.8,107.0,127.2,131.0,False,9,0,0,3,3,3,3,0.10|0.15|0.20,0,0,0,0.016771160430382383,0.15436815172543594,0.08322883956961763,0.05436815172543594,0.05436815172543594,116.57142857142857,90.0,198.1,199.0,True,False,False,False,,,False
0.1,3,2,0|1,2,18,0,0,6,6,6,3,0.10|0.15|0.20,0,0,0,0.016771160430382383,0.1303936943976871,0.08322883956961763,0.030393694397687104,0.030393694397687104,109.5,94.5,197.65,199.0,True,9,0,0,3,3,2,2,0.10|0.15,0,0,0,0.013210608737598172,0.07441127363861753,0.08678939126240183,-0.02558872636138247,-0.02558872636138247,117.5,117.5,129.65,131.0,False,False,False,False,,,False
0.1,5,0,1|2,0,18,0,0,6,6,5,3,0.10|0.15|0.20,0,0,0,0.016771160430382383,0.07441127363861753,0.08322883956961763,-0.02558872636138247,-0.02558872636138247,118.77777777777777,101.0,199.8,201.0,False,9,0,0,3,3,3,3,0.10|0.15|0.20,0,0,0,0.008933439521696398,0.1303936943976871,0.09106656047830361,0.030393694397687104,0.030393694397687104,95.0,109.0,113.5,114.0,True,False,False,False,,,False
0.1,5,1,0|2,1,18,0,0,6,6,5,3,0.10|0.15|0.20,0,0,0,0.013210608737598172,0.07441127363861753,0.08678939126240183,-0.02558872636138247,-0.02558872636138247,104.8,109.0,129.2,133.0,False,9,0,0,3,3,3,3,0.10|0.15|0.20,0,0,0,0.016771160430382383,0.15436815172543594,0.08322883956961763,0.05436815172543594,0.05436815172543594,118.57142857142857,92.0,200.1,201.0,True,False,False,False,,,False
0.1,5,2,0|1,2,18,0,0,6,6,6,3,0.10|0.15|0.20,0,0,0,0.016771160430382383,0.1303936943976871,0.08322883956961763,0.030393694397687104,0.030393694397687104,111.5,96.5,199.65,201.0,True,9,0,0,3,3,2,2,0.10|0.15,0,0,0,0.013210608737598172,0.07441127363861753,0.08678939126240183,-0.02558872636138247,-0.02558872636138247,119.5,119.5,131.65,133.0,False,False,False,False,,,False
0.1,10,0,1|2,0,18,0,0,6,6,4,3,0.10|0.15|0.20,0,0,0,0.016771160430382383,0.07441127363861753,0.08322883956961763,-0.02558872636138247,-0.02558872636138247,125.375,101.5,204.95,206.0,False,9,0,0,3,3,3,3,0.10|0.15|0.20,0,0,0,0.008933439521696398,0.1303936943976871,0.09106656047830361,0.030393694397687104,0.030393694397687104,102.66666666666667,114.0,125.7,127.0,True,False,False,False,,,False
0.1,10,1,0|2,1,18,0,0,6,6,4,3,0.10|0.15|0.20,0,0,0,0.013210608737598172,0.07441127363861753,0.08678939126240183,-0.02558872636138247,-0.02558872636138247,111.5,120.5,136.35,138.0,False,9,0,0,3,3,3,3,0.10|0.15|0.20,0,0,0,0.016771160430382383,0.15436815172543594,0.08322883956961763,0.05436815172543594,0.05436815172543594,123.57142857142857,97.0,205.1,206.0,True,False,False,False,,,False
0.1,10,2,0|1,2,18,0,0,6,6,6,3,0.10|0.15|0.20,0,0,0,0.016771160430382383,0.1303936943976871,0.08322883956961763,0.030393694397687104,0.030393694397687104,117.3,101.5,204.65,206.0,True,9,0,0,3,3,1,1,0.10,0,0,0,0.013210608737598172,0.07441127363861753,0.08678939126240183,-0.02558872636138247,-0.02558872636138247,138.0,138.0,138.0,138.0,False,False,False,False,,,False
0.1,20,0,1|2,0,18,0,0,6,6,4,3,0.10|0.15|0.20,0,0,0,0.016771160430382383,0.07441127363861753,0.08322883956961763,-0.02558872636138247,-0.02558872636138247,124.28571428571429,107.0,195.59999999999997,216.0,False,9,0,0,3,3,3,3,0.10|0.15|0.20,0,0,0,0.008933439521696398,0.1303936943976871,0.09106656047830361,0.030393694397687104,0.030393694397687104,112.66666666666667,124.0,135.7,137.0,True,False,False,False,,,False
0.1,20,1,0|2,1,18,0,0,6,6,4,3,0.10|0.15|0.20,0,0,0,0.013210608737598172,0.07441127363861753,0.08678939126240183,-0.02558872636138247,-0.02558872636138247,121.5,130.5,146.35,148.0,False,9,0,0,3,3,3,3,0.10|0.15|0.20,0,0,0,0.016771160430382383,0.15436815172543594,0.08322883956961763,0.05436815172543594,0.05436815172543594,120.33333333333333,101.5,191.0,216.0,True,False,False,False,,,False
0.1,20,2,0|1,2,18,0,0,6,6,6,3,0.10|0.15|0.20,0,0,0,0.016771160430382383,0.1303936943976871,0.08322883956961763,0.030393694397687104,0.030393694397687104,117.77777777777777,107.0,184.39999999999998,216.0,True,9,0,0,3,3,1,1,0.10,0,0,0,0.013210608737598172,0.07441127363861753,0.08678939126240183,-0.02558872636138247,-0.02558872636138247,148.0,148.0,148.0,148.0,False,False,False,False,,,False
