outer_fold,inner_fold,reason,run_id,variation,outer_validation_member,endpoint,foot,terrain,speed_mps,phase,contact_age_ms,ipsilateral_force,contralateral_force,next_onset_distance_ms,previous_episode_distance_ms,normal_score,early_precursor_score,actionable_score,active_evidence_score,foot_score
0,0,high_normal,sand_solref_interpolation_5of6_stronger_v2_0p10_v04,4,False,1499,right,sand,0.1,3,538,140.00601196289062,442.2276611328125,-1,-1,0.00027612235293980315,0.0013945915070422306,0.9982610673602758,6.82187797423728e-05,0.7060871428555711
0,0,high_normal,ice_native_0p15_v01,1,False,2449,left,ice,0.15,2,21,212.20693969726562,21.636188507080078,-1,21,1.802495263861277e-08,0.0011770882202471354,0.9983218819186046,0.0005010118361954886,5.582944682473716e-09
0,0,high_normal,ice_native_0p10_v01,1,False,2569,right,ice,0.1,4,237,285.6978454589844,0.0,-1,419,4.028712766067809e-10,9.352948419958231e-17,0.9983641782439028,0.0016358213532257897,0.8112305105006314
0,0,high_normal,sand_solref_interpolation_5of6_stronger_v2_0p10_v01,1,False,1309,right,sand,0.1,3,124,347.0719909667969,174.1186981201172,-1,-1,1.5420747462904427e-08,3.1252403970217794e-10,0.9983891447789356,0.0016108394877929577,0.8766406499202035
0,0,high_normal,ice_native_0p10_v01,1,False,2529,right,ice,0.1,3,197,322.85595703125,0.0,-1,379,2.1215394450481787e-10,2.5230898483106947e-14,0.9984639946904146,0.0015360050974063033,0.9829245961908446
0,0,high_normal,ice_native_0p10_v04,4,False,2469,right,ice,0.1,4,31,96.44204711914062,294.37872314453125,-1,229,3.8105869165130846e-12,3.3288318557906873e-06,0.9985279136718317,0.001468757492502103,0.9999978240153753
0,0,high_normal,sand_solref_interpolation_5of6_stronger_v2_0p10_v01,1,False,1359,right,sand,0.1,4,174,205.35372924804688,823.7786865234375,-1,-1,1.515672103226256e-25,4.485393233061692e-27,0.9986640126067727,0.0013359873932272698,0.004731379495406513
0,0,high_normal,sand_solref_interpolation_3of4_stronger_v2_0p10_v04,4,False,1529,right,sand,0.1,3,563,97.84304809570312,376.4928283691406,-1,-1,5.894959470082111e-06,1.8183151711963896e-07,0.9986901241155018,0.0013037990935109002,0.1847363960577839
0,0,high_normal,sand_solref_interpolation_3of4_stronger_v2_0p10_v04,4,False,1919,left,sand,0.1,3,82,582.2537841796875,386.393310546875,-1,-1,3.4481012054548124e-13,8.78603413214464e-19,0.9987049852598864,0.0012950147397688592,0.9995231517851421
0,0,high_normal,sand_solref_interpolation_2of3_0p10_v04,4,False,1899,left,sand,0.1,3,97,552.0482177734375,622.5699462890625,-1,-1,3.927461782063841e-21,2.5357947673713658e-24,0.998705329571998,0.001294670428001951,0.999999998716719
0,0,high_normal,ice_native_0p10_v01,1,False,459,right,ice,0.1,2,22,321.45867919921875,237.90435791015625,-1,192,2.6024574210952186e-13,2.359091909723197e-07,0.9987873288918354,0.0012124351987134472,0.9998546107176338
0,0,high_normal,ice_native_0p10_v01,1,False,2549,right,ice,0.1,3,217,300.1332092285156,0.0,-1,399,2.0937814611698917e-10,6.356745472665645e-15,0.9988085583628579,0.0011914414277576489,0.5316254873898694
0,0,high_normal,ice_native_0p20_v04,4,False,2629,left,ice,0.2,2,24,149.55638122558594,244.41334533691406,-1,32,6.691144253311928e-06,5.510376271831878e-10,0.9988234905612361,0.0011698177434728834,1.155316757661201e-12
0,0,high_normal,sand_solref_interpolation_3of4_stronger_v2_0p10_v01,1,False,1339,right,sand,0.1,3,133,242.75645446777344,166.5533905029297,-1,-1,4.5633323171165935e-06,1.4512129651508524e-05,0.9988547223963391,0.0011262021416922595,0.8810178431172778
0,0,high_normal,sand_solref_interpolation_2of3_0p10_v04,4,False,1889,left,sand,0.1,3,87,602.62646484375,652.4527587890625,-1,-1,1.4161432316142986e-20,1.1626662636384974e-26,0.9989263455585538,0.0010736544414464023,0.9999999916736334
0,0,high_normal,sand_solref_interpolation_3of4_stronger_v2_0p10_v04,4,False,2039,left,sand,0.1,3,202,71.14280700683594,0.0,-1,-1,1.5075343974857886e-23,5.511829324630294e-39,0.9989552193800085,0.0010447806199914277,1.0
0,0,high_normal,ice_native_0p20_v01,1,False,1729,right,ice,0.2,2,12,91.33941650390625,184.38766479492188,-1,315,1.5766084976308386e-07,5.2186320018476705e-08,0.9989577532795566,0.0010420368732736605,0.35456352326619167
0,0,high_normal,ice_native_0p20_v01,1,False,2769,left,ice,0.2,2,26,322.6394958496094,82.88188934326172,-1,410,5.253927043371453e-16,7.802624118095694e-19,0.9989595022841191,0.001040497715880527,0.11892891280715358
0,0,high_normal,ice_native_0p15_v04,4,False,2939,left,ice,0.15,3,39,637.9920654296875,0.0,-1,887,9.116574913192468e-07,5.069850998393935e-07,0.9989710134080831,0.001027567949325763,0.9934313134331152
0,0,high_normal,ice_native_0p20_v04,4,False,1359,right,ice,0.2,2,11,141.56861877441406,166.77633666992188,-1,161,8.289539684876757e-07,1.7189173195421156e-14,0.998980370798552,0.0010188002474623872,0.005449507558299409
0,0,high_normal,ice_native_0p20_v01,1,False,999,left,ice,0.2,2,30,291.14013671875,0.0,-1,452,1.9670135636914737e-11,1.8314208540549564e-14,0.9990603857865132,0.000939614193798238,0.5160452714697532
0,0,high_normal,sand_solref_interpolation_3of4_stronger_v2_0p10_v04,4,False,1509,right,sand,0.1,3,543,117.38519287109375,420.0060729980469,-1,-1,0.00012784851473450045,0.00023204362744475555,0.9991064817544592,0.0005336261033615584,0.40037433052544785
0,0,high_normal,sand_solref_interpolation_3of4_stronger_v2_0p15_v01,1,False,1999,left,sand,0.15,2,14,78.819580078125,0.0,-1,87,2.5846696583119225e-14,2.5863413837783886e-26,0.9992980805142717,0.0007019194857026587,1.1273505319274864e-10
0,0,high_normal,ice_native_0p10_v01,1,False,2519,right,ice,0.1,3,187,329.5419006347656,0.0,-1,369,1.1272416232143454e-10,1.2454912415433602e-13,0.9993143275827916,0.0006856723043597434,0.9841445535921648
0,0,high_normal,ice_native_0p15_v01,1,False,2249,left,ice,0.15,3,89,247.69212341308594,0.0,-1,637,1.329488111060808e-06,3.230904973304077e-05,0.9993246176720694,0.0006417437900864196,3.327719290050467e-05
0,0,high_normal,ice_native_0p20_v01,1,False,209,right,ice,0.2,4,160,265.7540588378906,0.0,-1,-1,0.0005354572298150998,1.304692972023183e-08,0.999336848817522,0.00012768090573316352,0.9971965298013185
0,0,high_normal,ice_native_0p20_v01,1,False,2939,right,ice,0.2,3,35,198.52911376953125,149.1838836669922,-1,351,0.0006107897290292881,9.471701780073165e-06,0.9993582310418013,2.150752738944673e-05,0.06285344761105478
0,0,high_normal,sand_solref_interpolation_3of4_stronger_v2_0p15_v01,1,False,1649,left,sand,0.15,3,98,599.2284545898438,772.891357421875,-1,-1,7.172212093870746e-27,3.030722394336037e-27,0.9993950346730168,0.0006049653269832071,0.9999999999507905
0,0,high_normal,sand_solref_interpolation_5of6_stronger_v2_0p10_v01,1,False,1289,right,sand,0.1,3,104,329.4165344238281,235.0158233642578,-1,-1,7.725877181433108e-08,4.295351911270056e-10,0.9994042633606217,0.0005956589510714053,0.15583064264321794
0,0,high_normal,ice_native_0p10_v01,1,False,999,left,ice,0.1,2,29,314.3370361328125,0.0,-1,29,9.576879801312862e-14,8.227737085150138e-18,0.9994341525103698,0.0005658474895341985,0.926214475965825
0,0,high_normal,sand_solref_interpolation_3of4_stronger_v2_0p10_v04,4,False,1519,right,sand,0.1,3,553,119.90039825439453,408.6549072265625,-1,-1,2.3141298103539345e-05,8.713871460938066e-06,0.9995094520734451,0.00045869275699037925,0.33434788059261455
0,0,high_normal,sand_solref_interpolation_5of6_stronger_v2_0p10_v04,4,False,1519,right,sand,0.1,3,558,8.87032413482666,401.4455261230469,-1,-1,5.188583819646078e-07,2.227455976323491e-09,0.9995399232781962,0.0004595556359658803,0.03457933266590461
0,0,high_normal,sand_solref_interpolation_5of6_stronger_v2_0p10_v04,4,False,2399,left,sand,0.1,3,60,81.38664245605469,400.1706848144531,-1,-1,1.603837136614952e-08,0.0004190365028590333,0.9995809468567515,6.020180456202892e-10,3.740903608808141e-08
0,0,high_normal,ice_native_0p20_v01,1,False,949,left,ice,0.2,2,14,362.2942810058594,0.0,-1,402,5.68597272565791e-13,0.0002789523595275317,0.9995897132769602,0.0001313343629438304,0.23143466921856895
0,0,high_normal,ice_native_0p20_v04,4,False,1809,left,ice,0.2,3,43,435.11181640625,0.0,-1,574,6.039977373183885e-09,0.0004060344760462706,0.999591284967104,2.674516872258873e-06,0.2966109045339397
0,0,high_normal,sand_solref_interpolation_5of6_stronger_v2_0p10_v04,4,False,2429,left,sand,0.1,3,90,114.39139556884766,364.09161376953125,-1,-1,8.747488271920495e-07,2.6417320902884616e-05,0.9996449590335575,0.0003277488967125084,6.389745288319053e-06
0,0,high_normal,ice_native_0p10_v04,4,False,1319,right,ice,0.1,2,23,118.55665588378906,213.11184692382812,-1,203,3.524947111526799e-06,0.00034668030413345034,0.9996497945877248,1.610303842624216e-10,5.971256141297528e-05
0,0,high_normal,sand_solref_interpolation_2of3_0p15_v01,1,False,1649,left,sand,0.15,3,93,609.2198486328125,756.0296630859375,-1,-1,4.969595115875185e-24,2.302569830573219e-25,0.999661934659043,0.0003380653409569289,0.999999999969369
