run_id,pair_id,role,target_foot,foot,actual_first_affected_foot,contact_episode_id,episode_start_sample,episode_end_sample_exclusive,touchdown_sample,physical_onset_sample,time_from_touchdown_to_onset_ms,active_physical_slip_intervals,maximum_contact_anchor_drift_m,stable_loaded_contact_valid,fall_time_s,fall_reason,first_fall_censor_boundary,post_fall_excluded_sample_count,air_mask_sample_count,touchdown_mask_sample_count,invalid_mask_sample_count,contralateral_physical_slip_contamination
cal_control_0p15_G2,v6_cal_pair_06,control,left,right,none,0,37,328,37,,,[],0.0030143018811941147,True,,,,0,0,10,10,False
cal_control_0p15_G2,v6_cal_pair_06,control,left,right,none,1,643,984,643,,,[],0.004972136579453945,True,,,,0,0,10,10,False
cal_control_0p15_G2,v6_cal_pair_06,control,left,right,none,2,1252,1591,1252,,,[],0.005134355742484331,True,,,,0,0,10,10,False
cal_control_0p15_G2,v6_cal_pair_06,control,left,right,none,3,1596,1601,1596,,,[],0.0004238896945025772,False,,,,0,0,5,5,False
cal_control_0p15_G2,v6_cal_pair_06,control,left,right,none,4,1848,2186,1848,,,[],0.005602419376373291,True,,,,0,0,10,10,False
cal_control_0p15_G2,v6_cal_pair_06,control,left,right,none,5,2447,2785,2447,,,[],0.005779746919870377,True,,,,0,0,10,10,False
cal_positive_0p15_G3,v6_cal_pair_07,positive,left,left,none,0,39,89,39,,,[],0.0006854920065961778,True,,,,0,0,10,19,False
cal_positive_0p15_G3,v6_cal_pair_07,positive,left,left,none,1,304,668,304,,,[],0.03481040894985199,True,,,,0,0,10,21,False
cal_positive_0p15_G3,v6_cal_pair_07,positive,left,left,none,2,925,1142,925,,,[],0.0065713440999388695,True,,,,0,0,10,10,False
cal_positive_0p15_G3,v6_cal_pair_07,positive,left,left,none,3,1143,1282,1143,,,[],0.0020774253644049168,True,,,,0,0,10,12,False
cal_positive_0p15_G3,v6_cal_pair_07,positive,left,left,none,4,1540,1847,1540,,,[],0.029831061139702797,True,,,,0,0,10,10,False
cal_positive_0p15_G3,v6_cal_pair_07,positive,left,left,none,5,1848,1862,1848,,,[],0.0022103730589151382,True,,,,0,0,10,11,False
cal_positive_0p15_G3,v6_cal_pair_07,positive,left,left,none,6,2131,2396,2131,,,[],0.020154641941189766,True,,,,0,0,10,10,False
cal_positive_0p15_G3,v6_cal_pair_07,positive,left,left,none,7,2397,2463,2397,,,[],0.0035915791522711515,True,,,,0,0,10,13,False
cal_positive_0p15_G3,v6_cal_pair_07,positive,left,left,none,8,2729,3000,2729,,,[],0.02529987506568432,True,,,,0,0,10,10,False
cal_positive_0p15_G3,v6_cal_pair_07,positive,left,right,none,0,37,328,37,,,[],0.003014656947925687,True,,,,0,0,10,10,False
cal_positive_0p15_G3,v6_cal_pair_07,positive,left,right,none,1,630,947,630,,,[],0.006721991579979658,True,,,,0,0,10,10,False
cal_positive_0p15_G3,v6_cal_pair_07,positive,left,right,none,2,1240,1567,1240,,,[],0.005380246788263321,True,,,,0,0,10,10,False
cal_positive_0p15_G3,v6_cal_pair_07,positive,left,right,none,3,1832,2163,1832,,,[],0.00825541466474533,True,,,,0,0,10,10,False
cal_positive_0p15_G3,v6_cal_pair_07,positive,left,right,none,4,2427,2751,2427,,,[],0.007558679208159447,True,,,,0,0,10,10,False
cal_positive_0p15_G3,v6_cal_pair_07,positive,left,right,none,5,2758,2760,2758,,,[],0.0002259450120618567,False,,,,0,0,2,2,False
cal_control_0p15_G3,v6_cal_pair_07,control,left,left,none,0,39,89,39,,,[],0.0006854920065961778,True,,,,0,0,10,19,False
cal_control_0p15_G3,v6_cal_pair_07,control,left,left,none,1,304,683,304,,,[],0.008012762293219566,True,,,,0,0,10,13,False
cal_control_0p15_G3,v6_cal_pair_07,control,left,left,none,2,946,1290,946,,,[],0.002088989596813917,True,,,,0,0,10,10,False
cal_control_0p15_G3,v6_cal_pair_07,control,left,left,none,3,1555,1885,1555,,,[],0.001717482111416757,True,,,,0,0,10,14,False
cal_control_0p15_G3,v6_cal_pair_07,control,left,left,none,4,2152,2484,2152,,,[],0.0019163121469318867,True,,,,0,0,10,14,False
cal_control_0p15_G3,v6_cal_pair_07,control,left,left,none,5,2749,3000,2749,,,[],0.0023471072781831026,True,,,,0,0,10,10,False
cal_control_0p15_G3,v6_cal_pair_07,control,left,right,none,0,37,328,37,,,[],0.003014656947925687,True,,,,0,0,10,10,False
cal_control_0p15_G3,v6_cal_pair_07,control,left,right,none,1,642,984,642,,,[],0.0049865455366671085,True,,,,0,0,10,10,False
cal_control_0p15_G3,v6_cal_pair_07,control,left,right,none,2,1251,1590,1251,,,[],0.0052771721966564655,True,,,,0,0,10,10,False
cal_control_0p15_G3,v6_cal_pair_07,control,left,right,none,3,1597,1601,1597,,,[],0.0003802775463555008,False,,,,0,0,4,4,False
cal_control_0p15_G3,v6_cal_pair_07,control,left,right,none,4,1847,2185,1847,,,[],0.005713529884815216,True,,,,0,0,10,10,False
cal_control_0p15_G3,v6_cal_pair_07,control,left,right,none,5,2445,2784,2445,,,[],0.0063077532686293125,True,,,,0,0,10,10,False
cal_positive_0p20_G0,v6_cal_pair_08,positive,left,left,left,0,39,89,39,,,[],0.0006875168182887137,True,,,,0,0,10,19,False
cal_positive_0p20_G0,v6_cal_pair_08,positive,left,left,left,1,304,583,304,,,[],0.040296848863363266,True,,,,0,0,10,14,False
cal_positive_0p20_G0,v6_cal_pair_08,positive,left,left,left,2,584,661,584,,,[],0.007816705852746964,True,,,,0,0,10,11,False
cal_positive_0p20_G0,v6_cal_pair_08,positive,left,left,left,3,918,1253,918,1215,298,"[[1215,1253]]",0.05748540535569191,True,,,,0,0,10,10,False
cal_positive_0p20_G0,v6_cal_pair_08,positive,left,left,left,4,1519,1802,1519,,,[],0.040794551372528076,True,,,,0,0,10,10,False
cal_positive_0p20_G0,v6_cal_pair_08,positive,left,left,left,5,1803,1862,1803,,,[],0.007344432175159454,True,,,,0,0,10,12,False
cal_positive_0p20_G0,v6_cal_pair_08,positive,left,left,left,6,2120,2374,2120,,,[],0.02167006954550743,True,,,,0,0,10,10,False
cal_positive_0p20_G0,v6_cal_pair_08,positive,left,left,left,7,2375,2470,2375,,,[],0.003674357198178768,True,,,,0,0,10,20,False
cal_positive_0p20_G0,v6_cal_pair_08,positive,left,left,left,8,2730,3000,2730,,,[],0.022870318964123726,True,,,,0,0,10,10,False
cal_positive_0p20_G0,v6_cal_pair_08,positive,left,right,left,0,37,328,37,,,[],0.0030492893420159817,True,,,,0,0,10,10,False
cal_positive_0p20_G0,v6_cal_pair_08,positive,left,right,left,1,335,337,335,,,[],0.00023227729252539575,False,,,,0,0,2,2,False
cal_positive_0p20_G0,v6_cal_pair_08,positive,left,right,left,2,624,944,624,,,[],0.008923898451030254,True,,,,0,0,10,10,False
cal_positive_0p20_G0,v6_cal_pair_08,positive,left,right,left,3,1226,1544,1226,,,[],0.009027829393744469,True,,,,0,0,10,10,False
cal_positive_0p20_G0,v6_cal_pair_08,positive,left,right,left,4,1827,2145,1827,,,[],0.008738466538488865,True,,,,0,0,10,10,False
cal_positive_0p20_G0,v6_cal_pair_08,positive,left,right,left,5,2432,2756,2432,,,[],0.007022661156952381,True,,,,0,0,10,10,False
cal_positive_0p20_G0,v6_cal_pair_08,positive,left,right,left,6,2760,2761,2760,,,[],0.0,False,,,,0,0,1,1,False
cal_control_0p20_G0,v6_cal_pair_08,control,left,left,none,0,39,89,39,,,[],0.0006875168182887137,True,,,,0,0,10,19,False
cal_control_0p20_G0,v6_cal_pair_08,control,left,left,none,1,304,682,304,,,[],0.008814332075417042,True,,,,0,0,10,12,False
cal_control_0p20_G0,v6_cal_pair_08,control,left,left,none,2,948,1287,948,,,[],0.002916045254096389,True,,,,0,0,10,16,False
cal_control_0p20_G0,v6_cal_pair_08,control,left,left,none,3,1560,1884,1560,,,[],0.002777877263724804,True,,,,0,0,10,14,False
cal_control_0p20_G0,v6_cal_pair_08,control,left,left,none,4,2154,2483,2154,,,[],0.002879948355257511,True,,,,0,0,10,13,False
cal_control_0p20_G0,v6_cal_pair_08,control,left,left,none,5,2753,3000,2753,,,[],0.0030179384630173445,True,,,,0,0,10,10,False
cal_control_0p20_G0,v6_cal_pair_08,control,left,right,none,0,37,328,37,,,[],0.0030492893420159817,True,,,,0,0,10,10,False
cal_control_0p20_G0,v6_cal_pair_08,control,left,right,none,1,335,337,335,,,[],0.00023227729252539575,False,,,,0,0,2,2,False
cal_control_0p20_G0,v6_cal_pair_08,control,left,right,none,2,641,984,641,,,[],0.005396069958806038,True,,,,0,0,10,10,False
cal_control_0p20_G0,v6_cal_pair_08,control,left,right,none,3,1250,1590,1250,,,[],0.006460216362029314,True,,,,0,0,10,10,False
cal_control_0p20_G0,v6_cal_pair_08,control,left,right,none,4,1595,1601,1595,,,[],0.0006151926354505122,False,,,,0,0,6,6,False
cal_control_0p20_G0,v6_cal_pair_08,control,left,right,none,5,1845,2185,1845,,,[],0.0074122026562690735,True,,,,0,0,10,10,False
cal_control_0p20_G0,v6_cal_pair_08,control,left,right,none,6,2445,2784,2445,,,[],0.007457596715539694,True,,,,0,0,10,10,False
cal_positive_0p20_G1,v6_cal_pair_09,positive,left,left,none,0,39,89,39,,,[],0.0006869262433610857,True,,,,0,0,10,19,False
cal_positive_0p20_G1,v6_cal_pair_09,positive,left,left,none,1,304,666,304,,,[],0.03608488291501999,True,,,,0,0,10,17,False
cal_positive_0p20_G1,v6_cal_pair_09,positive,left,left,none,2,924,1198,924,,,[],0.02891775593161583,True,,,,0,0,10,10,False
cal_positive_0p20_G1,v6_cal_pair_09,positive,left,left,none,3,1199,1264,1199,,,[],0.004516403190791607,True,,,,0,0,10,14,False
cal_positive_0p20_G1,v6_cal_pair_09,positive,left,left,none,4,1521,1800,1521,,,[],0.035343773663043976,True,,,,0,0,10,10,False
cal_positive_0p20_G1,v6_cal_pair_09,positive,left,left,none,5,1801,1857,1801,,,[],0.005991589277982712,True,,,,0,0,10,10,False
cal_positive_0p20_G1,v6_cal_pair_09,positive,left,left,none,6,2121,2374,2121,,,[],0.021569402888417244,True,,,,0,0,10,10,False
cal_positive_0p20_G1,v6_cal_pair_09,positive,left,left,none,7,2375,2466,2375,,,[],0.003707170020788908,True,,,,0,0,10,16,False
cal_positive_0p20_G1,v6_cal_pair_09,positive,left,left,none,8,2729,2947,2729,,,[],0.006809815298765898,True,,,,0,0,10,10,False
cal_positive_0p20_G1,v6_cal_pair_09,positive,left,left,none,9,2948,3000,2948,,,[],0.0016812989488244057,True,,,,0,0,10,10,False
cal_positive_0p20_G1,v6_cal_pair_09,positive,left,right,none,0,37,328,37,,,[],0.003048868849873543,True,,,,0,0,10,10,False
cal_positive_0p20_G1,v6_cal_pair_09,positive,left,right,none,1,335,337,335,,,[],0.00023222954769153148,False,,,,0,0,2,2,False
cal_positive_0p20_G1,v6_cal_pair_09,positive,left,right,none,2,628,947,628,,,[],0.007980274967849255,True,,,,0,0,10,10,False
cal_positive_0p20_G1,v6_cal_pair_09,positive,left,right,none,3,1228,1545,1228,,,[],0.00909617729485035,True,,,,0,0,10,10,False
cal_positive_0p20_G1,v6_cal_pair_09,positive,left,right,none,4,1825,2145,1825,,,[],0.009004263207316399,True,,,,0,0,10,10,False
cal_positive_0p20_G1,v6_cal_pair_09,positive,left,right,none,5,2430,2754,2430,,,[],0.007832604460418224,True,,,,0,0,10,10,False
cal_positive_0p20_G1,v6_cal_pair_09,positive,left,right,none,6,2757,2761,2757,,,[],0.0005508472095243633,False,,,,0,0,4,4,False
cal_control_0p20_G1,v6_cal_pair_09,control,left,left,none,0,39,89,39,,,[],0.0006869262433610857,True,,,,0,0,10,19,False
cal_control_0p20_G1,v6_cal_pair_09,control,left,left,none,1,304,676,304,,,[],0.008818447589874268,True,,,,0,0,10,10,False
cal_control_0p20_G1,v6_cal_pair_09,control,left,left,none,2,948,1281,948,,,[],0.002709851134568453,True,,,,0,0,10,11,False
cal_control_0p20_G1,v6_cal_pair_09,control,left,left,none,3,1561,1875,1561,,,[],0.0027977474965155125,True,,,,0,0,10,10,False
cal_control_0p20_G1,v6_cal_pair_09,control,left,left,none,4,1876,1882,1876,,,[],0.0001598837843630463,False,,,,0,0,6,6,False
cal_control_0p20_G1,v6_cal_pair_09,control,left,left,none,5,2155,2470,2155,,,[],0.002922256477177143,True,,,,0,0,10,10,False
cal_control_0p20_G1,v6_cal_pair_09,control,left,left,none,6,2471,2482,2471,,,[],0.00033603986958041787,False,,,,0,0,10,11,False
cal_control_0p20_G1,v6_cal_pair_09,control,left,left,none,7,2754,3000,2754,,,[],0.0030778772197663784,True,,,,0,0,10,10,False
cal_control_0p20_G1,v6_cal_pair_09,control,left,right,none,0,37,328,37,,,[],0.003048868849873543,True,,,,0,0,10,10,False
cal_control_0p20_G1,v6_cal_pair_09,control,left,right,none,1,335,337,335,,,[],0.00023222954769153148,False,,,,0,0,2,2,False
cal_control_0p20_G1,v6_cal_pair_09,control,left,right,none,2,642,984,642,,,[],0.005382462404668331,True,,,,0,0,10,10,False
cal_control_0p20_G1,v6_cal_pair_09,control,left,right,none,3,1251,1592,1251,,,[],0.006031863857060671,True,,,,0,0,10,10,False
cal_control_0p20_G1,v6_cal_pair_09,control,left,right,none,4,1595,1601,1595,,,[],0.00044922286178916693,False,,,,0,0,6,6,False
cal_control_0p20_G1,v6_cal_pair_09,control,left,right,none,5,1846,2185,1846,,,[],0.007294710259884596,True,,,,0,0,10,10,False
cal_control_0p20_G1,v6_cal_pair_09,control,left,right,none,6,2447,2785,2447,,,[],0.006905758753418922,True,,,,0,0,10,10,False
cal_positive_0p20_G2,v6_cal_pair_10,positive,left,left,left,0,39,89,39,,,[],0.0006875048275105655,True,,,,0,0,10,19,False
cal_positive_0p20_G2,v6_cal_pair_10,positive,left,left,left,1,304,661,304,602,299,"[[602,660]]",0.0529019758105278,True,,,,0,0,10,13,False
cal_positive_0p20_G2,v6_cal_pair_10,positive,left,left,left,2,917,1195,917,,,[],0.038644079118967056,True,,,,0,0,10,10,False
cal_positive_0p20_G2,v6_cal_pair_10,positive,left,left,left,3,1196,1262,1196,,,[],0.0069216289557516575,True,,,,0,0,10,12,False
cal_positive_0p20_G2,v6_cal_pair_10,positive,left,left,left,4,1519,1809,1519,,,[],0.045071475207805634,True,,,,0,0,10,10,False
cal_positive_0p20_G2,v6_cal_pair_10,positive,left,left,left,5,1810,1854,1810,,,[],0.006837658118456602,True,,,,0,0,10,10,False
cal_positive_0p20_G2,v6_cal_pair_10,positive,left,left,left,6,2120,2475,2120,,,[],0.0189785398542881,True,,,,0,0,10,10,False
cal_positive_0p20_G2,v6_cal_pair_10,positive,left,left,left,7,2738,3000,2738,,,[],0.016055157408118248,True,,,,0,0,10,10,False
cal_positive_0p20_G2,v6_cal_pair_10,positive,left,right,left,0,37,328,37,,,[],0.0030492721125483513,True,,,,0,0,10,10,False
cal_positive_0p20_G2,v6_cal_pair_10,positive,left,right,left,1,335,337,335,,,[],0.00023227717611007392,False,,,,0,0,2,2,False
cal_positive_0p20_G2,v6_cal_pair_10,positive,left,right,left,2,624,944,624,,,[],0.00847669504582882,True,,,,0,0,10,10,False
cal_positive_0p20_G2,v6_cal_pair_10,positive,left,right,left,3,1227,1544,1227,,,[],0.008457822725176811,True,,,,0,0,10,10,False
cal_positive_0p20_G2,v6_cal_pair_10,positive,left,right,left,4,1825,2144,1825,,,[],0.009511781856417656,True,,,,0,0,10,10,False
cal_positive_0p20_G2,v6_cal_pair_10,positive,left,right,left,5,2435,2765,2435,,,[],0.00675610639154911,True,,,,0,0,10,10,False
cal_control_0p20_G2,v6_cal_pair_10,control,left,left,none,0,39,89,39,,,[],0.0006875048275105655,True,,,,0,0,10,19,False
cal_control_0p20_G2,v6_cal_pair_10,control,left,left,none,1,304,682,304,,,[],0.008814170025289059,True,,,,0,0,10,12,False
cal_control_0p20_G2,v6_cal_pair_10,control,left,left,none,2,948,1287,948,,,[],0.002916126511991024,True,,,,0,0,10,16,False
cal_control_0p20_G2,v6_cal_pair_10,control,left,left,none,3,1560,1884,1560,,,[],0.0027778625953942537,True,,,,0,0,10,14,False
cal_control_0p20_G2,v6_cal_pair_10,control,left,left,none,4,2154,2483,2154,,,[],0.002879919484257698,True,,,,0,0,10,13,False
cal_control_0p20_G2,v6_cal_pair_10,control,left,left,none,5,2753,3000,2753,,,[],0.003017909824848175,True,,,,0,0,10,10,False
cal_control_0p20_G2,v6_cal_pair_10,control,left,right,none,0,37,328,37,,,[],0.0030492721125483513,True,,,,0,0,10,10,False
cal_control_0p20_G2,v6_cal_pair_10,control,left,right,none,1,335,337,335,,,[],0.00023227717611007392,False,,,,0,0,2,2,False
cal_control_0p20_G2,v6_cal_pair_10,control,left,right,none,2,641,984,641,,,[],0.0053960708901286125,True,,,,0,0,10,10,False
cal_control_0p20_G2,v6_cal_pair_10,control,left,right,none,3,1250,1590,1250,,,[],0.006460230331867933,True,,,,0,0,10,10,False
cal_control_0p20_G2,v6_cal_pair_10,control,left,right,none,4,1595,1601,1595,,,[],0.0006151997949928045,False,,,,0,0,6,6,False
cal_control_0p20_G2,v6_cal_pair_10,control,left,right,none,5,1845,2185,1845,,,[],0.0074122026562690735,True,,,,0,0,10,10,False
cal_control_0p20_G2,v6_cal_pair_10,control,left,right,none,6,2445,2784,2445,,,[],0.007457566913217306,True,,,,0,0,10,10,False
cal_positive_0p20_G3,v6_cal_pair_11,positive,left,left,none,0,39,89,39,,,[],0.0006850181962363422,True,,,,0,0,10,19,False
cal_positive_0p20_G3,v6_cal_pair_11,positive,left,left,none,1,304,672,304,,,[],0.027109317481517792,True,,,,0,0,10,23,False
cal_positive_0p20_G3,v6_cal_pair_11,positive,left,left,none,2,931,1150,931,,,[],0.005805984605103731,True,,,,0,0,10,10,False
cal_positive_0p20_G3,v6_cal_pair_11,positive,left,left,none,3,1151,1276,1151,,,[],0.0014400180662050843,True,,,,0,0,10,10,False
cal_positive_0p20_G3,v6_cal_pair_11,positive,left,left,none,4,1545,1860,1545,,,[],0.02802056074142456,True,,,,0,0,10,10,False
cal_positive_0p20_G3,v6_cal_pair_11,positive,left,left,none,5,2138,2356,2138,,,[],0.006699946243315935,True,,,,0,0,10,10,False
cal_positive_0p20_G3,v6_cal_pair_11,positive,left,left,none,6,2357,2474,2357,,,[],0.0015777477528899908,True,,,,0,0,10,10,False
cal_positive_0p20_G3,v6_cal_pair_11,positive,left,left,none,7,2740,3000,2740,,,[],0.014748897403478622,True,,,,0,0,10,10,False
cal_positive_0p20_G3,v6_cal_pair_11,positive,left,right,none,0,37,328,37,,,[],0.0030473435763269663,True,,,,0,0,10,10,False
cal_positive_0p20_G3,v6_cal_pair_11,positive,left,right,none,1,335,337,335,,,[],0.00023207080084830523,False,,,,0,0,2,2,False
cal_positive_0p20_G3,v6_cal_pair_11,positive,left,right,none,2,632,963,632,,,[],0.0069420114159584045,True,,,,0,0,10,10,False
cal_positive_0p20_G3,v6_cal_pair_11,positive,left,right,none,3,1238,1571,1238,,,[],0.006991211790591478,True,,,,0,0,10,10,False
cal_positive_0p20_G3,v6_cal_pair_11,positive,left,right,none,4,1576,1581,1576,,,[],0.0006324287969619036,False,,,,0,0,5,5,False
cal_positive_0p20_G3,v6_cal_pair_11,positive,left,right,none,5,1835,2165,1835,,,[],0.008161486126482487,True,,,,0,0,10,10,False
cal_positive_0p20_G3,v6_cal_pair_11,positive,left,right,none,6,2434,2766,2434,,,[],0.007171382661908865,True,,,,0,0,10,10,False
cal_control_0p20_G3,v6_cal_pair_11,control,left,left,none,0,39,89,39,,,[],0.0006850181962363422,True,,,,0,0,10,19,False
cal_control_0p20_G3,v6_cal_pair_11,control,left,left,none,1,304,676,304,,,[],0.008800609037280083,True,,,,0,0,10,10,False
cal_control_0p20_G3,v6_cal_pair_11,control,left,left,none,2,948,1280,948,,,[],0.002810712903738022,True,,,,0,0,10,10,False
cal_control_0p20_G3,v6_cal_pair_11,control,left,left,none,3,1560,1881,1560,,,[],0.0029923482798039913,True,,,,0,0,10,11,False
cal_control_0p20_G3,v6_cal_pair_11,control,left,left,none,4,2155,2480,2155,,,[],0.0031900990288704634,True,,,,0,0,10,10,False
cal_control_0p20_G3,v6_cal_pair_11,control,left,left,none,5,2754,3000,2754,,,[],0.003082957351580262,True,,,,0,0,10,10,False
cal_control_0p20_G3,v6_cal_pair_11,control,left,right,none,0,37,328,37,,,[],0.0030473435763269663,True,,,,0,0,10,10,False
cal_control_0p20_G3,v6_cal_pair_11,control,left,right,none,1,335,337,335,,,[],0.00023207080084830523,False,,,,0,0,2,2,False
cal_control_0p20_G3,v6_cal_pair_11,control,left,right,none,2,642,984,642,,,[],0.005381985567510128,True,,,,0,0,10,10,False
cal_control_0p20_G3,v6_cal_pair_11,control,left,right,none,3,1251,1592,1251,,,[],0.00603543221950531,True,,,,0,0,10,10,False
cal_control_0p20_G3,v6_cal_pair_11,control,left,right,none,4,1596,1602,1596,,,[],0.00048429466551169753,False,,,,0,0,6,6,False
cal_control_0p20_G3,v6_cal_pair_11,control,left,right,none,5,1846,2186,1846,,,[],0.007304108701646328,True,,,,0,0,10,10,False
cal_control_0p20_G3,v6_cal_pair_11,control,left,right,none,6,2447,2785,2447,,,[],0.006884978152811527,True,,,,0,0,10,10,False
