architecture,seed,optimizer,epoch_history,early_stopping_epoch,learning_rate_schedule,raw_train_rows,balanced_train_rows,retained_train_fraction,effective_group_count,effective_group_min,effective_group_max,balance_applied_to_loss,batch_composition,train_loss,validation_loss,train_accuracy,validation_accuracy,train_macro_recall,validation_macro_recall,train_worst_recall,validation_worst_recall,weight_norm,data_gradient_norm,validation_prediction_entropy,stored_resource_macs,verified_graph_macs,mac_match,parameter_count,underfit
T1,202608211,sklearn LogisticRegression lbfgs full-batch,not_available_non_epoch_solver,not_applicable,not_applicable_lbfgs,24560,1440,0.05863192182410423,96,15,15,True,one deterministic balanced full batch,0.6438181425304272,1.290349414956244,0.7333333333333333,0.5127623699052271,0.7333333333333334,0.5542393558403801,0.5833333333333334,0.43169398907103823,9.747466927818662,0.006768771831387015,0.8547032811708574,1860,1860,True,1094,True
T1,202608212,sklearn LogisticRegression lbfgs full-batch,not_available_non_epoch_solver,not_applicable,not_applicable_lbfgs,24560,1440,0.05863192182410423,96,15,15,True,one deterministic balanced full batch,0.6323934153733418,1.3852553791700593,0.7354166666666667,0.4880516309087738,0.7354166666666666,0.5478002056374512,0.6138888888888889,0.4136316824267391,9.891207568917975,0.006869412422011917,0.8668521007577865,1860,1860,True,1094,True
T1,202608213,sklearn LogisticRegression lbfgs full-batch,not_available_non_epoch_solver,not_applicable,not_applicable_lbfgs,24560,1440,0.05863192182410423,96,15,15,True,one deterministic balanced full batch,0.6518335413288594,1.2854158453047053,0.74375,0.5838711552997268,0.7437500000000001,0.5829529009592304,0.5555555555555556,0.4083457526080477,9.668446772023318,0.006714921454376239,0.8633684759822289,1860,1860,True,1094,True
T2,202608211,sklearn LogisticRegression lbfgs full-batch,not_available_non_epoch_solver,not_applicable,not_applicable_lbfgs,24560,1440,0.05863192182410423,96,15,15,True,one deterministic balanced full batch,0.5718340001313704,1.148125803987772,0.7604166666666666,0.5848595848595849,0.7604166666666666,0.5979457102171559,0.6138888888888889,0.4520615996025832,10.317777323752807,0.007164976441898117,0.7494189959981031,1928,1928,True,1162,True
T2,202608212,sklearn LogisticRegression lbfgs full-batch,not_available_non_epoch_solver,not_applicable,not_applicable_lbfgs,24560,1440,0.05863192182410423,96,15,15,True,one deterministic balanced full batch,0.5384261128299661,1.228361163509316,0.7659722222222223,0.5798592941450085,0.7659722222222223,0.5952668707807376,0.6277777777777778,0.47292598112270245,10.775638849085171,0.007486564159382372,0.7305181837651912,1928,1928,True,1162,True
T2,202608213,sklearn LogisticRegression lbfgs full-batch,not_available_non_epoch_solver,not_applicable,not_applicable_lbfgs,24560,1440,0.05863192182410423,96,15,15,True,one deterministic balanced full batch,0.5620757902873208,1.1580565065376072,0.7680555555555556,0.6549217977789407,0.7680555555555555,0.6090079361501065,0.6,0.3611525086934923,10.698445096005452,0.007429307531082506,0.7409404640825464,1928,1928,True,1162,True
