run_id,role,speed_mps,target_foot,target_phase,profile,seed,duration_s,sample_count,initial_qpos_sha256,initial_qvel_sha256,initial_policy_observation_sha256,full_trace_sha256,first_patch_contact_sample,patch_active_contact_count,intervention_activation_physics_steps,effective_patch_friction_mean,target_tangential_force_peak_n,target_anchor_drift_max_m,target_physical_onset_sample,contralateral_physical_onset_sample,actual_first_affected_foot,contralateral_contamination,fall_occurred,first_fall_sample,first_fall_time_s,fall_reason,post_fall_excluded_sample_count,patch_base_double_contact_count,discarded,relabeled,retained,pair_id,severity,pair_parity_sha256,collision_geometry_sha256,actual_onset_phase,touchdown_to_onset_ms,valid_target_positive,air_event_counted,post_fall_event_counted,unique_pilot_run,replay_of,deterministic_replay_match
positive_0p20_left_late_moderate_ice_preregistered,positive,0.2,left,late,moderate_ice_preregistered,202608417,3.0,3000,dae12f46bf600bb2c195e36291b67da8329b1ad156ed28a120bdf37e311d609d,4eea5f67b68f681559639fafca779237d891a502f64bf367caf2fbb48825f4a3,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,34aa884cbb8addf6195623404de5ad090efd62ac5c5c7ed3d266a1123fc49c6e,36,1541,875,0.745944192083063,346.969159723501,0.025331174954771996,,,none,False,False,,,,0,57,False,False,True,pilot_pair_17,moderate_ice_preregistered,eb379d57c9fcb30a322f04968d3dce64fb13eff70b10a39c4b464a803e0d09f6,485681f28830e695e89153a2346e3757ce2e81dd61b227c5ac3461ac32d393f9,none,,False,False,False,True,,
control_0p20_left_late_moderate_ice_preregistered,control,0.2,left,late,hard_control,202608417,3.0,3000,dae12f46bf600bb2c195e36291b67da8329b1ad156ed28a120bdf37e311d609d,4eea5f67b68f681559639fafca779237d891a502f64bf367caf2fbb48825f4a3,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,b686fd4d04893ed6d5fc44282c04124081742f93b77026456caa11ac9a2f9668,36,1560,0,1.0,131.44489890721349,0.0033373937476426363,,,none,False,False,,,,0,0,False,False,True,pilot_pair_17,moderate_ice_preregistered,eb379d57c9fcb30a322f04968d3dce64fb13eff70b10a39c4b464a803e0d09f6,485681f28830e695e89153a2346e3757ce2e81dd61b227c5ac3461ac32d393f9,none,,False,False,False,True,,
positive_0p20_right_early_native_strong_ice,positive,0.2,right,early,native_strong_ice,202608418,3.0,3000,bdec192422bd45239689b01e2897aa8f99ffa6dcc1a65a54f7d2a98c358cba24,da5894c4c2a360293dfc2d1773a14fcc4ac5374ea6cc37b87c2dfb59fee842d4,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,867d69fbe2ea26d280304c04a30700d7f62c47c64047bd5c85e1a80e75b836ee,42,222,6000,0.05000000000000001,22.529193205670282,0.0906224250793457,281,,right,False,False,,,,0,0,False,False,True,pilot_pair_18,native_strong_ice,645697da94a4fcba0f4b0a7cd364d9a34cb6ba7ae194ab6849a570d5fcae6211,328e61fb8af2ace8393a0ca71e125ed24ba2ab46496405b1b91277f73d27b3c3,early,77,True,False,False,True,,
control_0p20_right_early_native_strong_ice,control,0.2,right,early,hard_control,202608418,3.0,3000,bdec192422bd45239689b01e2897aa8f99ffa6dcc1a65a54f7d2a98c358cba24,da5894c4c2a360293dfc2d1773a14fcc4ac5374ea6cc37b87c2dfb59fee842d4,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,0dad9a2513694f94305413787790fc438862112369ff66dee44244f99eb273d3,42,1821,0,1.0,131.99055506018524,0.00780450738966465,,,none,False,False,,,,0,0,False,False,True,pilot_pair_18,native_strong_ice,645697da94a4fcba0f4b0a7cd364d9a34cb6ba7ae194ab6849a570d5fcae6211,328e61fb8af2ace8393a0ca71e125ed24ba2ab46496405b1b91277f73d27b3c3,none,,False,False,False,True,,
positive_0p20_right_early_moderate_ice_preregistered,positive,0.2,right,early,moderate_ice_preregistered,202608419,3.0,3000,12f1d8a77e97c589f565a5aa68c966b16fa759a44f0a6124142ad832f6a8d3c9,82e294aa654e9e8f9b6ada682e6d8013b13701e5b012aa2e22159fcae861b9ec,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,b38d2778460330b51532fc2841f61214e10d1f051482522d1d90b305de12199d,42,300,6000,0.09999999999999999,47.927952475859314,0.11639536917209625,331,,right,False,False,,,,0,1,False,False,True,pilot_pair_19,moderate_ice_preregistered,235e05fd1ecfda0fe95f6ccc437e4cd501092c11028fde4670a4b8758ecaad5d,328e61fb8af2ace8393a0ca71e125ed24ba2ab46496405b1b91277f73d27b3c3,middle,129,False,False,False,True,,
control_0p20_right_early_moderate_ice_preregistered,control,0.2,right,early,hard_control,202608419,3.0,3000,12f1d8a77e97c589f565a5aa68c966b16fa759a44f0a6124142ad832f6a8d3c9,82e294aa654e9e8f9b6ada682e6d8013b13701e5b012aa2e22159fcae861b9ec,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,55d505d7ef8ba11730df1f5b08d8a6f5208f0e2cc92d7e2021522e3ec10d54cc,42,1821,0,1.0,131.9711793757063,0.007804777007550001,,,none,False,False,,,,0,0,False,False,True,pilot_pair_19,moderate_ice_preregistered,235e05fd1ecfda0fe95f6ccc437e4cd501092c11028fde4670a4b8758ecaad5d,328e61fb8af2ace8393a0ca71e125ed24ba2ab46496405b1b91277f73d27b3c3,none,,False,False,False,True,,
positive_0p20_right_middle_native_strong_ice,positive,0.2,right,middle,native_strong_ice,202608420,3.0,3000,19d138cb1fc3287d1b6ede3796f35748a70655ef1f977d86daa0ab24b9239142,b2b1300e9dba5381878c41b51d996102c501622eb66eb4888857a220fcb8af2f,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,001f4bff5f54c04ca90b9efb489d10d4020918876412b07ca50ac0f9fd86f786,42,1755,2298,0.3801994301994302,317.33498095144705,0.099496990442276,364,,right,False,False,,,,0,185,False,False,True,pilot_pair_20,native_strong_ice,87371f39726961236c011faa232f3728af344751bd41ac44c8cab02daa813bb0,328e61fb8af2ace8393a0ca71e125ed24ba2ab46496405b1b91277f73d27b3c3,middle,169,True,False,False,True,,
control_0p20_right_middle_native_strong_ice,control,0.2,right,middle,hard_control,202608420,3.0,3000,19d138cb1fc3287d1b6ede3796f35748a70655ef1f977d86daa0ab24b9239142,b2b1300e9dba5381878c41b51d996102c501622eb66eb4888857a220fcb8af2f,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,7f03a75926c455dde49943406f72b530a3e9dda52629bf4175ce56df46bda855,42,1821,0,1.0,132.12600603409456,0.007815062068402767,,,none,False,False,,,,0,0,False,False,True,pilot_pair_20,native_strong_ice,87371f39726961236c011faa232f3728af344751bd41ac44c8cab02daa813bb0,328e61fb8af2ace8393a0ca71e125ed24ba2ab46496405b1b91277f73d27b3c3,none,,False,False,False,True,,
positive_0p20_right_middle_moderate_ice_preregistered,positive,0.2,right,middle,moderate_ice_preregistered,202608421,3.0,3000,fa6e5fd3bf06875871565e3253482253441f41d08b3d36feed1ca5768b3f3a0b,a9da46d78fef45d73655d67e29439fb7f2398a14d836195485d05f927fac84bf,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,59e53cdeb983578e7260a647cedf3f5ab1f83f501fe5425a5e6b428fef41c766,42,1747,2187,0.43743560389238695,847.9739915587893,0.07536467909812927,553,,right,False,False,,,,0,58,False,False,True,pilot_pair_21,moderate_ice_preregistered,e000bfeffcd6f9efa285cab3b3c7ccf299d5d312793b5d921663cea65f9f292a,328e61fb8af2ace8393a0ca71e125ed24ba2ab46496405b1b91277f73d27b3c3,late,358,False,False,False,True,,
control_0p20_right_middle_moderate_ice_preregistered,control,0.2,right,middle,hard_control,202608421,3.0,3000,fa6e5fd3bf06875871565e3253482253441f41d08b3d36feed1ca5768b3f3a0b,a9da46d78fef45d73655d67e29439fb7f2398a14d836195485d05f927fac84bf,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,cb40c5ae03425d97574b0ea76b9b5a464380043771eea282fd84911754b3eb72,42,1821,0,1.0,132.02925924998405,0.007816264405846596,,,none,False,False,,,,0,0,False,False,True,pilot_pair_21,moderate_ice_preregistered,e000bfeffcd6f9efa285cab3b3c7ccf299d5d312793b5d921663cea65f9f292a,328e61fb8af2ace8393a0ca71e125ed24ba2ab46496405b1b91277f73d27b3c3,none,,False,False,False,True,,
positive_0p20_right_late_native_strong_ice,positive,0.2,right,late,native_strong_ice,202608422,3.0,3000,65b3cb6dca8bf727b02b04915c8df8070bb396b25997078f7426746df17fa29b,f47b5f212cc0ce83f28d70eeea0fb9d9d5e7d3752312850363917ae1a2e03f76,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,45479f519502c473d9e917372058227017feed5479a0dd1641bbeffc4f433b2e,42,1757,1042,0.719379624359704,740.5937596392885,0.053147271275520325,1110,,right,False,False,,,,0,284,False,False,True,pilot_pair_22,native_strong_ice,b7c3574e6b1b2755b2f1682c54ef9378c24fce278aefb8bed80fc0150903c1db,328e61fb8af2ace8393a0ca71e125ed24ba2ab46496405b1b91277f73d27b3c3,late,274,True,False,False,True,,
control_0p20_right_late_native_strong_ice,control,0.2,right,late,hard_control,202608422,3.0,3000,65b3cb6dca8bf727b02b04915c8df8070bb396b25997078f7426746df17fa29b,f47b5f212cc0ce83f28d70eeea0fb9d9d5e7d3752312850363917ae1a2e03f76,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,fc66a3a34f1fab60f2d29aea6f68cd14f64cc3e1bdc5ba44a57b1b5a74d97ff1,42,1821,0,1.0,131.9597106499033,0.00780497444793582,,,none,False,False,,,,0,0,False,False,True,pilot_pair_22,native_strong_ice,b7c3574e6b1b2755b2f1682c54ef9378c24fce278aefb8bed80fc0150903c1db,328e61fb8af2ace8393a0ca71e125ed24ba2ab46496405b1b91277f73d27b3c3,none,,False,False,False,True,,
positive_0p20_right_late_moderate_ice_preregistered,positive,0.2,right,late,moderate_ice_preregistered,202608423,3.0,3000,1012e5d2ac8de592020617840477efc3af4bc260c553e6787ec0f9881e834354,889493028389560519c9afb17dd3aa504c427416ea4f85f5d7962586a2a15f65,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,555416fafee8b8dbb74783fdfd86f04070b40c963b73985677c68fbaa06470c6,42,1757,1076,0.72544109277177,132.08926483632013,0.062149059027433395,535,,right,False,False,,,,0,72,False,False,True,pilot_pair_23,moderate_ice_preregistered,68f39f0c6dd668f7debf0e52444f662670bb60ad6f7f5f6a2a3afc65312cc6f4,328e61fb8af2ace8393a0ca71e125ed24ba2ab46496405b1b91277f73d27b3c3,late,340,True,False,False,True,,
control_0p20_right_late_moderate_ice_preregistered,control,0.2,right,late,hard_control,202608423,3.0,3000,1012e5d2ac8de592020617840477efc3af4bc260c553e6787ec0f9881e834354,889493028389560519c9afb17dd3aa504c427416ea4f85f5d7962586a2a15f65,ebb300597662a5c3036a0d673839ac148c210d3cb55fc953ad56457e4383477a,aed0ed214fd741a583d220282f6d988c0c6a71c59632953795394566da9d084c,42,1821,0,1.0,132.08926483632013,0.007815537974238396,,,none,False,False,,,,0,0,False,False,True,pilot_pair_23,moderate_ice_preregistered,68f39f0c6dd668f7debf0e52444f662670bb60ad6f7f5f6a2a3afc65312cc6f4,328e61fb8af2ace8393a0ca71e125ed24ba2ab46496405b1b91277f73d27b3c3,none,,False,False,False,True,,
replay_positive_0p10_left_early_native_strong_ice,replay,0.1,left,early,native_strong_ice,202608400,3.0,3000,ac2c76105cffd1c3347d13a33e74f2192b16cae1fea1d3f8d1797795184538c9,6dd3a1a51ea98420fde6a6de4c6907e390270030323c2625675671a1b3282ca7,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,d3f4652726d429926bf4f754e26edade1dcf57441ebbfdab2c0bede0ed4b067f,36,1607,0,1.0,111.10814856895499,0.0020239155273884535,,,none,False,False,,,,0,0,False,False,True,pilot_pair_00,native_strong_ice,e8bc966ae1fde15925c9b4e0a4d7dc04f10344bb32da628d8ae41633231f3720,517ce2fa686ed85f92b14a3843b713c51b7717833c974e725129cf88d68131d7,none,,False,,,False,positive_0p10_left_early_native_strong_ice,False
replay_positive_0p10_right_early_native_strong_ice,replay,0.1,right,early,native_strong_ice,202608406,3.0,3000,8d461374113bc91ce0572c0d8fefb7a9dc944e8f33f95c0e845ac9bba16332c6,110fb41ed331ab2c582cdbfd5d02d3885cb2e355eee2b5ae50f2a12c45e20870,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,453b8080f6db030fa2b77fed940c9f6204ad15b8ccabb428652bb0f62b301883,43,1805,0,1.0,160.16993519743292,0.006401200778782368,,,none,False,False,,,,0,0,False,False,True,pilot_pair_06,native_strong_ice,45c640a062f69b93d651f0eb9088e7a4a01a0f4c1a0c5436f0c199d466c83ba2,1fb6716eab7a5e2a9250418e90c92d061f254cb046c202542a082860e8dac0e8,none,,False,,,False,positive_0p10_right_early_native_strong_ice,False
