run_id,role,target_foot,contacting_foot,start_sample,geom1_name,geom1_id,geom2_name,geom2_id,body1_name,body1_id,body2_name,body2_id,patch_inclusion,contact_position_first,contact_position_last,geom1_friction,geom2_friction,geom1_priority,geom2_priority,explicit_pair_id,effective_contact_friction_first,effective_contact_friction_last,contact_dimension,contact_exclude,efc_address_min,efc_address_max,integrator,mutation_point,constraints_constructed_at_mutation,tangential_contact_force_peak_n,end_sample_exclusive,observed_sample_count,tangential_contact_force_mean_n
positive_0p10_left_early_native_strong_ice,positive,left,right,148,right_foot_contact_1,34,base_lane_below,2,right_ankle_roll_link,13,world,0,False,"[-0.0654253243256927, -0.09119732490223886, -8.181731775240564e-05]","[-0.06197775917062531, -0.09317986354296881, -1.4165219910933224e-05]","[1.0, 0.005, 0.0001]","[1.0, 0.005, 0.0001]",0,1,-1,"[1.0, 1.0, 0.005, 0.0001, 0.0001]","[1.0, 1.0, 0.005, 0.0001, 0.0001]",3,0,29,37,mjINT_EULER,model.pair_friction before mj_step,False,52.95175108020726,213,65,24.428826043814148
positive_0p10_left_early_native_strong_ice,positive,left,right,165,right_foot_contact_3,36,base_lane_below,2,right_ankle_roll_link,13,world,0,False,"[0.10774848583060026, -0.09193933375232882, -0.0002634739652325885]","[0.10806640936387918, -0.09269861736207291, -4.6741331442445855e-05]","[1.0, 0.005, 0.0001]","[1.0, 0.005, 0.0001]",0,1,-1,"[1.0, 1.0, 0.005, 0.0001, 0.0001]","[1.0, 1.0, 0.005, 0.0001, 0.0001]",3,0,33,41,mjINT_EULER,model.pair_friction before mj_step,False,11.232842900678396,219,54,2.517977052840717
positive_0p10_left_early_native_strong_ice,positive,left,right,165,right_foot_contact_4,37,base_lane_below,2,right_ankle_roll_link,13,world,0,False,"[0.10627986369684628, -0.15192131335878883, -0.0002997765768799898]","[0.10661565293078612, -0.15341526914467285, -6.570290375998433e-06]","[1.0, 0.005, 0.0001]","[1.0, 0.005, 0.0001]",0,1,-1,"[1.0, 1.0, 0.005, 0.0001, 0.0001]","[1.0, 1.0, 0.005, 0.0001, 0.0001]",3,0,33,45,mjINT_EULER,model.pair_friction before mj_step,False,34.541048812702606,453,288,13.988957509274954
positive_0p10_left_early_native_strong_ice,positive,left,right,148,right_foot_contact_2,35,base_lane_below,2,right_ankle_roll_link,13,world,0,False,"[-0.06625499638198007, -0.14119043997605768, -7.708722990458494e-05]","[-0.0631833718797612, -0.1439254558393714, -5.548410725114694e-06]","[1.0, 0.005, 0.0001]","[1.0, 0.005, 0.0001]",0,1,-1,"[1.0, 1.0, 0.005, 0.0001, 0.0001]","[1.0, 1.0, 0.005, 0.0001, 0.0001]",3,0,29,41,mjINT_EULER,model.pair_friction before mj_step,False,84.68764579558197,459,311,17.752214513408557
positive_0p10_left_early_native_strong_ice,positive,left,right,334,right_foot_contact_1,34,base_lane_below,2,right_ankle_roll_link,13,world,0,False,"[-0.061971544922794775, -0.09363204741593684, -4.311437804074836e-05]","[-0.06194949896649782, -0.09361759093409866, -3.7619247086895236e-05]","[1.0, 0.005, 0.0001]","[1.0, 0.005, 0.0001]",0,1,-1,"[1.0, 1.0, 0.005, 0.0001, 0.0001]","[1.0, 1.0, 0.005, 0.0001, 0.0001]",3,0,29,45,mjINT_EULER,model.pair_friction before mj_step,False,32.10487222521492,544,210,14.192211574429779
positive_0p10_left_early_native_strong_ice,positive,left,right,333,right_foot_contact_3,36,base_lane_below,2,right_ankle_roll_link,13,world,0,False,"[0.10809848610126743, -0.09304557630270444, -3.142724190496882e-05]","[0.10807038074939734, -0.09310785673893801, -3.844103188359316e-05]","[1.0, 0.005, 0.0001]","[1.0, 0.005, 0.0001]",0,1,-1,"[1.0, 1.0, 0.005, 0.0001, 0.0001]","[1.0, 1.0, 0.005, 0.0001, 0.0001]",3,0,33,49,mjINT_EULER,model.pair_friction before mj_step,False,34.45098681632206,545,212,18.753187957061964
positive_0p10_left_early_native_strong_ice,positive,left,left,525,left_foot_contact_1,19,slip_patch,4,left_ankle_roll_link,7,world,0,True,"[-0.02239335234667339, 0.22872355632122665, -0.000199019402838313]","[-0.024135946323293966, 0.2547039795945205, -3.280985652887036e-05]","[1.0, 0.005, 0.0001]","[1.0, 0.005, 0.0001]",0,1,0,"[0.05, 0.05, 0.001, 1e-05, 1e-05]","[0.05, 0.05, 0.001, 1e-05, 1e-05]",3,0,29,29,mjINT_EULER,model.pair_friction before mj_step,False,15.227934306634557,570,45,7.616403550007523
positive_0p10_left_early_native_strong_ice,positive,left,left,520,left_foot_contact_2,20,slip_patch,4,left_ankle_roll_link,7,world,0,True,"[-0.022876198213050425, 0.17807487591407073, -0.00019771257231353256]","[-0.02539348991235002, 0.20720764973472358, -2.395094198165415e-05]","[1.0, 0.005, 0.0001]","[1.0, 0.005, 0.0001]",0,1,1,"[0.05, 0.05, 0.001, 1e-05, 1e-05]","[0.05, 0.05, 0.001, 1e-05, 1e-05]",3,0,29,33,mjINT_EULER,model.pair_friction before mj_step,False,12.852339537635544,572,52,8.604071332370456
positive_0p10_left_early_native_strong_ice,positive,left,left,572,left_foot_contact_3,21,base_lane_above,3,left_ankle_roll_link,7,world,0,False,"[0.1463479347864317, 0.2600642340561173, -0.00011932178883841682]","[0.14703202868371085, 0.26000441614515335, -5.788816463012103e-05]","[1.0, 0.005, 0.0001]","[1.0, 0.005, 0.0001]",0,1,-1,"[1.0, 1.0, 0.005, 0.0001, 0.0001]","[1.0, 1.0, 0.005, 0.0001, 0.0001]",3,0,37,41,mjINT_EULER,model.pair_friction before mj_step,False,107.87680956716635,576,4,103.04329497167421
positive_0p10_left_early_native_strong_ice,positive,left,left,529,left_foot_contact_3,21,slip_patch,4,left_ankle_roll_link,7,world,0,True,"[0.14761577261680425, 0.23893367044204955, -0.0001333896553745162]","[0.14703202868371085, 0.2596284997570231, -6.51312990229691e-05]","[1.0, 0.005, 0.0001]","[1.0, 0.005, 0.0001]",0,1,2,"[0.05, 0.05, 0.001, 1e-05, 1e-05]","[0.05, 0.05, 0.001, 1e-05, 1e-05]",3,0,29,37,mjINT_EULER,model.pair_friction before mj_step,False,6.058447273747996,576,47,3.767920479749894
