run_id,fold,speed_mps,foot,physical_episode_id,onset_sample,detected,first_output_sample,latency_ms,detected_by_onset,detected_within_20ms,detected_within_50ms
positive_0p15_left_mid_loading_early_stance_native_strong_ice_v1,1,0.15,left,13,2868,True,2859,-9,True,True,True
positive_0p15_left_mid_loading_early_stance_native_strong_ice_v2,2,0.15,left,0,234,False,,,False,False,False
positive_0p15_left_mid_loading_early_stance_native_strong_ice_v2,2,0.15,left,2,888,False,,,False,False,False
positive_0p15_left_mid_loading_early_stance_native_strong_ice_v2,2,0.15,left,4,1392,True,1339,-53,True,True,True
positive_0p15_left_mid_loading_early_stance_native_strong_ice_v2,2,0.15,left,6,2004,True,1949,-55,True,True,True
positive_0p15_left_mid_loading_early_stance_native_strong_ice_v2,2,0.15,left,9,2594,True,2539,-55,True,True,True
positive_0p15_left_mid_late_stance_native_strong_ice_v1,1,0.15,left,1,567,True,509,-58,True,True,True
positive_0p15_left_mid_late_stance_native_strong_ice_v2,2,0.15,left,7,949,True,879,-70,True,True,True
positive_0p15_left_mid_late_stance_native_strong_ice_v2,2,0.15,left,13,1521,True,1459,-62,True,True,True
positive_0p15_left_mid_late_stance_native_strong_ice_v2,2,0.15,left,17,2756,True,2709,-47,True,True,True
positive_0p15_right_early_loading_native_strong_ice_v0,0,0.15,right,1,282,True,259,-23,True,True,True
positive_0p15_right_early_loading_native_strong_ice_v0,0,0.15,right,2,339,True,319,-20,True,True,True
positive_0p15_right_early_loading_native_strong_ice_v0,0,0.15,right,10,775,True,719,-56,True,True,True
positive_0p15_right_early_loading_native_strong_ice_v0,0,0.15,right,11,844,False,,,False,False,False
positive_0p15_right_early_loading_native_strong_ice_v1,1,0.15,right,12,642,True,619,-23,True,True,True
positive_0p15_right_early_loading_native_strong_ice_v2,2,0.15,right,4,444,True,419,-25,True,True,True
positive_0p15_right_early_loading_native_strong_ice_v2,2,0.15,right,5,499,True,489,-10,True,True,True
positive_0p15_right_early_loading_native_strong_ice_v2,2,0.15,right,16,906,True,869,-37,True,True,True
positive_0p15_right_mid_loading_early_stance_native_strong_ice_v0,0,0.15,right,1,366,True,299,-67,True,True,True
positive_0p15_right_mid_loading_early_stance_native_strong_ice_v0,0,0.15,right,3,925,True,879,-46,True,True,True
positive_0p15_right_mid_loading_early_stance_native_strong_ice_v0,0,0.15,right,6,1521,True,1439,-82,True,True,True
positive_0p15_right_mid_loading_early_stance_native_strong_ice_v0,0,0.15,right,9,2140,True,2059,-81,True,True,True
positive_0p15_right_mid_loading_early_stance_native_strong_ice_v1,1,0.15,right,0,193,False,,,False,False,False
positive_0p15_right_mid_loading_early_stance_native_strong_ice_v1,1,0.15,right,15,731,True,659,-72,True,True,True
positive_0p15_right_mid_loading_early_stance_native_strong_ice_v1,1,0.15,right,21,1948,True,1889,-59,True,True,True
positive_0p15_right_mid_loading_early_stance_native_strong_ice_v1,1,0.15,right,24,2539,True,2489,-50,True,True,True
positive_0p15_right_mid_loading_early_stance_native_strong_ice_v2,2,0.15,right,1,603,True,589,-14,True,True,True
positive_0p15_right_mid_loading_early_stance_native_strong_ice_v2,2,0.15,right,3,1095,True,1039,-56,True,True,True
positive_0p15_right_mid_loading_early_stance_native_strong_ice_v2,2,0.15,right,7,1773,True,1719,-54,True,True,True
positive_0p15_right_mid_loading_early_stance_native_strong_ice_v2,2,0.15,right,17,2237,True,2179,-58,True,True,True
positive_0p15_right_mid_loading_early_stance_native_strong_ice_v2,2,0.15,right,22,2803,True,2769,-34,True,True,True
positive_0p15_right_mid_late_stance_native_strong_ice_v1,1,0.15,right,6,2074,True,2019,-55,True,True,True
positive_0p15_right_mid_late_stance_native_strong_ice_v2,2,0.15,right,1,638,True,599,-39,True,True,True
positive_0p15_right_mid_late_stance_native_strong_ice_v2,2,0.15,right,4,1214,True,1149,-65,True,True,True
positive_0p15_right_mid_late_stance_native_strong_ice_v2,2,0.15,right,8,2444,True,2379,-65,True,True,True
positive_0p20_left_early_loading_native_strong_ice_v0,0,0.2,left,0,134,False,,,False,False,False
