endpoint_row,sample,foot,runtime_episode_id,physical_episode_id,normal_score,early_score,actionable_score,active_score,foot_score,proposal_score,persistence_count,valid_mask,prefall_mask,loaded_mask,touchdown_mask,transition_case,unique_g0_owner,data_quality_valid,run_id,fold,speed_mps,post_fall,invalid,wrong_case,owner_mismatch,latency_ms,attribution
38,579,0,8,8,3.407693520236821e-48,2.226730345762638e-19,0.9999999237935695,7.620643042883715e-08,0.9995440412580494,0.9999999883526508,2,True,True,True,False,,True,True,ice_native_0p15_v04,1,0.15,False,False,False,False,-46,VALID_EVENT_OUTPUT
83,1029,1,22,19,4.279722612655358e-21,3.815886214185779e-10,0.6568264191764209,0.34317358044199037,0.8059351426957616,0.7381152389390702,2,True,True,True,False,,False,True,ice_native_0p15_v04,1,0.15,False,False,False,True,-41,VALID_EVENT_OUTPUT
135,1549,1,43,39,7.701122421552077e-20,9.581470223155651e-11,0.9086464560436339,0.09135354386055144,0.991239619656702,0.6952481566933489,2,True,True,True,False,,True,True,ice_native_0p15_v04,1,0.15,False,False,False,False,62,VALID_EVENT_OUTPUT
142,1619,1,44,40,1.450238947844236e-19,2.123835597658189e-10,0.4858373723136904,0.514162627473926,0.8550770960623545,0.8362179011462371,2,True,True,True,False,,True,True,ice_native_0p15_v04,1,0.15,False,False,False,False,-30,VALID_EVENT_OUTPUT
155,1749,0,45,41,1.6440458073001478e-17,1.2551958869744644e-06,0.9978817807768391,0.002116964027274083,0.9993462511683092,0.9996612090578083,2,True,True,True,False,,True,True,ice_native_0p15_v04,1,0.15,False,False,False,False,-46,VALID_EVENT_OUTPUT
171,1909,1,54,50,7.635137165702434e-18,0.0012661400690681445,0.9987317416630129,2.1182679188922505e-06,0.712168805740591,0.7345150661880903,2,True,True,True,False,,False,True,ice_native_0p15_v04,1,0.15,False,False,False,True,,TOO_EARLY
213,2329,0,60,55,1.6637846521404842e-41,0.0010418958299186955,0.9988654656378,9.263853228129012e-05,0.9857175856640512,0.9879429040170637,2,True,True,True,False,,True,True,ice_native_0p15_v04,1,0.15,False,False,False,False,,NORMAL_CONTACT_FP
246,2659,1,69,62,0.0004545200688204923,7.632283070520683e-05,0.9629655780504677,0.03650357905000656,0.9880706856986426,0.5636340015276974,2,True,True,True,False,,True,True,ice_native_0p15_v04,1,0.15,False,False,False,False,117,VALID_EVENT_OUTPUT
279,2989,0,69,65,1.863889610738943e-06,0.005253528823376967,0.994676513632562,6.809365445021375e-05,0.8891237339254863,0.9631314884350636,2,True,True,True,False,,True,True,ice_native_0p15_v04,1,0.15,False,False,False,False,,NORMAL_CONTACT_FP
2,219,0,0,0,1.4722885094742392e-17,3.7818113741827887e-13,0.5756670742245115,0.4243329257751104,0.9939094726801099,0.729252514515469,2,True,True,True,False,,True,True,ice_native_0p20_v04,1,0.2,False,False,False,False,-8,VALID_EVENT_OUTPUT
26,459,1,7,5,1.846704566396593e-12,1.4839766949193598e-12,0.9999240884055971,7.591159107233676e-05,0.9846766778385471,0.8836989556187423,2,True,True,True,False,,True,True,ice_native_0p20_v04,1,0.2,False,False,False,False,,NORMAL_CONTACT_FP
38,579,0,5,5,7.553797989578055e-39,1.7985742268685526e-09,0.9999999970013056,1.2001203313877936e-09,0.9999857013491956,0.999999856405551,2,True,True,True,False,,True,True,ice_native_0p20_v04,1,0.2,False,False,False,False,-53,VALID_EVENT_OUTPUT
84,1039,1,18,15,1.862914605706517e-18,2.7206145666804724e-13,0.9979722597769758,0.002027740222752215,0.9885554395528855,0.6013912282202026,2,True,True,True,False,,False,True,ice_native_0p20_v04,1,0.2,False,False,False,True,-36,VALID_EVENT_OUTPUT
88,1079,0,52,50,5.6587115127949443e-14,9.636886140531317e-08,0.9837476107324846,0.016252292898597375,0.9493344777531528,0.846697521771472,2,True,True,True,False,,False,True,ice_native_0p20_v04,1,0.2,False,False,False,True,-75,VALID_EVENT_OUTPUT
126,1459,1,29,25,6.956330759712726e-27,2.915729492407709e-07,0.999743611354114,0.00025609707293671423,0.9997530686550268,0.9979911249005367,2,True,True,True,False,,True,True,ice_native_0p20_v04,1,0.2,False,False,False,False,-44,VALID_EVENT_OUTPUT
171,1909,0,61,58,1.4139118455533113e-17,4.0525829774443754e-24,0.9992254728120094,0.0007745271879906975,0.9859811151835058,0.9959437365315943,2,True,True,True,False,,True,True,ice_native_0p20_v04,1,0.2,False,False,False,False,-13,VALID_EVENT_OUTPUT
205,2249,1,54,48,2.3374394760134368e-38,5.614388362315104e-29,0.9747162872310556,0.02528371276894434,0.9429027018999363,0.920895841216019,2,True,True,True,False,,True,True,ice_native_0p20_v04,1,0.2,False,False,False,False,,NORMAL_CONTACT_FP
240,2599,1,81,69,3.4916235208901404e-25,1.3608533426179876e-05,0.999866771837183,0.00011961962939089442,0.9635989485812495,0.9748707894924717,2,True,True,True,False,,False,True,ice_native_0p20_v04,1,0.2,False,False,False,True,-28,VALID_EVENT_OUTPUT
37,569,0,5,5,5.751133326269162e-17,0.00011321457528053331,0.9927784280584881,0.007108357366231308,0.9775705964298701,0.8641317184085799,2,True,True,True,False,,True,True,positive_0p10_left_early_loading_native_strong_ice_v0,0,0.1,False,False,False,False,,NORMAL_CONTACT_FP
80,999,0,28,29,6.1143146695265556e-30,5.054970915089092e-06,0.9999942333438585,7.116852262788403e-07,0.9975157282475031,0.9865742532737282,2,True,True,True,False,,False,True,positive_0p10_left_early_loading_native_strong_ice_v0,0,0.1,False,False,False,True,-64,VALID_EVENT_OUTPUT
105,1249,0,30,31,7.971992955089488e-28,1.7339792887466114e-15,0.6194366810746361,0.3805633189253621,0.9969223102254358,0.82553690509728,2,True,True,True,False,,True,True,positive_0p10_left_early_loading_native_strong_ice_v0,0,0.1,False,False,False,False,0,VALID_EVENT_OUTPUT
126,1459,1,5,5,2.9600789813182e-17,1.840281684435624e-11,0.9684795148261971,0.031520485155400194,0.6412637677364341,0.9974374577673099,2,True,True,True,False,,True,True,positive_0p10_left_early_loading_native_strong_ice_v0,0,0.1,False,False,False,False,,NORMAL_CONTACT_FP
135,1549,0,44,44,1.387114090972982e-38,0.16542784091106844,0.7407065022813545,0.09386565680757708,0.9683633505898864,0.5724080688400359,2,True,True,True,False,,False,True,positive_0p10_left_early_loading_native_strong_ice_v0,0,0.1,False,False,False,True,-65,VALID_EVENT_OUTPUT
171,1909,0,62,62,1.5914428749761995e-46,9.620540838621416e-63,1.0,2.96214674475068e-18,0.9999999999999878,1.0,2,True,True,True,False,,True,True,positive_0p10_left_early_loading_native_strong_ice_v0,0,0.1,True,False,False,False,,POST_FALL_ADVISORY
196,2159,1,75,75,3.966551774787953e-61,4.108325929489141e-26,1.0,9.278703280628794e-50,0.9143208661378436,1.0,2,True,True,True,False,,True,True,positive_0p10_left_early_loading_native_strong_ice_v0,0,0.1,True,False,False,False,,POST_FALL_ADVISORY
19,389,0,2,2,1.5335341186759922e-20,8.896099878461325e-08,0.9736423278139201,0.026357583225080975,0.6318602487412519,0.6577269100316133,2,True,True,True,False,,True,True,positive_0p10_left_early_loading_native_strong_ice_v1,1,0.1,False,False,False,False,,NORMAL_CONTACT_FP
64,839,0,15,13,6.917776978500211e-13,4.932480656237821e-05,0.999950667333034,7.85971192703122e-09,0.9981217123521702,0.9950703467595793,2,True,True,True,False,,False,True,positive_0p10_left_early_loading_native_strong_ice_v1,1,0.1,False,False,False,True,-42,VALID_EVENT_OUTPUT
113,1329,0,28,24,5.687948610988913e-35,2.4950630132101186e-12,0.9973403210110767,0.002659678986428152,0.7902603110779248,0.9367807515724553,2,True,True,True,False,,False,True,positive_0p10_left_early_loading_native_strong_ice_v1,1,0.1,False,False,False,True,115,VALID_EVENT_OUTPUT
164,1839,1,69,69,1.4380417124964784e-95,0.17153117715985292,0.828468822840147,1.799616122072953e-28,0.9999999999219165,0.9999999999970568,2,True,True,True,False,,True,True,positive_0p10_left_early_loading_native_strong_ice_v1,1,0.1,True,False,False,False,,POST_FALL_ADVISORY
173,1929,1,72,72,1.1987663694399867e-284,6.507883381612124e-63,1.0,3.1538123389789983e-57,0.9999999895070307,1.0,2,True,True,True,False,,True,True,positive_0p10_left_early_loading_native_strong_ice_v1,1,0.1,True,False,False,False,,POST_FALL_ADVISORY
14,339,1,1,1,0.39133923713020907,4.408499049298103e-05,0.6085658269133417,5.0850965956208456e-05,0.9479751316191757,0.9849799479715449,2,True,True,True,False,,True,True,positive_0p10_left_early_loading_native_strong_ice_v2,2,0.1,False,False,False,False,,NORMAL_CONTACT_FP
48,679,0,6,6,1.950247441690442e-22,4.833474431967635e-06,0.9999951565505759,9.974992060322508e-09,0.9822909702638322,0.9976587885233361,2,True,True,True,False,,False,True,positive_0p10_left_early_loading_native_strong_ice_v2,2,0.1,False,False,False,True,-33,VALID_EVENT_OUTPUT
60,799,0,17,11,1.1864963990084403e-29,1.4648681841522433e-23,0.9956569946404451,0.004343005359554757,0.9202325328284657,0.9643247895478418,2,True,True,True,False,,False,True,positive_0p10_left_early_loading_native_strong_ice_v2,2,0.1,False,False,False,True,,NORMAL_CONTACT_FP
66,859,0,19,13,3.4487062894702886e-32,6.628231275695217e-20,0.800054667639374,0.19994533236062606,0.9118128402209664,0.949408819527441,2,True,True,True,False,,False,True,positive_0p10_left_early_loading_native_strong_ice_v2,2,0.1,False,False,False,True,-5,VALID_EVENT_OUTPUT
94,1139,0,25,19,2.8073788574889945e-34,2.7793690466278066e-06,0.9999958889447266,1.3316862267009387e-06,0.9985776120254553,0.9935490108033294,2,True,True,True,False,,False,True,positive_0p10_left_early_loading_native_strong_ice_v2,2,0.1,False,False,False,True,-61,VALID_EVENT_OUTPUT
153,1729,0,52,37,3.376981948644721e-46,0.007607358359700237,0.8390639635326204,0.15332867810767942,0.9729898800439082,0.7792978869425886,2,True,True,True,False,,False,True,positive_0p10_left_early_loading_native_strong_ice_v2,2,0.1,False,False,False,True,-1,VALID_EVENT_OUTPUT
182,2019,0,68,53,1.2513545645794188e-115,1.0908746776554696e-47,0.9999999982282557,1.7717443529779224e-09,0.9941694079980049,0.9999856690931895,2,True,True,True,False,,True,True,positive_0p10_left_early_loading_native_strong_ice_v2,2,0.1,True,False,False,False,,POST_FALL_ADVISORY
204,2239,1,88,88,1.958372777442315e-130,3.286588453787864e-98,0.9999999999998923,1.0775362185208313e-13,0.9999999999999984,1.0,2,True,True,True,False,,True,True,positive_0p10_left_early_loading_native_strong_ice_v2,2,0.1,True,False,False,False,,POST_FALL_ADVISORY
210,2299,1,89,89,1.0148631372459363e-181,0.015474995215870107,0.98452500478413,9.943163648651275e-32,1.0,1.0,2,True,True,True,False,,True,True,positive_0p10_left_early_loading_native_strong_ice_v2,2,0.1,True,False,False,False,,POST_FALL_ADVISORY
98,1179,0,16,6,8.761305519069359e-21,0.006189335800591897,0.9809707164070975,0.012839947792310725,0.9728382117374769,0.49046054316519505,2,True,True,True,False,,True,True,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v0,0,0.1,False,False,False,False,-39,VALID_EVENT_OUTPUT
138,1579,1,3,3,5.277106334631756e-10,1.4080342767649748e-09,0.9998819744778967,0.00011802358635845011,0.884068821344319,0.9974316601630698,2,True,True,True,False,,True,True,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v0,0,0.1,False,False,False,False,,NORMAL_CONTACT_FP
158,1779,0,19,9,2.8438752603972934e-21,0.004876728623047035,0.9944404904173029,0.0006827809596503256,0.9789800380086582,0.9213675444531505,2,True,True,True,False,,True,True,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v0,0,0.1,False,False,False,False,-50,VALID_EVENT_OUTPUT
199,2189,1,5,5,5.482587080527216e-10,7.061745880252032e-09,0.9999240765578484,7.591583214708752e-05,0.7583406310014542,0.9954096521757511,2,True,True,True,False,,True,True,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v0,0,0.1,False,False,False,False,,NORMAL_CONTACT_FP
219,2389,0,22,12,3.276237651691018e-22,0.004827578031516864,0.9950949650192586,7.745694922465237e-05,0.9771497422126714,0.9795047501374152,2,True,True,True,False,,True,True,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v0,0,0.1,False,False,False,False,-55,VALID_EVENT_OUTPUT
80,999,0,4,2,9.586409782400197e-23,0.03097786885350651,0.9684000424736047,0.0006220886728887767,0.9503114952595983,0.8028893766260556,2,True,True,True,False,,True,True,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v1,1,0.1,False,False,False,False,-61,VALID_EVENT_OUTPUT
139,1589,0,6,4,7.449085850721606e-26,0.0025787854880627873,0.9973913977866369,2.981672530024353e-05,0.9534212525554909,0.7803015775575942,2,True,True,True,False,,True,True,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v1,1,0.1,False,False,False,False,,NORMAL_CONTACT_FP
147,1669,0,7,5,7.176277834462572e-15,1.206391007364135e-09,0.9998954789661003,0.0001045198275016811,0.8828767259950097,0.9266361955609693,2,True,True,True,False,,True,True,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v1,1,0.1,False,False,False,False,,NORMAL_CONTACT_FP
204,2239,0,9,7,3.958929230657176e-17,0.17089722964889761,0.8080809268397607,0.021021843511341596,0.96306162743503,0.6947522207421751,2,True,True,True,False,,True,True,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v1,1,0.1,False,False,False,False,-23,VALID_EVENT_OUTPUT
258,2779,0,13,10,2.061801855581242e-21,0.0963937162826338,0.9034414499306864,0.00016483378667983455,0.9585357280399411,0.7990475909983905,2,True,True,True,False,,True,True,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v1,1,0.1,False,False,False,False,-54,VALID_EVENT_OUTPUT
55,749,0,6,3,2.7947506177728256e-13,0.014532611226494636,0.9850723068887186,0.00039508188450741705,0.8157966769790446,0.752468331057393,2,True,True,True,False,,True,True,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v2,2,0.1,False,False,False,False,-74,VALID_EVENT_OUTPUT
112,1319,0,15,5,7.106156699376777e-22,0.03278973975892598,0.9668232421017477,0.00038701813932631116,0.9427130258553585,0.891614612757899,2,True,True,True,False,,True,True,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v2,2,0.1,False,False,False,False,,NORMAL_CONTACT_FP
123,1429,0,16,6,1.476055717287215e-18,2.27736899886627e-09,0.9999074602522329,9.253747039805983e-05,0.9560873737987247,0.9702044641071588,2,True,True,True,False,,True,True,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v2,2,0.1,False,False,False,False,-55,VALID_EVENT_OUTPUT
177,1969,0,18,7,1.929709702722673e-18,0.0033718875616510617,0.9403188066006555,0.056309305837693426,0.8960622728310363,0.6057638546946172,2,True,True,True,False,,True,True,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v2,2,0.1,False,False,False,False,,NORMAL_CONTACT_FP
237,2569,0,22,11,1.732894067196412e-20,0.004234963398012602,0.9725567578367611,0.023208278765226305,0.7253961273384903,0.6947786321750354,2,True,True,True,False,,True,True,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v2,2,0.1,False,False,False,False,-39,VALID_EVENT_OUTPUT
115,1349,0,6,2,0.004402878581230075,1.7738302539158143e-05,0.9955786237858825,7.593303482834269e-07,0.6010039099578895,0.8043016037444475,2,True,True,True,False,,True,True,positive_0p10_left_mid_late_stance_native_strong_ice_v0,0,0.1,False,False,False,False,-68,VALID_EVENT_OUTPUT
172,1919,0,11,7,6.369762740972894e-08,0.005531833030762916,0.9944680990146071,4.2570026681468625e-09,0.9734433886022869,0.9949919204631582,2,True,True,True,False,,True,True,positive_0p10_left_mid_late_stance_native_strong_ice_v0,0,0.1,False,False,False,False,,NORMAL_CONTACT_FP
232,2519,0,14,9,4.7096758588499555e-07,8.832891158057377e-05,0.999909515634859,1.6844859746476739e-06,0.8488912140236347,0.9842905233039001,2,True,True,True,False,,True,True,positive_0p10_left_mid_late_stance_native_strong_ice_v0,0,0.1,False,False,False,False,-61,VALID_EVENT_OUTPUT
31,509,0,1,1,4.986405318924683e-08,3.9279138238955874e-05,0.9999602192833531,4.5171435496328603e-07,0.8718777271486666,0.9971059589963077,2,True,True,True,False,,True,True,positive_0p10_left_mid_late_stance_native_strong_ice_v1,1,0.1,False,False,False,False,-60,VALID_EVENT_OUTPUT
91,1109,0,7,3,5.6235022990317005e-11,0.0004284998736456688,0.9995714999282296,1.4188974092445723e-10,0.9697868615921358,0.9992744931961632,2,True,True,True,False,,True,True,positive_0p10_left_mid_late_stance_native_strong_ice_v1,1,0.1,False,False,False,False,-67,VALID_EVENT_OUTPUT
121,1409,1,3,3,0.00617645638341254,0.01208396807445527,0.9814373873731449,0.00030218816898741206,0.6595304566286672,0.8158794547404358,2,True,True,True,False,,True,True,positive_0p10_left_mid_late_stance_native_strong_ice_v1,1,0.1,False,False,False,False,,NORMAL_CONTACT_FP
151,1709,0,8,4,5.187530338462003e-08,0.0036911037235486366,0.9963088408034227,3.597725105487452e-09,0.9176151101114428,0.9907025610346794,2,True,True,True,False,,True,True,positive_0p10_left_mid_late_stance_native_strong_ice_v1,1,0.1,False,False,False,False,-71,VALID_EVENT_OUTPUT
210,2299,0,11,6,7.224793183113115e-05,0.005215893360442323,0.9947117867027522,7.200497451501127e-08,0.8349647906815517,0.9474703372560817,2,True,True,True,False,,True,True,positive_0p10_left_mid_late_stance_native_strong_ice_v1,1,0.1,False,False,False,False,-77,VALID_EVENT_OUTPUT
272,2919,0,13,7,7.076843069698246e-08,0.01748071444922405,0.9825192139540337,8.283115229315865e-10,0.8743443953852377,0.9834345003382267,2,True,True,True,False,,True,True,positive_0p10_left_mid_late_stance_native_strong_ice_v1,1,0.1,False,False,False,False,,NORMAL_CONTACT_FP
70,899,0,2,2,4.663501893288366e-05,0.0015199809174007753,0.9978423255936422,0.00059105847002401,0.6455538759597982,0.942969924283955,2,True,True,True,False,,True,True,positive_0p10_left_mid_late_stance_native_strong_ice_v2,2,0.1,False,False,False,False,,NORMAL_CONTACT_FP
127,1469,0,7,4,4.375972082828097e-09,0.03577303188102751,0.9631982729462726,0.0010286907967278255,0.9767552141556655,0.995457970495395,2,True,True,True,False,,True,True,positive_0p10_left_mid_late_stance_native_strong_ice_v2,2,0.1,False,False,False,False,-64,VALID_EVENT_OUTPUT
187,2069,0,8,5,2.0937544197197834e-09,9.502485698410136e-06,0.999987418174264,3.077246283155739e-06,0.7806211532584852,0.9862650306486331,2,True,True,True,False,,True,True,positive_0p10_left_mid_late_stance_native_strong_ice_v2,2,0.1,False,False,False,False,,NORMAL_CONTACT_FP
6,259,1,1,1,0.00023355473267996723,0.0013232612354439081,0.9984172200298496,2.5964002026393617e-05,0.9715769592462566,0.9483954799725037,2,True,True,True,False,,True,True,positive_0p10_right_early_loading_native_strong_ice_v0,0,0.1,False,False,False,False,-25,VALID_EVENT_OUTPUT
52,719,1,9,8,1.0984287308099936e-33,0.02206311255668148,0.9779357245650705,1.162878248055795e-06,0.99132054021043,0.7449311030647451,2,True,True,True,False,,False,True,positive_0p10_right_early_loading_native_strong_ice_v0,0,0.1,False,False,False,True,-50,VALID_EVENT_OUTPUT
72,919,1,18,13,3.8301746464767646e-34,5.693168891942517e-14,0.9999994827673377,5.172326054784849e-07,0.9884068684912153,0.9998493710075588,2,True,True,True,False,,False,True,positive_0p10_right_early_loading_native_strong_ice_v0,0,0.1,False,False,False,True,-3,VALID_EVENT_OUTPUT
80,999,0,3,3,2.0408217238481718e-24,1.0452244712267338e-07,0.9999158251033565,8.407037419621487e-05,0.6692627930384552,0.9433264132450311,2,True,True,True,False,,False,True,positive_0p10_right_early_loading_native_strong_ice_v0,0,0.1,False,False,False,True,,NORMAL_CONTACT_FP
42,619,1,10,8,9.383832282128633e-32,2.8485250356058387e-11,0.9996420444065547,0.00035795556496007847,0.9998923883618577,0.9994820445183787,2,True,True,True,False,,True,True,positive_0p10_right_early_loading_native_strong_ice_v1,1,0.1,False,False,False,False,-23,VALID_EVENT_OUTPUT
22,419,1,2,2,4.982903320876033e-06,0.008531788675361689,0.9914513077557584,1.192066555889876e-05,0.9024092589907938,0.9879977659860818,2,True,True,True,False,,True,True,positive_0p10_right_early_loading_native_strong_ice_v2,2,0.1,False,False,False,False,,NORMAL_CONTACT_FP
27,469,1,3,3,3.030139930221445e-13,1.547638567535111e-06,0.9864923001248678,0.0135061522362616,0.7263732068269014,0.7161275290910672,2,True,True,True,False,,True,True,positive_0p10_right_early_loading_native_strong_ice_v2,2,0.1,False,False,False,False,,NORMAL_CONTACT_FP
67,869,1,13,13,1.209998851473743e-29,0.0011063364314002992,0.9988889337984287,4.7297701710327526e-06,0.6635987762667171,0.9529359200195384,2,True,True,True,False,,False,True,positive_0p10_right_early_loading_native_strong_ice_v2,2,0.1,False,False,False,True,-43,VALID_EVENT_OUTPUT
91,1109,0,5,5,1.092576942291195e-09,9.760909320778768e-06,0.8850376896934107,0.11495254830469166,0.996065813069132,0.5159521014029957,2,True,True,True,False,,False,True,positive_0p10_right_early_loading_native_strong_ice_v2,2,0.1,False,False,False,True,,NORMAL_CONTACT_FP
12,319,1,1,1,1.3380781626374738e-12,0.00019242197468864145,0.9992168709713916,0.0005907070525815922,0.9516849499874271,0.9866523839741016,2,True,True,True,False,,True,True,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v0,0,0.1,False,False,False,False,,NORMAL_CONTACT_FP
70,899,1,4,4,4.645749003168343e-15,0.09772759248337524,0.9011555324282956,0.0011168750883244405,0.9578923921046972,0.9400135541373775,2,True,True,True,False,,True,True,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v0,0,0.1,False,False,False,False,,NORMAL_CONTACT_FP
76,959,1,5,5,7.98170405845574e-16,0.01210907655787087,0.9854752702500484,0.0024156531920798492,0.8037068013085324,0.8827404072152154,2,True,True,True,False,,True,True,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v0,0,0.1,False,False,False,False,-97,VALID_EVENT_OUTPUT
125,1449,1,18,18,8.943348473937213e-15,0.018497304935294414,0.9814874235833118,1.5271481384936124e-05,0.9472449507948997,0.8524373720939594,2,True,True,True,False,,True,True,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v0,0,0.1,False,False,False,False,-70,VALID_EVENT_OUTPUT
185,2049,1,27,21,8.535713790533558e-11,0.0013369273633429205,0.9986280935770391,3.497897426070574e-05,0.9145409407568916,0.7176915943264796,2,True,True,True,False,,True,True,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v0,0,0.1,False,False,False,False,,NORMAL_CONTACT_FP
198,2179,1,29,22,4.434277796015713e-11,1.9172292628089348e-08,0.9947227646386618,0.005277216144702751,0.6850429956517716,0.8977912393066112,2,True,True,True,False,,True,True,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v0,0,0.1,False,False,False,False,,NORMAL_CONTACT_FP
249,2689,1,34,25,1.092653134992763e-14,0.029582650992912053,0.9673159831788744,0.0031013658282026393,0.9562040639217412,0.9780524322923679,2,True,True,True,False,,True,True,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v0,0,0.1,False,False,False,False,,NORMAL_CONTACT_FP
253,2729,1,35,25,3.835179637800937e-30,0.00013310544003525512,0.9969695359669889,0.0028973585929758326,0.9871977735627099,0.9184791037261915,2,True,True,True,False,,True,True,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v0,0,0.1,False,False,False,False,,NORMAL_CONTACT_FP
49,689,1,7,6,1.216518751912006e-16,0.0002189576091854943,0.9997732128233787,7.829567435648252e-06,0.9740030338476242,0.9782141878641362,2,True,True,True,False,,True,True,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v1,1,0.1,False,False,False,False,-61,VALID_EVENT_OUTPUT
53,729,1,8,6,7.522626441754249e-24,0.0005133822937768185,0.9992284792186585,0.0002581384875645776,0.9457605442592454,0.9549212128113322,2,True,True,True,False,,True,True,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v1,1,0.1,False,False,False,False,-21,VALID_EVENT_OUTPUT
109,1289,1,12,10,5.4184777714019236e-17,0.0017438000438075867,0.9966426507387057,0.0016135492174866662,0.9627713940807239,0.8271859353492327,2,True,True,True,False,,True,True,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v1,1,0.1,False,False,False,False,-55,VALID_EVENT_OUTPUT
114,1339,1,14,10,1.3560958988061107e-24,3.676011561054051e-06,0.9531790886255537,0.04681723536288546,0.9678125988071461,0.880503447239034,2,True,True,True,False,,True,True,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v1,1,0.1,False,False,False,False,-5,VALID_EVENT_OUTPUT
167,1869,1,21,17,9.490836434350369e-21,0.0012694000970211218,0.9987120729393029,1.8526963676135366e-05,0.9524960182913785,0.9911394276609821,2,True,True,True,False,,True,True,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v1,1,0.1,False,False,False,False,-56,VALID_EVENT_OUTPUT
223,2429,1,32,20,2.1539601096835957e-09,0.05652357175585075,0.9427069670872306,0.000769459002958559,0.8629170759873375,0.9102266849530067,2,True,True,True,False,,True,True,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v1,1,0.1,False,False,False,False,-88,VALID_EVENT_OUTPUT
248,2679,0,5,5,7.290160716094684e-21,1.338997461663796e-09,0.9999999431759953,5.548500721545583e-08,0.6158621996927347,0.9999162972925096,2,True,True,True,False,,False,True,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v1,1,0.1,False,False,False,True,,NORMAL_CONTACT_FP
29,489,1,1,1,2.9302243475304934e-10,0.06451794114960427,0.9272976065771883,0.008184451980185206,0.9610365342773716,0.8062694590456174,2,True,True,True,False,,True,True,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v2,2,0.1,False,False,False,False,,NORMAL_CONTACT_FP
84,1039,1,4,4,2.6798611451379762e-11,0.2106242819125475,0.7837632812572283,0.005612436803425548,0.9017321805061295,0.7306037051359894,2,True,True,True,False,,True,True,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v2,2,0.1,False,False,False,False,,NORMAL_CONTACT_FP
144,1639,1,8,8,2.287004640432453e-13,0.07723055503091457,0.9089677876285837,0.013801657340273058,0.9524061402014007,0.8548318655280016,2,True,True,True,False,,True,True,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v2,2,0.1,False,False,False,False,-57,VALID_EVENT_OUTPUT
203,2229,1,13,10,6.752482519452345e-20,0.049962628971347275,0.9325248952174844,0.017512475811168347,0.971049995573694,0.7432757044459749,2,True,True,True,False,,True,True,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v2,2,0.1,False,False,False,False,-48,VALID_EVENT_OUTPUT
262,2819,1,21,12,3.932377489388079e-08,0.06786211951359569,0.9286919165459528,0.0034459246166766485,0.8800169064535043,0.7293327369309032,2,True,True,True,False,,True,True,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v2,2,0.1,False,False,False,False,,NORMAL_CONTACT_FP
269,2889,1,22,13,4.943197370418589e-12,0.020536298812342885,0.9659589669635592,0.013504734219154553,0.7582497844823833,0.9597290965434352,2,True,True,True,False,,True,True,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v2,2,0.1,False,False,False,False,,NORMAL_CONTACT_FP
23,429,1,1,1,4.5847206618746023e-10,0.0007932478154913135,0.9992027268239023,4.024902134430142e-06,0.9721411266125239,0.9980887018026864,2,True,True,True,False,,True,True,positive_0p10_right_mid_late_stance_native_strong_ice_v0,0,0.1,False,False,False,False,-48,VALID_EVENT_OUTPUT
80,999,1,6,6,5.261721215067219e-13,4.269599926033617e-06,0.9999949410672399,7.893323079946905e-07,0.9661248868127819,0.9992750459479228,2,True,True,True,False,,True,True,positive_0p10_right_mid_late_stance_native_strong_ice_v0,0,0.1,False,False,False,False,-63,VALID_EVENT_OUTPUT
