endpoint_row,sample,foot,runtime_episode_id,physical_episode_id,normal_score,early_score,actionable_score,active_score,foot_score,proposal_score,persistence_count,valid_mask,prefall_mask,loaded_mask,touchdown_mask,transition_case,unique_g0_owner,data_quality_valid,run_id,fold,speed_mps,post_fall,invalid,wrong_case,owner_mismatch,latency_ms,attribution
176,1959,1,4,4,1.5577419716018271e-80,4.8018161181344997e-29,0.9999999773515423,2.264845780357971e-08,0.9999997638141187,0.9999995584178532,2,True,True,True,False,,False,True,sand_solref_interpolation_3of4_stronger_v2_0p10_v02,2,0.1,False,False,False,True,,NORMAL_CONTACT_FP
209,2289,0,3,3,4.6996723515526024e-73,3.862739913457048e-10,0.7266296475688718,0.2733703520448542,0.9998677684610602,0.9996635974224314,2,True,True,True,False,,False,True,sand_solref_interpolation_3of4_stronger_v2_0p10_v02,2,0.1,True,False,False,True,,POST_FALL_ADVISORY
159,1789,0,2,2,3.2566947321288583e-15,0.009026811285006833,0.9909682191303473,4.969584642755802e-06,0.9995657389026515,0.8158332861465037,2,True,True,True,False,,False,True,sand_solref_interpolation_5of6_stronger_v2_0p10_v02,2,0.1,False,False,False,True,,TOO_EARLY
249,2689,0,6,5,7.013349122721752e-130,1.8739229129652774e-53,0.9997775888011301,0.0002224111988699702,0.999996904675659,0.9999999929421697,2,True,True,True,False,,True,True,sand_solref_interpolation_5of6_stronger_v2_0p10_v02,2,0.1,True,False,False,False,,POST_FALL_ADVISORY
4,239,0,1,1,4.058701182835735e-12,8.333282900671826e-12,0.9999620623586719,3.793762893596918e-05,0.9947403559574586,0.9782352463252597,2,True,True,True,False,,True,True,ice_native_0p15_v02,2,0.15,False,False,False,False,-11,VALID_EVENT_OUTPUT
19,389,0,2,2,7.114101371417201e-28,7.065806140488559e-28,0.9310890535863336,0.06891094641366634,0.9980093036684593,0.8841973904250123,2,True,True,True,False,,False,True,ice_native_0p15_v02,2,0.15,False,False,False,True,-35,VALID_EVENT_OUTPUT
39,589,1,8,7,5.038577553329932e-17,0.0006741066467954575,0.9151863782044855,0.08413951514871894,0.9944661370579995,0.8969016136473739,2,True,True,True,False,,True,True,ice_native_0p15_v02,2,0.15,False,False,False,False,154,VALID_EVENT_OUTPUT
59,789,0,13,12,3.8846151729259937e-23,8.264410311348205e-09,0.992053856860187,0.007946134875402777,0.8508424636623177,0.994661887994027,2,True,True,True,False,,True,True,ice_native_0p15_v02,2,0.15,False,False,False,False,,NORMAL_CONTACT_FP
66,859,0,14,12,7.409818800037894e-28,1.7870657181909727e-14,0.9738023677869537,0.026197632213028205,0.9276359630721236,0.9943141278463951,2,True,True,True,False,,True,True,ice_native_0p15_v02,2,0.15,False,False,False,False,,NORMAL_CONTACT_FP
81,1009,1,21,20,1.0633827100338804e-10,0.0075835263464599555,0.9348756256561396,0.057540847891062105,0.9538823109248911,0.878236191452537,2,True,True,True,False,,False,True,ice_native_0p15_v02,2,0.15,False,False,False,True,-91,VALID_EVENT_OUTPUT
123,1429,0,19,16,4.1983143553210446e-19,2.8331420984084117e-07,0.6840313816948694,0.31596833499092075,0.9785766925742212,0.8342204502228748,2,True,True,True,False,,True,True,ice_native_0p15_v02,2,0.15,False,False,False,False,-99,VALID_EVENT_OUTPUT
147,1669,1,25,25,1.1531233723011853e-14,0.1988066557881905,0.8010893269448801,0.00010401726691783979,0.7766297088032297,0.78852855519896,2,True,True,True,False,,False,True,ice_native_0p15_v02,2,0.15,False,False,False,True,36,VALID_EVENT_OUTPUT
171,1909,1,29,27,7.72287168085075e-30,2.4582267481898475e-18,0.9056491387593312,0.09435086124066881,0.9626137413153825,0.8118950346149952,2,True,True,True,False,,True,True,ice_native_0p15_v02,2,0.15,False,False,False,False,39,VALID_EVENT_OUTPUT
176,1959,1,30,28,1.2535864508517878e-30,2.7459876229310833e-19,0.9836109252597551,0.016389074740244848,0.8126011883467915,0.7115619393036917,2,True,True,True,False,,True,True,ice_native_0p15_v02,2,0.15,False,False,False,False,,NORMAL_CONTACT_FP
185,2049,0,33,30,7.914184492665837e-24,0.0004317683157146663,0.9941288456535385,0.005439386030746859,0.9800645733125332,0.6404515559762087,2,True,True,True,False,,True,True,ice_native_0p15_v02,2,0.15,False,False,False,False,-72,VALID_EVENT_OUTPUT
191,2109,0,34,30,1.2404995944858073e-17,1.1636077173798587e-11,0.8700174642496942,0.1299825357386696,0.9904161692028448,0.9992298010355981,2,True,True,True,False,,True,True,ice_native_0p15_v02,2,0.15,False,False,False,False,-12,VALID_EVENT_OUTPUT
227,2469,1,37,35,1.1977441793857687e-25,2.402195608230589e-18,0.6110278576879021,0.3889721423120979,0.7715495290077543,0.7733337962483795,2,True,True,True,False,,True,True,ice_native_0p15_v02,2,0.15,False,False,False,False,-33,VALID_EVENT_OUTPUT
244,2639,0,43,37,2.263137915420894e-19,7.919659108616668e-13,0.8595574802291248,0.1404425197700833,0.9680388432512145,0.6383856467604229,2,True,True,True,False,,True,True,ice_native_0p15_v02,2,0.15,False,False,False,False,,NORMAL_CONTACT_FP
247,2669,0,44,37,1.041245554060696e-19,1.0719072365625978e-09,0.9055700785788867,0.09442992034920608,0.7266512227990573,0.7944823551816818,2,True,True,True,False,,False,True,ice_native_0p15_v02,2,0.15,False,False,False,True,,NORMAL_CONTACT_FP
272,2919,1,56,54,3.533743494487162e-17,0.005109688570019252,0.8875038880179527,0.10738642341202802,0.9952698202425235,0.7607849060326948,2,True,True,True,False,,True,True,ice_native_0p15_v02,2,0.15,False,False,False,False,,NORMAL_CONTACT_FP
4,239,0,1,1,1.301846575512608e-12,4.655904333916615e-13,0.9999578150590013,4.218493923138967e-05,0.9824462080521119,0.9567787899348729,2,True,True,True,False,,True,True,ice_native_0p20_v02,2,0.2,False,False,False,False,-12,VALID_EVENT_OUTPUT
20,399,1,7,7,7.5969013149574e-42,0.001419294292125127,0.9985803614108681,3.4429700672780604e-07,0.7813709234395847,0.9914537382994095,2,True,True,True,False,,False,True,ice_native_0p20_v02,2,0.2,False,False,False,True,-25,VALID_EVENT_OUTPUT
42,619,1,9,8,5.68808207129367e-17,2.4797549142614703e-09,0.9537073493233871,0.046292648196858015,0.7246307429556488,0.8944490903258706,2,True,True,True,False,,True,True,ice_native_0p20_v02,2,0.2,False,False,False,False,,NORMAL_CONTACT_FP
59,789,0,12,11,2.0825758876131224e-24,7.050499009896272e-08,0.9024016381953356,0.09759829129967429,0.7851543117761537,0.9573383633339568,2,True,True,True,False,,True,True,ice_native_0p20_v02,2,0.2,False,False,False,False,,NORMAL_CONTACT_FP
65,849,0,13,11,2.662840903312912e-27,1.39584101795651e-16,0.9918751609295012,0.008124839070498636,0.981860824356366,0.9968401591887157,2,True,True,True,False,,True,True,ice_native_0p20_v02,2,0.2,False,False,False,False,,NORMAL_CONTACT_FP
81,1009,1,23,23,3.2598246167239466e-09,0.005038122993607831,0.9934443194145919,0.0015175543319756932,0.969495185791588,0.98483078726673,2,True,True,True,False,,False,True,ice_native_0p20_v02,2,0.2,False,False,False,True,-83,VALID_EVENT_OUTPUT
125,1449,0,21,16,4.359757036539633e-10,0.005012927773931437,0.9882592503577973,0.006727821432295724,0.9926420271803736,0.929172711613021,2,True,True,True,False,,True,True,ice_native_0p20_v02,2,0.2,False,False,False,False,,NORMAL_CONTACT_FP
149,1689,1,32,32,1.1176075968263533e-08,0.0004159502463566086,0.9995831299002899,9.086772775473671e-07,0.9893073334505262,0.9950437777857233,2,True,True,True,False,,False,True,ice_native_0p20_v02,2,0.2,False,False,False,True,,NORMAL_CONTACT_FP
213,2329,1,80,74,1.3614937376040787e-18,0.09109624199695614,0.8783146718032495,0.030589086199794464,0.9975509049030119,0.9682110567932999,2,True,True,True,False,,True,True,ice_native_0p20_v02,2,0.2,False,False,False,False,17,VALID_EVENT_OUTPUT
221,2409,1,81,75,7.221108317308084e-18,9.846217421044836e-12,0.711676864558108,0.2883231354320459,0.9797975031237643,0.9319721068659104,2,True,True,True,False,,True,True,ice_native_0p20_v02,2,0.2,False,False,False,False,,NORMAL_CONTACT_FP
266,2859,1,89,83,4.131772298547003e-37,0.002479002892321378,0.9618408101861736,0.03568018692150485,0.9329492836894641,0.596129082878083,2,True,True,True,False,,False,True,ice_native_0p20_v02,2,0.2,False,False,False,True,1,VALID_EVENT_OUTPUT
98,1179,0,1,1,4.244992151179126e-15,0.003720233296733912,0.9945369678848223,0.0017427988184395868,0.9999193041172673,0.8401528883454682,2,True,True,True,False,,False,True,sand_solref_interpolation_2of3_0p20_v02,2,0.2,False,False,False,True,42,VALID_EVENT_OUTPUT
186,2059,0,5,4,6.746172086277295e-160,1.830635052180806e-28,0.9999999999999987,1.2750946576424585e-15,0.9999996872468894,0.9988208870227163,2,True,True,True,False,,True,True,sand_solref_interpolation_2of3_0p20_v02,2,0.2,True,False,False,False,,POST_FALL_ADVISORY
98,1179,0,1,1,5.67287835474798e-15,0.008014471281687644,0.9914179498477881,0.0005675788705184621,0.9999005251262638,0.837151910820198,2,True,True,True,False,,False,True,sand_solref_interpolation_3of4_stronger_v2_0p20_v02,2,0.2,False,False,False,True,197,VALID_EVENT_OUTPUT
160,1799,0,3,3,3.6481560099761774e-26,3.3971169964028186e-37,0.9999817199064073,1.8280093592651188e-05,0.9631616369103027,0.9974463021942901,2,True,True,True,False,,True,True,sand_solref_interpolation_3of4_stronger_v2_0p20_v02,2,0.2,True,False,False,False,,POST_FALL_ADVISORY
98,1179,0,1,1,5.7200361730272905e-15,0.010176941457955327,0.9891467523578817,0.000676306184157188,0.9998590130994177,0.8020415655109805,2,True,True,True,False,,False,True,sand_solref_interpolation_5of6_stronger_v2_0p20_v02,2,0.2,False,False,False,True,243,VALID_EVENT_OUTPUT
7,269,0,4,3,5.869656335525733e-20,1.3231838891151396e-16,0.9918640056806478,0.008135994319351823,0.9100892480613261,0.8920835758991976,2,True,True,True,False,,True,True,ice_native_0p10_v03,0,0.1,False,False,False,False,-18,VALID_EVENT_OUTPUT
12,319,0,5,4,2.9111700499436328e-24,6.936409818289826e-26,0.9999793794156023,2.062058439762223e-05,0.8172529918484744,0.9994032463692241,2,True,True,True,False,,False,True,ice_native_0p10_v03,0,0.1,False,False,False,True,-35,VALID_EVENT_OUTPUT
52,719,0,11,9,1.1197760840666787e-21,0.00011180570117799799,0.8152917761068168,0.18459641819200512,0.8004697599851742,0.6464664533786838,2,True,True,True,False,,False,True,ice_native_0p10_v03,0,0.1,False,False,False,True,,NORMAL_CONTACT_FP
75,949,1,34,30,1.3885672766438005e-21,0.0015972415789925313,0.9878463977129517,0.010556360708055776,0.910297528465197,0.8453154354993215,2,True,True,True,False,,False,True,ice_native_0p10_v03,0,0.1,False,False,False,True,6,VALID_EVENT_OUTPUT
112,1319,0,16,12,2.430046215555382e-38,8.522761739429981e-11,0.9999999961760107,3.738761758643448e-09,0.9816264004585389,0.9999970342313484,2,True,True,True,False,,True,True,ice_native_0p10_v03,0,0.1,False,False,False,False,-40,VALID_EVENT_OUTPUT
139,1589,1,45,39,2.6429222147237503e-13,0.01036404359976644,0.9845415093696236,0.005094447030345654,0.9724792397594202,0.7078970452975767,2,True,True,True,False,,False,True,ice_native_0p10_v03,0,0.1,False,False,False,True,-38,VALID_EVENT_OUTPUT
186,2059,1,67,55,2.1339829248345704e-11,0.0028788943723482394,0.9971040279175706,1.7077688741227044e-05,0.807783769824804,0.9538991794185666,2,True,True,True,False,,False,True,ice_native_0p10_v03,0,0.1,False,False,False,True,-11,VALID_EVENT_OUTPUT
194,2139,1,68,56,6.874997437219699e-13,1.7465411671806314e-05,0.9999613735896736,2.1160997967019238e-05,0.9429294464196444,0.9991316335895217,2,True,True,True,False,,False,True,ice_native_0p10_v03,0,0.1,False,False,False,True,,TOO_EARLY
213,2329,1,69,57,4.655075284317088e-15,4.451058646437345e-12,0.8491910747274758,0.15080892526806866,0.7990053725388943,0.8631779208670678,2,True,True,True,False,,True,True,ice_native_0p10_v03,0,0.1,False,False,False,False,-59,VALID_EVENT_OUTPUT
230,2499,0,61,54,1.6480044823693414e-28,8.304983704340214e-12,0.9999999925431203,7.448574828185422e-09,0.9968283854472529,0.9999963570409371,2,True,True,True,False,,True,True,ice_native_0p10_v03,0,0.1,False,False,False,False,-41,VALID_EVENT_OUTPUT
273,2929,1,78,66,3.318090669538471e-10,1.7606778611631648e-05,0.5657961121320734,0.4341862807575061,0.9987256454577005,0.45098498417007876,2,True,True,True,False,,False,True,ice_native_0p10_v03,0,0.1,False,False,False,True,-43,VALID_EVENT_OUTPUT
4,239,0,2,2,5.552482833274192e-15,7.481661167771142e-09,0.9735522221961574,0.026447770322175993,0.8680578773895141,0.8080936438517595,2,True,True,True,False,,True,True,ice_native_0p15_v03,0,0.15,False,False,False,False,-31,VALID_EVENT_OUTPUT
14,339,0,3,3,8.096438056020748e-37,1.5330251233217805e-29,0.9999428315415735,5.716845842653588e-05,0.9974559453572908,0.9864812927104497,2,True,True,True,False,,False,True,ice_native_0p15_v03,0,0.15,False,False,False,True,,NORMAL_CONTACT_FP
31,509,1,10,10,1.8362557440711627e-36,0.02760710185780873,0.8312108374100592,0.1411820607321321,0.9953192106390386,0.45011251722789625,2,True,True,True,False,,True,True,ice_native_0p15_v03,0,0.15,False,False,False,False,,NORMAL_CONTACT_FP
48,679,0,7,6,8.129146431609972e-20,2.0128525074934306e-06,0.999993947403606,4.039743886482135e-06,0.9623368532028157,0.9950414170762611,2,True,True,True,False,,False,True,ice_native_0p15_v03,0,0.15,False,False,False,True,,NORMAL_CONTACT_FP
75,949,1,31,30,3.978889123961617e-21,0.22072692498862997,0.7694406831574404,0.009832391853929612,0.8667781565538836,0.9860353259546916,2,True,True,True,False,,False,True,ice_native_0p15_v03,0,0.15,False,False,False,True,,NORMAL_CONTACT_FP
78,979,1,32,31,3.8844459101505654e-18,0.002119298860142644,0.9962869867908428,0.0015937143490144144,0.9847762421389141,0.9678513933061799,2,True,True,True,False,,False,True,ice_native_0p15_v03,0,0.15,False,False,False,True,,NORMAL_CONTACT_FP
114,1339,0,17,16,6.164791350221227e-31,9.330187039101354e-14,0.9999190317808805,8.096821902615286e-05,0.9958671088669572,0.9999979942401923,2,True,True,True,False,,True,True,ice_native_0p15_v03,0,0.15,False,False,False,False,-55,VALID_EVENT_OUTPUT
122,1419,0,18,16,1.4697720512609226e-27,7.37016954585764e-15,0.9496853911724691,0.05031460882752339,0.9833499396979617,0.9959623898231426,2,True,True,True,False,,True,True,ice_native_0p15_v03,0,0.15,False,False,False,False,25,VALID_EVENT_OUTPUT
130,1499,0,20,18,3.0810802479199552e-24,7.683813983126372e-30,0.9997731053246125,0.00022689467538760576,0.9916943473645197,0.9986908964781103,2,True,True,True,False,,False,True,ice_native_0p15_v03,0,0.15,False,False,False,True,-46,VALID_EVENT_OUTPUT
170,1899,0,26,22,8.125637462199343e-24,0.24871764561464124,0.7498979642730488,0.0013843901123099633,0.8739197519648549,0.8423920216991675,2,True,True,True,False,,True,True,ice_native_0p15_v03,0,0.15,False,False,False,False,,NORMAL_CONTACT_FP
190,2099,1,68,68,1.283936212444022e-23,3.6038464573346525e-06,0.9999955702200755,8.259334673561269e-07,0.9785106343480842,0.9999477309162713,2,True,True,True,False,,False,True,ice_native_0p15_v03,0,0.15,False,False,False,True,,NORMAL_CONTACT_FP
195,2149,1,69,69,3.793649583519764e-21,0.0010783468214388297,0.9987601928824006,0.00016146029616048716,0.9967109880339674,0.9996470392444177,2,True,True,True,False,,False,True,ice_native_0p15_v03,0,0.15,False,False,False,True,,NORMAL_CONTACT_FP
235,2549,0,35,29,1.8607294240612084e-19,6.302414515426623e-14,0.9999968250113858,3.1749885512224683e-06,0.9911541442167819,0.999996195618995,2,True,True,True,False,,True,True,ice_native_0p15_v03,0,0.15,False,False,False,False,-95,VALID_EVENT_OUTPUT
255,2749,1,75,75,2.327668578999248e-41,7.24219446706987e-05,0.9999265323764183,1.0456789111157753e-06,0.9836531084200365,0.9735032970101756,2,True,True,True,False,,False,True,ice_native_0p15_v03,0,0.15,False,False,False,True,,TOO_EARLY
274,2939,1,76,75,7.805742034951575e-32,2.244683345055769e-12,0.9711072807480357,0.0288927192497196,0.8880789777057717,0.9513602427771237,2,True,True,True,False,,True,True,ice_native_0p15_v03,0,0.15,False,False,False,False,28,VALID_EVENT_OUTPUT
154,1739,1,3,3,3.528858113354385e-13,1.481729250430946e-06,0.9996945755264346,0.00030394274396209286,0.9454377175269164,0.9899140682439931,2,True,True,True,False,,False,True,sand_solref_interpolation_2of3_0p15_v03,0,0.15,False,False,False,True,-56,VALID_EVENT_OUTPUT
244,2639,0,7,7,1.2098783386922413e-34,3.2730765330420327e-17,0.9999927230625699,7.276937430041744e-06,0.9910226862669621,0.9999999996964262,2,True,True,True,False,,True,True,sand_solref_interpolation_2of3_0p15_v03,0,0.15,True,False,False,False,,POST_FALL_ADVISORY
140,1599,0,3,2,4.300477326291075e-09,7.848527987330682e-08,0.9187556202737804,0.08124429694046217,0.9834936713035188,0.8477842136948489,2,True,True,True,False,,True,True,sand_solref_interpolation_5of6_stronger_v2_0p15_v03,0,0.15,False,False,False,False,,TOO_EARLY
150,1699,1,3,3,3.724445797624274e-13,3.1582744133459216e-08,0.999777255560503,0.00022271285638041568,0.9700085028868825,0.9997215181249617,2,True,True,True,False,,False,True,sand_solref_interpolation_5of6_stronger_v2_0p15_v03,0,0.15,False,False,False,True,-68,VALID_EVENT_OUTPUT
181,2009,1,5,4,1.6243215678060668e-60,1.0485166065214086e-73,1.0,1.2188420907990267e-21,0.9835335630861504,1.0,2,True,True,True,False,,False,True,sand_solref_interpolation_5of6_stronger_v2_0p15_v03,0,0.15,True,False,False,True,,POST_FALL_ADVISORY
2,219,0,1,1,1.3747709902199906e-19,4.553662442791231e-06,0.9999875255664074,7.92077114981035e-06,0.9597340939144966,0.982359658187631,2,True,True,True,False,,True,True,ice_native_0p20_v03,0,0.2,False,False,False,False,-19,VALID_EVENT_OUTPUT
7,269,0,2,1,1.2939278655010344e-20,2.863770520182067e-16,0.8901588337176626,0.10984116628233723,0.8980440317305749,0.7698233831029129,2,True,True,True,False,,True,True,ice_native_0p20_v03,0,0.2,False,False,False,False,31,VALID_EVENT_OUTPUT
10,299,0,3,1,1.6002811845350949e-21,1.498875305476094e-25,0.9699189762681285,0.03008102373187144,0.7346508140553577,0.9879584872103336,2,True,True,True,False,,True,True,ice_native_0p20_v03,0,0.2,False,False,False,False,61,VALID_EVENT_OUTPUT
13,329,0,4,2,3.750178053647491e-34,2.107950868462617e-22,0.9999342792428091,6.572075719079657e-05,0.9803627469341807,0.957646800596357,2,True,True,True,False,,False,True,ice_native_0p20_v03,0,0.2,False,False,False,True,,NORMAL_CONTACT_FP
50,699,0,10,6,7.575615496058659e-27,2.471585287654951e-10,0.998846463950409,0.001153535802432433,0.9958570438106055,0.9895209897143195,2,True,True,True,False,,False,True,ice_native_0p20_v03,0,0.2,False,False,False,True,,NORMAL_CONTACT_FP
74,939,1,29,29,3.2652799424485565e-19,0.0052521079584609,0.9886113390556226,0.006136552985916463,0.9245456304850158,0.9716590965502808,2,True,True,True,False,,False,True,ice_native_0p20_v03,0,0.2,False,False,False,True,9,VALID_EVENT_OUTPUT
99,1189,1,30,30,4.021074057547671e-06,9.861374274479095e-14,0.9951953726077546,0.00480060631808926,0.8561065835524733,0.568278554654227,2,True,True,True,False,,True,True,ice_native_0p20_v03,0,0.2,False,False,False,False,,NORMAL_CONTACT_FP
115,1349,0,18,13,1.2881120236062804e-23,7.607006973790851e-12,0.9999999846563414,1.5336051596133178e-08,0.9939205980730439,0.9998471010119855,2,True,True,True,False,,True,True,ice_native_0p20_v03,0,0.2,False,False,False,False,,TOO_EARLY
123,1429,0,19,13,4.435395715183729e-28,5.746556584716893e-17,0.9848171891238336,0.015182810876166462,0.9805589953280934,0.9950984683864976,2,True,True,True,False,,True,True,ice_native_0p20_v03,0,0.2,False,False,False,False,-41,VALID_EVENT_OUTPUT
136,1559,1,41,41,8.600189355984915e-29,0.00021971076037795084,0.9997799810101555,3.0822946675762637e-07,0.998335991042288,0.9624124245672371,2,True,True,True,False,,False,True,ice_native_0p20_v03,0,0.2,False,False,False,True,,NORMAL_CONTACT_FP
163,1829,1,53,53,5.757754263196767e-44,2.237810420627022e-06,0.9760887256384962,0.023909036551083077,0.9949882344474826,0.9974526631402263,2,True,True,True,False,,False,True,ice_native_0p20_v03,0,0.2,False,False,False,True,20,VALID_EVENT_OUTPUT
191,2109,1,62,62,2.180608389342999e-23,0.2427427486504772,0.6277525388926803,0.12950471245684253,0.8124735427526386,0.6241222691028327,2,True,True,True,False,,False,True,ice_native_0p20_v03,0,0.2,False,False,False,True,,NORMAL_CONTACT_FP
199,2189,1,63,63,4.074110059684983e-14,0.06510378831514144,0.9348187990209822,7.741266383561305e-05,0.9409990901941271,0.8282763881225957,2,True,True,True,False,,False,True,ice_native_0p20_v03,0,0.2,False,False,False,True,-53,VALID_EVENT_OUTPUT
213,2329,1,64,64,1.6923503989548357e-12,7.249709116446227e-05,0.9996213026433014,0.0003062002638418762,0.7745893381799127,0.986256942814017,2,True,True,True,False,,True,True,ice_native_0p20_v03,0,0.2,False,False,False,False,,NORMAL_CONTACT_FP
247,2669,0,57,46,1.6519554398967633e-17,6.237056688290864e-23,0.9999549546645837,4.504533541615921e-05,0.9029050537078503,0.9999976363577439,2,True,True,True,False,,False,True,ice_native_0p20_v03,0,0.2,False,False,False,True,,NORMAL_CONTACT_FP
1,209,0,0,0,2.867848520815799e-17,2.522949001464567e-15,0.8753351201503922,0.12466487984960535,0.9569938940015297,0.8677817779730683,2,True,True,True,False,,True,True,ice_native_0p10_v04,1,0.1,False,False,False,False,-28,VALID_EVENT_OUTPUT
20,399,1,4,4,3.75884027474846e-05,2.0794734623372333e-06,0.5231318604557393,0.4768284716680508,0.9856012031020124,0.8935975483259873,2,True,True,True,False,,True,True,ice_native_0p10_v04,1,0.1,False,False,False,False,-41,VALID_EVENT_OUTPUT
23,429,1,5,4,1.6500865858579212e-14,5.250693848608222e-15,0.9997504305692961,0.0002495694306820422,0.9604056485222839,0.9560316950898451,2,True,True,True,False,,True,True,ice_native_0p10_v04,1,0.1,False,False,False,False,-11,VALID_EVENT_OUTPUT
37,569,0,7,7,1.5848479345308756e-51,2.1192985693127737e-13,0.9999747018630069,2.5298136781235285e-05,0.9344895679940871,0.9999306873933841,2,True,True,True,False,,False,True,ice_native_0p10_v04,1,0.1,False,False,False,True,-46,VALID_EVENT_OUTPUT
67,869,1,22,20,2.4442459837225907e-13,0.06243523904810605,0.45059981528894444,0.48696494566270504,0.6701260442340763,0.8297325638716657,2,True,True,True,False,,True,True,ice_native_0p10_v04,1,0.1,False,False,False,False,-21,VALID_EVENT_OUTPUT
141,1609,1,48,40,1.7114636831674877e-17,1.7721026015341057e-06,0.5567668590296239,0.44323136886777453,0.6667946854786696,0.6600461946924839,2,True,True,True,False,,True,True,ice_native_0p10_v04,1,0.1,False,False,False,False,-41,VALID_EVENT_OUTPUT
155,1749,0,42,39,3.844503613244111e-18,3.917273880465374e-06,0.9997393638571446,0.000256718868975191,0.9976527486289757,0.9977550123942672,2,True,True,True,False,,True,True,ice_native_0p10_v04,1,0.1,False,False,False,False,-45,VALID_EVENT_OUTPUT
164,1839,0,44,39,1.0396966692297676e-33,2.1465845974296746e-22,0.7448497182471376,0.25515028175286225,0.9146923921820296,0.9839139630232322,2,True,True,True,False,,True,True,ice_native_0p10_v04,1,0.1,False,False,False,False,45,VALID_EVENT_OUTPUT
213,2329,0,81,75,4.2803119911224924e-46,1.2317756393233273e-06,0.999980770438255,1.7997786105785265e-05,0.996179351482548,0.9992352773496957,2,True,True,True,False,,True,True,ice_native_0p10_v04,1,0.1,False,False,False,False,,TOO_EARLY
279,2989,0,92,86,1.4038169331142324e-19,8.701702075448886e-09,0.9591550663916744,0.040844924906623614,0.8714756740400132,0.9536426496956834,2,True,True,True,False,,False,True,ice_native_0p10_v04,1,0.1,False,False,False,True,71,VALID_EVENT_OUTPUT
131,1509,1,3,2,0.0030142755139464256,0.018229087508688402,0.978756636959264,1.8101243933844407e-11,0.964673743405247,0.8885796707804229,2,True,True,True,False,,False,True,sand_solref_interpolation_2of3_0p10_v04,1,0.1,False,False,False,True,,TOO_EARLY
198,2179,1,4,3,2.4391038851776117e-42,3.204962743478504e-28,0.9996825810948811,0.00031741890511895204,0.999607329818243,0.8458049769732282,2,True,True,True,False,,True,True,sand_solref_interpolation_2of3_0p10_v04,1,0.1,False,False,False,False,129,VALID_EVENT_OUTPUT
232,2519,0,47,44,2.650341852082193e-32,1.379276993102336e-29,0.9999978803257423,2.1196742576526744e-06,0.9985204689595368,0.9999975737348822,2,True,True,True,False,,True,True,sand_solref_interpolation_2of3_0p10_v04,1,0.1,False,False,False,False,117,VALID_EVENT_OUTPUT
266,2859,0,49,46,1.7678283956369936e-70,4.568984565252133e-74,0.9861552559160602,0.01384474408393966,0.9882922662624697,0.9965492269366993,2,True,True,True,False,,True,True,sand_solref_interpolation_2of3_0p10_v04,1,0.1,False,False,False,False,,NORMAL_CONTACT_FP
130,1499,1,4,2,6.199054051563074e-05,0.021707455778794845,0.9782305536785387,2.1508167962264962e-12,0.9493099650430564,0.8672773712561525,2,True,True,True,False,,False,True,sand_solref_interpolation_3of4_stronger_v2_0p10_v04,1,0.1,False,False,False,True,,NORMAL_CONTACT_FP
154,1739,1,5,3,1.4875489821435098e-08,1.877690546942126e-05,0.99998120282755,5.3914907817189364e-09,0.9898654636057472,0.7256755542484973,2,True,True,True,False,,True,True,sand_solref_interpolation_3of4_stronger_v2_0p10_v04,1,0.1,False,False,False,False,,TOO_EARLY
160,1799,1,6,3,4.342423504117481e-13,3.463662389135212e-05,0.9999192680393331,4.609533634140516e-05,0.9777966090879708,0.9999791129041475,2,True,True,True,False,,True,True,sand_solref_interpolation_3of4_stronger_v2_0p10_v04,1,0.1,False,False,False,False,-57,VALID_EVENT_OUTPUT
208,2279,1,7,4,4.1789436394403643e-22,0.13895500111113818,0.861022786275073,2.2212613788859982e-05,0.9939863388877267,0.996066238288909,2,True,True,True,False,,True,True,sand_solref_interpolation_3of4_stronger_v2_0p10_v04,1,0.1,False,False,False,False,,TOO_EARLY
130,1499,1,5,2,1.6267842188999453e-05,0.018081539809057322,0.9819021923479386,8.150002583063255e-13,0.9551238469860727,0.8830222527440132,2,True,True,True,False,,False,True,sand_solref_interpolation_5of6_stronger_v2_0p10_v04,1,0.1,False,False,False,True,,NORMAL_CONTACT_FP
155,1749,1,6,3,1.5874387593223824e-06,0.0001051376704672341,0.9998932716245402,3.266233322488163e-09,0.9953147589776628,0.9101941158195574,2,True,True,True,False,,True,True,sand_solref_interpolation_5of6_stronger_v2_0p10_v04,1,0.1,False,False,False,False,,TOO_EARLY
184,2039,0,5,3,3.8217681346507295e-38,4.051696018124135e-21,0.9999999997691369,2.3086309048948144e-10,0.9004182532498431,0.9957125471546863,2,True,True,True,False,,True,True,sand_solref_interpolation_5of6_stronger_v2_0p10_v04,1,0.1,False,False,False,False,,NORMAL_CONTACT_FP
208,2279,1,7,4,1.7011981462705647e-15,0.00019233030848628415,0.9987444796083927,0.0010631900831193162,0.9999978243567228,0.9862515112968469,2,True,True,True,False,,True,True,sand_solref_interpolation_5of6_stronger_v2_0p10_v04,1,0.1,False,False,False,False,,TOO_EARLY
2,219,0,0,0,2.8361329806701814e-20,8.659843404558795e-17,0.5471249337687585,0.45287506623124146,0.9935544826338212,0.793964559485925,2,True,True,True,False,,True,True,ice_native_0p15_v04,1,0.15,False,False,False,False,-13,VALID_EVENT_OUTPUT
