candidate_id,threshold,persistence_ms,actionable_margin,hysteresis,hysteresis_effect,actionable_recall,normal_run_fp,normal_contact_episode_fp,too_early,invalid,post_fall,cross_foot,conditional_affected_foot_accuracy,verifier_acceptance_rate,diagnostic_only,selected_or_frozen,pareto_frontier,maximum_recall_with_normal_run_fp_zero,maximum_recall_with_contact_episode_fp_zero,minimum_normal_run_fp_at_recall_ge_0p80,minimum_contact_episode_fp_at_recall_ge_0p80,minimum_too_early_at_recall_ge_0p80
R1_seed_202608232,0.8,3,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.28662420382165604,18,342,16,86,86,21,1.0,0.006917128739753446,True,False,False,0.19957537154989385,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
R1_seed_202608232,0.8,3,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.28662420382165604,18,342,16,86,86,21,1.0,0.006917128739753446,True,False,False,0.19957537154989385,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
R1_seed_202608232,0.8,5,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.19957537154989385,0,207,10,78,78,15,1.0,0.006917128739753446,True,False,True,0.19957537154989385,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
R1_seed_202608232,0.8,5,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.19957537154989385,0,207,10,78,78,15,1.0,0.006917128739753446,True,False,True,0.19957537154989385,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
R1_seed_202608232,0.85,1,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.37791932059447986,59,615,27,108,108,42,1.0,0.005171428543423434,True,False,False,0.19957537154989385,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
R1_seed_202608232,0.85,1,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.37791932059447986,59,615,27,108,108,42,1.0,0.005171428543423434,True,False,False,0.19957537154989385,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
R1_seed_202608232,0.85,3,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.2208067940552017,14,279,10,82,82,18,1.0,0.005171428543423434,True,False,True,0.19957537154989385,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
R1_seed_202608232,0.85,3,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.2208067940552017,14,279,10,82,82,18,1.0,0.005171428543423434,True,False,True,0.19957537154989385,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
R1_seed_202608232,0.85,5,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.16560509554140126,0,168,9,72,72,10,1.0,0.005171428543423434,True,False,True,0.19957537154989385,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
R1_seed_202608232,0.85,5,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.16560509554140126,0,168,9,72,72,10,1.0,0.005171428543423434,True,False,True,0.19957537154989385,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
R1_seed_202608232,0.9,1,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.31422505307855625,36,472,20,99,99,34,1.0,0.003865829070368087,True,False,False,0.19957537154989385,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
R1_seed_202608232,0.9,1,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.31422505307855625,36,472,20,99,99,34,1.0,0.003865829070368087,True,False,False,0.19957537154989385,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
R1_seed_202608232,0.9,3,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.18046709129511676,1,217,10,77,77,15,1.0,0.003865829070368087,True,False,False,0.19957537154989385,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
R1_seed_202608232,0.9,3,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.18046709129511676,1,217,10,77,77,15,1.0,0.003865829070368087,True,False,False,0.19957537154989385,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
R1_seed_202608232,0.9,5,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.13800424628450106,0,145,9,69,69,8,1.0,0.003865829070368087,True,False,True,0.19957537154989385,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
R1_seed_202608232,0.9,5,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.13800424628450106,0,145,9,69,69,8,1.0,0.003865829070368087,True,False,True,0.19957537154989385,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
R1_seed_202608232,0.95,1,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.2611464968152866,10,337,16,88,88,26,1.0,0.002663148474693228,True,False,False,0.19957537154989385,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
R1_seed_202608232,0.95,1,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.2611464968152866,10,337,16,88,88,26,1.0,0.002663148474693228,True,False,False,0.19957537154989385,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
R1_seed_202608232,0.95,3,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.15286624203821655,0,167,9,71,71,12,1.0,0.002663148474693228,True,False,True,0.19957537154989385,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
R1_seed_202608232,0.95,3,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.15286624203821655,0,167,9,71,71,12,1.0,0.002663148474693228,True,False,True,0.19957537154989385,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
R1_seed_202608232,0.95,5,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.09766454352441614,0,121,8,64,64,6,1.0,0.002663148474693228,True,False,False,0.19957537154989385,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
R1_seed_202608232,0.95,5,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.09766454352441614,0,121,8,64,64,6,1.0,0.002663148474693228,True,False,False,0.19957537154989385,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
R1_seed_202608232,0.99,1,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.18895966029723993,3,201,12,72,72,14,1.0,0.0013252030687468696,True,False,True,0.19957537154989385,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
R1_seed_202608232,0.99,1,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.18895966029723993,3,201,12,72,72,14,1.0,0.0013252030687468696,True,False,True,0.19957537154989385,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
R1_seed_202608232,0.99,3,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.1040339702760085,0,116,8,63,63,6,1.0,0.0013252030687468696,True,False,True,0.19957537154989385,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
R1_seed_202608232,0.99,3,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.1040339702760085,0,116,8,63,63,6,1.0,0.0013252030687468696,True,False,True,0.19957537154989385,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
R1_seed_202608232,0.99,5,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.06794055201698514,0,80,7,54,54,2,1.0,0.0013252030687468696,True,False,True,0.19957537154989385,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
R1_seed_202608232,0.99,5,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.06794055201698514,0,80,7,54,54,2,1.0,0.0013252030687468696,True,False,True,0.19957537154989385,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
R1_seed_202608233,0.05,1,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.7983014861995754,187,2252,100,164,164,111,1.0,0.03591868820579071,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.05,1,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.802547770700637,182,2013,90,159,159,100,1.0,0.03190877270708994,True,False,True,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.05,3,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.6836518046709129,140,1327,60,140,140,66,1.0,0.03591868820579071,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.05,3,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.6390658174097664,135,1200,56,136,136,60,1.0,0.03190877270708994,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.05,5,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.5435244161358811,104,911,34,132,132,53,1.0,0.03591868820579071,True,False,True,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.05,5,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.505307855626327,86,823,31,126,126,49,1.0,0.03190877270708994,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.1,1,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.7919320594479831,187,2201,100,160,160,103,1.0,0.03337316130524661,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.1,1,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.802547770700637,182,2013,90,159,159,100,1.0,0.03190877270708994,True,False,True,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.1,3,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.6454352441613588,138,1260,60,136,136,63,1.0,0.03337316130524661,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.1,3,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.6390658174097664,135,1200,56,136,136,60,1.0,0.03190877270708994,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.1,5,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.5159235668789809,103,866,34,126,126,49,1.0,0.03337316130524661,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.1,5,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.505307855626327,86,823,31,126,126,49,1.0,0.03190877270708994,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.15,1,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.7770700636942676,187,2117,100,152,152,98,1.0,0.031076600069984837,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.15,1,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.7898089171974523,181,1969,90,150,150,96,1.0,0.0297788420352061,True,False,True,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.15,3,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.613588110403397,134,1211,58,132,132,59,1.0,0.031076600069984837,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.15,3,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.6093418259023354,130,1157,54,132,132,58,1.0,0.0297788420352061,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.15,5,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.4840764331210191,95,835,34,124,124,44,1.0,0.031076600069984837,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.15,5,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.47558386411889597,78,790,31,124,124,44,1.0,0.0297788420352061,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.2,1,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.772823779193206,186,2007,97,150,150,91,1.0,0.028973134252284555,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.2,1,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.7855626326963907,180,1926,87,149,149,90,1.0,0.027848868039375783,True,False,True,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.2,3,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.5923566878980892,130,1168,55,131,131,58,1.0,0.028973134252284555,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.2,3,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.5859872611464968,126,1115,51,131,131,57,1.0,0.027848868039375783,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.2,5,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.4585987261146497,83,786,31,123,123,43,1.0,0.028973134252284555,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.2,5,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.45010615711252655,66,742,28,123,123,44,1.0,0.027848868039375783,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.25,1,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.772823779193206,185,1939,94,149,149,83,1.0,0.027183325965648618,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.25,1,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.7834394904458599,179,1876,85,148,148,83,1.0,0.026166879529043216,True,False,True,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.25,3,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.5605095541401274,122,1105,53,130,130,55,1.0,0.027183325965648618,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.25,3,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.554140127388535,119,1056,50,130,130,55,1.0,0.026166879529043216,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.25,5,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.43736730360934184,77,755,30,123,123,42,1.0,0.027183325965648618,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.25,5,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.4288747346072187,60,712,27,123,123,43,1.0,0.026166879529043216,True,False,True,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.3,1,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.7622080679405521,185,1857,93,147,147,74,1.0,0.025496436556393172,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.3,1,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.7707006369426752,179,1802,85,147,147,74,1.0,0.024627017087474185,True,False,True,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.3,3,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.5520169851380042,117,1028,50,128,128,49,1.0,0.025496436556393172,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.3,3,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.5477707006369427,115,990,48,128,128,49,1.0,0.024627017087474185,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.3,5,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.4309978768577495,75,711,30,122,122,39,1.0,0.025496436556393172,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.3,5,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.4182590233545648,59,679,27,122,122,40,1.0,0.024627017087474185,True,False,True,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.35,1,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.7388535031847133,173,1691,91,148,148,67,1.0,0.02375171653984774,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.35,1,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.7473460721868365,173,1676,84,148,148,67,1.0,0.0231302825564265,True,False,True,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.35,3,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.5329087048832272,103,938,46,128,128,47,1.0,0.02375171653984774,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.35,3,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.5286624203821656,101,921,43,128,128,47,1.0,0.0231302825564265,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.35,5,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.4118895966029724,65,670,28,120,120,38,1.0,0.02375171653984774,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.35,5,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.3991507430997877,49,643,27,120,120,38,1.0,0.0231302825564265,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.4,1,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.732484076433121,169,1502,84,148,148,64,1.0,0.021947205556443163,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.4,1,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.7409766454352441,169,1491,78,148,148,64,1.0,0.021508085012953076,True,False,True,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.4,3,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.5095541401273885,88,869,43,128,128,46,1.0,0.021947205556443163,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.4,3,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.5031847133757962,85,853,42,128,128,46,1.0,0.021508085012953076,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.4,5,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.40552016985138006,44,618,26,118,118,36,1.0,0.021947205556443163,True,False,True,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.4,5,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.39490445859872614,41,609,26,118,118,36,1.0,0.021508085012953076,True,False,True,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.45,1,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.7282377919320594,157,1386,81,147,147,59,1.0,0.020261296326972295,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.45,1,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.7346072186836518,157,1380,76,147,147,59,1.0,0.019957440593753706,True,False,True,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.45,3,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.4819532908704883,68,807,37,125,125,43,1.0,0.020261296326972295,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.45,3,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.47770700636942676,65,797,37,125,125,43,1.0,0.019957440593753706,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.45,5,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.3885350318471338,30,576,25,116,116,35,1.0,0.020261296326972295,True,False,True,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.45,5,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.3821656050955414,28,570,25,116,116,35,1.0,0.019957440593753706,True,False,True,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.5,1,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.7176220806794055,142,1306,75,147,147,57,1.0,0.01851363577107313,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.5,1,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.7261146496815286,142,1300,70,147,147,57,1.0,0.01834798538747977,True,False,True,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.5,3,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.4585987261146497,52,754,36,124,124,39,1.0,0.01851363577107313,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.5,3,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.4564755838641189,52,749,36,124,124,39,1.0,0.01834798538747977,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.5,5,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.3673036093418259,16,519,23,110,110,34,1.0,0.01851363577107313,True,False,True,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.5,5,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.3651804670912951,15,517,23,110,110,34,1.0,0.01834798538747977,True,False,True,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.55,1,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.7197452229299363,131,1222,68,145,145,53,1.0,0.016711085147237705,True,False,True,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.55,1,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.7197452229299363,131,1222,68,145,145,53,1.0,0.016711085147237705,True,False,True,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.55,3,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.43312101910828027,46,698,34,119,119,38,1.0,0.016711085147237705,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.55,3,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.43312101910828027,46,698,34,119,119,38,1.0,0.016711085147237705,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.55,5,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.3481953290870488,4,470,21,110,110,32,1.0,0.016711085147237705,True,False,True,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.55,5,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.3481953290870488,4,470,21,110,110,32,1.0,0.016711085147237705,True,False,True,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.6,1,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.7176220806794055,92,1118,65,145,145,50,1.0,0.014928138119093805,True,False,True,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.6,1,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.7176220806794055,92,1118,65,145,145,50,1.0,0.014928138119093805,True,False,True,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.6,3,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.4118895966029724,31,621,33,119,119,39,1.0,0.014928138119093805,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.6,3,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.4118895966029724,31,621,33,119,119,39,1.0,0.014928138119093805,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.6,5,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.3227176220806794,4,447,21,110,110,31,1.0,0.014928138119093805,True,False,True,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.6,5,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.3227176220806794,4,447,21,110,110,31,1.0,0.014928138119093805,True,False,True,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.65,1,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.7091295116772823,75,1040,62,138,138,49,1.0,0.013306920755404957,True,False,True,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.65,1,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.7091295116772823,75,1040,62,138,138,49,1.0,0.013306920755404957,True,False,True,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.65,3,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.3970276008492569,28,584,32,117,117,36,1.0,0.013306920755404957,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.65,3,0.1,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.3970276008492569,28,584,32,117,117,36,1.0,0.013306920755404957,True,False,False,0.16772823779193205,0.0,182,2013,90
R1_seed_202608233,0.65,5,0.0,0.05,INERT_WITH_FIRST_CROSSING_PER_CONTACT_AND_NO_LATCH,0.30148619957537154,4,410,18,110,110,30,1.0,0.013306920755404957,True,False,True,0.16772823779193205,0.0,182,2013,90
