candidate_id,evaluation_scope,config_id,state_threshold,proposal_threshold,early_margin,normal_margin,foot_threshold,persistence_endpoints,hysteresis,run_count,actionable_episode_count,raw_actionable_argmax_detected,proposal_detected,verifier_detected,V4_masked_verifier_detected,persistence_detected,stable_episode_detection_detected,raw_actionable_argmax_recall,proposal_recall,verifier_recall,V4_masked_verifier_recall,persistence_recall,stable_episode_detection_recall,actionable_episode_detected,actionable_episode_recall,speed_total,speed_detected,speed_recall,minimum_speed_recall,foot_total,foot_detected,affected_foot_count,affected_foot_correct,affected_foot_accuracy,normal_run_fp,normal_contact_episode_fp,too_early,air_firing,touchdown_firing,invalid_firing,post_fall_firing,latch_carryover,cross_foot_violation,future_leakage,actionable_runs,detected_runs,median_warning_margin_ms,p95_warning_margin_ms,median_late_latency_ms,p95_late_latency_ms,contact_loss_resets,touchdown_resets,fall_boundary_resets,invalid_mask_resets,zero_safety_pass,variant,seed,parameter_count,model_parameter_bytes_float64,normalization_bytes_float64,runtime_config_bytes,history_bytes,persistent_state_bytes,macs_per_tick,operations_per_second_at_1khz,resource_gate_pass,minimum_fold_recall,all_fold_zero_safety_pass,gate_pass
F0_seed_202608241,POOLED_OOF,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.05,0.85,0.85,0.15,0.1,0.6,3,0.05,333,471,432,371,316,307,164,162,0.9171974522292994,0.7876857749469215,0.6709129511677282,0.6518046709129511,0.3481953290870488,0.34394904458598724,162,0.34394904458598724,"{""0.10"":165,""0.15"":156,""0.20"":150}","{""0.10"":56,""0.15"":51,""0.20"":55}","{""0.10"":0.3393939393939394,""0.15"":0.3269230769230769,""0.20"":0.36666666666666664}",0.3269230769230769,"{""left"":229,""right"":242}","{""left"":78,""right"":84}",180,160,0.8888888888888888,0,103,3,0,0,0,0,0,20,0,125,92,36.0,69.94999999999999,0.0,113.7999999999995,73782,6973,100,0,False,F0,202608241,15742,125936,5376,223,16000,512,35696,35696000,True,0.3224043715846995,False,False
F0_seed_202608242,POOLED_OOF,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,0.85,0.85,0.15,0.1,0.6,3,0.0,333,471,428,377,315,304,168,165,0.9087048832271762,0.8004246284501062,0.6687898089171974,0.6454352441613588,0.35668789808917195,0.3503184713375796,165,0.3503184713375796,"{""0.10"":165,""0.15"":156,""0.20"":150}","{""0.10"":63,""0.15"":53,""0.20"":49}","{""0.10"":0.38181818181818183,""0.15"":0.33974358974358976,""0.20"":0.32666666666666666}",0.32666666666666666,"{""left"":229,""right"":242}","{""left"":80,""right"":85}",182,164,0.9010989010989011,0,111,6,0,0,0,0,0,18,0,125,96,36.0,74.79999999999998,0.0,126.59999999999997,73782,6973,100,0,False,F0,202608242,15742,125936,5376,222,16000,512,35696,35696000,True,0.288135593220339,False,False
F0_seed_202608243,POOLED_OOF,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,0.85,0.85,0.15,0.1,0.6,3,0.0,333,471,428,386,329,318,167,165,0.9087048832271762,0.8195329087048833,0.6985138004246284,0.6751592356687898,0.35456475583864117,0.3503184713375796,165,0.3503184713375796,"{""0.10"":165,""0.15"":156,""0.20"":150}","{""0.10"":59,""0.15"":52,""0.20"":54}","{""0.10"":0.3575757575757576,""0.15"":0.3333333333333333,""0.20"":0.36}",0.3333333333333333,"{""left"":229,""right"":242}","{""left"":79,""right"":86}",184,164,0.8913043478260869,0,108,2,0,0,0,0,0,20,0,125,92,35.0,71.19999999999993,0.0,99.39999999999986,73782,6973,100,0,False,F0,202608243,15742,125936,5376,222,16000,512,35696,35696000,True,0.3050847457627119,False,False
F1_seed_202608241,POOLED_OOF,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,0.85,0.85,0.15,0.1,0.6,3,0.0,333,471,364,158,124,117,39,39,0.772823779193206,0.3354564755838641,0.2632696390658174,0.2484076433121019,0.08280254777070063,0.08280254777070063,39,0.08280254777070063,"{""0.10"":165,""0.15"":156,""0.20"":150}","{""0.10"":17,""0.15"":8,""0.20"":14}","{""0.10"":0.10303030303030303,""0.15"":0.05128205128205128,""0.20"":0.09333333333333334}",0.05128205128205128,"{""left"":229,""right"":242}","{""left"":27,""right"":12}",43,39,0.9069767441860465,0,6,0,0,0,0,0,0,4,0,125,29,27.0,52.300000000000004,0.0,138.6000000000001,73782,6973,100,0,False,F1,202608241,15742,125936,5376,222,16000,512,35696,35696000,True,0.052941176470588235,False,False
F1_seed_202608242,POOLED_OOF,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,0.85,0.85,0.15,0.1,0.6,3,0.0,333,471,363,151,110,102,32,31,0.7707006369426752,0.3205944798301486,0.23354564755838642,0.21656050955414013,0.06794055201698514,0.06581740976645435,31,0.06581740976645435,"{""0.10"":165,""0.15"":156,""0.20"":150}","{""0.10"":11,""0.15"":9,""0.20"":11}","{""0.10"":0.06666666666666667,""0.15"":0.057692307692307696,""0.20"":0.07333333333333333}",0.057692307692307696,"{""left"":229,""right"":242}","{""left"":22,""right"":9}",38,31,0.8157894736842105,0,5,2,0,0,0,0,0,7,0,125,25,28.0,83.5,0.0,205.0,73782,6973,100,0,False,F1,202608242,15742,125936,5376,222,16000,512,35696,35696000,True,0.05084745762711865,False,False
F1_seed_202608243,POOLED_OOF,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,0.85,0.85,0.15,0.1,0.6,3,0.0,333,471,367,153,117,113,39,38,0.7791932059447984,0.3248407643312102,0.2484076433121019,0.23991507430997877,0.08280254777070063,0.08067940552016985,38,0.08067940552016985,"{""0.10"":165,""0.15"":156,""0.20"":150}","{""0.10"":15,""0.15"":8,""0.20"":15}","{""0.10"":0.09090909090909091,""0.15"":0.05128205128205128,""0.20"":0.1}",0.05128205128205128,"{""left"":229,""right"":242}","{""left"":28,""right"":10}",45,38,0.8444444444444444,0,11,5,0,0,0,0,0,7,0,125,28,29.0,62.449999999999996,0.0,141.99999999999986,73782,6973,100,0,False,F1,202608243,15742,125936,5376,222,16000,512,35696,35696000,True,0.059322033898305086,False,False
