candidate_id,evaluation_scope,run_id,fold,speed_mps,foot,contact_episode_id,onset_sample,detected,first_detection_sample,warning_margin_ms,late_latency_ms
F1_seed_202608242,POOLED_OOF,ice_native_0p10_v04,1,0.1,right,3,348,False,,,
F1_seed_202608242,POOLED_OOF,ice_native_0p10_v04,1,0.1,right,4,440,False,,,
F1_seed_202608242,POOLED_OOF,ice_native_0p10_v04,1,0.1,right,20,890,False,,,
F1_seed_202608242,POOLED_OOF,ice_native_0p10_v04,1,0.1,right,39,1442,False,,,
F1_seed_202608242,POOLED_OOF,ice_native_0p10_v04,1,0.1,right,40,1650,False,,,
F1_seed_202608242,POOLED_OOF,ice_native_0p10_v04,1,0.1,right,47,2238,False,,,
F1_seed_202608242,POOLED_OOF,ice_native_0p10_v04,1,0.1,right,59,2609,False,,,
F1_seed_202608242,POOLED_OOF,sand_solref_interpolation_2of3_0p10_v04,1,0.1,left,44,2402,False,,,
F1_seed_202608242,POOLED_OOF,sand_solref_interpolation_2of3_0p10_v04,1,0.1,right,2,1837,False,,,
F1_seed_202608242,POOLED_OOF,sand_solref_interpolation_2of3_0p10_v04,1,0.1,right,3,2050,False,,,
F1_seed_202608242,POOLED_OOF,sand_solref_interpolation_2of3_0p10_v04,1,0.1,right,5,2615,False,,,
F1_seed_202608242,POOLED_OOF,sand_solref_interpolation_3of4_stronger_v2_0p10_v04,1,0.1,right,3,1856,False,,,
F1_seed_202608242,POOLED_OOF,sand_solref_interpolation_3of4_stronger_v2_0p10_v04,1,0.1,right,4,2486,True,2689,-203,203
F1_seed_202608242,POOLED_OOF,sand_solref_interpolation_5of6_stronger_v2_0p10_v04,1,0.1,right,3,1855,True,1759,96,0
F1_seed_202608242,POOLED_OOF,sand_solref_interpolation_5of6_stronger_v2_0p10_v04,1,0.1,right,4,2468,False,,,
F1_seed_202608242,POOLED_OOF,ice_native_0p15_v04,1,0.15,left,0,232,False,,,
F1_seed_202608242,POOLED_OOF,ice_native_0p15_v04,1,0.15,left,8,625,False,,,
F1_seed_202608242,POOLED_OOF,ice_native_0p15_v04,1,0.15,left,32,1289,False,,,
F1_seed_202608242,POOLED_OOF,ice_native_0p15_v04,1,0.15,left,41,1795,True,1759,36,0
F1_seed_202608242,POOLED_OOF,ice_native_0p15_v04,1,0.15,right,3,351,False,,,
F1_seed_202608242,POOLED_OOF,ice_native_0p15_v04,1,0.15,right,19,1070,False,,,
F1_seed_202608242,POOLED_OOF,ice_native_0p15_v04,1,0.15,right,39,1487,False,,,
F1_seed_202608242,POOLED_OOF,ice_native_0p15_v04,1,0.15,right,40,1649,False,,,
F1_seed_202608242,POOLED_OOF,ice_native_0p15_v04,1,0.15,right,50,2014,False,,,
F1_seed_202608242,POOLED_OOF,ice_native_0p15_v04,1,0.15,right,51,2244,False,,,
F1_seed_202608242,POOLED_OOF,ice_native_0p15_v04,1,0.15,right,62,2542,False,,,
F1_seed_202608242,POOLED_OOF,ice_native_0p15_v04,1,0.15,right,63,2829,False,,,
F1_seed_202608242,POOLED_OOF,ice_native_0p20_v04,1,0.2,left,0,227,False,,,
F1_seed_202608242,POOLED_OOF,ice_native_0p20_v04,1,0.2,left,5,632,True,589,43,0
F1_seed_202608242,POOLED_OOF,ice_native_0p20_v04,1,0.2,left,6,664,False,,,
F1_seed_202608242,POOLED_OOF,ice_native_0p20_v04,1,0.2,left,7,692,False,,,
F1_seed_202608242,POOLED_OOF,ice_native_0p20_v04,1,0.2,left,8,770,False,,,
F1_seed_202608242,POOLED_OOF,ice_native_0p20_v04,1,0.2,left,50,1154,False,,,
F1_seed_202608242,POOLED_OOF,ice_native_0p20_v04,1,0.2,left,58,1922,False,,,
F1_seed_202608242,POOLED_OOF,ice_native_0p20_v04,1,0.2,left,72,2503,False,,,
F1_seed_202608242,POOLED_OOF,ice_native_0p20_v04,1,0.2,left,78,2997,False,,,
F1_seed_202608242,POOLED_OOF,ice_native_0p20_v04,1,0.2,right,4,358,False,,,
F1_seed_202608242,POOLED_OOF,ice_native_0p20_v04,1,0.2,right,15,1075,False,,,
F1_seed_202608242,POOLED_OOF,ice_native_0p20_v04,1,0.2,right,25,1503,True,1469,34,0
F1_seed_202608242,POOLED_OOF,ice_native_0p20_v04,1,0.2,right,49,2339,False,,,
F1_seed_202608242,POOLED_OOF,ice_native_0p20_v04,1,0.2,right,69,2627,False,,,
F1_seed_202608242,POOLED_OOF,ice_native_0p20_v04,1,0.2,right,70,2805,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_left_early_loading_native_strong_ice_v0,0,0.1,left,0,143,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_left_early_loading_native_strong_ice_v0,0,0.1,left,29,1063,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_left_early_loading_native_strong_ice_v0,0,0.1,left,31,1249,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_left_early_loading_native_strong_ice_v0,0,0.1,left,44,1614,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_left_early_loading_native_strong_ice_v1,1,0.1,left,13,881,True,869,12,0
F1_seed_202608242,POOLED_OOF,positive_0p10_left_early_loading_native_strong_ice_v1,1,0.1,left,14,953,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_left_early_loading_native_strong_ice_v1,1,0.1,left,16,1027,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_left_early_loading_native_strong_ice_v1,1,0.1,left,24,1214,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_left_early_loading_native_strong_ice_v2,2,0.1,left,1,234,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_left_early_loading_native_strong_ice_v2,2,0.1,left,6,712,True,689,23,0
F1_seed_202608242,POOLED_OOF,positive_0p10_left_early_loading_native_strong_ice_v2,2,0.1,left,13,864,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_left_early_loading_native_strong_ice_v2,2,0.1,left,19,1200,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_left_early_loading_native_strong_ice_v2,2,0.1,left,20,1351,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_left_early_loading_native_strong_ice_v2,2,0.1,left,37,1730,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_left_early_loading_native_strong_ice_v2,2,0.1,left,38,1792,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v0,0,0.1,left,3,695,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v0,0,0.1,left,6,1218,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v0,0,0.1,left,9,1829,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v0,0,0.1,left,12,2444,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v1,1,0.1,left,1,442,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v1,1,0.1,left,2,1060,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v1,1,0.1,left,7,2262,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v1,1,0.1,left,10,2833,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v2,2,0.1,left,0,301,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v2,2,0.1,left,3,823,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v2,2,0.1,left,6,1484,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v2,2,0.1,left,11,2608,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_left_mid_late_stance_native_strong_ice_v0,0,0.1,left,1,857,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_left_mid_late_stance_native_strong_ice_v0,0,0.1,left,2,1417,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_left_mid_late_stance_native_strong_ice_v0,0,0.1,left,9,2580,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_left_mid_late_stance_native_strong_ice_v1,1,0.1,left,1,569,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_left_mid_late_stance_native_strong_ice_v1,1,0.1,left,3,1176,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_left_mid_late_stance_native_strong_ice_v1,1,0.1,left,4,1780,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_left_mid_late_stance_native_strong_ice_v1,1,0.1,left,6,2376,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_left_mid_late_stance_native_strong_ice_v2,2,0.1,left,4,1533,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_right_early_loading_native_strong_ice_v0,0,0.1,right,1,284,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_right_early_loading_native_strong_ice_v0,0,0.1,right,8,769,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_right_early_loading_native_strong_ice_v0,0,0.1,right,11,864,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_right_early_loading_native_strong_ice_v0,0,0.1,right,13,922,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_right_early_loading_native_strong_ice_v1,1,0.1,right,0,148,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_right_early_loading_native_strong_ice_v1,1,0.1,right,8,642,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_right_early_loading_native_strong_ice_v2,2,0.1,right,13,912,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v0,0,0.1,right,5,1056,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v0,0,0.1,right,18,1519,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v1,1,0.1,right,0,192,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v1,1,0.1,right,6,750,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v1,1,0.1,right,10,1344,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v1,1,0.1,right,17,1925,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v1,1,0.1,right,20,2517,False,,,
F1_seed_202608242,POOLED_OOF,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v2,2,0.1,right,8,1696,False,,,
