candidate_id,evaluation_scope,run_id,fold,foot,config_id,contact_loss_count,new_touchdown_count,first_fall_hard_reset_count,post_fall_mask_count,invalid_mask_count,score_recovery_count,first_fall_boundary_sample,invalid_persistence_increment_count,postfall_persistence_increment_count,contact_owner_mutation_count,latch_carryover_count
F1_seed_202608242,POOLED_OOF,sand_solref_interpolation_1of3_0p20_v01,1,left,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,126,5,0,0,0,0,,0,0,0,0
F1_seed_202608242,POOLED_OOF,sand_solref_interpolation_1of3_0p20_v01,1,right,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,106,5,0,0,0,0,,0,0,0,0
F1_seed_202608242,POOLED_OOF,sand_solref_interpolation_2of3_0p20_v01,1,left,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,125,5,0,0,0,0,,0,0,0,0
F1_seed_202608242,POOLED_OOF,sand_solref_interpolation_2of3_0p20_v01,1,right,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,101,5,0,0,0,0,,0,0,0,0
F1_seed_202608242,POOLED_OOF,sand_solref_interpolation_3of4_stronger_v2_0p20_v01,1,left,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,124,6,0,0,0,0,,0,0,0,0
F1_seed_202608242,POOLED_OOF,sand_solref_interpolation_3of4_stronger_v2_0p20_v01,1,right,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,97,5,0,0,0,0,,0,0,0,0
F1_seed_202608242,POOLED_OOF,sand_solref_interpolation_5of6_stronger_v2_0p20_v01,1,left,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,121,5,0,0,0,0,,0,0,0,0
F1_seed_202608242,POOLED_OOF,sand_solref_interpolation_5of6_stronger_v2_0p20_v01,1,right,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,97,5,0,0,0,0,,0,0,0,0
F1_seed_202608242,POOLED_OOF,marble_native_0p10_v02,2,left,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,116,6,0,0,0,0,,0,0,0,0
F1_seed_202608242,POOLED_OOF,marble_native_0p10_v02,2,right,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,132,7,0,0,0,0,,0,0,0,0
F1_seed_202608242,POOLED_OOF,concrete_native_0p10_v02,2,left,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,116,5,0,0,0,0,,0,0,0,0
F1_seed_202608242,POOLED_OOF,concrete_native_0p10_v02,2,right,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,131,5,0,0,0,0,,0,0,0,0
F1_seed_202608242,POOLED_OOF,sand_hardened_0p10_v02,2,left,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,111,5,0,0,0,0,,0,0,0,0
F1_seed_202608242,POOLED_OOF,sand_hardened_0p10_v02,2,right,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,129,5,0,0,0,0,,0,0,0,0
F1_seed_202608242,POOLED_OOF,ice_native_0p10_v02,2,left,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,104,42,0,0,0,1,,0,0,0,0
F1_seed_202608242,POOLED_OOF,ice_native_0p10_v02,2,right,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,92,35,0,0,0,0,,0,0,0,0
F1_seed_202608242,POOLED_OOF,sand_solref_interpolation_1of3_0p10_v02,2,left,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,109,5,0,0,0,0,,0,0,0,0
F1_seed_202608242,POOLED_OOF,sand_solref_interpolation_1of3_0p10_v02,2,right,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,118,5,0,0,0,0,,0,0,0,0
F1_seed_202608242,POOLED_OOF,sand_solref_interpolation_2of3_0p10_v02,2,left,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,43,4,1,92,0,0,2073,0,0,0,0
F1_seed_202608242,POOLED_OOF,sand_solref_interpolation_2of3_0p10_v02,2,right,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,69,5,1,92,0,0,2073,0,0,0,0
F1_seed_202608242,POOLED_OOF,sand_solref_interpolation_3of4_stronger_v2_0p10_v02,2,left,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,39,2,1,95,0,0,2047,0,0,0,0
F1_seed_202608242,POOLED_OOF,sand_solref_interpolation_3of4_stronger_v2_0p10_v02,2,right,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,54,5,1,95,0,0,2047,0,0,0,0
