candidate_id,evaluation_scope,config_id,state_threshold,proposal_threshold,early_margin,normal_margin,foot_threshold,persistence_endpoints,hysteresis,run_count,actionable_episode_count,raw_actionable_argmax_detected,proposal_detected,verifier_detected,V4_masked_verifier_detected,persistence_detected,stable_episode_detection_detected,raw_actionable_argmax_recall,proposal_recall,verifier_recall,V4_masked_verifier_recall,persistence_recall,stable_episode_detection_recall,actionable_episode_detected,actionable_episode_recall,speed_total,speed_detected,speed_recall,minimum_speed_recall,foot_total,foot_detected,affected_foot_count,affected_foot_correct,affected_foot_accuracy,normal_run_fp,normal_contact_episode_fp,too_early,air_firing,touchdown_firing,invalid_firing,post_fall_firing,latch_carryover,cross_foot_violation,future_leakage,actionable_runs,detected_runs,median_warning_margin_ms,p95_warning_margin_ms,median_late_latency_ms,p95_late_latency_ms,contact_loss_resets,touchdown_resets,fall_boundary_resets,invalid_mask_resets,zero_safety_pass,variant,seed,diagnostic_only,selected_or_frozen,grid_frozen_before_scores,maximum_recall_run_fp_zero,maximum_recall_contact_episode_fp_zero,maximum_recall_too_early_zero,maximum_recall_all_three_zero,minimum_run_fp_at_recall_ge_0p80,minimum_contact_episode_fp_at_recall_ge_0p80,minimum_too_early_at_recall_ge_0p80
F1_seed_202608241,DIAGNOSTIC_OOF_PARETO,s0.85_p0.85_e0.15_n0.10_f0.60_k1_h0.00,0.85,0.85,0.15,0.1,0.6,1,0.0,333,471,364,158,124,117,116,114,0.772823779193206,0.3354564755838641,0.2632696390658174,0.2484076433121019,0.24628450106157113,0.24203821656050956,114,0.24203821656050956,"{""0.10"":165,""0.15"":156,""0.20"":150}","{""0.10"":45,""0.15"":34,""0.20"":35}","{""0.10"":0.2727272727272727,""0.15"":0.21794871794871795,""0.20"":0.23333333333333334}",0.21794871794871795,"{""left"":229,""right"":242}","{""left"":60,""right"":54}",127,111,0.8740157480314961,0,36,7,0,0,0,0,0,16,0,125,59,32.0,73.69999999999999,0.0,94.04999999999998,73782,6973,100,0,False,F1,202608241,True,False,True,0.5881104033970276,0.0,0.08280254777070063,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
F1_seed_202608241,DIAGNOSTIC_OOF_PARETO,s0.85_p0.85_e0.15_n0.10_f0.60_k1_h0.05,0.85,0.85,0.15,0.1,0.6,1,0.05,333,471,364,158,124,117,116,114,0.772823779193206,0.3354564755838641,0.2632696390658174,0.2484076433121019,0.24628450106157113,0.24203821656050956,114,0.24203821656050956,"{""0.10"":165,""0.15"":156,""0.20"":150}","{""0.10"":45,""0.15"":34,""0.20"":35}","{""0.10"":0.2727272727272727,""0.15"":0.21794871794871795,""0.20"":0.23333333333333334}",0.21794871794871795,"{""left"":229,""right"":242}","{""left"":60,""right"":54}",127,111,0.8740157480314961,0,36,7,0,0,0,0,0,16,0,125,59,32.0,73.69999999999999,0.0,94.04999999999998,73782,6973,100,0,False,F1,202608241,True,False,True,0.5881104033970276,0.0,0.08280254777070063,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
F1_seed_202608241,DIAGNOSTIC_OOF_PARETO,s0.85_p0.85_e0.15_n0.10_f0.60_k2_h0.00,0.85,0.85,0.15,0.1,0.6,2,0.0,333,471,364,158,124,117,65,63,0.772823779193206,0.3354564755838641,0.2632696390658174,0.2484076433121019,0.13800424628450106,0.1337579617834395,63,0.1337579617834395,"{""0.10"":165,""0.15"":156,""0.20"":150}","{""0.10"":24,""0.15"":18,""0.20"":21}","{""0.10"":0.14545454545454545,""0.15"":0.11538461538461539,""0.20"":0.14}",0.11538461538461539,"{""left"":229,""right"":242}","{""left"":41,""right"":22}",70,63,0.9,0,15,2,0,0,0,0,0,7,0,125,41,25.0,62.0,0.0,55.599999999999994,73782,6973,100,0,False,F1,202608241,True,False,True,0.5881104033970276,0.0,0.08280254777070063,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
F1_seed_202608241,DIAGNOSTIC_OOF_PARETO,s0.85_p0.85_e0.15_n0.10_f0.60_k2_h0.05,0.85,0.85,0.15,0.1,0.6,2,0.05,333,471,364,158,124,117,65,63,0.772823779193206,0.3354564755838641,0.2632696390658174,0.2484076433121019,0.13800424628450106,0.1337579617834395,63,0.1337579617834395,"{""0.10"":165,""0.15"":156,""0.20"":150}","{""0.10"":24,""0.15"":18,""0.20"":21}","{""0.10"":0.14545454545454545,""0.15"":0.11538461538461539,""0.20"":0.14}",0.11538461538461539,"{""left"":229,""right"":242}","{""left"":41,""right"":22}",70,63,0.9,0,15,2,0,0,0,0,0,7,0,125,41,25.0,62.0,0.0,55.599999999999994,73782,6973,100,0,False,F1,202608241,True,False,True,0.5881104033970276,0.0,0.08280254777070063,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
F1_seed_202608241,DIAGNOSTIC_OOF_PARETO,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.00,0.85,0.85,0.15,0.1,0.6,3,0.0,333,471,364,158,124,117,39,39,0.772823779193206,0.3354564755838641,0.2632696390658174,0.2484076433121019,0.08280254777070063,0.08280254777070063,39,0.08280254777070063,"{""0.10"":165,""0.15"":156,""0.20"":150}","{""0.10"":17,""0.15"":8,""0.20"":14}","{""0.10"":0.10303030303030303,""0.15"":0.05128205128205128,""0.20"":0.09333333333333334}",0.05128205128205128,"{""left"":229,""right"":242}","{""left"":27,""right"":12}",43,39,0.9069767441860465,0,6,0,0,0,0,0,0,4,0,125,29,27.0,52.300000000000004,0.0,138.6000000000001,73782,6973,100,0,False,F1,202608241,True,False,True,0.5881104033970276,0.0,0.08280254777070063,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
F1_seed_202608241,DIAGNOSTIC_OOF_PARETO,s0.85_p0.85_e0.15_n0.10_f0.60_k3_h0.05,0.85,0.85,0.15,0.1,0.6,3,0.05,333,471,364,158,124,117,39,39,0.772823779193206,0.3354564755838641,0.2632696390658174,0.2484076433121019,0.08280254777070063,0.08280254777070063,39,0.08280254777070063,"{""0.10"":165,""0.15"":156,""0.20"":150}","{""0.10"":17,""0.15"":8,""0.20"":14}","{""0.10"":0.10303030303030303,""0.15"":0.05128205128205128,""0.20"":0.09333333333333334}",0.05128205128205128,"{""left"":229,""right"":242}","{""left"":27,""right"":12}",43,39,0.9069767441860465,0,6,0,0,0,0,0,0,4,0,125,29,27.0,52.300000000000004,0.0,138.6000000000001,73782,6973,100,0,False,F1,202608241,True,False,True,0.5881104033970276,0.0,0.08280254777070063,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
F1_seed_202608241,DIAGNOSTIC_OOF_PARETO,s0.85_p0.85_e0.25_n0.20_f0.60_k1_h0.00,0.85,0.85,0.25,0.2,0.6,1,0.0,333,471,364,158,124,117,116,114,0.772823779193206,0.3354564755838641,0.2632696390658174,0.2484076433121019,0.24628450106157113,0.24203821656050956,114,0.24203821656050956,"{""0.10"":165,""0.15"":156,""0.20"":150}","{""0.10"":45,""0.15"":34,""0.20"":35}","{""0.10"":0.2727272727272727,""0.15"":0.21794871794871795,""0.20"":0.23333333333333334}",0.21794871794871795,"{""left"":229,""right"":242}","{""left"":60,""right"":54}",127,111,0.8740157480314961,0,36,7,0,0,0,0,0,16,0,125,59,32.0,73.69999999999999,0.0,94.04999999999998,73782,6973,100,0,False,F1,202608241,True,False,True,0.5881104033970276,0.0,0.08280254777070063,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
F1_seed_202608241,DIAGNOSTIC_OOF_PARETO,s0.85_p0.85_e0.25_n0.20_f0.60_k1_h0.05,0.85,0.85,0.25,0.2,0.6,1,0.05,333,471,364,158,124,117,116,114,0.772823779193206,0.3354564755838641,0.2632696390658174,0.2484076433121019,0.24628450106157113,0.24203821656050956,114,0.24203821656050956,"{""0.10"":165,""0.15"":156,""0.20"":150}","{""0.10"":45,""0.15"":34,""0.20"":35}","{""0.10"":0.2727272727272727,""0.15"":0.21794871794871795,""0.20"":0.23333333333333334}",0.21794871794871795,"{""left"":229,""right"":242}","{""left"":60,""right"":54}",127,111,0.8740157480314961,0,36,7,0,0,0,0,0,16,0,125,59,32.0,73.69999999999999,0.0,94.04999999999998,73782,6973,100,0,False,F1,202608241,True,False,True,0.5881104033970276,0.0,0.08280254777070063,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
F1_seed_202608241,DIAGNOSTIC_OOF_PARETO,s0.85_p0.85_e0.25_n0.20_f0.60_k2_h0.00,0.85,0.85,0.25,0.2,0.6,2,0.0,333,471,364,158,124,117,65,63,0.772823779193206,0.3354564755838641,0.2632696390658174,0.2484076433121019,0.13800424628450106,0.1337579617834395,63,0.1337579617834395,"{""0.10"":165,""0.15"":156,""0.20"":150}","{""0.10"":24,""0.15"":18,""0.20"":21}","{""0.10"":0.14545454545454545,""0.15"":0.11538461538461539,""0.20"":0.14}",0.11538461538461539,"{""left"":229,""right"":242}","{""left"":41,""right"":22}",70,63,0.9,0,15,2,0,0,0,0,0,7,0,125,41,25.0,62.0,0.0,55.599999999999994,73782,6973,100,0,False,F1,202608241,True,False,True,0.5881104033970276,0.0,0.08280254777070063,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
F1_seed_202608241,DIAGNOSTIC_OOF_PARETO,s0.85_p0.85_e0.25_n0.20_f0.60_k2_h0.05,0.85,0.85,0.25,0.2,0.6,2,0.05,333,471,364,158,124,117,65,63,0.772823779193206,0.3354564755838641,0.2632696390658174,0.2484076433121019,0.13800424628450106,0.1337579617834395,63,0.1337579617834395,"{""0.10"":165,""0.15"":156,""0.20"":150}","{""0.10"":24,""0.15"":18,""0.20"":21}","{""0.10"":0.14545454545454545,""0.15"":0.11538461538461539,""0.20"":0.14}",0.11538461538461539,"{""left"":229,""right"":242}","{""left"":41,""right"":22}",70,63,0.9,0,15,2,0,0,0,0,0,7,0,125,41,25.0,62.0,0.0,55.599999999999994,73782,6973,100,0,False,F1,202608241,True,False,True,0.5881104033970276,0.0,0.08280254777070063,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
F1_seed_202608241,DIAGNOSTIC_OOF_PARETO,s0.85_p0.85_e0.25_n0.20_f0.60_k3_h0.00,0.85,0.85,0.25,0.2,0.6,3,0.0,333,471,364,158,124,117,39,39,0.772823779193206,0.3354564755838641,0.2632696390658174,0.2484076433121019,0.08280254777070063,0.08280254777070063,39,0.08280254777070063,"{""0.10"":165,""0.15"":156,""0.20"":150}","{""0.10"":17,""0.15"":8,""0.20"":14}","{""0.10"":0.10303030303030303,""0.15"":0.05128205128205128,""0.20"":0.09333333333333334}",0.05128205128205128,"{""left"":229,""right"":242}","{""left"":27,""right"":12}",43,39,0.9069767441860465,0,6,0,0,0,0,0,0,4,0,125,29,27.0,52.300000000000004,0.0,138.6000000000001,73782,6973,100,0,False,F1,202608241,True,False,True,0.5881104033970276,0.0,0.08280254777070063,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
F1_seed_202608241,DIAGNOSTIC_OOF_PARETO,s0.85_p0.85_e0.25_n0.20_f0.60_k3_h0.05,0.85,0.85,0.25,0.2,0.6,3,0.05,333,471,364,158,124,117,39,39,0.772823779193206,0.3354564755838641,0.2632696390658174,0.2484076433121019,0.08280254777070063,0.08280254777070063,39,0.08280254777070063,"{""0.10"":165,""0.15"":156,""0.20"":150}","{""0.10"":17,""0.15"":8,""0.20"":14}","{""0.10"":0.10303030303030303,""0.15"":0.05128205128205128,""0.20"":0.09333333333333334}",0.05128205128205128,"{""left"":229,""right"":242}","{""left"":27,""right"":12}",43,39,0.9069767441860465,0,6,0,0,0,0,0,0,4,0,125,29,27.0,52.300000000000004,0.0,138.6000000000001,73782,6973,100,0,False,F1,202608241,True,False,True,0.5881104033970276,0.0,0.08280254777070063,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
F1_seed_202608241,DIAGNOSTIC_OOF_PARETO,s0.65_p0.55_e0.15_n0.10_f0.60_k1_h0.00,0.65,0.55,0.15,0.1,0.6,1,0.0,333,471,364,340,268,259,256,237,0.772823779193206,0.721868365180467,0.5690021231422505,0.5498938428874734,0.5435244161358811,0.5031847133757962,237,0.5031847133757962,"{""0.10"":165,""0.15"":156,""0.20"":150}","{""0.10"":82,""0.15"":70,""0.20"":85}","{""0.10"":0.49696969696969695,""0.15"":0.44871794871794873,""0.20"":0.5666666666666667}",0.44871794871794873,"{""left"":229,""right"":242}","{""left"":124,""right"":113}",253,230,0.9090909090909091,0,137,31,0,0,0,0,0,23,0,125,105,39.0,82.0,0.0,41.19999999999999,73782,6973,100,0,False,F1,202608241,True,False,True,0.5881104033970276,0.0,0.08280254777070063,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
F1_seed_202608241,DIAGNOSTIC_OOF_PARETO,s0.65_p0.55_e0.15_n0.10_f0.60_k1_h0.05,0.65,0.55,0.15,0.1,0.6,1,0.05,333,471,364,340,268,259,256,238,0.772823779193206,0.721868365180467,0.5690021231422505,0.5498938428874734,0.5435244161358811,0.505307855626327,238,0.505307855626327,"{""0.10"":165,""0.15"":156,""0.20"":150}","{""0.10"":82,""0.15"":70,""0.20"":86}","{""0.10"":0.49696969696969695,""0.15"":0.44871794871794873,""0.20"":0.5733333333333334}",0.44871794871794873,"{""left"":229,""right"":242}","{""left"":124,""right"":114}",254,231,0.9094488188976378,0,137,31,0,0,0,0,0,23,0,125,105,39.0,82.0,0.0,41.14999999999998,73782,6973,100,0,False,F1,202608241,True,False,True,0.5881104033970276,0.0,0.08280254777070063,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
F1_seed_202608241,DIAGNOSTIC_OOF_PARETO,s0.65_p0.55_e0.15_n0.10_f0.60_k2_h0.00,0.65,0.55,0.15,0.1,0.6,2,0.0,333,471,364,340,268,259,173,166,0.772823779193206,0.721868365180467,0.5690021231422505,0.5498938428874734,0.3673036093418259,0.3524416135881104,166,0.3524416135881104,"{""0.10"":165,""0.15"":156,""0.20"":150}","{""0.10"":57,""0.15"":54,""0.20"":55}","{""0.10"":0.34545454545454546,""0.15"":0.34615384615384615,""0.20"":0.36666666666666664}",0.34545454545454546,"{""left"":229,""right"":242}","{""left"":91,""right"":75}",178,163,0.9157303370786517,0,63,17,0,0,0,0,0,15,0,125,89,28.5,76.0,0.0,50.75,73782,6973,100,0,False,F1,202608241,True,False,True,0.5881104033970276,0.0,0.08280254777070063,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
F1_seed_202608241,DIAGNOSTIC_OOF_PARETO,s0.65_p0.55_e0.15_n0.10_f0.60_k2_h0.05,0.65,0.55,0.15,0.1,0.6,2,0.05,333,471,364,340,268,259,173,166,0.772823779193206,0.721868365180467,0.5690021231422505,0.5498938428874734,0.3673036093418259,0.3524416135881104,166,0.3524416135881104,"{""0.10"":165,""0.15"":156,""0.20"":150}","{""0.10"":57,""0.15"":54,""0.20"":55}","{""0.10"":0.34545454545454546,""0.15"":0.34615384615384615,""0.20"":0.36666666666666664}",0.34545454545454546,"{""left"":229,""right"":242}","{""left"":91,""right"":75}",178,163,0.9157303370786517,0,63,17,0,0,0,0,0,15,0,125,89,28.5,76.0,0.0,50.75,73782,6973,100,0,False,F1,202608241,True,False,True,0.5881104033970276,0.0,0.08280254777070063,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
F1_seed_202608241,DIAGNOSTIC_OOF_PARETO,s0.65_p0.55_e0.15_n0.10_f0.60_k3_h0.00,0.65,0.55,0.15,0.1,0.6,3,0.0,333,471,364,340,268,259,111,107,0.772823779193206,0.721868365180467,0.5690021231422505,0.5498938428874734,0.2356687898089172,0.22717622080679406,107,0.22717622080679406,"{""0.10"":165,""0.15"":156,""0.20"":150}","{""0.10"":40,""0.15"":29,""0.20"":38}","{""0.10"":0.24242424242424243,""0.15"":0.1858974358974359,""0.20"":0.25333333333333335}",0.1858974358974359,"{""left"":229,""right"":242}","{""left"":62,""right"":45}",117,106,0.905982905982906,0,32,9,0,0,0,0,0,11,0,125,69,27.0,67.69999999999999,0.0,83.69999999999965,73782,6973,100,0,False,F1,202608241,True,False,True,0.5881104033970276,0.0,0.08280254777070063,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
F1_seed_202608241,DIAGNOSTIC_OOF_PARETO,s0.65_p0.55_e0.15_n0.10_f0.60_k3_h0.05,0.65,0.55,0.15,0.1,0.6,3,0.05,333,471,364,340,268,259,111,107,0.772823779193206,0.721868365180467,0.5690021231422505,0.5498938428874734,0.2356687898089172,0.22717622080679406,107,0.22717622080679406,"{""0.10"":165,""0.15"":156,""0.20"":150}","{""0.10"":40,""0.15"":29,""0.20"":38}","{""0.10"":0.24242424242424243,""0.15"":0.1858974358974359,""0.20"":0.25333333333333335}",0.1858974358974359,"{""left"":229,""right"":242}","{""left"":62,""right"":45}",117,106,0.905982905982906,0,32,9,0,0,0,0,0,11,0,125,69,27.0,67.69999999999999,0.0,83.69999999999965,73782,6973,100,0,False,F1,202608241,True,False,True,0.5881104033970276,0.0,0.08280254777070063,0.0,UNACHIEVABLE,UNACHIEVABLE,UNACHIEVABLE
