row_type,funnel_stage,count,run_id,fold,source_acquisition,speed_mps,foot,contact_episode_id,onset_phase,severity,contact_duration_ms,physical_active_duration_ms,physical_onset_sample,valid_actionable_sample_count,inter_episode_gap_ms,active_segment_count,short_oracle_deactivation_gap_count,fall_censored,insufficient_200ms_history,no_valid_actionable_samples_after_masks,per_foot_contact_owned,detected_by_R1_seed_202608231,short_gap_diagnostic_only,segmentation_changed
EPISODE,,,ice_native_0p20_v03,0,existing_valid_120_bilateral_development,0.2,right,53,legacy_development,legacy_development,188,132,1809,46,664,1,0,False,False,False,True,False,False,False
EPISODE,,,ice_native_0p20_v03,0,existing_valid_120_bilateral_development,0.2,right,61,legacy_development,legacy_development,77,27,2053,40,113,1,0,False,False,False,True,False,False,False
EPISODE,,,ice_native_0p20_v03,0,existing_valid_120_bilateral_development,0.2,right,63,legacy_development,legacy_development,184,61,2242,100,163,1,0,False,False,False,True,False,False,False
EPISODE,,,ice_native_0p20_v03,0,existing_valid_120_bilateral_development,0.2,right,71,legacy_development,legacy_development,31,8,2681,13,379,1,0,False,False,False,True,False,False,False
EPISODE,,,ice_native_0p20_v03,0,existing_valid_120_bilateral_development,0.2,right,82,legacy_development,legacy_development,177,124,2860,43,172,1,0,False,False,False,True,False,False,False
EPISODE,,,ice_native_0p10_v04,1,existing_valid_120_bilateral_development,0.1,left,0,legacy_development,legacy_development,230,37,237,100,,1,0,False,False,False,True,False,False,False
EPISODE,,,ice_native_0p10_v04,1,existing_valid_120_bilateral_development,0.1,left,7,legacy_development,legacy_development,321,242,615,63,342,3,2,False,False,False,True,False,True,False
EPISODE,,,ice_native_0p10_v04,1,existing_valid_120_bilateral_development,0.1,left,30,legacy_development,legacy_development,300,57,1290,99,428,1,0,False,False,False,True,False,False,False
EPISODE,,,ice_native_0p10_v04,1,existing_valid_120_bilateral_development,0.1,left,39,legacy_development,legacy_development,323,241,1794,63,448,4,3,False,False,False,True,False,True,False
EPISODE,,,ice_native_0p10_v04,1,existing_valid_120_bilateral_development,0.1,left,75,legacy_development,legacy_development,144,14,2438,99,395,1,0,False,False,False,True,False,False,False
EPISODE,,,ice_native_0p10_v04,1,existing_valid_120_bilateral_development,0.1,left,86,legacy_development,legacy_development,142,82,2918,50,467,1,0,False,False,False,True,False,False,False
EPISODE,,,ice_native_0p10_v04,1,existing_valid_120_bilateral_development,0.1,right,3,legacy_development,legacy_development,66,18,348,38,,1,0,False,False,False,True,False,False,False
EPISODE,,,ice_native_0p10_v04,1,existing_valid_120_bilateral_development,0.1,right,4,legacy_development,legacy_development,111,35,440,62,75,2,1,False,False,False,True,False,True,False
EPISODE,,,ice_native_0p10_v04,1,existing_valid_120_bilateral_development,0.1,right,20,legacy_development,legacy_development,320,136,890,84,413,2,0,False,False,False,True,False,False,False
EPISODE,,,ice_native_0p10_v04,1,existing_valid_120_bilateral_development,0.1,right,39,legacy_development,legacy_development,257,133,1442,100,327,3,2,False,False,False,True,False,True,False
EPISODE,,,ice_native_0p10_v04,1,existing_valid_120_bilateral_development,0.1,right,40,legacy_development,legacy_development,82,11,1650,56,70,2,1,False,False,False,True,False,True,False
EPISODE,,,ice_native_0p10_v04,1,existing_valid_120_bilateral_development,0.1,right,47,legacy_development,legacy_development,295,2,2238,99,575,1,0,False,False,False,True,False,False,False
EPISODE,,,ice_native_0p10_v04,1,existing_valid_120_bilateral_development,0.1,right,59,legacy_development,legacy_development,142,28,2609,100,370,1,0,False,False,False,True,False,False,False
EPISODE,,,sand_solref_interpolation_2of3_0p10_v04,1,existing_valid_120_bilateral_development,0.1,left,44,legacy_development,legacy_development,178,122,2402,28,,1,0,False,False,False,True,False,False,False
EPISODE,,,sand_solref_interpolation_2of3_0p10_v04,1,existing_valid_120_bilateral_development,0.1,right,2,legacy_development,legacy_development,943,76,1837,100,,1,0,False,False,False,True,False,False,False
EPISODE,,,sand_solref_interpolation_2of3_0p10_v04,1,existing_valid_120_bilateral_development,0.1,right,3,legacy_development,legacy_development,289,257,2050,22,138,1,0,False,False,False,True,False,False,False
EPISODE,,,sand_solref_interpolation_2of3_0p10_v04,1,existing_valid_120_bilateral_development,0.1,right,5,legacy_development,legacy_development,176,153,2615,13,309,1,0,False,False,False,True,True,False,False
EPISODE,,,sand_solref_interpolation_3of4_stronger_v2_0p10_v04,1,existing_valid_120_bilateral_development,0.1,right,3,legacy_development,legacy_development,390,98,1856,93,,1,0,False,False,False,True,False,False,False
EPISODE,,,sand_solref_interpolation_3of4_stronger_v2_0p10_v04,1,existing_valid_120_bilateral_development,0.1,right,4,legacy_development,legacy_development,840,265,2486,100,533,1,0,True,False,False,True,False,False,False
EPISODE,,,sand_solref_interpolation_5of6_stronger_v2_0p10_v04,1,existing_valid_120_bilateral_development,0.1,right,3,legacy_development,legacy_development,415,121,1855,100,,1,0,False,False,False,True,False,False,False
EPISODE,,,sand_solref_interpolation_5of6_stronger_v2_0p10_v04,1,existing_valid_120_bilateral_development,0.1,right,4,legacy_development,legacy_development,872,313,2468,100,493,1,0,True,False,False,True,False,False,False
EPISODE,,,ice_native_0p15_v04,1,existing_valid_120_bilateral_development,0.15,left,0,legacy_development,legacy_development,199,11,232,100,,1,0,False,False,False,True,False,False,False
EPISODE,,,ice_native_0p15_v04,1,existing_valid_120_bilateral_development,0.15,left,8,legacy_development,legacy_development,167,96,625,61,383,1,0,False,False,False,True,False,False,False
EPISODE,,,ice_native_0p15_v04,1,existing_valid_120_bilateral_development,0.15,left,32,legacy_development,legacy_development,263,24,1289,100,569,1,0,False,False,False,True,False,False,False
EPISODE,,,ice_native_0p15_v04,1,existing_valid_120_bilateral_development,0.15,left,41,legacy_development,legacy_development,332,254,1795,65,483,2,1,False,False,False,True,False,True,False
EPISODE,,,ice_native_0p15_v04,1,existing_valid_120_bilateral_development,0.15,right,3,legacy_development,legacy_development,69,18,351,41,,1,0,False,False,False,True,False,False,False
EPISODE,,,ice_native_0p15_v04,1,existing_valid_120_bilateral_development,0.15,right,19,legacy_development,legacy_development,201,5,1070,100,702,1,0,False,False,False,True,False,False,False
EPISODE,,,ice_native_0p15_v04,1,existing_valid_120_bilateral_development,0.15,right,39,legacy_development,legacy_development,224,89,1487,100,413,1,0,False,False,False,True,False,False,False
EPISODE,,,ice_native_0p15_v04,1,existing_valid_120_bilateral_development,0.15,right,40,legacy_development,legacy_development,89,17,1649,62,74,1,0,False,False,False,True,False,False,False
EPISODE,,,ice_native_0p15_v04,1,existing_valid_120_bilateral_development,0.15,right,50,legacy_development,legacy_development,318,131,2014,100,349,1,0,False,False,False,True,False,False,False
EPISODE,,,ice_native_0p15_v04,1,existing_valid_120_bilateral_development,0.15,right,51,legacy_development,legacy_development,46,1,2244,33,100,1,0,False,False,False,True,False,False,False
EPISODE,,,ice_native_0p15_v04,1,existing_valid_120_bilateral_development,0.15,right,62,legacy_development,legacy_development,347,248,2542,88,298,1,0,False,False,False,True,False,False,False
EPISODE,,,ice_native_0p15_v04,1,existing_valid_120_bilateral_development,0.15,right,63,legacy_development,legacy_development,47,9,2829,28,40,1,0,False,False,False,True,False,False,False
EPISODE,,,ice_native_0p20_v04,1,existing_valid_120_bilateral_development,0.2,left,0,legacy_development,legacy_development,215,32,227,100,,1,0,False,False,False,True,False,False,False
EPISODE,,,ice_native_0p20_v04,1,existing_valid_120_bilateral_development,0.2,left,5,legacy_development,legacy_development,79,2,632,67,374,1,0,False,False,False,True,False,False,False
EPISODE,,,ice_native_0p20_v04,1,existing_valid_120_bilateral_development,0.2,left,6,legacy_development,legacy_development,30,2,664,18,31,1,0,False,False,False,True,False,False,False
EPISODE,,,ice_native_0p20_v04,1,existing_valid_120_bilateral_development,0.2,left,7,legacy_development,legacy_development,53,28,692,15,27,1,0,False,False,False,True,False,False,False
EPISODE,,,ice_native_0p20_v04,1,existing_valid_120_bilateral_development,0.2,left,8,legacy_development,legacy_development,101,46,770,39,51,3,2,False,False,False,True,False,True,False
EPISODE,,,ice_native_0p20_v04,1,existing_valid_120_bilateral_development,0.2,left,50,legacy_development,legacy_development,330,81,1154,100,333,1,0,False,False,False,True,False,False,False
EPISODE,,,ice_native_0p20_v04,1,existing_valid_120_bilateral_development,0.2,left,58,legacy_development,legacy_development,76,3,1922,62,688,1,0,False,False,False,True,False,False,False
EPISODE,,,ice_native_0p20_v04,1,existing_valid_120_bilateral_development,0.2,left,72,legacy_development,legacy_development,345,91,2503,95,579,2,1,False,False,False,True,False,True,False
EPISODE,,,ice_native_0p20_v04,1,existing_valid_120_bilateral_development,0.2,left,78,legacy_development,legacy_development,31,3,2997,18,401,1,0,False,False,False,True,False,False,False
EPISODE,,,ice_native_0p20_v04,1,existing_valid_120_bilateral_development,0.2,right,4,legacy_development,legacy_development,72,14,358,48,,1,0,False,False,False,True,False,False,False
EPISODE,,,ice_native_0p20_v04,1,existing_valid_120_bilateral_development,0.2,right,15,legacy_development,legacy_development,481,123,1075,100,704,1,0,False,False,False,True,False,False,False
EPISODE,,,ice_native_0p20_v04,1,existing_valid_120_bilateral_development,0.2,right,25,legacy_development,legacy_development,229,136,1503,82,306,1,0,False,False,False,True,False,False,False
EPISODE,,,ice_native_0p20_v04,1,existing_valid_120_bilateral_development,0.2,right,49,legacy_development,legacy_development,74,5,2339,59,701,1,0,False,False,False,True,False,False,False
EPISODE,,,ice_native_0p20_v04,1,existing_valid_120_bilateral_development,0.2,right,69,legacy_development,legacy_development,189,137,2627,42,284,1,0,False,False,False,True,False,False,False
EPISODE,,,ice_native_0p20_v04,1,existing_valid_120_bilateral_development,0.2,right,70,legacy_development,legacy_development,44,4,2805,30,42,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_left_early_loading_native_strong_ice_v0,0,v5_strong,0.1,left,0,early_loading,native_strong_ice,113,6,143,97,,1,0,False,True,False,True,False,False,False
EPISODE,,,positive_0p10_left_early_loading_native_strong_ice_v0,0,v5_strong,0.1,left,29,early_loading,native_strong_ice,220,128,1063,82,915,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_left_early_loading_native_strong_ice_v0,0,v5_strong,0.1,left,31,early_loading,native_strong_ice,49,17,1249,22,59,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_left_early_loading_native_strong_ice_v0,0,v5_strong,0.1,left,44,early_loading,native_strong_ice,183,35,1614,100,349,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_left_early_loading_native_strong_ice_v1,1,v5_strong,0.1,left,13,early_loading,native_strong_ice,112,43,881,59,,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_left_early_loading_native_strong_ice_v1,1,v5_strong,0.1,left,14,early_loading,native_strong_ice,70,42,953,18,30,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_left_early_loading_native_strong_ice_v1,1,v5_strong,0.1,left,16,early_loading,native_strong_ice,34,3,1027,18,33,2,1,False,False,False,True,False,True,False
EPISODE,,,positive_0p10_left_early_loading_native_strong_ice_v1,1,v5_strong,0.1,left,24,early_loading,native_strong_ice,264,173,1214,81,182,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_left_early_loading_native_strong_ice_v2,2,v5_strong,0.1,left,1,early_loading,native_strong_ice,118,50,234,58,,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_left_early_loading_native_strong_ice_v2,2,v5_strong,0.1,left,6,early_loading,native_strong_ice,66,6,712,48,429,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_left_early_loading_native_strong_ice_v2,2,v5_strong,0.1,left,13,early_loading,native_strong_ice,61,9,864,42,147,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_left_early_loading_native_strong_ice_v2,2,v5_strong,0.1,left,19,early_loading,native_strong_ice,203,112,1200,78,328,2,1,False,False,False,True,False,True,False
EPISODE,,,positive_0p10_left_early_loading_native_strong_ice_v2,2,v5_strong,0.1,left,20,early_loading,native_strong_ice,102,55,1351,22,37,5,4,False,False,False,True,False,True,False
EPISODE,,,positive_0p10_left_early_loading_native_strong_ice_v2,2,v5_strong,0.1,left,37,early_loading,native_strong_ice,90,27,1730,53,313,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_left_early_loading_native_strong_ice_v2,2,v5_strong,0.1,left,38,early_loading,native_strong_ice,41,7,1792,24,36,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v0,0,v5_strong,0.1,left,3,mid_loading_early_stance,native_strong_ice,174,10,695,95,,4,3,False,False,False,True,False,True,False
EPISODE,,,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v0,0,v5_strong,0.1,left,6,mid_loading_early_stance,native_strong_ice,179,51,1218,100,503,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v0,0,v5_strong,0.1,left,9,mid_loading_early_stance,native_strong_ice,168,36,1829,100,561,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v0,0,v5_strong,0.1,left,12,mid_loading_early_stance,native_strong_ice,347,204,2444,100,580,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v1,1,v5_strong,0.1,left,1,mid_loading_early_stance,native_strong_ice,335,197,442,98,,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v1,1,v5_strong,0.1,left,2,mid_loading_early_stance,native_strong_ice,274,124,1060,100,422,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v1,1,v5_strong,0.1,left,7,mid_loading_early_stance,native_strong_ice,174,23,2262,100,1079,2,1,False,False,False,True,False,True,False
EPISODE,,,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v1,1,v5_strong,0.1,left,10,mid_loading_early_stance,native_strong_ice,143,7,2833,100,546,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v2,2,v5_strong,0.1,left,0,mid_loading_early_stance,native_strong_ice,258,1,301,97,,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v2,2,v5_strong,0.1,left,3,mid_loading_early_stance,native_strong_ice,171,17,823,96,522,4,3,False,False,False,True,False,True,False
EPISODE,,,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v2,2,v5_strong,0.1,left,6,mid_loading_early_stance,native_strong_ice,256,111,1484,100,636,2,1,False,False,False,True,False,True,False
EPISODE,,,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v2,2,v5_strong,0.1,left,11,mid_loading_early_stance,native_strong_ice,178,32,2608,100,1009,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_left_mid_late_stance_native_strong_ice_v0,0,v5_strong,0.1,left,1,mid_late_stance,native_strong_ice,300,3,857,96,,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_left_mid_late_stance_native_strong_ice_v0,0,v5_strong,0.1,left,2,mid_late_stance,native_strong_ice,289,10,1417,100,558,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_left_mid_late_stance_native_strong_ice_v0,0,v5_strong,0.1,left,9,mid_late_stance,native_strong_ice,275,11,2580,98,1154,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_left_mid_late_stance_native_strong_ice_v1,1,v5_strong,0.1,left,1,mid_late_stance,native_strong_ice,272,7,569,96,,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_left_mid_late_stance_native_strong_ice_v1,1,v5_strong,0.1,left,3,mid_late_stance,native_strong_ice,349,84,1176,100,601,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_left_mid_late_stance_native_strong_ice_v1,1,v5_strong,0.1,left,4,mid_late_stance,native_strong_ice,284,21,1780,99,521,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_left_mid_late_stance_native_strong_ice_v1,1,v5_strong,0.1,left,6,mid_late_stance,native_strong_ice,353,84,2376,99,576,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_left_mid_late_stance_native_strong_ice_v2,2,v5_strong,0.1,left,4,mid_late_stance,native_strong_ice,346,79,1533,100,,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_right_early_loading_native_strong_ice_v0,0,v5_strong,0.1,right,1,early_loading,native_strong_ice,136,61,284,65,,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_right_early_loading_native_strong_ice_v0,0,v5_strong,0.1,right,8,early_loading,native_strong_ice,129,34,769,82,425,2,1,False,False,False,True,False,True,False
EPISODE,,,positive_0p10_right_early_loading_native_strong_ice_v0,0,v5_strong,0.1,right,11,early_loading,native_strong_ice,45,12,864,19,59,2,1,False,False,False,True,False,True,False
EPISODE,,,positive_0p10_right_early_loading_native_strong_ice_v0,0,v5_strong,0.1,right,13,early_loading,native_strong_ice,57,25,922,22,44,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_right_early_loading_native_strong_ice_v1,1,v5_strong,0.1,right,0,early_loading,native_strong_ice,137,23,148,99,,2,1,False,True,False,True,False,True,False
EPISODE,,,positive_0p10_right_early_loading_native_strong_ice_v1,1,v5_strong,0.1,right,8,early_loading,native_strong_ice,89,24,642,51,469,2,1,False,False,False,True,False,True,False
EPISODE,,,positive_0p10_right_early_loading_native_strong_ice_v2,2,v5_strong,0.1,right,13,early_loading,native_strong_ice,86,16,912,57,,2,1,False,False,False,True,False,True,False
EPISODE,,,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v0,0,v5_strong,0.1,right,5,mid_loading_early_stance,native_strong_ice,135,2,1056,100,,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v0,0,v5_strong,0.1,right,18,mid_loading_early_stance,native_strong_ice,157,22,1519,96,462,3,2,False,False,False,True,False,True,False
EPISODE,,,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v1,1,v5_strong,0.1,right,0,mid_loading_early_stance,native_strong_ice,163,8,192,99,,1,0,False,True,False,True,False,False,False
EPISODE,,,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v1,1,v5_strong,0.1,right,6,mid_loading_early_stance,native_strong_ice,138,2,750,99,551,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v1,1,v5_strong,0.1,right,10,mid_loading_early_stance,native_strong_ice,146,9,1344,98,593,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v1,1,v5_strong,0.1,right,17,mid_loading_early_stance,native_strong_ice,165,20,1925,96,573,5,4,False,False,False,True,False,True,False
EPISODE,,,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v1,1,v5_strong,0.1,right,20,mid_loading_early_stance,native_strong_ice,172,21,2517,96,561,6,5,False,False,False,True,False,True,False
EPISODE,,,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v2,2,v5_strong,0.1,right,8,mid_loading_early_stance,native_strong_ice,252,114,1696,97,,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v2,2,v5_strong,0.1,right,10,mid_loading_early_stance,native_strong_ice,237,98,2277,95,468,2,1,False,False,False,True,False,True,False
EPISODE,,,positive_0p10_right_mid_late_stance_native_strong_ice_v0,0,v5_strong,0.1,right,1,mid_late_stance,native_strong_ice,298,20,477,100,,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_right_mid_late_stance_native_strong_ice_v0,0,v5_strong,0.1,right,6,mid_late_stance,native_strong_ice,270,12,1062,100,566,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_right_mid_late_stance_native_strong_ice_v1,1,v5_strong,0.1,right,1,mid_late_stance,native_strong_ice,311,35,911,100,,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p10_right_mid_late_stance_native_strong_ice_v1,1,v5_strong,0.1,right,8,mid_late_stance,native_strong_ice,271,11,2672,100,1727,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p15_left_early_loading_native_strong_ice_v0,0,v5_strong,0.15,left,0,early_loading,native_strong_ice,105,3,139,92,,1,0,False,True,False,True,False,False,False
EPISODE,,,positive_0p15_left_early_loading_native_strong_ice_v0,0,v5_strong,0.15,left,5,early_loading,native_strong_ice,104,31,591,56,450,2,1,False,False,False,True,False,True,False
EPISODE,,,positive_0p15_left_early_loading_native_strong_ice_v0,0,v5_strong,0.15,left,22,early_loading,native_strong_ice,125,52,1064,63,440,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p15_left_early_loading_native_strong_ice_v0,0,v5_strong,0.15,left,24,early_loading,native_strong_ice,37,8,1169,19,54,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p15_left_early_loading_native_strong_ice_v1,1,v5_strong,0.15,left,1,early_loading,native_strong_ice,83,22,369,51,,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p15_left_early_loading_native_strong_ice_v1,1,v5_strong,0.15,left,4,early_loading,native_strong_ice,84,49,454,22,64,2,1,False,False,False,True,False,True,False
EPISODE,,,positive_0p15_left_early_loading_native_strong_ice_v1,1,v5_strong,0.15,left,14,early_loading,native_strong_ice,160,91,874,59,369,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p15_left_early_loading_native_strong_ice_v1,1,v5_strong,0.15,left,20,early_loading,native_strong_ice,57,26,1063,21,99,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p15_left_early_loading_native_strong_ice_v1,1,v5_strong,0.15,left,34,early_loading,native_strong_ice,245,104,1337,100,249,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p15_left_mid_loading_early_stance_native_strong_ice_v0,0,v5_strong,0.15,left,7,mid_loading_early_stance,native_strong_ice,245,95,692,96,,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p15_left_mid_loading_early_stance_native_strong_ice_v0,0,v5_strong,0.15,left,9,mid_loading_early_stance,native_strong_ice,149,14,1237,100,451,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p15_left_mid_loading_early_stance_native_strong_ice_v0,0,v5_strong,0.15,left,14,mid_loading_early_stance,native_strong_ice,176,31,2466,100,1216,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p15_left_mid_loading_early_stance_native_strong_ice_v1,1,v5_strong,0.15,left,1,mid_loading_early_stance,native_strong_ice,141,3,442,98,,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p15_left_mid_loading_early_stance_native_strong_ice_v1,1,v5_strong,0.15,left,4,mid_loading_early_stance,native_strong_ice,165,23,1054,100,610,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p15_left_mid_loading_early_stance_native_strong_ice_v1,1,v5_strong,0.15,left,6,mid_loading_early_stance,native_strong_ice,164,28,1638,100,562,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p15_left_mid_loading_early_stance_native_strong_ice_v1,1,v5_strong,0.15,left,13,mid_loading_early_stance,native_strong_ice,175,29,2868,100,1203,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p15_left_mid_loading_early_stance_native_strong_ice_v2,2,v5_strong,0.15,left,0,mid_loading_early_stance,native_strong_ice,218,25,234,99,,2,1,False,False,False,True,False,True,False
EPISODE,,,positive_0p15_left_mid_loading_early_stance_native_strong_ice_v2,2,v5_strong,0.15,left,2,mid_loading_early_stance,native_strong_ice,238,19,888,99,627,2,1,False,False,False,True,False,True,False
EPISODE,,,positive_0p15_left_mid_loading_early_stance_native_strong_ice_v2,2,v5_strong,0.15,left,4,mid_loading_early_stance,native_strong_ice,241,101,1392,100,483,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p15_left_mid_loading_early_stance_native_strong_ice_v2,2,v5_strong,0.15,left,6,mid_loading_early_stance,native_strong_ice,152,11,2004,100,512,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p15_left_mid_loading_early_stance_native_strong_ice_v2,2,v5_strong,0.15,left,9,mid_loading_early_stance,native_strong_ice,268,128,2594,100,580,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p15_left_mid_late_stance_native_strong_ice_v1,1,v5_strong,0.15,left,1,mid_late_stance,native_strong_ice,353,90,567,99,,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p15_left_mid_late_stance_native_strong_ice_v2,2,v5_strong,0.15,left,7,mid_late_stance,native_strong_ice,283,11,949,96,,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p15_left_mid_late_stance_native_strong_ice_v2,2,v5_strong,0.15,left,13,mid_late_stance,native_strong_ice,274,9,1521,100,562,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p15_left_mid_late_stance_native_strong_ice_v2,2,v5_strong,0.15,left,17,mid_late_stance,native_strong_ice,282,7,2756,100,1227,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p15_right_early_loading_native_strong_ice_v0,0,v5_strong,0.15,right,1,early_loading,native_strong_ice,86,11,282,65,,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p15_right_early_loading_native_strong_ice_v0,0,v5_strong,0.15,right,2,early_loading,native_strong_ice,55,7,339,35,47,2,1,False,False,False,True,False,True,False
EPISODE,,,positive_0p15_right_early_loading_native_strong_ice_v0,0,v5_strong,0.15,right,10,early_loading,native_strong_ice,128,35,775,80,427,2,1,False,False,False,True,False,True,False
EPISODE,,,positive_0p15_right_early_loading_native_strong_ice_v0,0,v5_strong,0.15,right,11,early_loading,native_strong_ice,55,16,844,18,32,4,3,False,False,False,True,False,True,False
EPISODE,,,positive_0p15_right_early_loading_native_strong_ice_v1,1,v5_strong,0.15,right,12,early_loading,native_strong_ice,100,33,642,48,,4,3,False,False,False,True,False,True,False
EPISODE,,,positive_0p15_right_early_loading_native_strong_ice_v2,2,v5_strong,0.15,right,4,early_loading,native_strong_ice,91,18,444,63,,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p15_right_early_loading_native_strong_ice_v2,2,v5_strong,0.15,right,5,early_loading,native_strong_ice,37,1,499,26,38,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p15_right_early_loading_native_strong_ice_v2,2,v5_strong,0.15,right,16,early_loading,native_strong_ice,115,35,906,67,407,2,1,False,False,False,True,False,True,False
EPISODE,,,positive_0p15_right_mid_loading_early_stance_native_strong_ice_v0,0,v5_strong,0.15,right,1,mid_loading_early_stance,native_strong_ice,204,35,366,100,,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p15_right_mid_loading_early_stance_native_strong_ice_v0,0,v5_strong,0.15,right,3,mid_loading_early_stance,native_strong_ice,168,37,925,100,525,1,0,False,False,False,True,False,False,False
EPISODE,,,positive_0p15_right_mid_loading_early_stance_native_strong_ice_v0,0,v5_strong,0.15,right,6,mid_loading_early_stance,native_strong_ice,147,11,1521,97,560,2,1,False,False,False,True,False,True,False
EPISODE,,,positive_0p15_right_mid_loading_early_stance_native_strong_ice_v0,0,v5_strong,0.15,right,9,mid_loading_early_stance,native_strong_ice,322,177,2140,96,606,2,1,False,False,False,True,False,True,False
EPISODE,,,positive_0p15_right_mid_loading_early_stance_native_strong_ice_v1,1,v5_strong,0.15,right,0,mid_loading_early_stance,native_strong_ice,164,8,193,98,,1,0,False,True,False,True,False,False,False
EPISODE,,,positive_0p15_right_mid_loading_early_stance_native_strong_ice_v1,1,v5_strong,0.15,right,15,mid_loading_early_stance,native_strong_ice,145,16,731,96,531,1,0,False,False,False,True,False,False,False
