outer_fold,inner_fold,fit_fold,mining_fold,reason,identity,run_id,outer_validation_member,actionable_score,foot_score
0,1,1,2,high_normal,positive_0p15_left_early_loading_v2_M1:529:1,positive_0p15_left_early_loading_v2_M1,False,0.9999063757185669,0.008411875843034438
0,1,1,2,high_normal,positive_0p10_left_mid_late_stance_native_strong_ice_v2:939:0,positive_0p10_left_mid_late_stance_native_strong_ice_v2,False,0.999909949556822,0.635113464265253
0,1,1,2,high_normal,positive_0p10_left_mid_late_stance_native_strong_ice_v2:1159:1,positive_0p10_left_mid_late_stance_native_strong_ice_v2,False,0.9999100875506574,0.2655829135576621
0,1,1,2,high_normal,supplemental_positive_v8_l02:1809:0,supplemental_positive_v8_l02,False,0.9999116817826592,0.4982138798083534
0,1,1,2,high_normal,positive_0p10_left_mid_late_stance_native_strong_ice_v2:2689:0,positive_0p10_left_mid_late_stance_native_strong_ice_v2,False,0.9999128807421399,0.2904513562228634
0,1,1,2,high_normal,positive_0p10_right_mid_late_stance_v2_M1:1769:1,positive_0p10_right_mid_late_stance_v2_M1,False,0.9999175185915204,0.796931592370531
0,1,1,2,high_normal,positive_0p20_left_mid_late_stance_v2_M1:2349:1,positive_0p20_left_mid_late_stance_v2_M1,False,0.9999189303684595,0.07317341374810578
0,1,1,2,high_normal,positive_0p15_right_mid_loading_early_stance_v2_M1:1979:0,positive_0p15_right_mid_loading_early_stance_v2_M1,False,0.9999240265930859,0.06059260187369984
0,1,1,2,high_normal,positive_0p20_right_mid_loading_early_stance_v2_M1:2019:0,positive_0p20_right_mid_loading_early_stance_v2_M1,False,0.9999242534093004,0.3968188698495736
0,1,1,2,high_normal,positive_0p10_right_mid_late_stance_v2_M1:1209:1,positive_0p10_right_mid_late_stance_v2_M1,False,0.9999246482733549,0.9720460512034984
0,1,1,2,high_normal,ice_native_0p15_v02:819:0,ice_native_0p15_v02,False,0.9999250180648881,0.48281066608299006
0,1,1,2,high_normal,ice_native_0p15_v02:849:0,ice_native_0p15_v02,False,0.9999262675086618,0.350051262520641
0,1,1,2,high_normal,positive_0p15_left_mid_loading_early_stance_native_strong_ice_v2:2889:1,positive_0p15_left_mid_loading_early_stance_native_strong_ice_v2,False,0.999926969465528,0.06127874244849566
0,1,1,2,high_normal,positive_0p10_left_early_loading_native_strong_ice_v2:799:0,positive_0p10_left_early_loading_native_strong_ice_v2,False,0.9999276331664381,0.07163323886330494
0,1,1,2,high_normal,positive_0p15_left_mid_loading_early_stance_native_strong_ice_v2:2899:1,positive_0p15_left_mid_loading_early_stance_native_strong_ice_v2,False,0.9999276947189828,0.12473844862770525
0,1,1,2,high_normal,positive_0p20_right_mid_loading_early_stance_native_strong_ice_v2:1989:0,positive_0p20_right_mid_loading_early_stance_native_strong_ice_v2,False,0.9999278864982223,0.2127149700378503
0,1,1,2,high_normal,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v2:1119:1,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v2,False,0.9999300571734848,0.20451359997877167
0,1,1,2,high_normal,positive_0p10_left_mid_late_stance_native_strong_ice_v2:2119:0,positive_0p10_left_mid_late_stance_native_strong_ice_v2,False,0.9999305427139217,0.04581200141715461
0,1,1,2,high_normal,ice_native_0p20_v02:2449:1,ice_native_0p20_v02,False,0.9999314668070742,0.11042168312602178
0,1,1,2,high_normal,positive_0p20_right_mid_loading_early_stance_native_strong_ice_v2:2629:0,positive_0p20_right_mid_loading_early_stance_native_strong_ice_v2,False,0.999931583528627,0.3151965067256388
0,1,1,2,high_normal,positive_0p15_left_mid_loading_early_stance_native_strong_ice_v2:1109:1,positive_0p15_left_mid_loading_early_stance_native_strong_ice_v2,False,0.9999316470052846,0.004541665577584436
0,1,1,2,high_normal,ice_native_0p10_v02:2159:1,ice_native_0p10_v02,False,0.999933113621317,0.2871269017508515
0,1,1,2,high_normal,positive_0p15_left_mid_loading_early_stance_native_strong_ice_v2:2909:1,positive_0p15_left_mid_loading_early_stance_native_strong_ice_v2,False,0.9999334383872981,0.04195428921510483
0,1,1,2,high_normal,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v2:2629:0,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v2,False,0.999933834799948,0.35774480509861006
0,1,1,2,high_normal,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v2:2909:1,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v2,False,0.999933860064821,0.5535473473854559
0,1,1,2,high_normal,ice_native_0p20_v02:2399:1,ice_native_0p20_v02,False,0.9999358804581819,0.9938926771520591
0,1,1,2,high_normal,positive_0p15_right_mid_loading_early_stance_v2_M1:2639:0,positive_0p15_right_mid_loading_early_stance_v2_M1,False,0.9999369532473988,0.24855548909153982
0,1,1,2,high_normal,positive_0p20_left_mid_late_stance_v2_M1:2719:0,positive_0p20_left_mid_late_stance_v2_M1,False,0.9999402768223423,0.997628923584935
0,1,1,2,high_normal,positive_0p20_right_mid_loading_early_stance_native_strong_ice_v2:1439:0,positive_0p20_right_mid_loading_early_stance_native_strong_ice_v2,False,0.9999433554509606,0.5063018525869254
0,1,1,2,high_normal,positive_0p20_left_mid_loading_early_stance_native_strong_ice_v2:1919:0,positive_0p20_left_mid_loading_early_stance_native_strong_ice_v2,False,0.9999439830112987,0.9961298382171605
0,1,1,2,high_normal,positive_0p20_right_mid_late_stance_v2_M1:589:1,positive_0p20_right_mid_late_stance_v2_M1,False,0.9999452650322456,0.4577919951385717
0,1,1,2,high_normal,positive_0p20_right_mid_late_stance_native_strong_ice_v2:1159:1,positive_0p20_right_mid_late_stance_native_strong_ice_v2,False,0.9999457452699407,0.9614393080184237
0,1,1,2,high_normal,positive_0p20_right_mid_loading_early_stance_native_strong_ice_v2:2639:0,positive_0p20_right_mid_loading_early_stance_native_strong_ice_v2,False,0.9999458963805338,0.3346689649075406
0,1,1,2,high_normal,positive_0p20_left_early_loading_v2_M1:1389:0,positive_0p20_left_early_loading_v2_M1,False,0.9999462711386157,0.08311630833588843
0,1,1,2,high_normal,ice_native_0p15_v02:2259:1,ice_native_0p15_v02,False,0.9999470865907653,0.5554403619608745
0,1,1,2,high_normal,positive_0p20_right_mid_late_stance_v2_M1:2959:1,positive_0p20_right_mid_late_stance_v2_M1,False,0.9999478964757296,0.898805132125268
0,1,1,2,high_normal,positive_0p20_right_mid_loading_early_stance_native_strong_ice_v2:1429:0,positive_0p20_right_mid_loading_early_stance_native_strong_ice_v2,False,0.9999481568272282,0.48356290990500006
0,1,1,2,high_normal,positive_0p15_left_mid_late_stance_native_strong_ice_v2:2109:0,positive_0p15_left_mid_late_stance_native_strong_ice_v2,False,0.9999490561225687,0.03455696813899646
0,1,1,2,high_normal,supplemental_positive_v8_l02:2409:0,supplemental_positive_v8_l02,False,0.9999499447735981,0.44908825889051335
0,1,1,2,high_normal,positive_0p15_left_early_loading_v2_M1:1759:1,positive_0p15_left_early_loading_v2_M1,False,0.9999502747572191,0.028142921953658622
0,1,1,2,high_normal,positive_0p20_left_mid_late_stance_v2_M1:1549:0,positive_0p20_left_mid_late_stance_v2_M1,False,0.9999509854386414,0.9951696118031488
0,1,1,2,high_normal,positive_0p20_right_mid_late_stance_v2_M1:2979:1,positive_0p20_right_mid_late_stance_v2_M1,False,0.9999522385210811,0.9704584757267033
0,1,1,2,high_normal,positive_0p20_right_mid_loading_early_stance_native_strong_ice_v2:2649:0,positive_0p20_right_mid_loading_early_stance_native_strong_ice_v2,False,0.9999535312389215,0.4793786348217612
0,1,1,2,high_normal,positive_0p15_right_early_loading_v2_M1:1129:1,positive_0p15_right_early_loading_v2_M1,False,0.9999543460524701,9.751277112408829e-06
0,1,1,2,high_normal,positive_0p15_left_mid_late_stance_native_strong_ice_v2:1139:1,positive_0p15_left_mid_late_stance_native_strong_ice_v2,False,0.999954400408928,0.8575864725246493
0,1,1,2,high_normal,positive_0p20_right_mid_loading_early_stance_v2_M1:1999:0,positive_0p20_right_mid_loading_early_stance_v2_M1,False,0.9999546277696991,0.3233962753667083
0,1,1,2,high_normal,positive_0p20_right_mid_late_stance_native_strong_ice_v2:1169:1,positive_0p20_right_mid_late_stance_native_strong_ice_v2,False,0.9999549194448434,0.9441565991675203
0,1,1,2,high_normal,positive_0p20_right_mid_late_stance_v2_M1:1199:1,positive_0p20_right_mid_late_stance_v2_M1,False,0.9999549238935411,0.4143070895274888
0,1,1,2,high_normal,ice_native_0p15_v02:2629:0,ice_native_0p15_v02,False,0.9999551587071762,0.4735963089220924
0,1,1,2,high_normal,positive_0p20_right_mid_late_stance_native_strong_ice_v2:1179:1,positive_0p20_right_mid_late_stance_native_strong_ice_v2,False,0.9999563876095832,0.6971874870702749
0,1,1,2,high_normal,positive_0p10_left_early_loading_native_strong_ice_v2:509:1,positive_0p10_left_early_loading_native_strong_ice_v2,False,0.999958888518755,0.871024318957417
0,1,1,2,high_normal,positive_0p15_right_mid_loading_early_stance_native_strong_ice_v2:1989:0,positive_0p15_right_mid_loading_early_stance_native_strong_ice_v2,False,0.999959677277116,0.0010730088306549774
0,1,1,2,high_normal,positive_0p10_right_mid_late_stance_v2_M1:2989:1,positive_0p10_right_mid_late_stance_v2_M1,False,0.9999606705522662,0.03316239662614585
0,1,1,2,high_normal,positive_0p15_left_mid_loading_early_stance_native_strong_ice_v2:2919:1,positive_0p15_left_mid_loading_early_stance_native_strong_ice_v2,False,0.9999612852256187,0.059497635206345025
0,1,1,2,high_normal,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v2:2619:0,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v2,False,0.9999621623613669,0.3618918918350012
0,1,1,2,high_normal,positive_0p10_right_mid_late_stance_v2_M1:1779:1,positive_0p10_right_mid_late_stance_v2_M1,False,0.9999625785256674,0.5417940692618539
0,1,1,2,high_normal,positive_0p20_left_early_loading_v2_M1:529:1,positive_0p20_left_early_loading_v2_M1,False,0.9999627460773712,0.0018829591439828812
0,1,1,2,high_normal,positive_0p15_right_mid_loading_early_stance_v2_M1:2609:0,positive_0p15_right_mid_loading_early_stance_v2_M1,False,0.9999629600734015,0.1731221576848956
0,1,1,2,high_normal,positive_0p20_left_mid_late_stance_v2_M1:2709:0,positive_0p20_left_mid_late_stance_v2_M1,False,0.9999638064411646,0.9964644314549568
0,1,1,2,high_normal,ice_native_0p20_v02:809:0,ice_native_0p20_v02,False,0.9999644825172311,0.851869429803276
0,1,1,2,high_normal,ice_native_0p20_v02:2439:1,ice_native_0p20_v02,False,0.9999645926419196,0.24592405712283014
0,1,1,2,high_normal,positive_0p15_right_mid_loading_early_stance_native_strong_ice_v2:1389:0,positive_0p15_right_mid_loading_early_stance_native_strong_ice_v2,False,0.999964920531254,0.037064853008477255
0,1,1,2,high_normal,positive_0p20_left_mid_loading_early_stance_native_strong_ice_v2:1689:1,positive_0p20_left_mid_loading_early_stance_native_strong_ice_v2,False,0.999967340336315,0.24760352040720393
0,1,1,2,high_normal,positive_0p15_right_mid_loading_early_stance_v2_M1:2649:0,positive_0p15_right_mid_loading_early_stance_v2_M1,False,0.9999680872481211,0.26269746726830556
0,1,1,2,high_normal,ice_native_0p15_v02:2249:1,ice_native_0p15_v02,False,0.9999686680595327,0.9294361977429492
0,1,1,2,high_normal,positive_0p20_right_mid_loading_early_stance_v2_M1:2639:0,positive_0p20_right_mid_loading_early_stance_v2_M1,False,0.9999686909165164,0.6451441469252068
0,1,1,2,high_normal,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v2:2609:0,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v2,False,0.9999691194857581,0.3524123634944087
0,1,1,2,high_normal,ice_native_0p20_v02:1439:0,ice_native_0p20_v02,False,0.9999703987947355,0.7813582275792875
0,1,1,2,high_normal,ice_native_0p20_v02:1449:0,ice_native_0p20_v02,False,0.9999709294282239,0.07486161115888477
0,1,1,2,high_normal,positive_0p20_right_mid_loading_early_stance_native_strong_ice_v2:2669:0,positive_0p20_right_mid_loading_early_stance_native_strong_ice_v2,False,0.99997135850055,0.2506621182959128
0,1,1,2,high_normal,positive_0p20_right_mid_late_stance_native_strong_ice_v2:589:1,positive_0p20_right_mid_late_stance_native_strong_ice_v2,False,0.9999718401490766,0.9122290270584379
0,1,1,2,high_normal,positive_0p15_right_mid_loading_early_stance_v2_M1:2629:0,positive_0p15_right_mid_loading_early_stance_v2_M1,False,0.9999719399547443,0.2236327485051145
0,1,1,2,high_normal,positive_0p15_right_mid_loading_early_stance_native_strong_ice_v2:1379:0,positive_0p15_right_mid_loading_early_stance_native_strong_ice_v2,False,0.9999733195163911,0.028655099822674442
0,1,1,2,high_normal,positive_0p10_left_early_loading_native_strong_ice_v2:499:1,positive_0p10_left_early_loading_native_strong_ice_v2,False,0.9999738802647203,0.780470345832707
0,1,1,2,high_normal,ice_native_0p15_v02:789:0,ice_native_0p15_v02,False,0.9999747885755152,0.5280159886121163
0,1,1,2,high_normal,positive_0p15_right_mid_late_stance_native_strong_ice_v2:1739:1,positive_0p15_right_mid_late_stance_native_strong_ice_v2,False,0.9999748547939038,0.9911030002648558
0,1,1,2,high_normal,positive_0p10_right_mid_late_stance_v2_M1:2999:1,positive_0p10_right_mid_late_stance_v2_M1,False,0.9999749388463195,0.03754187753996229
0,1,1,2,high_normal,ice_native_0p20_v02:819:0,ice_native_0p20_v02,False,0.9999749499408959,0.48925721462684363
0,1,1,2,high_normal,positive_0p10_left_mid_late_stance_native_strong_ice_v2:1149:1,positive_0p10_left_mid_late_stance_native_strong_ice_v2,False,0.9999752196774,0.11363689085069038
0,1,1,2,high_normal,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v2:2919:1,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v2,False,0.9999752860872595,0.5145834761019354
0,1,1,2,high_normal,positive_0p20_right_mid_loading_early_stance_native_strong_ice_v2:2659:0,positive_0p20_right_mid_loading_early_stance_native_strong_ice_v2,False,0.9999759082587183,0.4397942434386441
0,1,1,2,high_normal,supplemental_positive_v8_l02:659:0,supplemental_positive_v8_l02,False,0.999976819653421,0.62663045892541
0,1,1,2,high_normal,positive_0p20_right_mid_late_stance_v2_M1:1209:1,positive_0p20_right_mid_late_stance_v2_M1,False,0.9999769174966537,0.8586569152391154
0,1,1,2,high_normal,positive_0p20_right_mid_late_stance_native_strong_ice_v2:2949:1,positive_0p20_right_mid_late_stance_native_strong_ice_v2,False,0.9999769465082882,0.9943715661415324
0,1,1,2,high_normal,positive_0p15_right_mid_loading_early_stance_v2_M1:2619:0,positive_0p15_right_mid_loading_early_stance_v2_M1,False,0.9999771110470946,0.21883945039999608
0,1,1,2,high_normal,positive_0p10_left_mid_late_stance_native_strong_ice_v2:2109:0,positive_0p10_left_mid_late_stance_native_strong_ice_v2,False,0.9999771134267335,0.04488468634561946
0,1,1,2,high_normal,positive_0p10_right_early_loading_native_strong_ice_v2:869:0,positive_0p10_right_early_loading_native_strong_ice_v2,False,0.9999771851526884,0.035234251213690705
0,1,1,2,high_normal,positive_0p20_right_mid_loading_early_stance_native_strong_ice_v2:1459:0,positive_0p20_right_mid_loading_early_stance_native_strong_ice_v2,False,0.9999773237201122,0.13241020055806546
0,1,1,2,high_normal,positive_0p15_right_mid_late_stance_native_strong_ice_v2:679:1,positive_0p15_right_mid_late_stance_native_strong_ice_v2,False,0.9999778264169887,0.05019676163932537
0,1,1,2,high_normal,positive_0p15_right_mid_late_stance_native_strong_ice_v2:2959:1,positive_0p15_right_mid_late_stance_native_strong_ice_v2,False,0.999978588577555,0.9565025675037504
0,1,1,2,high_normal,positive_0p20_right_mid_late_stance_native_strong_ice_v2:2939:1,positive_0p20_right_mid_late_stance_native_strong_ice_v2,False,0.9999795695222025,0.9964771427427709
0,1,1,2,high_normal,positive_0p20_right_mid_late_stance_v2_M1:1789:1,positive_0p20_right_mid_late_stance_v2_M1,False,0.9999798781936025,0.9635276306562814
0,1,1,2,high_normal,positive_0p20_left_mid_late_stance_v2_M1:1539:0,positive_0p20_left_mid_late_stance_v2_M1,False,0.9999804627172495,0.9959474828840785
0,1,1,2,high_normal,positive_0p20_left_mid_late_stance_v2_M1:1559:0,positive_0p20_left_mid_late_stance_v2_M1,False,0.9999810175510282,0.9958997668082032
0,1,1,2,high_normal,positive_0p20_left_early_loading_v2_M1:699:0,positive_0p20_left_early_loading_v2_M1,False,0.9999816747489316,0.9884406036414989
0,1,1,2,high_normal,positive_0p15_right_mid_loading_early_stance_native_strong_ice_v2:1969:0,positive_0p15_right_mid_loading_early_stance_native_strong_ice_v2,False,0.9999817865288448,0.005790381464510608
0,1,1,2,high_normal,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v2:1979:0,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v2,False,0.9999823472704629,0.001038167618538699
0,1,1,2,high_normal,positive_0p10_right_mid_late_stance_v2_M1:609:1,positive_0p10_right_mid_late_stance_v2_M1,False,0.9999823852545098,0.9785933713251193
0,1,1,2,high_normal,positive_0p20_left_early_loading_v2_M1:499:1,positive_0p20_left_early_loading_v2_M1,False,0.9999837632746864,0.36049004413273644
0,1,1,2,high_normal,positive_0p20_right_mid_late_stance_native_strong_ice_v2:1779:1,positive_0p20_right_mid_late_stance_native_strong_ice_v2,False,0.9999848754206118,0.8927316876044583
0,1,1,2,high_normal,positive_0p20_left_early_loading_v2_M1:709:0,positive_0p20_left_early_loading_v2_M1,False,0.9999851446028685,0.9992356527711967
0,1,1,2,high_normal,positive_0p10_right_mid_late_stance_v2_M1:1799:1,positive_0p10_right_mid_late_stance_v2_M1,False,0.9999860321618232,0.042022765263185845
0,1,1,2,high_normal,positive_0p15_right_early_loading_native_strong_ice_v2:879:0,positive_0p15_right_early_loading_native_strong_ice_v2,False,0.9999869915786163,0.03329474236184494
0,1,1,2,high_normal,positive_0p20_right_mid_late_stance_v2_M1:1799:1,positive_0p20_right_mid_late_stance_v2_M1,False,0.9999870337186465,0.9649388440911573
0,1,1,2,high_normal,positive_0p20_right_mid_loading_early_stance_v2_M1:2009:0,positive_0p20_right_mid_loading_early_stance_v2_M1,False,0.9999874454216903,0.35011168971447076
0,1,1,2,high_normal,ice_native_0p15_v02:809:0,ice_native_0p15_v02,False,0.9999875073605357,0.776106150032016
0,1,1,2,high_normal,positive_0p20_right_mid_loading_early_stance_native_strong_ice_v2:1449:0,positive_0p20_right_mid_loading_early_stance_native_strong_ice_v2,False,0.999987603741013,0.6506532027026961
0,1,1,2,high_normal,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v2:2009:0,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v2,False,0.9999879251040664,0.0016056794485711768
0,1,1,2,high_normal,ice_native_0p20_v02:1469:0,ice_native_0p20_v02,False,0.9999879541346639,0.3047321413860782
0,1,1,2,high_normal,positive_0p20_left_mid_late_stance_v2_M1:259:0,positive_0p20_left_mid_late_stance_v2_M1,False,0.9999885448315873,0.9566849824796609
0,1,1,2,high_normal,positive_0p15_right_mid_loading_early_stance_native_strong_ice_v2:1959:0,positive_0p15_right_mid_loading_early_stance_native_strong_ice_v2,False,0.9999888009307676,0.010086700592429429
0,1,1,2,high_normal,ice_native_0p15_v02:2589:0,ice_native_0p15_v02,False,0.999989081597237,9.502163661911164e-05
0,1,1,2,high_normal,positive_0p20_left_mid_loading_early_stance_v2_M1:1729:1,positive_0p20_left_mid_loading_early_stance_v2_M1,False,0.9999898508912443,0.015577679389855156
0,1,1,2,high_normal,positive_0p10_left_mid_late_stance_native_strong_ice_v2:2079:0,positive_0p10_left_mid_late_stance_native_strong_ice_v2,False,0.9999904388199431,0.951024381216337
0,1,1,2,high_normal,positive_0p20_left_mid_late_stance_v2_M1:2699:0,positive_0p20_left_mid_late_stance_v2_M1,False,0.9999908386752838,0.994877010548056
0,1,1,2,high_normal,positive_0p20_right_mid_loading_early_stance_v2_M1:2649:0,positive_0p20_right_mid_loading_early_stance_v2_M1,False,0.9999914803982587,0.6929063608186754
0,1,1,2,high_normal,positive_0p15_left_mid_late_stance_native_strong_ice_v2:2069:0,positive_0p15_left_mid_late_stance_native_strong_ice_v2,False,0.9999916829338812,0.9642649718344085
0,1,1,2,high_normal,positive_0p20_left_mid_late_stance_v2_M1:1529:0,positive_0p20_left_mid_late_stance_v2_M1,False,0.9999917638348762,0.991572689908343
0,1,1,2,high_normal,supplemental_positive_v8_l02:629:0,supplemental_positive_v8_l02,False,0.9999922291111031,0.34066783095648456
0,1,1,2,high_normal,positive_0p10_left_mid_late_stance_native_strong_ice_v2:2069:0,positive_0p10_left_mid_late_stance_native_strong_ice_v2,False,0.9999928257213033,0.787614430394099
0,1,1,2,high_normal,positive_0p15_left_mid_late_stance_native_strong_ice_v2:509:1,positive_0p15_left_mid_late_stance_native_strong_ice_v2,False,0.9999930346846556,0.4888347078951433
0,1,1,2,high_normal,supplemental_positive_v8_l02:2429:0,supplemental_positive_v8_l02,False,0.9999933192917986,0.9359144179284732
0,1,1,2,high_normal,positive_0p10_left_early_loading_native_strong_ice_v2:1429:0,positive_0p10_left_early_loading_native_strong_ice_v2,False,0.9999935814760741,0.9690137173772436
0,1,1,2,high_normal,positive_0p20_left_mid_loading_early_stance_native_strong_ice_v2:1699:1,positive_0p20_left_mid_loading_early_stance_native_strong_ice_v2,False,0.9999937198172033,0.2708574080951939
0,1,1,2,high_normal,positive_0p15_right_mid_loading_early_stance_native_strong_ice_v2:2499:0,positive_0p15_right_mid_loading_early_stance_native_strong_ice_v2,False,0.9999938440187719,0.004632350824411672
0,1,1,2,high_normal,positive_0p15_right_mid_loading_early_stance_v2_M1:1449:0,positive_0p15_right_mid_loading_early_stance_v2_M1,False,0.99999425149764,0.5916779652637647
0,1,1,2,high_normal,ice_native_0p20_v02:779:0,ice_native_0p20_v02,False,0.9999946299565691,0.7599092610404323
0,1,1,2,high_normal,ice_native_0p15_v02:769:0,ice_native_0p15_v02,False,0.9999950282766062,0.9355491974053786
0,1,1,2,high_normal,positive_0p15_right_mid_late_stance_native_strong_ice_v2:1749:1,positive_0p15_right_mid_late_stance_native_strong_ice_v2,False,0.9999952846475213,0.9953515960711713
0,1,1,2,high_normal,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v2:1449:0,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v2,False,0.9999953968735915,0.03742990665667324
0,1,1,2,high_normal,positive_0p20_right_mid_late_stance_native_strong_ice_v2:599:1,positive_0p20_right_mid_late_stance_native_strong_ice_v2,False,0.9999956966896622,0.9560511427650157
0,1,1,2,high_normal,positive_0p20_right_mid_late_stance_v2_M1:609:1,positive_0p20_right_mid_late_stance_v2_M1,False,0.9999957000026525,0.9388073944506561
0,1,1,2,high_normal,supplemental_positive_v8_l02:2439:0,supplemental_positive_v8_l02,False,0.9999961675777104,0.9893572338521263
0,1,1,2,high_normal,ice_native_0p20_v02:2719:0,ice_native_0p20_v02,False,0.9999962981717251,0.9988096421619239
0,1,1,2,high_normal,supplemental_positive_v8_l02:1819:0,supplemental_positive_v8_l02,False,0.9999963239827365,0.972743803131548
0,1,1,2,high_normal,ice_native_0p20_v02:1079:0,ice_native_0p20_v02,False,0.9999964608851936,0.017366095959775216
0,1,1,2,high_normal,positive_0p20_left_mid_late_stance_v2_M1:2689:0,positive_0p20_left_mid_late_stance_v2_M1,False,0.9999967221543824,0.9740388659171348
0,1,1,2,high_normal,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v2:1999:0,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v2,False,0.9999974408799722,0.003810377222879589
0,1,1,2,high_normal,positive_0p10_right_mid_late_stance_v2_M1:589:1,positive_0p10_right_mid_late_stance_v2_M1,False,0.9999975519222547,0.7501384167508109
0,1,1,2,high_normal,positive_0p15_left_early_loading_v2_M1:699:0,positive_0p15_left_early_loading_v2_M1,False,0.9999975813732784,0.9964812130618487
0,1,1,2,high_normal,positive_0p15_left_mid_late_stance_native_strong_ice_v2:2099:0,positive_0p15_left_mid_late_stance_native_strong_ice_v2,False,0.9999976232300045,0.06292107241437805
0,1,1,2,high_normal,positive_0p20_left_early_loading_v2_M1:859:0,positive_0p20_left_early_loading_v2_M1,False,0.9999978022197663,1.1608218712219203e-05
0,1,1,2,high_normal,positive_0p20_left_mid_loading_early_stance_native_strong_ice_v2:1719:1,positive_0p20_left_mid_loading_early_stance_native_strong_ice_v2,False,0.9999978726826266,0.0482124341375471
0,1,1,2,high_normal,positive_0p20_right_mid_late_stance_v2_M1:599:1,positive_0p20_right_mid_late_stance_v2_M1,False,0.9999979033249422,0.8388249860889323
0,1,1,2,high_normal,ice_native_0p20_v02:1459:0,ice_native_0p20_v02,False,0.9999980563091327,0.021312583180353516
0,1,1,2,high_normal,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v2:1989:0,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v2,False,0.9999981610424926,0.0005572859951039788
0,1,1,2,high_normal,positive_0p20_left_mid_loading_early_stance_native_strong_ice_v2:1709:1,positive_0p20_left_mid_loading_early_stance_native_strong_ice_v2,False,0.9999981898584526,0.14373003901949655
0,1,1,2,high_normal,ice_native_0p20_v02:1689:1,ice_native_0p20_v02,False,0.9999983298040391,0.9994833993574191
0,1,1,2,high_normal,ice_native_0p20_v02:839:0,ice_native_0p20_v02,False,0.9999984832055325,0.9209028862464713
0,1,1,2,high_normal,ice_native_0p20_v02:1679:1,ice_native_0p20_v02,False,0.999998522497752,0.9988374925055636
0,1,1,2,high_normal,positive_0p20_right_mid_loading_early_stance_v2_M1:1449:0,positive_0p20_right_mid_loading_early_stance_v2_M1,False,0.9999986733188445,0.5408910792387124
0,1,1,2,high_normal,positive_0p20_left_mid_late_stance_v2_M1:1509:0,positive_0p20_left_mid_late_stance_v2_M1,False,0.9999986971245161,0.8466707145741006
0,1,1,2,high_normal,positive_0p20_left_mid_late_stance_v2_M1:1519:0,positive_0p20_left_mid_late_stance_v2_M1,False,0.9999987173956446,0.9822505324396072
0,1,1,2,high_normal,positive_0p15_left_early_loading_v2_M1:689:0,positive_0p15_left_early_loading_v2_M1,False,0.9999987696353839,0.9972384590562853
0,1,1,2,high_normal,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v2:2639:0,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v2,False,0.9999988767976461,0.3034498236637271
0,1,1,2,high_normal,positive_0p20_left_early_loading_v2_M1:689:0,positive_0p20_left_early_loading_v2_M1,False,0.9999990278208596,0.9975236704756717
0,1,1,2,high_normal,ice_native_0p15_v02:779:0,ice_native_0p15_v02,False,0.9999991944661618,0.8787239094906746
0,1,1,2,high_normal,positive_0p10_right_mid_late_stance_v2_M1:599:1,positive_0p10_right_mid_late_stance_v2_M1,False,0.9999992909741953,0.9477593051668248
0,1,1,2,high_normal,ice_native_0p20_v02:2669:0,ice_native_0p20_v02,False,0.9999993287889044,0.4690257491993324
0,1,1,2,high_normal,positive_0p15_right_early_loading_native_strong_ice_v2:869:0,positive_0p15_right_early_loading_native_strong_ice_v2,False,0.9999994492671553,0.004234589825720645
0,1,1,2,high_normal,ice_native_0p15_v02:2239:1,ice_native_0p15_v02,False,0.9999994994572304,0.9600320319534247
0,1,1,2,high_normal,positive_0p10_right_mid_late_stance_v2_M1:1269:1,positive_0p10_right_mid_late_stance_v2_M1,False,0.9999995414241887,0.1468246622258668
0,1,1,2,high_normal,ice_native_0p15_v02:2599:0,ice_native_0p15_v02,False,0.9999995806418731,0.001610646175867739
0,1,1,2,high_normal,ice_native_0p20_v02:2709:0,ice_native_0p20_v02,False,0.9999996649069854,0.9998245727630843
0,1,1,2,high_normal,ice_native_0p15_v02:1959:1,ice_native_0p15_v02,False,0.9999997256870543,0.9735861828863761
