run_index,run_id,pair_id,role,status,full_trace_sha256,discarded,replaced,silently_relabelled
129,control_0p15_right_mid_loading_early_stance_moderate_ice_preregistered_v1,v5_pair_064,control,EXECUTED_AND_RETAINED,09f965cf34ef2501f43c37abceee064e40de6c40d254d9a59b490fabfb08b5d9,False,False,False
130,positive_0p15_right_mid_loading_early_stance_moderate_ice_preregistered_v2,v5_pair_065,positive,EXECUTED_AND_RETAINED,40375b9d4aca3575d5c88d15443e3e48e902f899eab0a60819d5c4151336ab5a,False,False,False
131,control_0p15_right_mid_loading_early_stance_moderate_ice_preregistered_v2,v5_pair_065,control,EXECUTED_AND_RETAINED,b1282a21572a87a92ff771f2a3204ba74d24140633e6ccd0c7e0e157cb1d1176,False,False,False
132,positive_0p15_right_mid_late_stance_native_strong_ice_v0,v5_pair_066,positive,EXECUTED_AND_RETAINED,7c557f02cfbe830f4381de35cccc47456b7102244c6665d9f2bda3e325699148,False,False,False
133,control_0p15_right_mid_late_stance_native_strong_ice_v0,v5_pair_066,control,EXECUTED_AND_RETAINED,1f87d424ac552443cad02b3750d884838c91357f5dd371c3a41593e66f2bf854,False,False,False
134,positive_0p15_right_mid_late_stance_native_strong_ice_v1,v5_pair_067,positive,EXECUTED_AND_RETAINED,29438da11493848ae60d4c18a491c6a7a05f483dff0e3331ed0a67de3ac281c0,False,False,False
135,control_0p15_right_mid_late_stance_native_strong_ice_v1,v5_pair_067,control,EXECUTED_AND_RETAINED,5aa6ee2ee5ee11a3914489c092bf2e78e88b24e07b7143b9021086999b9d1bf2,False,False,False
136,positive_0p15_right_mid_late_stance_native_strong_ice_v2,v5_pair_068,positive,EXECUTED_AND_RETAINED,9678e5863670d0d762f9800bc25472831157eb5f794e0ad5d680588de00eb2b4,False,False,False
137,control_0p15_right_mid_late_stance_native_strong_ice_v2,v5_pair_068,control,EXECUTED_AND_RETAINED,e657434f78b1aaded3e0f8a107561aa2b74833afd2c425959e4ea11d27d2de26,False,False,False
138,positive_0p15_right_mid_late_stance_moderate_ice_preregistered_v0,v5_pair_069,positive,EXECUTED_AND_RETAINED,5f6da77bc6dbb51276d427dd908f3357c792e330cdbc1ecb4998c0d4f5a58545,False,False,False
139,control_0p15_right_mid_late_stance_moderate_ice_preregistered_v0,v5_pair_069,control,EXECUTED_AND_RETAINED,30860993d9c7480dabbddf2eabb0eb77a77b6c28c4f6fa336bd80685f34c40d9,False,False,False
140,positive_0p15_right_mid_late_stance_moderate_ice_preregistered_v1,v5_pair_070,positive,EXECUTED_AND_RETAINED,dd599c0cdd79c130de911aa09217d178cb284e6d45746a6d7160ad7ca355fb9b,False,False,False
141,control_0p15_right_mid_late_stance_moderate_ice_preregistered_v1,v5_pair_070,control,EXECUTED_AND_RETAINED,44f7ba3f1757f5b6f8857bf6d3e1c6e5aaf8cd59ad7e23ea85c93b130fe0b94e,False,False,False
142,positive_0p15_right_mid_late_stance_moderate_ice_preregistered_v2,v5_pair_071,positive,EXECUTED_AND_RETAINED,b42c08854175c22174da916737618fa61bf7f83b96cecc395d457abd3c94fc39,False,False,False
143,control_0p15_right_mid_late_stance_moderate_ice_preregistered_v2,v5_pair_071,control,EXECUTED_AND_RETAINED,6175cea164657d068218a6dd48d892b522906960cdf6c3239facb1a8dd5d2d67,False,False,False
144,positive_0p20_left_early_loading_native_strong_ice_v0,v5_pair_072,positive,EXECUTED_AND_RETAINED,de0b1f5850c09cadbf6c1c9db6bc37badf5c47656949e6c9e1a23954333b56f0,False,False,False
145,control_0p20_left_early_loading_native_strong_ice_v0,v5_pair_072,control,EXECUTED_AND_RETAINED,8ae8b7a405165515a157c9bb5438406f50bee032b8a775cae10112a3f510a358,False,False,False
146,positive_0p20_left_early_loading_native_strong_ice_v1,v5_pair_073,positive,EXECUTED_AND_RETAINED,24845885ce44aeb5a1c0686d3cff57fa2e09872c0f9c43bf9ba31d5497ae6191,False,False,False
147,control_0p20_left_early_loading_native_strong_ice_v1,v5_pair_073,control,EXECUTED_AND_RETAINED,8325734d7eb1f1cb09db0d57e5033b81b89624637fd388e6ac01794c05b674be,False,False,False
148,positive_0p20_left_early_loading_native_strong_ice_v2,v5_pair_074,positive,EXECUTED_AND_RETAINED,5d0f502ab0114bdde380b6869e34417fc49bc266338e758000fd10bece68273e,False,False,False
149,control_0p20_left_early_loading_native_strong_ice_v2,v5_pair_074,control,EXECUTED_AND_RETAINED,90b2d6493e5bd56f5d7cf04a9ffa3ec77273de0e984581f1e188496010d12579,False,False,False
150,positive_0p20_left_early_loading_moderate_ice_preregistered_v0,v5_pair_075,positive,EXECUTED_AND_RETAINED,42b471def2ae2093ddfb2f1cbba229311972543a6cb087e575c2c97ebdc00ab8,False,False,False
151,control_0p20_left_early_loading_moderate_ice_preregistered_v0,v5_pair_075,control,EXECUTED_AND_RETAINED,ab42d3acd0e79972b05d2a75691272b8ee46232723ec1f99a885bb02694773cb,False,False,False
152,positive_0p20_left_early_loading_moderate_ice_preregistered_v1,v5_pair_076,positive,EXECUTED_AND_RETAINED,cd7f600c004f75066539a1f46557274d9bdd8d7f57e0be64448d379cec09d0cd,False,False,False
153,control_0p20_left_early_loading_moderate_ice_preregistered_v1,v5_pair_076,control,EXECUTED_AND_RETAINED,b0c4f7b7d45dd7b1ffc1bcfbacf7b01808ae0d7fe7e735ee04a2503430098b26,False,False,False
154,positive_0p20_left_early_loading_moderate_ice_preregistered_v2,v5_pair_077,positive,EXECUTED_AND_RETAINED,2107801ce1b9ee80f20830569131e70b4f854455c2f8e221809ca6c12ce0b73c,False,False,False
155,control_0p20_left_early_loading_moderate_ice_preregistered_v2,v5_pair_077,control,EXECUTED_AND_RETAINED,a69f5383933af54ad22073715afb8d6b29ca2063ac457102f29e2f00bfc73276,False,False,False
156,positive_0p20_left_mid_loading_early_stance_native_strong_ice_v0,v5_pair_078,positive,EXECUTED_AND_RETAINED,ba6b1cd949e5f429fa50d55a063458adcdec7709b9665524a1aafc22f1546044,False,False,False
157,control_0p20_left_mid_loading_early_stance_native_strong_ice_v0,v5_pair_078,control,EXECUTED_AND_RETAINED,028d77a34a5b9209b126be34f60f9b29218a8737eac2e2ba392f3019b05e76b2,False,False,False
158,positive_0p20_left_mid_loading_early_stance_native_strong_ice_v1,v5_pair_079,positive,EXECUTED_AND_RETAINED,bb124d951d5e6628ab84202c087a9520f0e6fb25f5e06e5bd498b604e8b3c904,False,False,False
159,control_0p20_left_mid_loading_early_stance_native_strong_ice_v1,v5_pair_079,control,EXECUTED_AND_RETAINED,e9b2cd85959436d9036d8eb78045eac453568d590ef85063aa18525066e24941,False,False,False
160,positive_0p20_left_mid_loading_early_stance_native_strong_ice_v2,v5_pair_080,positive,EXECUTED_AND_RETAINED,31c0b46ea622c5dc257df3bd2f1e7b2c98bff952d2f7fb9e684095b127df3d67,False,False,False
161,control_0p20_left_mid_loading_early_stance_native_strong_ice_v2,v5_pair_080,control,EXECUTED_AND_RETAINED,75952d391e348aa00029e86df3fd67875e1b765c82c8b9fe6de1c2e6c2fc166f,False,False,False
162,positive_0p20_left_mid_loading_early_stance_moderate_ice_preregistered_v0,v5_pair_081,positive,EXECUTED_AND_RETAINED,d070010f4ae53e7a5686267d1ba48d0e774d22ddd36419262d954badc0c8e3e2,False,False,False
163,control_0p20_left_mid_loading_early_stance_moderate_ice_preregistered_v0,v5_pair_081,control,EXECUTED_AND_RETAINED,8c8ff2a30f05c5f56d350958c509d004e9de18f804a7841c482d26ac875e2705,False,False,False
164,positive_0p20_left_mid_loading_early_stance_moderate_ice_preregistered_v1,v5_pair_082,positive,EXECUTED_AND_RETAINED,cc87d823aba2e953d77e224b3301e774714580ad2bcbbd8821a0dd3b48f933b3,False,False,False
165,control_0p20_left_mid_loading_early_stance_moderate_ice_preregistered_v1,v5_pair_082,control,EXECUTED_AND_RETAINED,0e8a289a1bdbc1ff1ba417812ee11e3c7f7a85e22260b2a910b278fcff9de4b7,False,False,False
166,positive_0p20_left_mid_loading_early_stance_moderate_ice_preregistered_v2,v5_pair_083,positive,EXECUTED_AND_RETAINED,1aed38dcba4105f197d4af5b4e126be18edfb0709a872b38599bc08d4afe4634,False,False,False
167,control_0p20_left_mid_loading_early_stance_moderate_ice_preregistered_v2,v5_pair_083,control,EXECUTED_AND_RETAINED,76bbbd4942d6fcc47328cb4e2ea348e39c42a42850f0a94e61ac487290f98ed0,False,False,False
168,positive_0p20_left_mid_late_stance_native_strong_ice_v0,v5_pair_084,positive,EXECUTED_AND_RETAINED,686ad5a03fc55ba57525864fef312b132a8ad9b316895807a2ff293e5b84682b,False,False,False
169,control_0p20_left_mid_late_stance_native_strong_ice_v0,v5_pair_084,control,EXECUTED_AND_RETAINED,c1115ae2bd289080f919ce78f19aa2a604190860363268526887f2d51b588053,False,False,False
170,positive_0p20_left_mid_late_stance_native_strong_ice_v1,v5_pair_085,positive,EXECUTED_AND_RETAINED,102e1e6e8fd0b4292cabf7a0092da658902a6845fb5c488083ef87ec59312231,False,False,False
171,control_0p20_left_mid_late_stance_native_strong_ice_v1,v5_pair_085,control,EXECUTED_AND_RETAINED,78c2d4764d95053dd9dd8cfe27116252d1e9c50e17b04687b37ff67607dd7f36,False,False,False
172,positive_0p20_left_mid_late_stance_native_strong_ice_v2,v5_pair_086,positive,EXECUTED_AND_RETAINED,d9899624c25a6e77d8f15e79d5469554a430f22f96ae0ccc852fe1862c8e0e2d,False,False,False
173,control_0p20_left_mid_late_stance_native_strong_ice_v2,v5_pair_086,control,EXECUTED_AND_RETAINED,586f3b8f35104668c9327f85b6618a511972e03e3c855806b1ec93440d5b2556,False,False,False
174,positive_0p20_left_mid_late_stance_moderate_ice_preregistered_v0,v5_pair_087,positive,EXECUTED_AND_RETAINED,841863ea7bd37370e81151255cf3f7e60be49f6db2b84eae841b041f600cb82a,False,False,False
175,control_0p20_left_mid_late_stance_moderate_ice_preregistered_v0,v5_pair_087,control,EXECUTED_AND_RETAINED,ba2808244acac89d88e771a5d3b0ed7f062d1254ccdfa2d06297a6940914fb2e,False,False,False
176,positive_0p20_left_mid_late_stance_moderate_ice_preregistered_v1,v5_pair_088,positive,EXECUTED_AND_RETAINED,af7d3847974cedfb79ead0d5af3c6407aa81110914ae30e6626506dd991a735a,False,False,False
177,control_0p20_left_mid_late_stance_moderate_ice_preregistered_v1,v5_pair_088,control,EXECUTED_AND_RETAINED,1ded1e3f035b5890854d0bf3dd4c6625263049a945bce7ab93560161432bb415,False,False,False
178,positive_0p20_left_mid_late_stance_moderate_ice_preregistered_v2,v5_pair_089,positive,EXECUTED_AND_RETAINED,1bab85d671a29eda2aa3574a7d1a7b8e010f8b4c6de432cd4ebe9da1aa19f362,False,False,False
179,control_0p20_left_mid_late_stance_moderate_ice_preregistered_v2,v5_pair_089,control,EXECUTED_AND_RETAINED,b22f94f57fd499041e4aef83f76dd80d01b743581d04c84dcfc930909c1ddadd,False,False,False
180,positive_0p20_right_early_loading_native_strong_ice_v0,v5_pair_090,positive,EXECUTED_AND_RETAINED,b071167d287d35dd5a549630ffe2d5f6624fb23c42516c09df083c1681ef335e,False,False,False
181,control_0p20_right_early_loading_native_strong_ice_v0,v5_pair_090,control,EXECUTED_AND_RETAINED,dd7b56efc5684ad9f00832c82d52fa0c3cf0db1a12285ff9f00adecca7076c33,False,False,False
182,positive_0p20_right_early_loading_native_strong_ice_v1,v5_pair_091,positive,EXECUTED_AND_RETAINED,8f983243787b59d00169446b441381235efbd966b14d96038818c78cc0fa0088,False,False,False
183,control_0p20_right_early_loading_native_strong_ice_v1,v5_pair_091,control,EXECUTED_AND_RETAINED,5a89cfb0192587200d473ec3a9226ab552154aae8fa92aea1915da268fd4d0ea,False,False,False
184,positive_0p20_right_early_loading_native_strong_ice_v2,v5_pair_092,positive,EXECUTED_AND_RETAINED,b73f4e15df855e0d4d5557d24a06f95754ca0e0e0843e10f78e5772c0c720438,False,False,False
185,control_0p20_right_early_loading_native_strong_ice_v2,v5_pair_092,control,EXECUTED_AND_RETAINED,3809ec933892bd9ef12aa4cccc3ae2e0055cc7d5f5f5a63124f3bd84d3a224d0,False,False,False
186,positive_0p20_right_early_loading_moderate_ice_preregistered_v0,v5_pair_093,positive,EXECUTED_AND_RETAINED,6f3e50720c22247302a62b061a9b23da9a397af19a2f88a5bb3a387947463dde,False,False,False
187,control_0p20_right_early_loading_moderate_ice_preregistered_v0,v5_pair_093,control,EXECUTED_AND_RETAINED,61acd4270baa0ae668c6240dc19315ab23fbace9dfd544a9fe167d619726c5f6,False,False,False
188,positive_0p20_right_early_loading_moderate_ice_preregistered_v1,v5_pair_094,positive,EXECUTED_AND_RETAINED,afa85c37376161892301660fecf6f95647c8e87b203bcf1d28362b6bef019300,False,False,False
189,control_0p20_right_early_loading_moderate_ice_preregistered_v1,v5_pair_094,control,EXECUTED_AND_RETAINED,345efbf1049a76d8d83454f0571bbb5d232d24ff4f1ebe004df6466f21e02ed7,False,False,False
190,positive_0p20_right_early_loading_moderate_ice_preregistered_v2,v5_pair_095,positive,EXECUTED_AND_RETAINED,d12a2746762332bfd51ac75494957797dc40f3641fec2239775cd39188656e5d,False,False,False
191,control_0p20_right_early_loading_moderate_ice_preregistered_v2,v5_pair_095,control,EXECUTED_AND_RETAINED,ad9949ba5daf7388e1cb69b783accd4f3147446f73cd9d2a09e5aaf4d0fb06da,False,False,False
192,positive_0p20_right_mid_loading_early_stance_native_strong_ice_v0,v5_pair_096,positive,EXECUTED_AND_RETAINED,4162f4d65217e1ba9c72de52e7830b2a5fbca9e5f8c50840723119229f9d82b1,False,False,False
193,control_0p20_right_mid_loading_early_stance_native_strong_ice_v0,v5_pair_096,control,EXECUTED_AND_RETAINED,44f9e510a181602d3e58813d5220c7ef03865ab1c70ae0c031ce568399e2beb5,False,False,False
194,positive_0p20_right_mid_loading_early_stance_native_strong_ice_v1,v5_pair_097,positive,EXECUTED_AND_RETAINED,d6859f255ec749d5a651d696be3c64c3b70119f0b746a1d8cfaed78febe36b06,False,False,False
195,control_0p20_right_mid_loading_early_stance_native_strong_ice_v1,v5_pair_097,control,EXECUTED_AND_RETAINED,4508668d4b9b6b6583a71f961ec50c7e308f00bbe11fe16462dc0c1bd53b6c50,False,False,False
196,positive_0p20_right_mid_loading_early_stance_native_strong_ice_v2,v5_pair_098,positive,EXECUTED_AND_RETAINED,3221ebfd8968ca4b81c5ef1407b5724a356a440b9f35902bb94af549e2cca36e,False,False,False
197,control_0p20_right_mid_loading_early_stance_native_strong_ice_v2,v5_pair_098,control,EXECUTED_AND_RETAINED,254c3e159a90597453b639e685887fae6e16b42906470ef79a3030af50f91050,False,False,False
198,positive_0p20_right_mid_loading_early_stance_moderate_ice_preregistered_v0,v5_pair_099,positive,EXECUTED_AND_RETAINED,01f76dfb0e83f1b7b1b36d58f12cb1fa902c198a17da349109cdb4a36314011b,False,False,False
199,control_0p20_right_mid_loading_early_stance_moderate_ice_preregistered_v0,v5_pair_099,control,EXECUTED_AND_RETAINED,1044d9584cb83b4e5719f8521d8229b34b3783bd6ccc951f62a2b9b1f63bf169,False,False,False
200,positive_0p20_right_mid_loading_early_stance_moderate_ice_preregistered_v1,v5_pair_100,positive,EXECUTED_AND_RETAINED,afbf7571a5204d7611b6ccaab4308709432b89cfe66da6255166d6d249dbf0bf,False,False,False
201,control_0p20_right_mid_loading_early_stance_moderate_ice_preregistered_v1,v5_pair_100,control,EXECUTED_AND_RETAINED,21f53e213afe405a5d4baddf39d0396d38a6846e71f285693893a3c7e15f33b4,False,False,False
202,positive_0p20_right_mid_loading_early_stance_moderate_ice_preregistered_v2,v5_pair_101,positive,EXECUTED_AND_RETAINED,2f891def0303dbae3979d1c265e53530d53b7f3788c68dd1f0027b284c5b5072,False,False,False
203,control_0p20_right_mid_loading_early_stance_moderate_ice_preregistered_v2,v5_pair_101,control,EXECUTED_AND_RETAINED,4e69c4013a76c099bfd4df659d44c0c89273968d500fd37e7a392e5ca1d4f553,False,False,False
204,positive_0p20_right_mid_late_stance_native_strong_ice_v0,v5_pair_102,positive,EXECUTED_AND_RETAINED,b55fcfea19138251924800d12c34cdff4dfe8aed7ba3f233b36b7d578161f2b8,False,False,False
205,control_0p20_right_mid_late_stance_native_strong_ice_v0,v5_pair_102,control,EXECUTED_AND_RETAINED,4a0daf8135bed43745794910b783438a11f0bc3406b27f1081def1a5c5db1e87,False,False,False
206,positive_0p20_right_mid_late_stance_native_strong_ice_v1,v5_pair_103,positive,EXECUTED_AND_RETAINED,d337470f28f2d0d86ed856f0cfc26933bd61466e9bbbaf3de7e33da30e4e972f,False,False,False
207,control_0p20_right_mid_late_stance_native_strong_ice_v1,v5_pair_103,control,EXECUTED_AND_RETAINED,8f02b1a184682513085179baaf4a5096b36d511441a903bb92c6bfa4af8cf5f1,False,False,False
208,positive_0p20_right_mid_late_stance_native_strong_ice_v2,v5_pair_104,positive,EXECUTED_AND_RETAINED,7002d80eaa8a937af9a85ba3297e8e038e5328d4760cdcaf145f415fc4d22fdc,False,False,False
209,control_0p20_right_mid_late_stance_native_strong_ice_v2,v5_pair_104,control,EXECUTED_AND_RETAINED,a3626e5dd3aa71e345b9d735127d213ef8ee3b464e224e358db76c7af0551680,False,False,False
210,positive_0p20_right_mid_late_stance_moderate_ice_preregistered_v0,v5_pair_105,positive,EXECUTED_AND_RETAINED,31e847796b00bc3d11a58e615ce38325661a749aee209ea28bb478ab41d0af0b,False,False,False
211,control_0p20_right_mid_late_stance_moderate_ice_preregistered_v0,v5_pair_105,control,EXECUTED_AND_RETAINED,011e829bf9d7be5bbbcf46ccc1e064b945d5271e32fb2555c2945460f21aa85c,False,False,False
212,positive_0p20_right_mid_late_stance_moderate_ice_preregistered_v1,v5_pair_106,positive,EXECUTED_AND_RETAINED,cb040452a99135a74438bb5e2896e5ab185ce6e421eb2ed24bf42ec807f23121,False,False,False
213,control_0p20_right_mid_late_stance_moderate_ice_preregistered_v1,v5_pair_106,control,EXECUTED_AND_RETAINED,ee329720228227c8a08b0df462dd45b57c9ef35aa6e39533708da7dc7ad9dbe5,False,False,False
214,positive_0p20_right_mid_late_stance_moderate_ice_preregistered_v2,v5_pair_107,positive,EXECUTED_AND_RETAINED,61c126c71c1acceda6f8b2652c6b6cda4e506a3ee153eb7fc184172278a11a08,False,False,False
215,control_0p20_right_mid_late_stance_moderate_ice_preregistered_v2,v5_pair_107,control,EXECUTED_AND_RETAINED,db1168767f51278e87da58f5b6058ea0851d92709b56f2e37c43b6f2e18bed1a,False,False,False
