run_id,pair_id,pair_index,role,speed_mps,target_foot,target_phase,severity,material_profile,control_type,variation_index,phase_fraction,command_delay_s,lateral_offset_m,seed,duration_s,pair_fingerprint,patch,collision_geometry_sha256,initial_qpos_sha256,initial_qvel_sha256,initial_policy_observation_sha256,sample_count,first_sample_time_s,last_sample_time_s,sample_spacing_max_error_s,fusion20_shape,finite_fusion20,first_patch_contact_sample,patch_active_contact_sample_count,intervention_configured_physics_steps,effective_patch_friction_mean,patch_base_double_contact_count,left_first_loaded_touchdown_sample,right_first_loaded_touchdown_sample,first_fall_sample,first_fall_time_s,fall_occurred,fall_reason,post_fall_excluded_sample_count,full_trace_sha256,discarded,replaced,silently_relabelled,development_only
positive_0p10_left_mid_loading_early_stance_moderate_ice_preregistered_v1,v5_pair_010,10,positive,0.1,left,mid_loading_early_stance,moderate_ice_preregistered,moderate_ice_preregistered,near_slip_non_event,1,0.41,0.04,0.0,202608510,3.0,8119c95a8c8c10353f30daad24cef321c243470932d2da04ef7c354408161247,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,a24e12e19aadbb6e1a80578b51774d125facff506b8ea628ac8ae703f6fc4cbd,0a851b4670f06bf21d5a05e6174794589c062b808c5c3856bbd1b6206b5b5567,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,39,1684,1523,0.5954275534441805,0,39,37,,,False,,0,50728ce9e4c018a49c00a6360c3ba3964887e4cc06c3ab300047450a9433955b,False,False,False,True
control_0p10_left_mid_loading_early_stance_moderate_ice_preregistered_v1,v5_pair_010,10,control,0.1,left,mid_loading_early_stance,moderate_ice_preregistered,near_slip_non_event,near_slip_non_event,1,0.41,0.04,0.0,202608510,3.0,8119c95a8c8c10353f30daad24cef321c243470932d2da04ef7c354408161247,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,a24e12e19aadbb6e1a80578b51774d125facff506b8ea628ac8ae703f6fc4cbd,0a851b4670f06bf21d5a05e6174794589c062b808c5c3856bbd1b6206b5b5567,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,39,1676,2533,0.5097852028639618,0,39,37,,,False,,0,713ec270c1bde0641af703d1385f588d072d7e0e4ba3417f5ecfd482aba66bcb,False,False,False,True
positive_0p10_left_mid_loading_early_stance_moderate_ice_preregistered_v2,v5_pair_011,11,positive,0.1,left,mid_loading_early_stance,moderate_ice_preregistered,moderate_ice_preregistered,hard_normal,2,0.83,0.08,0.004,202608511,3.0,44740140531fb36e4f3a471ecf3ae43759dac4a274a6fd9827979a4f693ac3bb,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,cc1e9b39ee71da2094d2bef791a09d1d25b06e91e1db65df7aedb6a71b16ff65,ac16fbc7d74f7a1cfbb89f0cb3884bcdb982284c397cbb7f0c43284a0459f05b,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,44,1660,1365,0.6340361445783131,0,44,34,,,False,,0,ad71caaa7b90c1312c24da46629b5b42543f8b7acdcf8600c3db711b2ba2fe07,False,False,False,True
control_0p10_left_mid_loading_early_stance_moderate_ice_preregistered_v2,v5_pair_011,11,control,0.1,left,mid_loading_early_stance,moderate_ice_preregistered,hard_normal,hard_normal,2,0.83,0.08,0.004,202608511,3.0,44740140531fb36e4f3a471ecf3ae43759dac4a274a6fd9827979a4f693ac3bb,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,cc1e9b39ee71da2094d2bef791a09d1d25b06e91e1db65df7aedb6a71b16ff65,ac16fbc7d74f7a1cfbb89f0cb3884bcdb982284c397cbb7f0c43284a0459f05b,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,44,1714,0,1.0,0,44,34,,,False,,0,288ea78cb17cad47123e848de8f618401d4aee54a670b2a7d32d7ef92a7cbf8c,False,False,False,True
positive_0p10_left_mid_late_stance_native_strong_ice_v0,v5_pair_012,12,positive,0.1,left,mid_late_stance,native_strong_ice,native_strong_ice,hard_normal,0,0.07,0.0,-0.004,202608512,3.0,7db1b53c2b3168aff864d37aea82b1d37ad06b6bb95103dacdd4a02cd51c6359,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,8619ed2cccb4136667519849d1f3ca1fe548a4ac428391133531c6033334b511,d099ee4032aa58292801bd5f53e89fcaec51bee9593bd54f1d950e6b794f141d,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,36,1555,768,0.7672347266881029,0,36,43,,,False,,0,4f3cb86bb4b740c5e04bdfb4aa78ffd82fc8619655e08f9bfc4e3dec86520d71,False,False,False,True
control_0p10_left_mid_late_stance_native_strong_ice_v0,v5_pair_012,12,control,0.1,left,mid_late_stance,native_strong_ice,hard_normal,hard_normal,0,0.07,0.0,-0.004,202608512,3.0,7db1b53c2b3168aff864d37aea82b1d37ad06b6bb95103dacdd4a02cd51c6359,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,8619ed2cccb4136667519849d1f3ca1fe548a4ac428391133531c6033334b511,d099ee4032aa58292801bd5f53e89fcaec51bee9593bd54f1d950e6b794f141d,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,36,1607,0,1.0,0,36,43,,,False,,0,9d0234a639d851a44eae4dbd5d19bf0d2dcf14e3ce522e7c96d6421e27abfad8,False,False,False,True
positive_0p10_left_mid_late_stance_native_strong_ice_v1,v5_pair_013,13,positive,0.1,left,mid_late_stance,native_strong_ice,native_strong_ice,near_slip_non_event,1,0.41,0.04,0.0,202608513,3.0,486af25216d16b9f00e36a3abb03d6301b0b21d8d9e87e36f8a8ac00eb687fa3,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,e3bca5146355221f072f447e9922d2961061fd5df28bda04d7bb7985c395a2e0,df382f653dadbc98428ba820723365e49eb3821b60dd18862c6ce28649751f3e,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,39,1706,657,0.8173505275498242,0,39,37,,,False,,0,3c150bbbdac1a0b4d42ed8e8ed840a246be1d810efe0e6fff1b825bcc7329302,False,False,False,True
control_0p10_left_mid_late_stance_native_strong_ice_v1,v5_pair_013,13,control,0.1,left,mid_late_stance,native_strong_ice,near_slip_non_event,near_slip_non_event,1,0.41,0.04,0.0,202608513,3.0,486af25216d16b9f00e36a3abb03d6301b0b21d8d9e87e36f8a8ac00eb687fa3,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,e3bca5146355221f072f447e9922d2961061fd5df28bda04d7bb7985c395a2e0,df382f653dadbc98428ba820723365e49eb3821b60dd18862c6ce28649751f3e,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,39,1675,1332,0.7423283582089553,0,39,37,,,False,,0,30d2ab465a8c866c41115a4e0cdd80bfa70c70b61a407d1e8ed7da4eb0bd29b8,False,False,False,True
positive_0p10_left_mid_late_stance_native_strong_ice_v2,v5_pair_014,14,positive,0.1,left,mid_late_stance,native_strong_ice,native_strong_ice,hard_normal,2,0.83,0.08,0.004,202608514,3.0,bc49e5733c340db73d174f348b23f122bdcb1901bb63aaa0fc6b5712ef6a9c53,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,58bcf42686fa31292b803c9585930905d74cfb7c96f6cade34932a2806a0bfed,d9abb04f12e329298e5d3e11a8a2691cf00fb41fb7e5c54ced13b5c8d6ee5ddb,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,44,1670,592,0.8327544910179641,0,44,34,,,False,,0,cc94467a0e5695ed62834618b4bff674c0f4e2609b77d96363fdbfd4999907d1,False,False,False,True
control_0p10_left_mid_late_stance_native_strong_ice_v2,v5_pair_014,14,control,0.1,left,mid_late_stance,native_strong_ice,hard_normal,hard_normal,2,0.83,0.08,0.004,202608514,3.0,bc49e5733c340db73d174f348b23f122bdcb1901bb63aaa0fc6b5712ef6a9c53,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,58bcf42686fa31292b803c9585930905d74cfb7c96f6cade34932a2806a0bfed,d9abb04f12e329298e5d3e11a8a2691cf00fb41fb7e5c54ced13b5c8d6ee5ddb,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,44,1714,0,1.0,0,44,34,,,False,,0,b8488f4b35f2277db7fe748aee341c72d84b875f9c0b3cd66a981a0e795f4748,False,False,False,True
positive_0p10_left_mid_late_stance_moderate_ice_preregistered_v0,v5_pair_015,15,positive,0.1,left,mid_late_stance,moderate_ice_preregistered,moderate_ice_preregistered,near_slip_non_event,0,0.07,0.0,-0.004,202608515,3.0,7350a8d38b5f3906279d3712ee496ac540fe30458657b232e67487466c755f29,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,730ea5cc2518937a3681e29bd34cd36b6c2e2a2f1c8e257b9eb2636dd1a06128,901a24307e43e20f61808161e1cf6c75060979ff2031f56521233bf0feb4aa00,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,36,1564,877,0.7491048593350383,0,36,43,,,False,,0,cc895217af909e96fe1ed109ecc18dd27a69b4ef4aa4cbd833c542e77d8dcea8,False,False,False,True
control_0p10_left_mid_late_stance_moderate_ice_preregistered_v0,v5_pair_015,15,control,0.1,left,mid_late_stance,moderate_ice_preregistered,near_slip_non_event,near_slip_non_event,0,0.07,0.0,-0.004,202608515,3.0,7350a8d38b5f3906279d3712ee496ac540fe30458657b232e67487466c755f29,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,730ea5cc2518937a3681e29bd34cd36b6c2e2a2f1c8e257b9eb2636dd1a06128,901a24307e43e20f61808161e1cf6c75060979ff2031f56521233bf0feb4aa00,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,36,1580,1152,0.7634493670886076,0,36,43,,,False,,0,9f8a8e103a526408695525175229db64e8b5d57bb88f79f1d6d90f96e7ac576e,False,False,False,True
positive_0p10_left_mid_late_stance_moderate_ice_preregistered_v1,v5_pair_016,16,positive,0.1,left,mid_late_stance,moderate_ice_preregistered,moderate_ice_preregistered,hard_normal,1,0.41,0.04,0.0,202608516,3.0,2cdee580df7557e3d7e035db8a0af30698b8c921fbffc44e1ec855ccf97aaaff,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,62f6d80a6566e378e54115b97ee08b6f1ebde5a1b6342daf33da6cf54c91dae1,feaac1c031535621f5d7ad26fcc3449c8a5db5d605ca42cf5a0b1c77e819607e,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,39,1717,751,0.8039603960396039,0,39,37,,,False,,0,aa7287f2e58e0ecd98b8b6715145ab849789996c897c113df1ca07cb3c96f330,False,False,False,True
control_0p10_left_mid_late_stance_moderate_ice_preregistered_v1,v5_pair_016,16,control,0.1,left,mid_late_stance,moderate_ice_preregistered,hard_normal,hard_normal,1,0.41,0.04,0.0,202608516,3.0,2cdee580df7557e3d7e035db8a0af30698b8c921fbffc44e1ec855ccf97aaaff,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,62f6d80a6566e378e54115b97ee08b6f1ebde5a1b6342daf33da6cf54c91dae1,feaac1c031535621f5d7ad26fcc3449c8a5db5d605ca42cf5a0b1c77e819607e,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,39,1703,0,1.0,0,39,37,,,False,,0,a6ac99b9e8c64eda7e4f6ce4a28d24edba0cc7ddbcbfef660c98ee3e7e59154d,False,False,False,True
positive_0p10_left_mid_late_stance_moderate_ice_preregistered_v2,v5_pair_017,17,positive,0.1,left,mid_late_stance,moderate_ice_preregistered,moderate_ice_preregistered,near_slip_non_event,2,0.83,0.08,0.004,202608517,3.0,4f03c64849c1b36ecbd2c2075794e9883a4d55003821eec8d43471b8f0e17532,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,b72ebe670fb0e2c0df6275dee9ea52d73dfb1861d565b2052b6c3b4066c49afc,ee6771148942f04acf679fc1b945532435fc81e56861b5ce63d6aa67542f7bc7,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,44,1680,921,0.7541071428571429,0,44,34,,,False,,0,243727f0814031f4734d7b2aab4393825be940cac10459df819e3eb9fe8c189d,False,False,False,True
control_0p10_left_mid_late_stance_moderate_ice_preregistered_v2,v5_pair_017,17,control,0.1,left,mid_late_stance,moderate_ice_preregistered,near_slip_non_event,near_slip_non_event,2,0.83,0.08,0.004,202608517,3.0,4f03c64849c1b36ecbd2c2075794e9883a4d55003821eec8d43471b8f0e17532,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,b72ebe670fb0e2c0df6275dee9ea52d73dfb1861d565b2052b6c3b4066c49afc,ee6771148942f04acf679fc1b945532435fc81e56861b5ce63d6aa67542f7bc7,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,44,1676,1398,0.730071599045346,0,44,34,,,False,,0,83102141d93a3bb007c7d7b02f072963758008c4a9c4cc7a65c93523bf5fa96c,False,False,False,True
positive_0p10_right_early_loading_native_strong_ice_v0,v5_pair_018,18,positive,0.1,right,early_loading,native_strong_ice,native_strong_ice,near_slip_non_event,0,0.07,0.0,-0.004,202608518,3.0,3373cfb68efd772d908bfb04788ee349429f2bf2eb15edabc251b842a3c5365f,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,c1bcaaab2733b0053c3a0c009dc9e0591b65fb7665ea367c5f4aef6998895552,044188007402be9e52af5430ab32bfff6b826288ee11df5a5bffb6f86e4a5b15,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,43,818,6000,0.05000000000000001,0,36,43,1418,1.4189999999998992,True,fallen_base_height,1582,60e6c58363e86f7de216ae573d979d669b64cdeac2a826b817a566d2845eb74d,False,False,False,True
control_0p10_right_early_loading_native_strong_ice_v0,v5_pair_018,18,control,0.1,right,early_loading,native_strong_ice,near_slip_non_event,near_slip_non_event,0,0.07,0.0,-0.004,202608518,3.0,3373cfb68efd772d908bfb04788ee349429f2bf2eb15edabc251b842a3c5365f,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,c1bcaaab2733b0053c3a0c009dc9e0591b65fb7665ea367c5f4aef6998895552,044188007402be9e52af5430ab32bfff6b826288ee11df5a5bffb6f86e4a5b15,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,43,1788,6000,0.35,0,36,43,,,False,,0,04f72dd59312e15728cc15bc0526415ca69a7615038e70d19589b4b9b09ef249,False,False,False,True
positive_0p10_right_early_loading_native_strong_ice_v1,v5_pair_019,19,positive,0.1,right,early_loading,native_strong_ice,native_strong_ice,hard_normal,1,0.41,0.04,0.0,202608519,3.0,a3ad6d6fc4f1c717682ce431fc1f366135c1fffdcf95c5d0961b44a383dc66f0,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,4a85b4c85ca120ad0be9c2ddfe1103aeba65bde8fa73b397eeb323670a93d5c1,1e30e2c0e40ebdbf1d266d9302a360cac8d9c8b60b91a13e121aee8cafe5db8c,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,37,645,6000,0.04999999999999999,0,39,37,1312,1.312999999999911,True,fallen_base_height,1688,31e53f140abae5b81de091db72ce3984a95e9c5c560a6c8d2b87a2d3207713d1,False,False,False,True
control_0p10_right_early_loading_native_strong_ice_v1,v5_pair_019,19,control,0.1,right,early_loading,native_strong_ice,hard_normal,hard_normal,1,0.41,0.04,0.0,202608519,3.0,a3ad6d6fc4f1c717682ce431fc1f366135c1fffdcf95c5d0961b44a383dc66f0,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,4a85b4c85ca120ad0be9c2ddfe1103aeba65bde8fa73b397eeb323670a93d5c1,1e30e2c0e40ebdbf1d266d9302a360cac8d9c8b60b91a13e121aee8cafe5db8c,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,37,1658,0,1.0,0,39,37,,,False,,0,5a0a8595df760067bda1ebcc531780cbeb58b5d109cdd5cf6893bcc3c11d5157,False,False,False,True
positive_0p10_right_early_loading_native_strong_ice_v2,v5_pair_020,20,positive,0.1,right,early_loading,native_strong_ice,native_strong_ice,near_slip_non_event,2,0.83,0.08,0.004,202608520,3.0,456c11b5db02c4c87c273928db71bc93d973c009870f09e8de059de2fced4ebf,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,ac79e6d457a6b71fe11ed9d33bc59adf7bba3b1f63a755c481cbb19d7f16bc44,0125c5445d5f5cff8c9b8f853002993e85a1dae0130dc26ccc0462ed1e50147d,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,34,862,6000,0.05,0,44,34,1546,1.5469999999998851,True,fallen_base_height,1454,dc364042a3ff60b085cc41376563953f4a7d35bc96b808e5b246bbd11d475840,False,False,False,True
control_0p10_right_early_loading_native_strong_ice_v2,v5_pair_020,20,control,0.1,right,early_loading,native_strong_ice,near_slip_non_event,near_slip_non_event,2,0.83,0.08,0.004,202608520,3.0,456c11b5db02c4c87c273928db71bc93d973c009870f09e8de059de2fced4ebf,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,ac79e6d457a6b71fe11ed9d33bc59adf7bba3b1f63a755c481cbb19d7f16bc44,0125c5445d5f5cff8c9b8f853002993e85a1dae0130dc26ccc0462ed1e50147d,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,34,1712,6000,0.35,0,44,34,,,False,,0,2b27cb86d57cbe2954b6019bd14bfbf9150ab8e4048564f6c39b4bd6293a2899,False,False,False,True
positive_0p10_right_early_loading_moderate_ice_preregistered_v0,v5_pair_021,21,positive,0.1,right,early_loading,moderate_ice_preregistered,moderate_ice_preregistered,hard_normal,0,0.07,0.0,-0.004,202608521,3.0,0e83288e149b7a0dce703da684b743a7e3c4305cab2731ca529f90615b88a524,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,b54f6c4ab63c8ddc91e584db4310dc53d1ba9a28fca7a3ebed99adf38807bc7b,bd680aba27905107e2a23337c1d6b3649128ed6ce9d6f1e4372a36f4c88535f3,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,43,872,6000,0.10000000000000002,0,36,43,1802,1.802999999999857,True,fallen_orientation,1198,f92f379ca30594ee86c9977b0301cc815ee40ad2fa585c312b638164fb323976,False,False,False,True
control_0p10_right_early_loading_moderate_ice_preregistered_v0,v5_pair_021,21,control,0.1,right,early_loading,moderate_ice_preregistered,hard_normal,hard_normal,0,0.07,0.0,-0.004,202608521,3.0,0e83288e149b7a0dce703da684b743a7e3c4305cab2731ca529f90615b88a524,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,b54f6c4ab63c8ddc91e584db4310dc53d1ba9a28fca7a3ebed99adf38807bc7b,bd680aba27905107e2a23337c1d6b3649128ed6ce9d6f1e4372a36f4c88535f3,e8db233ba68753692a7ca9d542ffa00754cdd2d0c4f2c428ef2644dfc559214a,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,43,1805,0,1.0,0,36,43,,,False,,0,09505c462ea8c5b4d8893eaf47b4f1c01d36905ff7804a5073c0caa4883886e0,False,False,False,True
positive_0p10_right_early_loading_moderate_ice_preregistered_v1,v5_pair_022,22,positive,0.1,right,early_loading,moderate_ice_preregistered,moderate_ice_preregistered,near_slip_non_event,1,0.41,0.04,0.0,202608522,3.0,e403dc95a2a09ee5b7f4ff6890b869f8b452bdb04e0a2a962aae17d089dd64a5,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,9daab91343573663a5955957e303089ce6758c7c5e9b0b85c7965768605c5b9e,711408bcbf9d97df1fe548c339694a047a95118bf0409c54b66c7e9293dda9bf,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,37,1830,6000,0.10000000000000002,0,39,37,2709,2.7100000000000724,True,fallen_base_height,291,58555570b8a12b34a138c37b8caec692bf52a1ae53df0bec202a93fa2932dbf2,False,False,False,True
control_0p10_right_early_loading_moderate_ice_preregistered_v1,v5_pair_022,22,control,0.1,right,early_loading,moderate_ice_preregistered,near_slip_non_event,near_slip_non_event,1,0.41,0.04,0.0,202608522,3.0,e403dc95a2a09ee5b7f4ff6890b869f8b452bdb04e0a2a962aae17d089dd64a5,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,9daab91343573663a5955957e303089ce6758c7c5e9b0b85c7965768605c5b9e,711408bcbf9d97df1fe548c339694a047a95118bf0409c54b66c7e9293dda9bf,9145d4546123182ed68a19d519066e07547c7a9c385db1f5ec2a30986e59f0f8,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,37,1650,6000,0.35,0,39,37,,,False,,0,809a9ac0b81ead3f8795e4e6b1c0d500e10e97538e1a6d8c4037d3394829a8a1,False,False,False,True
positive_0p10_right_early_loading_moderate_ice_preregistered_v2,v5_pair_023,23,positive,0.1,right,early_loading,moderate_ice_preregistered,moderate_ice_preregistered,hard_normal,2,0.83,0.08,0.004,202608523,3.0,74c44fb5743b377d8bb029059911086cae833762d63806b6694096224eb582be,"{'x_min_m': -1.0, 'x_max_m': 2.0, 'y_min_m': -0.8, 'y_max_m': 0.8, 'top_z_m': 0.0}",58b3071a02305e9ea39c75751a7a9c67c32afb648478888eb597c404f529b717,8983e19f34fc7c29c5e30ac5295fcf3c255ae43bfd3cbacf30828f91828e2806,28fae34dd0fe4e1f7a8cb62620dddc3c2b5b9120fb64d70f4d56f6cfeb8bed26,2dee8a77f195705bee7a231aaf858fad80e20a68a76c91445fcbc4dfb3ec8014,3000,0.001,3.000000000000169,3.3393426912553537e-16,"[3000, 20]",True,34,940,6000,0.10000000000000002,0,44,34,1959,1.9599999999998396,True,fallen_base_height,1041,aff32f6e4f959af1e0ef59aca1eda001f7b29e2e516d84b50daf3526e247f4cc,False,False,False,True
