pair_id,positive_run_id,control_run_id,pair_fingerprint,speed_mps,target_foot,target_phase,severity,control_type,variation_index,seed,first_patch_contact_sample,initial_qpos_equal,initial_qvel_equal,initial_policy_observation_equal,prepatch_generalized_state_equal,precontact_fusion20_equal,command_equal,geometry_equal,patch_location_equal,target_foot_equal,timestamps_equal,pair_configuration_equal,positive_expected_friction,control_expected_friction,positive_effective_friction_contract,control_effective_friction_contract,effective_friction_differs,postcontact_trajectory_diverged,full_trace_identical,classification,patch_base_double_contact_count,parity_pass
v5_pair_061,positive_0p15_right_mid_loading_early_stance_native_strong_ice_v1,control_0p15_right_mid_loading_early_stance_native_strong_ice_v1,1ff464a46478742e4a5ebc5c3fab617421fa363dddbffec719b644dd6751f4fe,0.15,right,mid_loading_early_stance,native_strong_ice,near_slip_non_event,1,202608561,37,True,True,True,True,True,True,True,True,True,True,True,0.05,0.35000000000000003,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_062,positive_0p15_right_mid_loading_early_stance_native_strong_ice_v2,control_0p15_right_mid_loading_early_stance_native_strong_ice_v2,87856fe3ddae79f880d1732e1ef8b3f1fbc1fd16d4e8e5463820847594a34c4f,0.15,right,mid_loading_early_stance,native_strong_ice,hard_normal,2,202608562,34,True,True,True,True,True,True,True,True,True,True,True,0.05,1.0,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_063,positive_0p15_right_mid_loading_early_stance_moderate_ice_preregistered_v0,control_0p15_right_mid_loading_early_stance_moderate_ice_preregistered_v0,b5a6ff9157b04ab1ca99f446b59dc6dc5239907fdf53345a06ea868a87b810e7,0.15,right,mid_loading_early_stance,moderate_ice_preregistered,near_slip_non_event,0,202608563,43,True,True,True,True,True,True,True,True,True,True,True,0.1,0.35000000000000003,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_064,positive_0p15_right_mid_loading_early_stance_moderate_ice_preregistered_v1,control_0p15_right_mid_loading_early_stance_moderate_ice_preregistered_v1,e9db65c5d3a9ac2264bb6c361f78d3f43ddb50d60c7b31e01d2d97cbe8203d22,0.15,right,mid_loading_early_stance,moderate_ice_preregistered,hard_normal,1,202608564,37,True,True,True,True,True,True,True,True,True,True,True,0.1,1.0,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_065,positive_0p15_right_mid_loading_early_stance_moderate_ice_preregistered_v2,control_0p15_right_mid_loading_early_stance_moderate_ice_preregistered_v2,d20eb650eca6b816663e8e44c21e53251b9fd0dddf9436a9533745653b1ec85e,0.15,right,mid_loading_early_stance,moderate_ice_preregistered,near_slip_non_event,2,202608565,34,True,True,True,True,True,True,True,True,True,True,True,0.1,0.35000000000000003,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_066,positive_0p15_right_mid_late_stance_native_strong_ice_v0,control_0p15_right_mid_late_stance_native_strong_ice_v0,0fe1f04977d505a06d897815947e2c2942ec81ff07abd24cc3aa45a6956cafa8,0.15,right,mid_late_stance,native_strong_ice,near_slip_non_event,0,202608566,43,True,True,True,True,True,True,True,True,True,True,True,0.05,0.35000000000000003,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_067,positive_0p15_right_mid_late_stance_native_strong_ice_v1,control_0p15_right_mid_late_stance_native_strong_ice_v1,2b232c1ba1aec5e9153965ae5f62623c33d5da49f239cecbb44910028272a8cc,0.15,right,mid_late_stance,native_strong_ice,hard_normal,1,202608567,37,True,True,True,True,True,True,True,True,True,True,True,0.05,1.0,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_068,positive_0p15_right_mid_late_stance_native_strong_ice_v2,control_0p15_right_mid_late_stance_native_strong_ice_v2,0a27ec49326eab6c54f82a47852c48c96311be69fa1a1627a87ce3514ac20cb5,0.15,right,mid_late_stance,native_strong_ice,near_slip_non_event,2,202608568,34,True,True,True,True,True,True,True,True,True,True,True,0.05,0.35000000000000003,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_069,positive_0p15_right_mid_late_stance_moderate_ice_preregistered_v0,control_0p15_right_mid_late_stance_moderate_ice_preregistered_v0,96cca6a32d5b04fe0530f101f3435408edd813a6e244f11d2cc4a6d488ba7cee,0.15,right,mid_late_stance,moderate_ice_preregistered,hard_normal,0,202608569,43,True,True,True,True,True,True,True,True,True,True,True,0.1,1.0,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_070,positive_0p15_right_mid_late_stance_moderate_ice_preregistered_v1,control_0p15_right_mid_late_stance_moderate_ice_preregistered_v1,bb43ec2ee01e4aa31ca953655c89fc3d723a873aad9b4decf6f01fad51df44e8,0.15,right,mid_late_stance,moderate_ice_preregistered,near_slip_non_event,1,202608570,37,True,True,True,True,True,True,True,True,True,True,True,0.1,0.35000000000000003,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_071,positive_0p15_right_mid_late_stance_moderate_ice_preregistered_v2,control_0p15_right_mid_late_stance_moderate_ice_preregistered_v2,c79a4a26a203996c115d803b81629f373bbf5752ff1aba0f5bb9ec6e514d56da,0.15,right,mid_late_stance,moderate_ice_preregistered,hard_normal,2,202608571,34,True,True,True,True,True,True,True,True,True,True,True,0.1,1.0,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_072,positive_0p20_left_early_loading_native_strong_ice_v0,control_0p20_left_early_loading_native_strong_ice_v0,46f2923232152893b03862a79b0830a47787bc0f2b255b6cf04b89bbbfd83a4c,0.2,left,early_loading,native_strong_ice,hard_normal,0,202608572,36,True,True,True,True,True,True,True,True,True,True,True,0.05,1.0,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_073,positive_0p20_left_early_loading_native_strong_ice_v1,control_0p20_left_early_loading_native_strong_ice_v1,27d54ec9d116697f2db6f6472e09c735dde3e244a0f51c585b982f3573fb1f77,0.2,left,early_loading,native_strong_ice,near_slip_non_event,1,202608573,39,True,True,True,True,True,True,True,True,True,True,True,0.05,0.35000000000000003,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_074,positive_0p20_left_early_loading_native_strong_ice_v2,control_0p20_left_early_loading_native_strong_ice_v2,50132d913fc2dd4a692b2d5acdc0d1618cd226a2de19fbdd3107cba1d41764e8,0.2,left,early_loading,native_strong_ice,hard_normal,2,202608574,44,True,True,True,True,True,True,True,True,True,True,True,0.05,1.0,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_075,positive_0p20_left_early_loading_moderate_ice_preregistered_v0,control_0p20_left_early_loading_moderate_ice_preregistered_v0,269c2a407e8d3b28f6dcd42f0229140f485ed9590bbfdb0a1579c4aa3ed84c02,0.2,left,early_loading,moderate_ice_preregistered,near_slip_non_event,0,202608575,36,True,True,True,True,True,True,True,True,True,True,True,0.1,0.35000000000000003,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_076,positive_0p20_left_early_loading_moderate_ice_preregistered_v1,control_0p20_left_early_loading_moderate_ice_preregistered_v1,7145f06bdba164dceac4ee425c86239efb6aa1b4e68169d8e53ee6a291501677,0.2,left,early_loading,moderate_ice_preregistered,hard_normal,1,202608576,39,True,True,True,True,True,True,True,True,True,True,True,0.1,1.0,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_077,positive_0p20_left_early_loading_moderate_ice_preregistered_v2,control_0p20_left_early_loading_moderate_ice_preregistered_v2,7796ec92fc89f71dcb6e0917ce3c466eb7b6c65c52d29de80c66b7621fe19329,0.2,left,early_loading,moderate_ice_preregistered,near_slip_non_event,2,202608577,44,True,True,True,True,True,True,True,True,True,True,True,0.1,0.35000000000000003,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_078,positive_0p20_left_mid_loading_early_stance_native_strong_ice_v0,control_0p20_left_mid_loading_early_stance_native_strong_ice_v0,c54cdf662f681c88defca63672049169838eaca1b1f5a738f49c1ca83261c9cf,0.2,left,mid_loading_early_stance,native_strong_ice,near_slip_non_event,0,202608578,36,True,True,True,True,True,True,True,True,True,True,True,0.05,0.35000000000000003,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_079,positive_0p20_left_mid_loading_early_stance_native_strong_ice_v1,control_0p20_left_mid_loading_early_stance_native_strong_ice_v1,71b41495a4fb5f3251294e8380ff6d7f869f9ad2e0694c2827fdc80702b9765f,0.2,left,mid_loading_early_stance,native_strong_ice,hard_normal,1,202608579,39,True,True,True,True,True,True,True,True,True,True,True,0.05,1.0,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_080,positive_0p20_left_mid_loading_early_stance_native_strong_ice_v2,control_0p20_left_mid_loading_early_stance_native_strong_ice_v2,2b24bcf98bb9ada46d89924687b5cf75e64e408934c334f116d3c8e4c4e3716b,0.2,left,mid_loading_early_stance,native_strong_ice,near_slip_non_event,2,202608580,44,True,True,True,True,True,True,True,True,True,True,True,0.05,0.35000000000000003,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_081,positive_0p20_left_mid_loading_early_stance_moderate_ice_preregistered_v0,control_0p20_left_mid_loading_early_stance_moderate_ice_preregistered_v0,e7e6ee34986239b73085c9d3192b112bbb4d55e9ba5e7e0d92326c7e53c51020,0.2,left,mid_loading_early_stance,moderate_ice_preregistered,hard_normal,0,202608581,36,True,True,True,True,True,True,True,True,True,True,True,0.1,1.0,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_082,positive_0p20_left_mid_loading_early_stance_moderate_ice_preregistered_v1,control_0p20_left_mid_loading_early_stance_moderate_ice_preregistered_v1,276cf122fab6dd0b9ae18b25d1be5e9659b05c3e82d9195f79b96ec7ec3a948d,0.2,left,mid_loading_early_stance,moderate_ice_preregistered,near_slip_non_event,1,202608582,39,True,True,True,True,True,True,True,True,True,True,True,0.1,0.35000000000000003,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_083,positive_0p20_left_mid_loading_early_stance_moderate_ice_preregistered_v2,control_0p20_left_mid_loading_early_stance_moderate_ice_preregistered_v2,57e44907fb3685271adf22ce7aa6f0b47368a832f8922fb5b84c79f6baa9062a,0.2,left,mid_loading_early_stance,moderate_ice_preregistered,hard_normal,2,202608583,44,True,True,True,True,True,True,True,True,True,True,True,0.1,1.0,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_084,positive_0p20_left_mid_late_stance_native_strong_ice_v0,control_0p20_left_mid_late_stance_native_strong_ice_v0,f572de001cfc5970b9d0677eff6b19615914c8ac74750642fcad32c22edf4058,0.2,left,mid_late_stance,native_strong_ice,hard_normal,0,202608584,36,True,True,True,True,True,True,True,True,True,True,True,0.05,1.0,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_085,positive_0p20_left_mid_late_stance_native_strong_ice_v1,control_0p20_left_mid_late_stance_native_strong_ice_v1,4cf34e4974bb7d2d3defc6fb6b1bbe6e585265d4bd90f7af00b9ba18e1d41847,0.2,left,mid_late_stance,native_strong_ice,near_slip_non_event,1,202608585,39,True,True,True,True,True,True,True,True,True,True,True,0.05,0.35000000000000003,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_086,positive_0p20_left_mid_late_stance_native_strong_ice_v2,control_0p20_left_mid_late_stance_native_strong_ice_v2,42bb4cb9393072fe8c2228a74e2a1e38a8a24074146258310a5ce250718bd4cf,0.2,left,mid_late_stance,native_strong_ice,hard_normal,2,202608586,44,True,True,True,True,True,True,True,True,True,True,True,0.05,1.0,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_087,positive_0p20_left_mid_late_stance_moderate_ice_preregistered_v0,control_0p20_left_mid_late_stance_moderate_ice_preregistered_v0,5c81a3c8613336936a8f0521cef5396e1c5dd7e74905631f5f8bb912445e8681,0.2,left,mid_late_stance,moderate_ice_preregistered,near_slip_non_event,0,202608587,36,True,True,True,True,True,True,True,True,True,True,True,0.1,0.35000000000000003,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_088,positive_0p20_left_mid_late_stance_moderate_ice_preregistered_v1,control_0p20_left_mid_late_stance_moderate_ice_preregistered_v1,5de323f70bfedd765531adeb622f186b132547ab09879ec3360f25dd4c6036e0,0.2,left,mid_late_stance,moderate_ice_preregistered,hard_normal,1,202608588,39,True,True,True,True,True,True,True,True,True,True,True,0.1,1.0,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_089,positive_0p20_left_mid_late_stance_moderate_ice_preregistered_v2,control_0p20_left_mid_late_stance_moderate_ice_preregistered_v2,0cc8db72f1bccf9dab85a482661a4b57152198440df3d372e8217faf4b0a59d2,0.2,left,mid_late_stance,moderate_ice_preregistered,near_slip_non_event,2,202608589,44,True,True,True,True,True,True,True,True,True,True,True,0.1,0.35000000000000003,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_090,positive_0p20_right_early_loading_native_strong_ice_v0,control_0p20_right_early_loading_native_strong_ice_v0,e4cb76d8fcadab0020e67b2c5a498cfbbbc95134e8ec0491acfd8ae09d554cb8,0.2,right,early_loading,native_strong_ice,near_slip_non_event,0,202608590,42,True,True,True,True,True,True,True,True,True,True,True,0.05,0.35000000000000003,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_091,positive_0p20_right_early_loading_native_strong_ice_v1,control_0p20_right_early_loading_native_strong_ice_v1,2d973e02b8d1aeca2f88e6c6128ecd87d7eed1960aa3983ef37ee8052505e587,0.2,right,early_loading,native_strong_ice,hard_normal,1,202608591,37,True,True,True,True,True,True,True,True,True,True,True,0.05,1.0,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_092,positive_0p20_right_early_loading_native_strong_ice_v2,control_0p20_right_early_loading_native_strong_ice_v2,8971e99c013d5360faa9605c59ae6125a619f691e60cf8bea75d77c491ad85aa,0.2,right,early_loading,native_strong_ice,near_slip_non_event,2,202608592,34,True,True,True,True,True,True,True,True,True,True,True,0.05,0.35000000000000003,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_093,positive_0p20_right_early_loading_moderate_ice_preregistered_v0,control_0p20_right_early_loading_moderate_ice_preregistered_v0,691fd26daa8cde381501e4398db1aef053fdc8dd8b6df1fc01fafd8eaceefa1c,0.2,right,early_loading,moderate_ice_preregistered,hard_normal,0,202608593,42,True,True,True,True,True,True,True,True,True,True,True,0.1,1.0,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_094,positive_0p20_right_early_loading_moderate_ice_preregistered_v1,control_0p20_right_early_loading_moderate_ice_preregistered_v1,d9f16ee153b060aee5847d9d5de2c4ed46c1e0289320d74b1e7843fee86dec27,0.2,right,early_loading,moderate_ice_preregistered,near_slip_non_event,1,202608594,37,True,True,True,True,True,True,True,True,True,True,True,0.1,0.35000000000000003,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_095,positive_0p20_right_early_loading_moderate_ice_preregistered_v2,control_0p20_right_early_loading_moderate_ice_preregistered_v2,da87bd5fc5a056da01e049da4ac6aa5f860d47acc49b419bffdbebe4e743be3b,0.2,right,early_loading,moderate_ice_preregistered,hard_normal,2,202608595,34,True,True,True,True,True,True,True,True,True,True,True,0.1,1.0,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_096,positive_0p20_right_mid_loading_early_stance_native_strong_ice_v0,control_0p20_right_mid_loading_early_stance_native_strong_ice_v0,e5147e07306c6571a36a4a6828abb96537d9496f8c85971ada97b9f254b4c791,0.2,right,mid_loading_early_stance,native_strong_ice,hard_normal,0,202608596,42,True,True,True,True,True,True,True,True,True,True,True,0.05,1.0,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_097,positive_0p20_right_mid_loading_early_stance_native_strong_ice_v1,control_0p20_right_mid_loading_early_stance_native_strong_ice_v1,0d64fdef842dd06d9c36f8465678072116267ac75052245c8a0ecb9e8c79e774,0.2,right,mid_loading_early_stance,native_strong_ice,near_slip_non_event,1,202608597,37,True,True,True,True,True,True,True,True,True,True,True,0.05,0.35000000000000003,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_098,positive_0p20_right_mid_loading_early_stance_native_strong_ice_v2,control_0p20_right_mid_loading_early_stance_native_strong_ice_v2,c5e820fdd0b6d0b00ae6a097075d205e20ad97855989841d17f5363153f69413,0.2,right,mid_loading_early_stance,native_strong_ice,hard_normal,2,202608598,34,True,True,True,True,True,True,True,True,True,True,True,0.05,1.0,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_099,positive_0p20_right_mid_loading_early_stance_moderate_ice_preregistered_v0,control_0p20_right_mid_loading_early_stance_moderate_ice_preregistered_v0,ebf54c8f03b67de7a9fd88170ec5d1c37cd53273ba03875788158a9126429208,0.2,right,mid_loading_early_stance,moderate_ice_preregistered,near_slip_non_event,0,202608599,42,True,True,True,True,True,True,True,True,True,True,True,0.1,0.35000000000000003,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_100,positive_0p20_right_mid_loading_early_stance_moderate_ice_preregistered_v1,control_0p20_right_mid_loading_early_stance_moderate_ice_preregistered_v1,5bea07bf6b9834573dcbaab56833cbc81e4e0b84fd8b18a995c933e74f3ec3b6,0.2,right,mid_loading_early_stance,moderate_ice_preregistered,hard_normal,1,202608600,37,True,True,True,True,True,True,True,True,True,True,True,0.1,1.0,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_101,positive_0p20_right_mid_loading_early_stance_moderate_ice_preregistered_v2,control_0p20_right_mid_loading_early_stance_moderate_ice_preregistered_v2,14f73ea0a8e9b37a6fa6d8b34f086ea26ad36fa18df286b7547de49045bd8e08,0.2,right,mid_loading_early_stance,moderate_ice_preregistered,near_slip_non_event,2,202608601,34,True,True,True,True,True,True,True,True,True,True,True,0.1,0.35000000000000003,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_102,positive_0p20_right_mid_late_stance_native_strong_ice_v0,control_0p20_right_mid_late_stance_native_strong_ice_v0,9c905064c23a0cbb0228a0ea6cfadbf69a21621348ea854367ec6138c55259a8,0.2,right,mid_late_stance,native_strong_ice,near_slip_non_event,0,202608602,42,True,True,True,True,True,True,True,True,True,True,True,0.05,0.35000000000000003,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_103,positive_0p20_right_mid_late_stance_native_strong_ice_v1,control_0p20_right_mid_late_stance_native_strong_ice_v1,4bf80771b48c0026500fda9325e38e19eb3eb0ee51e2a16ae708325f796a366b,0.2,right,mid_late_stance,native_strong_ice,hard_normal,1,202608603,37,True,True,True,True,True,True,True,True,True,True,True,0.05,1.0,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_104,positive_0p20_right_mid_late_stance_native_strong_ice_v2,control_0p20_right_mid_late_stance_native_strong_ice_v2,76d1e2c09715908b3730d32da746b66f8cf503ab6bafa02998282535ab8b9073,0.2,right,mid_late_stance,native_strong_ice,near_slip_non_event,2,202608604,34,True,True,True,True,True,True,True,True,True,True,True,0.05,0.35000000000000003,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_105,positive_0p20_right_mid_late_stance_moderate_ice_preregistered_v0,control_0p20_right_mid_late_stance_moderate_ice_preregistered_v0,73e1eeee884e7338a96c41ce59d6eb0f9a311e42c9db7ff4c10588948a9ef10b,0.2,right,mid_late_stance,moderate_ice_preregistered,hard_normal,0,202608605,42,True,True,True,True,True,True,True,True,True,True,True,0.1,1.0,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_106,positive_0p20_right_mid_late_stance_moderate_ice_preregistered_v1,control_0p20_right_mid_late_stance_moderate_ice_preregistered_v1,7442d38473241806845f1923397f77c395c60312b36eadf5d9c9a448bbaddc30,0.2,right,mid_late_stance,moderate_ice_preregistered,near_slip_non_event,1,202608606,37,True,True,True,True,True,True,True,True,True,True,True,0.1,0.35000000000000003,True,True,True,True,False,correct_counterfactual_pair,0,True
v5_pair_107,positive_0p20_right_mid_late_stance_moderate_ice_preregistered_v2,control_0p20_right_mid_late_stance_moderate_ice_preregistered_v2,d28894018fd99823bda822cb40e104d5e053383855eac506036d68380e741461,0.2,right,mid_late_stance,moderate_ice_preregistered,hard_normal,2,202608607,34,True,True,True,True,True,True,True,True,True,True,True,0.1,1.0,True,True,True,True,False,correct_counterfactual_pair,0,True
