run_id,pair_id,role,speed_mps,target_foot,target_phase,actual_onset_phase,severity,material_profile,control_type,variation_index,actual_first_affected_foot,target_touchdown_sample,target_touchdown_time_s,target_physical_onset_sample,target_physical_onset_time_s,touchdown_to_onset_ms,target_contact_episode_id,contralateral_physical_slip_contamination,valid_target_positive,wrong_foot_onset,bilateral_ambiguous,no_onset,fall_occurred,first_fall_sample,fall_reason,post_fall_excluded_sample_count,discarded,replaced,silently_relabelled,physical_slip_foot_count,physical_slip_onset_free,stable_loaded_contact_coverage,valid_control_source,maximum_target_anchor_drift_m,first_fall_censor_boundary,control_source_valid,failure_reason,failed_attempt_preserved,silently_counted_as_normal,development_only
control_0p20_left_mid_loading_early_stance_moderate_ice_preregistered_v1,v5_pair_082,control,0.2,left,mid_loading_early_stance,none,moderate_ice_preregistered,near_slip_non_event,near_slip_non_event,1,none,39,0.04000000000000003,,,,0,False,False,False,False,True,False,,,0,False,False,False,0,True,True,True,0.008878273889422417,,True,,True,False,True
control_0p20_left_mid_loading_early_stance_moderate_ice_preregistered_v2,v5_pair_083,control,0.2,left,mid_loading_early_stance,none,moderate_ice_preregistered,hard_normal,hard_normal,2,none,44,0.04500000000000003,,,,0,False,False,False,False,True,False,,,0,False,False,False,0,True,True,True,0.004685584455728531,,True,,True,False,True
control_0p20_left_mid_late_stance_native_strong_ice_v0,v5_pair_084,control,0.2,left,mid_late_stance,none,native_strong_ice,hard_normal,hard_normal,0,none,36,0.037000000000000026,,,,0,False,False,False,False,True,False,,,0,False,False,False,0,True,True,True,0.0033390300814062357,,True,,True,False,True
control_0p20_left_mid_late_stance_native_strong_ice_v1,v5_pair_085,control,0.2,left,mid_late_stance,none,native_strong_ice,near_slip_non_event,near_slip_non_event,1,none,39,0.04000000000000003,,,,0,False,False,False,False,True,False,,,0,False,False,False,0,True,True,True,0.008839053101837635,,True,,True,False,True
control_0p20_left_mid_late_stance_native_strong_ice_v2,v5_pair_086,control,0.2,left,mid_late_stance,none,native_strong_ice,hard_normal,hard_normal,2,none,44,0.04500000000000003,,,,0,False,False,False,False,True,False,,,0,False,False,False,0,True,True,True,0.004687755834311247,,True,,True,False,True
control_0p20_left_mid_late_stance_moderate_ice_preregistered_v0,v5_pair_087,control,0.2,left,mid_late_stance,none,moderate_ice_preregistered,near_slip_non_event,near_slip_non_event,0,none,36,0.037000000000000026,,,,0,False,False,False,False,True,False,,,0,False,False,False,0,True,True,True,0.003327309852465987,,True,,True,False,True
control_0p20_left_mid_late_stance_moderate_ice_preregistered_v1,v5_pair_088,control,0.2,left,mid_late_stance,none,moderate_ice_preregistered,hard_normal,hard_normal,1,none,39,0.04000000000000003,,,,0,False,False,False,False,True,False,,,0,False,False,False,0,True,True,True,0.008779642172157764,,True,,True,False,True
control_0p20_left_mid_late_stance_moderate_ice_preregistered_v2,v5_pair_089,control,0.2,left,mid_late_stance,none,moderate_ice_preregistered,near_slip_non_event,near_slip_non_event,2,none,44,0.04500000000000003,,,,0,False,False,False,False,True,False,,,0,False,False,False,0,True,True,True,0.004684628453105688,,True,,True,False,True
control_0p20_right_early_loading_native_strong_ice_v0,v5_pair_090,control,0.2,right,early_loading,none,native_strong_ice,near_slip_non_event,near_slip_non_event,0,none,42,0.04300000000000003,,,,0,False,False,False,False,True,False,,,0,False,False,False,0,True,True,True,0.008456537500023842,,True,,True,False,True
control_0p20_right_early_loading_native_strong_ice_v1,v5_pair_091,control,0.2,right,early_loading,none,native_strong_ice,hard_normal,hard_normal,1,none,37,0.03800000000000003,,,,0,False,False,False,False,True,False,,,0,False,False,False,0,True,True,True,0.007468402851372957,,True,,True,False,True
control_0p20_right_early_loading_native_strong_ice_v2,v5_pair_092,control,0.2,right,early_loading,none,native_strong_ice,near_slip_non_event,near_slip_non_event,2,none,34,0.035000000000000024,,,,0,False,False,False,False,True,False,,,0,False,False,False,0,True,True,True,0.01073464099317789,,True,,True,False,True
control_0p20_right_early_loading_moderate_ice_preregistered_v0,v5_pair_093,control,0.2,right,early_loading,none,moderate_ice_preregistered,hard_normal,hard_normal,0,none,42,0.04300000000000003,,,,0,False,False,False,False,True,False,,,0,False,False,False,0,True,True,True,0.007816172204911709,,True,,True,False,True
control_0p20_right_early_loading_moderate_ice_preregistered_v1,v5_pair_094,control,0.2,right,early_loading,none,moderate_ice_preregistered,near_slip_non_event,near_slip_non_event,1,none,37,0.03800000000000003,,,,0,False,False,False,False,True,False,,,0,False,False,False,0,True,True,True,0.007668271195143461,,True,,True,False,True
control_0p20_right_early_loading_moderate_ice_preregistered_v2,v5_pair_095,control,0.2,right,early_loading,none,moderate_ice_preregistered,hard_normal,hard_normal,2,none,34,0.035000000000000024,,,,0,False,False,False,False,True,False,,,0,False,False,False,0,True,True,True,0.009095994755625725,,True,,True,False,True
control_0p20_right_mid_loading_early_stance_native_strong_ice_v0,v5_pair_096,control,0.2,right,mid_loading_early_stance,none,native_strong_ice,hard_normal,hard_normal,0,none,42,0.04300000000000003,,,,0,False,False,False,False,True,False,,,0,False,False,False,0,True,True,True,0.007816300727427006,,True,,True,False,True
control_0p20_right_mid_loading_early_stance_native_strong_ice_v1,v5_pair_097,control,0.2,right,mid_loading_early_stance,none,native_strong_ice,near_slip_non_event,near_slip_non_event,1,none,37,0.03800000000000003,,,,0,False,False,False,False,True,False,,,0,False,False,False,0,True,True,True,0.007302731741219759,,True,,True,False,True
control_0p20_right_mid_loading_early_stance_native_strong_ice_v2,v5_pair_098,control,0.2,right,mid_loading_early_stance,none,native_strong_ice,hard_normal,hard_normal,2,none,34,0.035000000000000024,,,,0,False,False,False,False,True,False,,,0,False,False,False,0,True,True,True,0.009105617180466652,,True,,True,False,True
control_0p20_right_mid_loading_early_stance_moderate_ice_preregistered_v0,v5_pair_099,control,0.2,right,mid_loading_early_stance,none,moderate_ice_preregistered,near_slip_non_event,near_slip_non_event,0,none,42,0.04300000000000003,,,,0,False,False,False,False,True,False,,,0,False,False,False,0,True,True,True,0.007682519964873791,,True,,True,False,True
control_0p20_right_mid_loading_early_stance_moderate_ice_preregistered_v1,v5_pair_100,control,0.2,right,mid_loading_early_stance,none,moderate_ice_preregistered,hard_normal,hard_normal,1,none,37,0.03800000000000003,,,,0,False,False,False,False,True,False,,,0,False,False,False,0,True,True,True,0.007463393267244101,,True,,True,False,True
control_0p20_right_mid_loading_early_stance_moderate_ice_preregistered_v2,v5_pair_101,control,0.2,right,mid_loading_early_stance,none,moderate_ice_preregistered,near_slip_non_event,near_slip_non_event,2,none,34,0.035000000000000024,,,,0,False,False,False,False,True,False,,,0,False,False,False,0,True,True,True,0.009858760982751846,,True,,True,False,True
control_0p20_right_mid_late_stance_native_strong_ice_v0,v5_pair_102,control,0.2,right,mid_late_stance,none,native_strong_ice,near_slip_non_event,near_slip_non_event,0,none,42,0.04300000000000003,,,,0,False,False,False,False,True,False,,,0,False,False,False,0,True,True,True,0.007283806335180998,,True,,True,False,True
control_0p20_right_mid_late_stance_native_strong_ice_v1,v5_pair_103,control,0.2,right,mid_late_stance,none,native_strong_ice,hard_normal,hard_normal,1,none,37,0.03800000000000003,,,,0,False,False,False,False,True,False,,,0,False,False,False,0,True,True,True,0.007456967141479254,,True,,True,False,True
control_0p20_right_mid_late_stance_native_strong_ice_v2,v5_pair_104,control,0.2,right,mid_late_stance,none,native_strong_ice,near_slip_non_event,near_slip_non_event,2,none,34,0.035000000000000024,,,,0,False,False,False,False,True,False,,,0,False,False,False,0,True,True,True,0.008981511928141117,,True,,True,False,True
control_0p20_right_mid_late_stance_moderate_ice_preregistered_v0,v5_pair_105,control,0.2,right,mid_late_stance,none,moderate_ice_preregistered,hard_normal,hard_normal,0,none,42,0.04300000000000003,,,,0,False,False,False,False,True,False,,,0,False,False,False,0,True,True,True,0.00780430156737566,,True,,True,False,True
control_0p20_right_mid_late_stance_moderate_ice_preregistered_v1,v5_pair_106,control,0.2,right,mid_late_stance,none,moderate_ice_preregistered,near_slip_non_event,near_slip_non_event,1,none,37,0.03800000000000003,,,,0,False,False,False,False,True,False,,,0,False,False,False,0,True,True,True,0.007539244368672371,,True,,True,False,True
control_0p20_right_mid_late_stance_moderate_ice_preregistered_v2,v5_pair_107,control,0.2,right,mid_late_stance,none,moderate_ice_preregistered,hard_normal,hard_normal,2,none,34,0.035000000000000024,,,,0,False,False,False,False,True,False,,,0,False,False,False,0,True,True,True,0.009110365062952042,,True,,True,False,True
