run_id,pair_id,role,speed_mps,target_foot,target_phase,actual_onset_phase,severity,material_profile,control_type,variation_index,actual_first_affected_foot,target_touchdown_sample,target_touchdown_time_s,target_physical_onset_sample,target_physical_onset_time_s,touchdown_to_onset_ms,target_contact_episode_id,contralateral_physical_slip_contamination,valid_target_positive,wrong_foot_onset,bilateral_ambiguous,no_onset,fall_occurred,first_fall_sample,fall_reason,post_fall_excluded_sample_count,discarded,replaced,silently_relabelled,target_foot_patch_contact,target_foot_physical_slip,target_first,valid_pre_fall_duration_s,maximum_target_anchor_drift_m,source_valid,failure_reason,failed_attempt_preserved,development_only
positive_0p20_left_early_loading_native_strong_ice_v1,v5_pair_073,positive,0.2,left,early_loading,early_loading,native_strong_ice,native_strong_ice,near_slip_non_event,1,left,308,0.3090000000000002,370,0.3710000000000003,63,1,False,True,False,False,False,True,1571,fallen_base_height,1429,False,False,False,True,True,True,1.571,0.2189500480890274,True,,True,True
positive_0p20_left_early_loading_native_strong_ice_v2,v5_pair_074,positive,0.2,left,early_loading,mid_loading_early_stance,native_strong_ice,native_strong_ice,hard_normal,2,left,44,0.04500000000000003,228,0.22900000000000018,185,0,False,False,False,False,False,True,1832,fallen_base_height,1168,False,False,False,True,True,True,1.832,0.26529330015182495,False,OTHER_WITH_EVIDENCE,True,True
positive_0p20_left_early_loading_moderate_ice_preregistered_v0,v5_pair_075,positive,0.2,left,early_loading,early_loading,moderate_ice_preregistered,moderate_ice_preregistered,near_slip_non_event,0,left,1035,1.0359999999999414,1105,1.1059999999999337,71,22,False,True,False,False,False,True,2508,fallen_base_height,492,False,False,False,True,True,True,2.508,0.10451194643974304,True,,True,True
positive_0p20_left_early_loading_moderate_ice_preregistered_v1,v5_pair_076,positive,0.2,left,early_loading,early_loading,moderate_ice_preregistered,moderate_ice_preregistered,hard_normal,1,left,306,0.3070000000000002,385,0.3860000000000003,80,1,False,True,False,False,False,True,2024,fallen_base_height,976,False,False,False,True,True,True,2.024,0.10707560181617737,True,,True,True
positive_0p20_left_early_loading_moderate_ice_preregistered_v2,v5_pair_077,positive,0.2,left,early_loading,early_loading,moderate_ice_preregistered,moderate_ice_preregistered,near_slip_non_event,2,left,1152,1.1529999999999285,1234,1.2349999999999195,83,31,False,True,False,False,False,True,2575,fallen_base_height,425,False,False,False,True,True,True,2.575,0.14915353059768677,True,,True,True
positive_0p20_left_mid_loading_early_stance_native_strong_ice_v0,v5_pair_078,positive,0.2,left,mid_loading_early_stance,mid_loading_early_stance,native_strong_ice,native_strong_ice,near_slip_non_event,0,left,545,0.5459999999999953,699,0.6999999999999783,155,2,False,True,False,False,False,False,,,0,False,False,False,True,True,True,3.0,0.11445195972919464,True,,True,True
positive_0p20_left_mid_loading_early_stance_native_strong_ice_v1,v5_pair_079,positive,0.2,left,mid_loading_early_stance,mid_loading_early_stance,native_strong_ice,native_strong_ice,hard_normal,1,left,901,0.9019999999999561,1037,1.0379999999999412,137,4,False,True,False,False,False,False,,,0,False,False,False,True,True,True,3.0,0.13131290674209595,True,,True,True
positive_0p20_left_mid_loading_early_stance_native_strong_ice_v2,v5_pair_080,positive,0.2,left,mid_loading_early_stance,mid_loading_early_stance,native_strong_ice,native_strong_ice,near_slip_non_event,2,left,698,0.6989999999999784,923,0.9239999999999536,226,3,False,True,False,False,False,False,,,0,False,False,False,True,True,True,3.0,0.09896521270275116,True,,True,True
positive_0p20_left_mid_loading_early_stance_moderate_ice_preregistered_v0,v5_pair_081,positive,0.2,left,mid_loading_early_stance,mid_loading_early_stance,moderate_ice_preregistered,moderate_ice_preregistered,hard_normal,0,left,1126,1.1269999999999314,1308,1.3089999999999113,183,4,False,True,False,False,False,False,,,0,False,False,False,True,True,True,3.0,0.07463975250720978,True,,True,True
positive_0p20_left_mid_loading_early_stance_moderate_ice_preregistered_v1,v5_pair_082,positive,0.2,left,mid_loading_early_stance,mid_loading_early_stance,moderate_ice_preregistered,moderate_ice_preregistered,near_slip_non_event,1,left,304,0.3050000000000002,553,0.5539999999999944,250,1,False,True,False,False,False,False,,,0,False,False,False,True,True,True,3.0,0.08345428854227066,True,,True,True
positive_0p20_left_mid_loading_early_stance_moderate_ice_preregistered_v2,v5_pair_083,positive,0.2,left,mid_loading_early_stance,mid_loading_early_stance,moderate_ice_preregistered,moderate_ice_preregistered,hard_normal,2,left,44,0.04500000000000003,259,0.2600000000000002,216,0,False,True,False,False,False,False,,,0,False,False,False,True,True,True,3.0,0.08361116051673889,True,,True,True
positive_0p20_left_mid_late_stance_native_strong_ice_v0,v5_pair_084,positive,0.2,left,mid_late_stance,mid_late_stance,native_strong_ice,native_strong_ice,hard_normal,0,left,562,0.5629999999999934,856,0.856999999999961,295,1,False,True,False,False,False,False,,,0,False,False,False,True,True,True,3.0,0.0698317289352417,True,,True,True
positive_0p20_left_mid_late_stance_native_strong_ice_v1,v5_pair_085,positive,0.2,left,mid_late_stance,mid_late_stance,native_strong_ice,native_strong_ice,near_slip_non_event,1,left,1539,1.539999999999886,1817,1.8179999999998553,279,4,False,True,False,False,False,False,,,0,False,False,False,True,True,True,3.0,0.06245981156826019,True,,True,True
positive_0p20_left_mid_late_stance_native_strong_ice_v2,v5_pair_086,positive,0.2,left,mid_late_stance,none,native_strong_ice,native_strong_ice,hard_normal,2,none,44,0.04500000000000003,,,,0,False,False,False,False,True,False,,,0,False,False,False,True,False,False,3.0,0.050101738423109055,False,NO_PHYSICAL_ONSET,True,True
positive_0p20_left_mid_late_stance_moderate_ice_preregistered_v0,v5_pair_087,positive,0.2,left,mid_late_stance,none,moderate_ice_preregistered,moderate_ice_preregistered,near_slip_non_event,0,none,36,0.037000000000000026,,,,0,False,False,False,False,True,False,,,0,False,False,False,True,False,False,3.0,0.03198676183819771,False,NO_PHYSICAL_ONSET,True,True
positive_0p20_left_mid_late_stance_moderate_ice_preregistered_v1,v5_pair_088,positive,0.2,left,mid_late_stance,none,moderate_ice_preregistered,moderate_ice_preregistered,hard_normal,1,none,39,0.04000000000000003,,,,0,False,False,False,False,True,False,,,0,False,False,False,True,False,False,3.0,0.043509840965270996,False,NO_PHYSICAL_ONSET,True,True
positive_0p20_left_mid_late_stance_moderate_ice_preregistered_v2,v5_pair_089,positive,0.2,left,mid_late_stance,none,moderate_ice_preregistered,moderate_ice_preregistered,near_slip_non_event,2,none,44,0.04500000000000003,,,,0,False,False,False,False,True,False,,,0,False,False,False,True,False,False,3.0,0.04131189361214638,False,NO_PHYSICAL_ONSET,True,True
positive_0p20_right_early_loading_native_strong_ice_v0,v5_pair_090,positive,0.2,right,early_loading,early_loading,native_strong_ice,native_strong_ice,near_slip_non_event,0,right,205,0.20600000000000016,281,0.2820000000000002,77,1,False,True,False,False,False,True,1367,fallen_base_height,1633,False,False,False,True,True,True,1.367,0.11721012741327286,True,,True,True
positive_0p20_right_early_loading_native_strong_ice_v1,v5_pair_091,positive,0.2,right,early_loading,early_loading,native_strong_ice,native_strong_ice,hard_normal,1,right,37,0.03800000000000003,144,0.1450000000000001,108,0,False,True,False,False,False,True,1287,fallen_base_height,1713,False,False,False,True,True,True,1.287,0.1099608987569809,True,,True,True
positive_0p20_right_early_loading_native_strong_ice_v2,v5_pair_092,positive,0.2,right,early_loading,early_loading,native_strong_ice,native_strong_ice,near_slip_non_event,2,right,370,0.3710000000000003,444,0.44500000000000034,75,4,False,True,False,False,False,True,1506,fallen_base_height,1494,False,False,False,True,True,True,1.506,0.12705524265766144,True,,True,True
positive_0p20_right_early_loading_moderate_ice_preregistered_v0,v5_pair_093,positive,0.2,right,early_loading,mid_loading_early_stance,moderate_ice_preregistered,moderate_ice_preregistered,hard_normal,0,right,203,0.20400000000000015,330,0.33100000000000024,128,1,False,False,False,False,False,True,1789,fallen_base_height,1211,False,False,False,True,True,True,1.789,0.11654524505138397,False,OTHER_WITH_EVIDENCE,True,True
positive_0p20_right_early_loading_moderate_ice_preregistered_v1,v5_pair_094,positive,0.2,right,early_loading,mid_loading_early_stance,moderate_ice_preregistered,moderate_ice_preregistered,near_slip_non_event,1,right,37,0.03800000000000003,175,0.17600000000000013,139,0,False,False,False,False,False,True,2462,fallen_base_height,538,False,False,False,True,True,True,2.462,0.11715748906135559,False,OTHER_WITH_EVIDENCE,True,True
positive_0p20_right_early_loading_moderate_ice_preregistered_v2,v5_pair_095,positive,0.2,right,early_loading,early_loading,moderate_ice_preregistered,moderate_ice_preregistered,hard_normal,2,right,367,0.36800000000000027,467,0.46800000000000036,101,3,False,True,False,False,False,True,2107,fallen_base_height,893,False,False,False,True,True,True,2.107,0.08890963345766068,True,,True,True
positive_0p20_right_mid_loading_early_stance_native_strong_ice_v0,v5_pair_096,positive,0.2,right,mid_loading_early_stance,mid_loading_early_stance,native_strong_ice,native_strong_ice,hard_normal,0,right,196,0.19700000000000015,365,0.36600000000000027,170,1,False,True,False,False,False,False,,,0,False,False,False,True,True,True,3.0,0.12885776162147522,True,,True,True
positive_0p20_right_mid_loading_early_stance_native_strong_ice_v1,v5_pair_097,positive,0.2,right,mid_loading_early_stance,mid_loading_early_stance,native_strong_ice,native_strong_ice,near_slip_non_event,1,right,37,0.03800000000000003,188,0.18900000000000014,152,0,False,True,False,False,False,False,,,0,False,False,False,True,True,True,3.0,0.07390362024307251,True,,True,True
positive_0p20_right_mid_loading_early_stance_native_strong_ice_v2,v5_pair_098,positive,0.2,right,mid_loading_early_stance,mid_loading_early_stance,native_strong_ice,native_strong_ice,hard_normal,2,right,367,0.36800000000000027,522,0.5229999999999978,156,4,False,True,False,False,False,False,,,0,False,False,False,True,True,True,3.0,0.09139556437730789,True,,True,True
positive_0p20_right_mid_loading_early_stance_moderate_ice_preregistered_v0,v5_pair_099,positive,0.2,right,mid_loading_early_stance,mid_loading_early_stance,moderate_ice_preregistered,moderate_ice_preregistered,near_slip_non_event,0,right,196,0.19700000000000015,425,0.4260000000000003,230,1,False,True,False,False,False,False,,,0,False,False,False,True,True,True,3.0,0.07367994636297226,True,,True,True
positive_0p20_right_mid_loading_early_stance_moderate_ice_preregistered_v1,v5_pair_100,positive,0.2,right,mid_loading_early_stance,mid_loading_early_stance,moderate_ice_preregistered,moderate_ice_preregistered,hard_normal,1,right,1815,1.8159999999998555,1969,1.9699999999998385,155,7,False,True,False,False,False,False,,,0,False,False,False,True,True,True,3.0,0.05564093217253685,True,,True,True
positive_0p20_right_mid_loading_early_stance_moderate_ice_preregistered_v2,v5_pair_101,positive,0.2,right,mid_loading_early_stance,mid_loading_early_stance,moderate_ice_preregistered,moderate_ice_preregistered,near_slip_non_event,2,right,365,0.36600000000000027,559,0.5599999999999937,195,3,False,True,False,False,False,False,,,0,False,False,False,True,True,True,3.0,0.06518279016017914,True,,True,True
positive_0p20_right_mid_late_stance_native_strong_ice_v0,v5_pair_102,positive,0.2,right,mid_late_stance,mid_late_stance,native_strong_ice,native_strong_ice,near_slip_non_event,0,right,196,0.19700000000000015,476,0.47700000000000037,281,1,False,True,False,False,False,False,,,0,False,False,False,True,True,True,3.0,0.07036148011684418,True,,True,True
positive_0p20_right_mid_late_stance_native_strong_ice_v1,v5_pair_103,positive,0.2,right,mid_late_stance,mid_late_stance,native_strong_ice,native_strong_ice,hard_normal,1,right,1240,1.2409999999999188,1524,1.5249999999998876,285,3,False,True,False,False,False,False,,,0,False,False,False,True,True,True,3.0,0.06945601105690002,True,,True,True
positive_0p20_right_mid_late_stance_native_strong_ice_v2,v5_pair_104,positive,0.2,right,mid_late_stance,mid_late_stance,native_strong_ice,native_strong_ice,near_slip_non_event,2,right,2161,2.1619999999998893,2422,2.4229999999999765,262,8,False,True,False,False,False,False,,,0,False,False,False,True,True,True,3.0,0.058872271329164505,True,,True,True
positive_0p20_right_mid_late_stance_moderate_ice_preregistered_v0,v5_pair_105,positive,0.2,right,mid_late_stance,mid_late_stance,moderate_ice_preregistered,moderate_ice_preregistered,hard_normal,0,right,1423,1.4239999999998987,1712,1.7129999999998669,290,4,False,True,False,False,False,False,,,0,False,False,False,True,True,True,3.0,0.05959669500589371,True,,True,True
positive_0p20_right_mid_late_stance_moderate_ice_preregistered_v1,v5_pair_106,positive,0.2,right,mid_late_stance,none,moderate_ice_preregistered,moderate_ice_preregistered,near_slip_non_event,1,none,37,0.03800000000000003,,,,0,False,False,False,False,True,False,,,0,False,False,False,True,False,False,3.0,0.0449615940451622,False,NO_PHYSICAL_ONSET,True,True
positive_0p20_right_mid_late_stance_moderate_ice_preregistered_v2,v5_pair_107,positive,0.2,right,mid_late_stance,none,moderate_ice_preregistered,moderate_ice_preregistered,hard_normal,2,none,34,0.035000000000000024,,,,0,False,False,False,False,True,False,,,0,False,False,False,True,False,False,3.0,0.04733741655945778,False,NO_PHYSICAL_ONSET,True,True
