candidate_id,family_id,seed,actionable_episode_count,actionable_episode_detected,actionable_episode_recall,worst_speed_actionable_episode_recall,affected_foot_accuracy,median_warning_margin_ms,p95_warning_margin_ms,median_late_latency_ms,p95_late_latency_ms,minimum_fold_recall,every_fold_zero_safety_pass,future_leakage_count,resource_gates_pass,parameter_count,macs_per_1khz_tick,mandatory_gates_pass,normal_run_fp,normal_contact_episode_fp,too_early_activation,air_firing,touchdown_transient_firing,invalid_firing,postfall_firing,latch_carryover,cross_foot_ownership_violation
R1_seed_202608231,R1,202608231,471,6,0.012738853503184714,0.0,1.0,9.0,25.4,0.0,32.25,0.00546448087431694,False,0,True,798,1464,False,0,57,2,0,0,52,52,0,1
R1_seed_202608232,R1,202608232,471,32,0.06794055201698514,0.048484848484848485,1.0,47.5,73.1,0.0,3.149999999999995,0.025423728813559324,False,0,True,798,1464,False,0,80,7,0,0,54,54,0,2
R1_seed_202608233,R1,202608233,471,39,0.08280254777070063,0.06666666666666667,1.0,51.0,96.7,0.0,223.5000000000001,0.06470588235294118,False,0,True,798,1464,False,0,123,6,0,0,77,77,0,6
R2_seed_202608231,R2,202608231,471,39,0.08280254777070063,0.05333333333333334,1.0,20.0,74.89999999999992,0.0,286.4000000000001,0.041176470588235294,False,0,True,1574,2976,False,9,112,3,0,0,62,62,0,2
R2_seed_202608232,R2,202608232,471,23,0.04883227176220807,0.013333333333333334,1.0,45.0,81.75,84.0,413.3999999999996,0.00847457627118644,False,0,True,1574,2976,False,0,76,2,0,0,46,46,0,9
R2_seed_202608233,R2,202608233,471,13,0.027600849256900213,0.02564102564102564,1.0,19.5,61.699999999999996,0.0,0.7999999999999972,0.0,False,0,True,1574,2976,False,0,74,3,0,0,55,55,0,5
R3_seed_202608231,R3,202608231,471,95,0.20169851380042464,0.1858974358974359,1.0,55.0,91.0,0.0,75.39999999999998,0.12941176470588237,False,0,True,1529,2720,False,1,313,23,0,0,77,77,0,51
R3_seed_202608232,R3,202608232,471,54,0.11464968152866242,0.1,1.0,46.0,88.99999999999996,0.0,114.2499999999998,0.09411764705882353,False,0,True,1529,2720,False,6,193,13,0,0,78,78,0,22
R3_seed_202608233,R3,202608233,471,93,0.19745222929936307,0.17333333333333334,1.0,34.0,83.0,0.0,122.0,0.14207650273224043,False,0,True,1529,2720,False,9,260,14,0,0,77,77,0,40
