sample,foot,runtime_episode_id,actionable_score,normal_score,early_score,active_score,persistence,owner_foot,simultaneous_candidate_count,reconciliation_rule,candidate_id,evaluation_scope,outer_fold,run_id,speed_mps,physical_episode_id,physical_event_present,air_firing,touchdown_transient_firing,invalid_firing,postfall_firing,too_early_activation,cross_foot_ownership_violation
1945,1,77,0.9924004077911377,0.0,0.0,0.00759959127753973,5,1,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,1,positive_0p15_left_early_loading_native_strong_ice_v1,0.15,77,False,False,False,True,True,False,False
221,0,1,0.9999798536300659,2.2551938392844988e-21,6.453646198479777e-16,2.0115588995395228e-05,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,1,positive_0p15_right_early_loading_native_strong_ice_v1,0.15,1,False,False,False,False,False,False,False
1297,0,6,1.0,0.0,5.642468396450308e-41,7.431875681887602e-17,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,1,positive_0p15_right_early_loading_native_strong_ice_v1,0.15,6,False,False,False,False,False,False,False
1764,1,87,0.9999998807907104,5.619854493773429e-17,5.5995474923520305e-09,6.70083935006005e-08,5,1,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,1,positive_0p15_right_early_loading_native_strong_ice_v1,0.15,78,False,False,False,True,True,False,False
762,1,22,0.9999924898147583,1.883398471902442e-11,7.480291969841346e-06,2.522431152840454e-10,5,1,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,1,positive_0p15_right_mid_loading_early_stance_native_strong_ice_v1,0.15,16,False,False,False,False,False,False,False
2583,1,41,0.9999607801437378,9.046302693604957e-06,6.188007972696141e-08,3.0208420866983943e-05,5,1,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,1,positive_0p15_right_mid_loading_early_stance_native_strong_ice_v1,0.15,26,False,False,False,False,False,False,False
2124,0,4,0.9998526573181152,4.986602493775583e-13,2.702007506627524e-08,0.00014734927390236408,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,1,positive_0p15_right_mid_late_stance_native_strong_ice_v1,0.15,4,False,False,False,False,False,False,False
2884,0,13,0.9950869679450989,8.198278919735458e-06,4.638032180537266e-07,0.004904390312731266,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,1,positive_0p20_left_mid_loading_early_stance_native_strong_ice_v1,0.2,10,True,False,False,False,False,False,False
1836,1,4,0.996980607509613,1.2009866712237027e-10,0.00115119107067585,0.001868140185251832,5,1,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,1,positive_0p20_left_mid_late_stance_native_strong_ice_v1,0.2,4,False,False,False,False,False,False,False
223,0,1,0.9904318451881409,3.265040537605733e-15,2.9092959152876574e-09,0.00956820696592331,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,1,positive_0p20_right_early_loading_native_strong_ice_v1,0.2,1,False,False,False,False,False,False,False
1284,0,12,1.0,0.0,0.0,2.7627298226917674e-09,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,1,positive_0p20_right_early_loading_native_strong_ice_v1,0.2,12,False,False,False,False,False,False,False
1731,1,73,0.9914451837539673,3.535893320963802e-36,4.251436159955825e-23,0.00855483952909708,5,1,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,1,positive_0p20_right_early_loading_native_strong_ice_v1,0.2,69,False,False,False,True,True,False,False
1137,1,3,0.9999557733535767,1.8431917851557955e-05,2.1816089429194108e-05,3.906577603629557e-06,5,1,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,1,positive_0p10_left_early_loading_v1_M1,0.1,3,False,False,False,False,False,False,False
2493,0,99,1.0,7.876007874910513e-35,3.971276481641422e-26,4.3019862854771884e-43,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,1,positive_0p10_left_early_loading_v1_M1,0.1,82,False,False,False,True,True,False,False
248,0,1,0.9985936284065247,6.584762134154414e-15,0.0014063240960240364,4.895486238609692e-09,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,1,positive_0p10_right_early_loading_v1_M1,0.1,1,False,False,False,False,False,False,False
1417,0,13,0.9999814033508301,3.0974173226283597e-10,2.986529690218731e-09,1.8615390217746608e-05,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,1,positive_0p10_right_early_loading_v1_M1,0.1,13,False,False,False,False,False,False,False
1966,1,22,0.9986060261726379,8.209350926335901e-05,0.0007063925149850547,0.0006054278346709907,5,1,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,1,positive_0p10_right_mid_loading_early_stance_v1_M1,0.1,12,True,False,False,False,False,False,False
1742,1,8,0.9999997615814209,4.744265535983061e-10,5.87160405943083e-19,2.0265640898742276e-07,5,1,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,1,positive_0p15_left_early_loading_v1_M1,0.15,8,False,False,False,False,False,False,False
1601,0,67,0.9917934536933899,0.007459562737494707,5.0399702189452e-08,0.000746896315831691,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,1,positive_0p20_left_early_loading_v1_M1,0.2,59,False,False,False,False,False,False,False
1727,1,7,0.9998912811279297,5.331524334906135e-06,0.00010341715824324638,2.6204705960708452e-08,5,1,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,1,positive_0p20_left_early_loading_v1_M1,0.2,7,False,False,False,False,False,False,False
227,0,1,0.9982337951660156,4.696250766739185e-12,0.0004780662711709738,0.0012881031725555658,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,ice_native_0p10_v02,0.1,1,True,False,False,False,False,False,False
2569,0,54,0.9991875290870667,1.3652068191205569e-11,0.0006655239267274737,0.00014698074664920568,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,ice_native_0p10_v02,0.1,45,True,False,False,False,False,False,False
2076,0,5,1.0,0.0,4.3922087245480303e-29,4.895516977909686e-11,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,sand_solref_interpolation_2of3_0p10_v02,0.1,3,False,False,False,True,True,False,False
2570,0,6,1.0,0.0,0.0,2.3856145334401366e-31,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,sand_solref_interpolation_2of3_0p10_v02,0.1,4,False,False,False,True,True,False,False
2844,0,8,0.9934572577476501,4.370131327198999e-23,2.385521678178162e-19,0.006542691960930824,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,sand_solref_interpolation_2of3_0p10_v02,0.1,6,False,False,False,True,True,False,False
1904,0,2,0.9950531125068665,4.15296938172105e-07,3.2693931188987335e-06,0.004943215753883123,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,sand_solref_interpolation_3of4_stronger_v2_0p10_v02,0.1,2,True,False,False,False,False,False,False
2079,0,3,1.0,0.0,6.013215536350583e-39,5.475889519601651e-09,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,sand_solref_interpolation_3of4_stronger_v2_0p10_v02,0.1,3,False,False,False,True,True,False,False
2307,1,5,0.999993085861206,0.0,0.0,6.955354365345556e-06,5,1,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,sand_solref_interpolation_3of4_stronger_v2_0p10_v02,0.1,5,False,False,False,True,True,False,False
2338,1,6,1.0,0.0,0.0,4.3077381939315984e-11,5,1,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,sand_solref_interpolation_3of4_stronger_v2_0p10_v02,0.1,6,False,False,False,True,True,False,False
2531,1,13,0.9999998807907104,0.0,0.0,6.864299706421662e-08,5,1,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,sand_solref_interpolation_3of4_stronger_v2_0p10_v02,0.1,13,False,False,False,True,True,False,False
2545,0,4,0.9999192953109741,8.078798865998021e-32,1.047468632445673e-19,8.068746683420613e-05,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,sand_solref_interpolation_3of4_stronger_v2_0p10_v02,0.1,4,False,False,False,True,True,False,False
2805,0,5,0.9937971830368042,0.0,0.0,0.006202811375260353,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,sand_solref_interpolation_3of4_stronger_v2_0p10_v02,0.1,5,False,False,False,True,True,False,False
1864,0,2,0.9996121525764465,1.4594946362578298e-09,5.237454274720221e-07,0.0003873843525070697,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,sand_solref_interpolation_5of6_stronger_v2_0p10_v02,0.1,2,True,False,False,False,False,False,False
2048,0,4,1.0,0.0,1.8745357116323503e-22,3.485832380801775e-15,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,sand_solref_interpolation_5of6_stronger_v2_0p10_v02,0.1,3,False,False,False,True,True,False,False
2441,1,4,0.9990240335464478,0.0,0.0,0.0009759583044797182,5,1,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,sand_solref_interpolation_5of6_stronger_v2_0p10_v02,0.1,4,False,False,False,True,True,False,False
2491,0,5,0.9999449253082275,0.0,4.7327852003697543e-23,5.508890899363905e-05,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,sand_solref_interpolation_5of6_stronger_v2_0p10_v02,0.1,4,False,False,False,True,True,False,False
2674,0,6,1.0,0.0,4.285319234670787e-25,1.3492080785937333e-09,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,sand_solref_interpolation_5of6_stronger_v2_0p10_v02,0.1,5,False,False,False,True,True,False,False
228,0,1,0.9961462020874023,6.124325352407922e-11,0.0003862536686938256,0.003467475762590766,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,ice_native_0p15_v02,0.15,1,True,False,False,False,False,False,False
1665,1,25,0.9996706247329712,6.974381408023631e-16,9.69321733990114e-10,0.0003294452908448875,5,1,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,ice_native_0p15_v02,0.15,25,True,False,False,False,False,False,False
2869,1,89,0.9939582347869873,4.87046403208069e-10,3.221860606572591e-05,0.0060095833614468575,5,1,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,ice_native_0p20_v02,0.2,83,True,False,False,False,False,False,False
1435,0,2,1.0,0.0,1.789795586268224e-27,8.773726103278312e-13,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,sand_solref_interpolation_2of3_0p20_v02,0.2,2,False,False,False,True,True,False,False
1264,0,1,0.992591142654419,3.2347493423927185e-17,6.166334343306792e-17,0.007408902980387211,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,sand_solref_interpolation_3of4_stronger_v2_0p20_v02,0.2,1,True,False,False,False,False,False,False
1438,0,2,1.0,0.0,4.0601109381638885e-31,2.7205293573473455e-10,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,sand_solref_interpolation_3of4_stronger_v2_0p20_v02,0.2,2,False,False,False,True,True,False,False
1789,1,3,0.9999423027038574,3.614423156324647e-27,1.1992894801005592e-27,5.769378549302928e-05,5,1,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,sand_solref_interpolation_3of4_stronger_v2_0p20_v02,0.2,3,False,False,False,True,True,False,False
1792,0,3,1.0,0.0,1.0550517476664138e-28,6.910520333053283e-14,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,sand_solref_interpolation_3of4_stronger_v2_0p20_v02,0.2,3,False,False,False,True,True,False,False
1264,0,1,0.9976492524147034,4.951927192611643e-16,1.4044068845689948e-15,0.002350760158151388,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,sand_solref_interpolation_5of6_stronger_v2_0p20_v02,0.2,1,True,False,False,False,False,False,False
1441,0,2,1.0,0.0,7.401078977370307e-21,1.7560949084859878e-20,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,sand_solref_interpolation_5of6_stronger_v2_0p20_v02,0.2,2,False,False,False,True,True,False,False
1764,0,3,0.9992142915725708,0.0,0.0,0.000785737531259656,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,sand_solref_interpolation_5of6_stronger_v2_0p20_v02,0.2,3,False,False,False,True,True,False,False
2236,1,88,1.0,0.0,0.0,1.475924511703107e-18,5,1,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,positive_0p10_left_early_loading_native_strong_ice_v2,0.1,88,False,False,False,True,True,False,False
2292,1,89,1.0,0.0,4.987320663589675e-31,2.14055724256923e-08,5,1,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,positive_0p10_left_early_loading_native_strong_ice_v2,0.1,89,False,False,False,True,True,False,False
2773,1,92,1.0,0.0,0.0,9.724981236969299e-12,5,1,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,positive_0p10_left_early_loading_native_strong_ice_v2,0.1,92,False,False,False,True,True,False,False
564,0,1,0.9999659061431885,2.7212510605892186e-14,4.281403562345076e-06,2.9795228329021484e-05,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,positive_0p10_right_early_loading_native_strong_ice_v2,0.1,1,False,False,False,False,False,False,False
1500,0,15,0.9940457344055176,2.8432725250932367e-27,7.34657262032279e-30,0.005954286083579063,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,positive_0p10_right_early_loading_native_strong_ice_v2,0.1,15,False,False,False,False,False,False,False
1634,1,91,0.9999397993087769,0.0,0.0,6.022416346240789e-05,5,1,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,positive_0p10_right_early_loading_native_strong_ice_v2,0.1,88,False,False,False,True,True,False,False
2004,1,92,0.9991094470024109,4.9083424082943454e-23,2.1102297251068895e-16,0.0008905049762688577,5,1,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,positive_0p10_right_early_loading_native_strong_ice_v2,0.1,89,False,False,False,True,True,False,False
335,1,1,0.9996942281723022,2.937971430583275e-07,0.00019135649199597538,0.00011420142982387915,5,1,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,positive_0p15_left_mid_loading_early_stance_native_strong_ice_v2,0.15,1,False,False,False,False,False,False,False
351,1,1,0.9946402907371521,1.0002444652770052e-16,8.76846843311796e-06,0.005350994877517223,5,1,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,positive_0p15_left_mid_late_stance_native_strong_ice_v2,0.15,1,False,False,False,False,False,False,False
566,0,1,0.9999874830245972,2.0207864922421395e-14,3.062270025111502e-06,9.421344657312147e-06,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,positive_0p15_right_early_loading_native_strong_ice_v2,0.15,1,False,False,False,False,False,False,False
1502,0,14,0.9988468885421753,8.17155712924477e-17,1.9093584672844617e-18,0.0011530887568369508,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,positive_0p15_right_early_loading_native_strong_ice_v2,0.15,14,False,False,False,False,False,False,False
2129,0,24,0.9999624490737915,8.757617917252794e-27,2.885237534999696e-11,3.757276135729626e-05,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,positive_0p15_right_early_loading_native_strong_ice_v2,0.15,24,False,False,False,True,True,False,False
2804,0,27,0.9988377690315247,0.0,1.0523979878729061e-38,0.0011622338788583875,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,positive_0p15_right_early_loading_native_strong_ice_v2,0.15,27,False,False,False,True,True,False,False
1847,0,4,0.9999967813491821,9.938344483228878e-19,2.716585413509165e-06,4.7054356855369406e-07,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,positive_0p15_right_mid_loading_early_stance_native_strong_ice_v2,0.15,3,False,False,False,False,False,False,False
569,0,1,0.9999994039535522,6.221724342356813e-17,6.377316896788443e-09,5.679145829162735e-07,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,positive_0p20_right_early_loading_native_strong_ice_v2,0.2,1,False,False,False,False,False,False,False
1547,0,24,0.9938828945159912,2.6940335828840034e-07,4.652712676939119e-12,0.006116882897913456,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,positive_0p20_right_early_loading_native_strong_ice_v2,0.2,24,False,False,False,True,True,False,False
1887,1,100,1.0,0.0,0.0,2.25153962141178e-09,5,1,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,positive_0p20_right_early_loading_native_strong_ice_v2,0.2,99,False,False,False,True,True,False,False
2116,0,34,0.9999562501907349,0.0,0.0,4.369559610495344e-05,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,positive_0p20_right_early_loading_native_strong_ice_v2,0.2,34,False,False,False,True,True,False,False
2135,1,102,1.0,2.433028280757857e-39,2.103489124797983e-41,6.77578715357896e-10,5,1,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,positive_0p20_right_early_loading_native_strong_ice_v2,0.2,101,False,False,False,True,True,False,False
2967,1,113,0.9999191761016846,1.5988419211826802e-15,9.090777718274989e-13,8.08393451734446e-05,5,1,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,positive_0p20_right_early_loading_native_strong_ice_v2,0.2,109,False,False,False,True,True,False,False
592,0,1,0.9959514141082764,1.9496424691726208e-16,0.004048623610287905,2.5365068268001778e-08,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,positive_0p10_right_early_loading_v2_M1,0.1,1,False,False,False,False,False,False,False
1559,0,11,0.9999512434005737,1.4457196256439138e-41,1.1784591826739315e-31,4.875706508755684e-05,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,positive_0p10_right_early_loading_v2_M1,0.1,11,False,False,False,False,False,False,False
1700,1,81,0.9999436140060425,0.0,0.0,5.635329580400139e-05,5,1,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,positive_0p10_right_early_loading_v2_M1,0.1,78,True,False,False,False,False,False,False
1559,0,18,0.9998109936714172,1.9368791318617463e-36,3.750418149338058e-29,0.00018905200704466552,5,0,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,positive_0p15_right_early_loading_v2_M1,0.15,18,False,False,False,False,False,False,False
2398,1,40,0.9942499399185181,3.6433760072445244e-44,1.1388574456755199e-29,0.005750036332756281,5,1,1,highest_actionable_score_then_left,R2_seed_202608231,OUT_OF_FOLD_ONCE,2,positive_0p20_left_early_loading_v2_M1,0.2,40,False,False,False,True,True,False,False
2405,0,65,0.99985671043396,6.0949704484836165e-12,9.47131262307721e-12,0.0001432313147233799,5,0,1,highest_actionable_score_then_left,R2_seed_202608232,OUT_OF_FOLD_ONCE,0,ice_native_0p10_v00,0.1,64,False,False,False,False,False,False,False
2568,1,61,0.9999874830245972,3.6012221850401094e-12,3.762269074059077e-08,1.25161895994097e-05,5,1,1,highest_actionable_score_then_left,R2_seed_202608232,OUT_OF_FOLD_ONCE,0,ice_native_0p10_v00,0.1,55,True,False,False,False,False,False,False
2728,1,78,0.9931550621986389,0.00037488064845092595,0.005022520665079355,0.0014474905328825116,5,1,1,highest_actionable_score_then_left,R2_seed_202608232,OUT_OF_FOLD_ONCE,0,ice_native_0p10_v03,0.1,66,True,False,False,False,False,True,False
1912,0,3,0.9997139573097229,3.066187169616097e-13,1.7433480746335912e-18,0.0002860064269043505,5,0,1,highest_actionable_score_then_left,R2_seed_202608232,OUT_OF_FOLD_ONCE,0,sand_solref_interpolation_2of3_0p15_v03,0.15,3,True,False,False,False,False,False,False
2019,1,4,0.9999978542327881,2.6438300209510414e-19,1.5584937991938046e-22,2.128098003595369e-06,5,1,1,highest_actionable_score_then_left,R2_seed_202608232,OUT_OF_FOLD_ONCE,0,sand_solref_interpolation_2of3_0p15_v03,0.15,4,False,False,False,True,True,False,True
2703,0,7,0.9997664093971252,1.5893797922217345e-07,1.0062538476074412e-11,0.0002334305172553286,5,0,1,highest_actionable_score_then_left,R2_seed_202608232,OUT_OF_FOLD_ONCE,0,sand_solref_interpolation_2of3_0p15_v03,0.15,7,False,False,False,True,True,False,False
2787,1,11,0.9993407130241394,8.662048603890436e-15,7.16224673136696e-21,0.0006592139834538102,5,1,1,highest_actionable_score_then_left,R2_seed_202608232,OUT_OF_FOLD_ONCE,0,sand_solref_interpolation_2of3_0p15_v03,0.15,11,False,False,False,True,True,False,False
1937,0,3,0.9976170659065247,3.1075647397435558e-18,6.728076667758494e-17,0.002382907085120678,5,0,1,highest_actionable_score_then_left,R2_seed_202608232,OUT_OF_FOLD_ONCE,0,sand_solref_interpolation_3of4_stronger_v2_0p15_v03,0.15,3,False,False,False,True,True,False,False
2247,0,5,0.9999359846115112,6.312690237009519e-20,1.6216649120040543e-36,6.40002908767201e-05,5,0,1,highest_actionable_score_then_left,R2_seed_202608232,OUT_OF_FOLD_ONCE,0,sand_solref_interpolation_3of4_stronger_v2_0p15_v03,0.15,4,False,False,False,True,True,False,False
2309,1,11,0.9991084933280945,4.687084609322767e-10,4.9948150990975245e-20,0.0008914626087062061,5,1,1,highest_actionable_score_then_left,R2_seed_202608232,OUT_OF_FOLD_ONCE,0,sand_solref_interpolation_3of4_stronger_v2_0p15_v03,0.15,10,False,False,False,True,True,False,False
2664,1,12,1.0,0.0,0.0,6.08826520014788e-13,5,1,1,highest_actionable_score_then_left,R2_seed_202608232,OUT_OF_FOLD_ONCE,0,sand_solref_interpolation_3of4_stronger_v2_0p15_v03,0.15,11,False,False,False,True,True,False,False
2914,0,6,0.9999231100082397,1.691949461163705e-24,7.099217327777296e-05,5.819639227411244e-06,5,0,1,highest_actionable_score_then_left,R2_seed_202608232,OUT_OF_FOLD_ONCE,0,sand_solref_interpolation_3of4_stronger_v2_0p15_v03,0.15,5,False,False,False,True,True,False,False
1886,0,5,0.9994989633560181,1.055109661241753e-15,3.2590249943176275e-10,0.0005010130698792636,5,0,1,highest_actionable_score_then_left,R2_seed_202608232,OUT_OF_FOLD_ONCE,0,sand_solref_interpolation_5of6_stronger_v2_0p15_v03,0.15,3,False,False,False,True,True,False,False
2886,1,82,0.9994397759437561,5.1068997919401227e-08,0.00020031779422424734,0.00035975349601358175,5,1,1,highest_actionable_score_then_left,R2_seed_202608232,OUT_OF_FOLD_ONCE,0,ice_native_0p20_v03,0.2,82,True,False,False,False,False,False,False
1914,0,62,0.9997654557228088,1.413603588550804e-33,0.0,0.0002345755638089031,5,0,1,highest_actionable_score_then_left,R2_seed_202608232,OUT_OF_FOLD_ONCE,0,positive_0p10_left_early_loading_native_strong_ice_v0,0.1,62,False,False,False,True,True,False,False
1413,0,11,0.9999780654907227,2.2391213390271473e-17,3.666696869633439e-14,2.1900792489759624e-05,5,0,1,highest_actionable_score_then_left,R2_seed_202608232,OUT_OF_FOLD_ONCE,0,positive_0p10_right_early_loading_native_strong_ice_v0,0.1,11,False,False,False,False,False,False,False
1641,0,55,0.9995438456535339,5.525436774789227e-10,3.44223553838674e-05,0.000421729200752452,5,0,1,highest_actionable_score_then_left,R2_seed_202608232,OUT_OF_FOLD_ONCE,0,positive_0p15_left_early_loading_native_strong_ice_v0,0.15,51,False,False,False,True,True,False,False
1808,0,61,0.9985458850860596,6.506754746902398e-34,0.0,0.0014541097916662693,5,0,1,highest_actionable_score_then_left,R2_seed_202608232,OUT_OF_FOLD_ONCE,0,positive_0p15_left_early_loading_native_strong_ice_v0,0.15,57,False,False,False,True,True,False,False
1747,1,38,0.9992759823799133,8.467259116073933e-10,0.0003882258606608957,0.0003357803216204047,5,1,1,highest_actionable_score_then_left,R2_seed_202608232,OUT_OF_FOLD_ONCE,0,positive_0p10_left_early_loading_v0_M1,0.1,38,False,False,False,False,False,False,False
1842,0,91,0.999734103679657,6.922249232155231e-12,2.5731752839597277e-10,0.00026589492335915565,5,0,1,highest_actionable_score_then_left,R2_seed_202608232,OUT_OF_FOLD_ONCE,0,positive_0p10_left_early_loading_v0_M1,0.1,87,False,False,False,False,False,False,False
2032,1,39,0.9989707469940186,2.117921893869358e-22,1.862663437934664e-34,0.0010292379884049296,5,1,1,highest_actionable_score_then_left,R2_seed_202608232,OUT_OF_FOLD_ONCE,0,positive_0p10_left_early_loading_v0_M1,0.1,39,False,False,False,False,False,False,False
1455,0,12,0.9972274899482727,1.3486073450889765e-16,8.824844948220924e-15,0.002772442763671279,5,0,1,highest_actionable_score_then_left,R2_seed_202608232,OUT_OF_FOLD_ONCE,0,positive_0p10_right_early_loading_v0_M1,0.1,12,False,False,False,False,False,False,False
1563,1,81,0.9998935461044312,1.7095264093214269e-09,7.550219152108184e-07,0.00010573858889983967,5,1,1,highest_actionable_score_then_left,R2_seed_202608232,OUT_OF_FOLD_ONCE,0,positive_0p10_right_early_loading_v0_M1,0.1,76,True,False,False,False,False,False,False
1734,0,16,0.9997765421867371,1.6565222497437465e-30,1.0232281386499814e-41,0.00022344104945659637,5,0,1,highest_actionable_score_then_left,R2_seed_202608232,OUT_OF_FOLD_ONCE,0,positive_0p10_right_early_loading_v0_M1,0.1,16,False,False,False,True,True,False,False
1753,1,33,0.9983745813369751,6.301037469569337e-10,2.8357252310207137e-11,0.001625443110242486,5,1,1,highest_actionable_score_then_left,R2_seed_202608232,OUT_OF_FOLD_ONCE,0,positive_0p15_left_early_loading_v0_M1,0.15,33,False,False,False,False,False,False,False
2012,1,34,0.9980467557907104,2.961462235243897e-16,2.680222573777684e-28,0.001953190891072154,5,1,1,highest_actionable_score_then_left,R2_seed_202608232,OUT_OF_FOLD_ONCE,0,positive_0p15_left_early_loading_v0_M1,0.15,34,False,False,False,False,False,False,False
446,0,2,0.9999561309814453,5.027864755124175e-16,3.7011630406953507e-19,4.3820953578688204e-05,5,0,1,highest_actionable_score_then_left,R2_seed_202608232,OUT_OF_FOLD_ONCE,1,ice_native_0p10_v01,0.1,2,True,False,False,False,False,False,False
458,1,10,0.9907676577568054,8.495434303767979e-05,1.392842364111857e-06,0.00914603378623724,5,1,1,highest_actionable_score_then_left,R2_seed_202608232,OUT_OF_FOLD_ONCE,1,ice_native_0p10_v01,0.1,8,False,False,False,False,False,False,True
