sample,foot,runtime_episode_id,actionable_score,normal_score,early_score,active_score,persistence,owner_foot,simultaneous_candidate_count,reconciliation_rule,candidate_id,evaluation_scope,outer_fold,run_id,speed_mps,physical_episode_id,physical_event_present,air_firing,touchdown_transient_firing,invalid_firing,postfall_firing,too_early_activation,cross_foot_ownership_violation
1407,1,2,0.9997661709785461,5.76012712547556e-20,1.4889317209720865e-11,0.00023381036589853466,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_3of4_stronger_v2_0p10_v01,0.1,2,False,False,False,False,False,False,True
1549,0,3,0.999996542930603,0.0,1.1711105511272692e-36,3.4064639748976333e-06,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_3of4_stronger_v2_0p10_v01,0.1,2,False,False,False,True,True,False,False
1746,0,5,1.0,0.0,0.0,2.0595053847006703e-14,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_3of4_stronger_v2_0p10_v01,0.1,3,False,False,False,True,True,False,False
2014,1,3,0.9999380111694336,0.0,6.513679272911153e-22,6.19790589553304e-05,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_3of4_stronger_v2_0p10_v01,0.1,3,False,False,False,True,True,False,False
2355,1,4,0.9998018145561218,7.995551711627147e-20,5.315430229302365e-08,0.00019806211639661342,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_3of4_stronger_v2_0p10_v01,0.1,4,False,False,False,True,True,False,False
1200,1,3,0.9962989091873169,0.0017296966398134828,0.0019432317931205034,2.813644641719293e-05,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_5of6_stronger_v2_0p10_v01,0.1,3,False,False,False,False,False,False,True
1224,0,1,0.9974192380905151,1.824662421157086e-09,0.0022503018844872713,0.0003303988487459719,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_5of6_stronger_v2_0p10_v01,0.1,1,True,False,False,False,False,False,False
1500,0,2,1.0,0.0,0.0,1.0491022495173752e-09,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_5of6_stronger_v2_0p10_v01,0.1,2,False,False,False,True,True,False,False
1666,0,3,0.99993896484375,0.0,0.0,6.104989006416872e-05,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_5of6_stronger_v2_0p10_v01,0.1,3,False,False,False,True,True,False,False
751,0,16,0.9992939829826355,3.0440913178608753e-05,0.000675496703479439,1.3020444444844514e-10,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p15_v01,0.15,15,False,False,False,False,False,False,True
1085,1,15,0.9990277886390686,2.508572290619726e-19,0.0009679383947513998,4.342802185419714e-06,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p15_v01,0.15,12,False,False,False,False,False,False,True
1114,1,16,0.999721884727478,2.033809858394596e-18,0.00027813829365186393,4.390222181020059e-13,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p15_v01,0.15,13,True,False,False,False,False,False,False
1159,0,22,0.9944984316825867,4.152625933784293e-06,0.005497475620359182,1.5929775554202052e-10,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p15_v01,0.15,21,False,False,False,False,False,False,True
2051,0,47,0.9997991919517517,3.61624515055059e-11,5.367675839806907e-05,0.00014704900968354195,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p15_v01,0.15,45,False,False,False,False,False,False,False
2385,1,47,0.997105062007904,8.065526344580576e-05,0.0028142838273197412,4.808160536384776e-09,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p15_v01,0.15,40,False,False,False,False,False,False,True
2491,1,57,0.998828113079071,3.9416165348499083e-17,0.0,0.0011718509485945106,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p15_v01,0.15,50,False,False,False,False,False,False,False
2508,1,58,0.9996238946914673,4.842920698696236e-19,0.0,0.00037613537278957665,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p15_v01,0.15,51,False,False,False,False,False,False,False
1571,0,4,0.9938032627105713,3.1370995211277286e-12,0.006112741772085428,8.395103213842958e-05,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_2of3_0p15_v01,0.15,3,False,False,False,False,False,False,True
1586,1,1,0.9970986843109131,9.755154323221049e-11,0.002844864735379815,5.65733716939576e-05,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_2of3_0p15_v01,0.15,1,True,False,False,False,False,False,False
1845,1,2,0.9995562434196472,2.283514550072141e-05,1.4209798791853245e-05,0.00040668025030754507,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_2of3_0p15_v01,0.15,2,True,False,False,False,False,False,False
1900,0,5,0.9998061656951904,9.150490853926385e-08,1.940590175125755e-15,0.00019369993242435157,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_2of3_0p15_v01,0.15,4,False,False,False,False,False,False,True
2138,0,22,0.997898280620575,5.901651912169702e-19,2.2611561928398416e-11,0.002101716585457325,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_2of3_0p15_v01,0.15,21,False,False,False,True,True,False,False
2284,1,3,1.0,0.0,2.712266717642964e-13,1.3172809509853778e-08,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_2of3_0p15_v01,0.15,3,False,False,False,True,True,False,False
2493,1,4,0.9999994039535522,0.0,0.0,5.627817927233991e-07,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_2of3_0p15_v01,0.15,4,False,False,False,True,True,False,False
1566,0,4,0.9980394840240479,4.2222854986645464e-13,6.256187771214172e-05,0.0018979372689500451,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_3of4_stronger_v2_0p15_v01,0.15,3,False,False,False,False,False,False,True
1568,1,1,0.9983927607536316,4.246166196431034e-10,0.0012756572104990482,0.00033161367173306644,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_3of4_stronger_v2_0p15_v01,0.15,1,True,False,False,False,False,False,False
1841,1,2,0.9998186230659485,0.0001307330676354468,7.687594916205853e-06,4.293524762033485e-05,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_3of4_stronger_v2_0p15_v01,0.15,2,True,False,False,False,False,False,False
1890,0,5,0.9999936819076538,3.236024441306969e-18,8.638839051813108e-32,6.321791715890868e-06,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_3of4_stronger_v2_0p15_v01,0.15,4,True,False,False,False,False,False,False
2097,0,15,0.9977389574050903,5.965255791439885e-30,7.603490562198022e-25,0.0022610798478126526,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_3of4_stronger_v2_0p15_v01,0.15,14,False,False,False,True,True,False,False
2234,1,3,0.9999765157699585,0.0,1.9205539756472904e-23,2.3456055714632384e-05,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_3of4_stronger_v2_0p15_v01,0.15,3,False,False,False,True,True,False,False
2378,1,4,0.9999184608459473,0.0,0.0,8.155509567586705e-05,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_3of4_stronger_v2_0p15_v01,0.15,4,False,False,False,True,True,False,False
1394,1,1,0.9903802871704102,1.1076324769263752e-18,0.004462040029466152,0.0051576681435108185,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_5of6_stronger_v2_0p15_v01,0.15,1,True,False,False,False,False,True,False
1566,0,5,0.996812105178833,6.6470677601720724e-15,9.655509529693518e-06,0.003178198589012027,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_5of6_stronger_v2_0p15_v01,0.15,3,False,False,False,False,False,False,True
1758,1,2,0.9995829463005066,1.401298464324817e-45,2.4633293183029537e-09,0.00041710896766744554,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_5of6_stronger_v2_0p15_v01,0.15,2,True,False,False,False,False,False,False
1890,0,6,0.9998177886009216,1.2253482190265516e-17,1.2915854356394398e-27,0.00018224008090328425,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_5of6_stronger_v2_0p15_v01,0.15,4,True,False,False,False,False,False,False
2219,1,3,0.9986609220504761,0.0,1.6484260625704185e-35,0.0013390585081651807,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_5of6_stronger_v2_0p15_v01,0.15,3,False,False,False,True,True,False,False
470,1,7,0.9999998807907104,0.0,2.4218150881526353e-14,8.553388845724402e-14,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p20_v01,0.2,6,True,False,False,False,False,False,False
671,1,8,0.9999523162841797,1.3528689351005596e-06,1.2418040569173172e-05,3.397690670681186e-05,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p20_v01,0.2,7,False,False,False,False,False,False,False
1059,1,18,0.9998168349266052,1.65117819533486e-20,0.00018310871382709593,2.9097085851859106e-10,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p20_v01,0.2,16,False,False,False,False,False,False,False
1151,0,15,0.99354487657547,0.002474959706887603,0.003980014938861132,1.642503733023659e-08,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p20_v01,0.2,14,False,False,False,False,False,False,True
1861,1,36,0.9957904815673828,0.0001696051040198654,1.9937820283644214e-08,0.0040399134159088135,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p20_v01,0.2,34,True,False,False,False,False,False,False
1895,1,37,0.9979524612426758,1.0568470543148578e-09,9.807043371834467e-11,0.00204758089967072,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p20_v01,0.2,35,False,False,False,False,False,False,False
2240,1,58,0.9987475275993347,2.4269729692605324e-05,0.0012281473027542233,1.5105294792761015e-08,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p20_v01,0.2,56,True,False,False,False,False,False,False
2301,1,59,0.9957277774810791,0.0042599341832101345,9.07512367120944e-06,3.157587116220384e-06,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p20_v01,0.2,57,False,False,False,False,False,False,True
2348,1,60,0.9963064193725586,4.460035540887475e-07,0.0036916013341397047,1.5576764553770772e-06,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p20_v01,0.2,58,True,False,False,False,False,True,False
2765,1,73,0.9996331334114075,8.309117141035247e-19,0.0003668502904474735,7.081152613060138e-13,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p20_v01,0.2,69,False,False,False,False,False,False,False
2870,1,80,1.0,1.7457501000350817e-09,1.4249471394500723e-11,1.4600032294254106e-10,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p20_v01,0.2,76,False,False,False,False,False,False,False
568,1,17,0.9998772144317627,7.767367193878272e-09,6.609422902843682e-18,0.0001227761822519824,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p10_v04,0.1,15,False,False,False,False,False,False,True
649,1,20,0.9934396743774414,2.532299959057127e-06,0.0063532316125929356,0.0002045431756414473,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p10_v04,0.1,18,False,False,False,False,False,False,True
706,0,7,0.9962058067321777,1.723952323118283e-07,1.3425911674858071e-05,0.0037805712781846523,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p10_v04,0.1,7,True,False,False,False,False,False,False
1183,1,28,0.9984112977981567,2.6877534486241528e-12,0.0015887684421613812,4.575738684912327e-16,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p10_v04,0.1,25,False,False,False,False,False,False,False
1217,1,33,0.998525857925415,2.3763117695807523e-08,0.0014740659389644861,8.185395042976593e-14,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p10_v04,0.1,30,False,False,False,False,False,False,True
1311,1,44,0.9958714246749878,7.0528267315239646e-06,0.0041216276586055756,4.780664308867699e-09,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p10_v04,0.1,38,False,False,False,False,False,False,True
1338,1,45,0.997470498085022,1.0769700566015672e-05,0.002518805442377925,1.6759014176415121e-09,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p10_v04,0.1,39,True,False,False,False,False,True,False
2457,1,69,0.9999969005584717,4.2434307190455196e-16,3.104635197814787e-06,7.628184889307832e-11,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p10_v04,0.1,57,False,False,False,False,False,False,False
2490,1,70,0.9999969005584717,6.586085843363065e-12,2.6019145025202306e-06,3.792945335590048e-07,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p10_v04,0.1,58,False,False,False,False,False,False,False
2509,1,71,0.9999993443489075,4.844762315769913e-07,1.9639755066691578e-07,1.7894123960360275e-09,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p10_v04,0.1,59,True,False,False,False,False,False,False
2928,0,92,0.9999999403953552,2.845294666542486e-09,1.5605130450447127e-15,5.301860994677554e-08,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p10_v04,0.1,86,True,False,False,False,False,False,False
2938,1,81,0.9988454580307007,9.903414127782234e-32,0.0011247529182583094,2.969640445371624e-05,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p10_v04,0.1,69,False,False,False,False,False,False,True
1824,1,3,0.9963976740837097,4.0223915864778803e-10,0.003598721930757165,3.608572797020315e-06,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_2of3_0p10_v04,0.1,2,True,False,False,False,False,False,False
1826,0,6,0.9988526701927185,1.387880107097761e-15,0.0003638523048721254,0.0007834687130525708,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_2of3_0p10_v04,0.1,3,False,False,False,False,False,False,True
2104,1,4,0.9994403719902039,1.1749211807909887e-05,0.00028174693579785526,0.00026607984909787774,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_2of3_0p10_v04,0.1,3,True,False,False,False,False,False,False
2146,0,7,0.999618411064148,2.191086616749058e-15,1.5891287323907646e-28,0.0003815208619926125,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_2of3_0p10_v04,0.1,4,False,False,False,False,False,False,True
2378,0,47,0.9997031688690186,7.638372712115427e-10,7.954679313115776e-05,0.0002173001557821408,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_2of3_0p10_v04,0.1,44,True,False,False,False,False,False,False
2622,1,6,0.9993449449539185,3.06379896239978e-41,1.229796151159984e-16,0.0006550729158334434,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_2of3_0p10_v04,0.1,5,True,False,False,False,False,False,False
1852,0,6,0.9998084306716919,1.0506909232899878e-14,3.206166365998797e-05,0.00015951500972732902,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_3of4_stronger_v2_0p10_v04,0.1,3,False,False,False,False,False,False,True
1884,1,6,0.9998555183410645,9.488192154094577e-05,8.816450347559623e-10,4.955455005983822e-05,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_3of4_stronger_v2_0p10_v04,0.1,3,True,False,False,False,False,False,False
2115,1,7,0.9999797344207764,0.0,1.4782704227389587e-10,2.0210623915772885e-05,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_3of4_stronger_v2_0p10_v04,0.1,4,True,False,False,False,False,True,False
2670,0,36,0.999051034450531,8.001035272688084e-13,1.0932595273516199e-08,0.0009488677023909986,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_3of4_stronger_v2_0p10_v04,0.1,33,False,False,False,False,False,False,True
2940,0,37,0.9999902248382568,8.836768990161392e-12,1.0919659917767426e-14,9.814031727728434e-06,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_3of4_stronger_v2_0p10_v04,0.1,34,False,False,False,True,True,False,True
1883,0,5,0.9992672204971313,5.7270692772589185e-15,0.0007310376968234777,1.7121665223385207e-06,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_5of6_stronger_v2_0p10_v04,0.1,3,False,False,False,False,False,False,True
1904,1,6,0.9998039603233337,2.011791444544997e-08,4.2073752793379826e-13,0.00019601295934990048,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_5of6_stronger_v2_0p10_v04,0.1,3,True,False,False,False,False,False,False
2145,1,7,0.9996563792228699,3.6529781527375866e-37,0.00033114952384494245,1.252817855856847e-05,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_5of6_stronger_v2_0p10_v04,0.1,4,True,False,False,False,False,True,False
2330,0,6,0.9992681741714478,2.626554476137244e-07,0.0007300286088138819,1.546347675684956e-06,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_5of6_stronger_v2_0p10_v04,0.1,4,False,False,False,False,False,False,False
2670,0,7,0.9901729822158813,1.5049341527628712e-05,0.005128930788487196,0.004683052189648151,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_5of6_stronger_v2_0p10_v04,0.1,5,False,False,False,False,False,False,True
2950,0,8,0.999962329864502,7.902400679041506e-36,4.694349855488137e-42,3.772304626181722e-05,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,sand_solref_interpolation_5of6_stronger_v2_0p10_v04,0.1,6,False,False,False,True,True,False,True
746,0,9,0.993415117263794,0.0050356825813651085,0.0010970797156915069,0.00045212008990347385,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p15_v04,0.15,9,False,False,False,False,False,False,False
1284,1,36,0.9943307042121887,3.336628287797794e-05,0.0056359414011240005,8.37779290385754e-11,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p15_v04,0.15,32,False,False,False,False,False,False,True
1344,1,42,0.9954113960266113,6.516060238936916e-05,0.004523467272520065,3.652835189882353e-08,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p15_v04,0.15,38,False,False,False,False,False,False,False
2410,1,66,0.9973371028900146,2.865917712887e-16,0.0026628917548805475,4.639091845046184e-13,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p15_v04,0.15,60,False,False,False,False,False,False,False
2457,1,68,1.0,4.0329454456967256e-14,5.3112632514284996e-08,7.361048838246116e-18,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p15_v04,0.15,62,True,False,False,False,False,False,False
2479,1,69,0.999866247177124,2.1525300326175056e-05,0.00011220132728340104,1.3240865825991932e-07,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p15_v04,0.15,62,True,False,False,False,False,False,False
571,0,5,0.9999983906745911,0.0,4.011951304505601e-08,1.5340600612034905e-06,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p20_v04,0.2,5,True,False,False,False,False,False,False
771,0,8,0.9999141693115234,2.24764062295435e-05,1.0634813071407762e-13,6.320085230981931e-05,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p20_v04,0.2,8,True,False,False,False,False,False,False
815,0,10,0.9922517538070679,0.007388034835457802,0.0003566402883734554,3.570196440705331e-06,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p20_v04,0.2,8,True,False,False,False,False,False,False
1631,1,30,0.9985479116439819,0.0006352968048304319,0.0007875189767219126,2.9107026421115734e-05,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p20_v04,0.2,25,True,False,False,False,False,False,False
1980,1,40,0.9998175501823425,1.864241234088414e-39,2.373388269916177e-06,0.00018001199350692332,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p20_v04,0.2,35,False,False,False,False,False,False,False
2134,1,41,0.9924246668815613,1.2033302626158885e-15,1.2018499546684325e-05,0.00756334001198411,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p20_v04,0.2,35,False,False,False,False,False,False,False
2714,1,81,0.9958539605140686,0.00025127336266450584,1.3089056061232895e-08,0.0038947456050664186,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,ice_native_0p20_v04,0.2,69,True,False,False,False,False,False,False
516,0,10,0.9967935085296631,4.4999036617809907e-05,0.003093865467235446,6.76240015309304e-05,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,positive_0p10_left_early_loading_native_strong_ice_v1,0.1,8,False,False,False,False,False,False,False
826,0,15,0.9966954588890076,4.075711114711483e-33,0.0033044912852346897,1.7210174257931143e-11,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,positive_0p10_left_early_loading_native_strong_ice_v1,0.1,13,True,False,False,False,False,False,False
1068,1,3,0.9922387599945068,9.257689016425874e-13,0.007714081555604935,4.720007927971892e-05,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,positive_0p10_left_early_loading_native_strong_ice_v1,0.1,3,False,False,False,False,False,False,False
1915,1,72,1.0,0.0,0.0,4.641564216312233e-11,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,positive_0p10_left_early_loading_native_strong_ice_v1,0.1,72,False,False,False,True,True,False,False
1095,0,4,0.9927477240562439,0.006351843010634184,0.0008666548528708518,3.401226058485918e-05,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v1,0.1,2,True,False,False,False,False,False,False
1268,1,2,0.9923662543296814,0.0034640454687178135,0.004129303619265556,4.034217636217363e-05,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v1,0.1,2,False,False,False,False,False,False,False
1595,0,6,0.9951462745666504,8.478429663227871e-05,0.0027350634336471558,0.0020339014008641243,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v1,0.1,4,False,False,False,False,False,False,False
1650,0,7,0.9937231540679932,0.0037050601094961166,0.0019138611387461424,0.0006579951732419431,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v1,0.1,5,False,False,False,False,False,False,False
2437,1,4,0.9987431168556213,0.0007207033922895789,0.00033658905886113644,0.00019947689725086093,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v1,0.1,4,False,False,False,False,False,False,False
671,1,1,0.9994009137153625,2.2100994101492688e-05,6.0419519286369905e-05,0.0005165397888049483,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,positive_0p10_left_mid_late_stance_native_strong_ice_v1,0.1,1,False,False,False,False,False,False,False
1872,1,4,0.9918639063835144,0.0007081576040945947,0.007347032893449068,8.078390965238214e-05,5,1,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,positive_0p10_left_mid_late_stance_native_strong_ice_v1,0.1,4,False,False,False,False,False,False,False
590,0,1,0.9999984502792358,5.658291218381406e-13,4.169481401102531e-32,1.5268170727722463e-06,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,positive_0p10_right_early_loading_native_strong_ice_v1,0.1,1,False,False,False,False,False,False,True
1538,0,3,0.9971292018890381,6.294128979789093e-05,0.001475327298976481,0.0013325167819857597,5,0,1,highest_actionable_score_then_left,R3_seed_202608231,OUT_OF_FOLD_ONCE,1,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v1,0.1,3,False,False,False,False,False,False,False
