run_id,terrain_name,profile_name,acquisition_role,walking_speed_mps,contact_episode_id,start_sample,end_sample_exclusive,duration_samples,duration_ms,loaded_samples_pre_fall,post_touchdown_slip_samples_pre_fall,post_touchdown_sink_samples_pre_fall,max_anchor_drift_m,net_anchor_drift_m,max_anchor_drift_post_touchdown_m,max_tangential_velocity_post_touchdown_mps,max_contact_penetration_m,max_contact_penetration_post_touchdown_m,max_surface_relative_sole_depth_m,max_surface_relative_sole_depth_post_touchdown_m,max_loaded_penetration_change_m,stable_loaded_contact_pre_fall,entire_episode_pre_fall,has_pre_fall_calibration_samples
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,10,590,728,138,138,136,126,126,0.024894602236315146,0.024894602236315146,0.024894602236315146,0.5337681114164669,9.811719218238545e-05,9.811719218238545e-05,9.811719218237851e-05,9.811719218237851e-05,8.073433704414157e-05,1,1,1
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,11,729,743,14,14,14,4,4,0.004489365250338979,0.004489365250338979,0.004489365250338979,0.33929373218867687,2.1684922318128234e-05,2.1684922318128234e-05,2.1684922318128234e-05,2.1684922318128234e-05,1.3107344159810075e-05,0,1,1
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,12,744,748,4,4,4,0,0,0.0011443740177978729,0.001144374017797873,,,7.767065130360844e-06,,7.767065130367783e-06,,,0,1,0
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,13,749,754,5,5,5,0,0,0.0016235937028263746,0.0016235937028263746,,,1.337330667888336e-05,,1.3373306678876422e-05,,,0,1,0
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,14,755,766,11,11,11,1,1,0.004494755803668824,0.004494755803668824,0.004494755803668824,0.4531791161878997,5.834899533066051e-05,1.487864605988036e-06,5.834899533065357e-05,1.487864605981097e-06,-1.1504706113774077e-05,0,1,1
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,15,767,773,6,6,6,0,0,0.002536938942593702,0.002536938942593702,,,1.697075739188602e-05,,1.697075739188602e-05,,,0,1,0
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,16,775,782,7,7,7,0,0,0.003319584368769543,0.0033195843687695435,,,3.3923937665015884e-05,,3.392393766502282e-05,,,0,1,0
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,17,787,792,5,5,5,0,0,0.0024052052052598778,0.0024052052052598778,,,1.5077554536414677e-05,,1.5077554536414677e-05,,,0,1,0
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,18,794,798,4,4,4,0,0,0.0018613749852120882,0.0018613749852120882,,,6.331723955445116e-06,,6.331723955452055e-06,,,0,1,0
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,19,800,803,3,3,3,0,0,0.0012729358120373466,0.0012729358120373466,,,7.839482666411983e-06,,7.839482666405044e-06,,,0,1,0
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,20,813,818,5,5,5,0,0,0.002609789218161447,0.002609789218161447,,,1.1594685160899558e-05,,1.1594685160892619e-05,,,0,1,0
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,21,853,855,2,2,2,0,0,0.0007405014005932507,0.0007405014005932507,,,3.1445454997764896e-06,,3.1445454997764896e-06,,,0,1,0
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,22,858,860,2,2,2,0,0,0.0007421590454495752,0.0007421590454495752,,,3.095468663154126e-06,,3.095468663154126e-06,,,0,1,0
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,23,894,926,32,32,32,22,22,0.02917625753371236,0.02917625753371236,0.02917625753371236,0.9541882832267138,0.0011241857328257816,0.0011241857328257816,0.0011241857328257816,0.0011241857328257816,0.0009721737160648253,1,1,1
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,24,929,943,14,14,14,4,4,0.012068045202659194,0.012068045202659194,0.012068045202659194,0.9029068077112462,0.00018364609252851782,0.00012226929416346132,0.00018364609252851782,0.00012226929416346132,8.954007323909441e-05,0,1,1
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,25,945,953,8,8,8,0,0,0.006416766190126673,0.006416766190126673,,,5.726303846693547e-05,,5.726303846693547e-05,,,0,1,0
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,26,954,1217,263,263,263,253,253,0.08220118723825894,0.08220118723825894,0.08220118723825894,0.8285621817982559,0.0007230658849230421,0.0007230658849230421,0.0007230658849230456,0.0007230658849230456,0.0007018356307157414,1,1,1
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,27,1218,1253,35,35,35,25,25,0.024371289929277794,0.02437128992927779,0.024371289929277794,0.8151738214110443,0.000343637250352506,0.0003138123634708291,0.000343637250352506,0.0003138123634708291,0.00023075738544529878,1,1,1
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,28,1254,1269,15,15,15,5,5,0.0088122422547015,0.0088122422547015,0.0088122422547015,0.6966876705019791,0.00019516662598747635,0.00013929490634713004,0.0001951666259874833,0.00013929490634713004,8.536859968480415e-05,0,1,1
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,29,1270,1280,10,10,10,0,0,0.005082745526881181,0.005082745526881181,,,0.00010526528082680908,,0.00010526528082680908,,,0,1,0
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,30,1281,1287,6,6,6,0,0,0.0028449621010573703,0.0028449621010573703,,,4.779627793210627e-05,,4.779627793210627e-05,,,0,1,0
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,31,1288,1299,11,11,11,1,1,0.006139556765840861,0.006139556765840861,0.006139556765840861,0.7593619206650333,4.289949599410158e-05,1.78443578816535e-05,4.289949599410158e-05,1.78443578816535e-05,-3.415908344156504e-06,0,1,1
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,32,1300,1305,5,5,5,0,0,0.0026901039735614534,0.0026901039735614534,,,3.190115651316005e-05,,3.190115651316005e-05,,,0,1,0
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,33,1306,1311,5,5,5,0,0,0.002934909833113754,0.002934909833113754,,,3.373568219660738e-05,,3.373568219660738e-05,,,0,1,0
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,34,1312,1315,3,3,3,0,0,0.001609802027229547,0.001609802027229547,,,1.9879721807665278e-05,,1.9879721807665278e-05,,,0,1,0
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,35,1316,1320,4,4,4,0,0,0.0026223914644709022,0.0026223914644709022,,,2.073995970760644e-05,,2.073995970760644e-05,,,0,1,0
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,36,1333,1334,1,1,1,0,0,0.0,0.0,,,2.512667662778016e-06,,2.512667662778016e-06,,,0,1,0
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,37,1594,1915,321,321,316,306,306,0.13585931684765867,0.12858750335891256,0.13585931684765867,1.164269657953558,0.005289127596293376,0.005289127596293376,0.005289127596293369,0.005289127596293369,0.0048812021445757275,1,1,1
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,38,1916,1944,28,28,28,18,18,0.003674057446761177,0.003674057446761177,0.003674057446761177,0.22187958015742934,0.0001204942254581327,0.00011828296136625737,0.0001204942254581327,0.00011828296136626431,8.998112639624356e-05,0,1,1
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,39,1945,1967,22,22,22,12,12,0.007889465832539987,0.007889465832539987,0.007889465832539987,0.5149714174364269,4.312790539364852e-05,3.9683985226408695e-05,4.312790539364852e-05,3.9683985226415634e-05,2.619683782978388e-05,0,1,1
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,40,1969,1974,5,5,5,0,0,0.002352066347695499,0.002352066347695499,,,1.3284379533291639e-05,,1.3284379533298578e-05,,,0,1,0
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,41,1976,1980,4,4,4,0,0,0.0019298805821156048,0.0019298805821156048,,,1.2435448390922359e-05,,1.2435448390922359e-05,,,0,1,0
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,42,2230,2432,202,202,201,191,191,0.0885777464018456,0.0885777464018456,0.0885777464018456,0.8502910297410802,0.01058626224387654,0.01058626224387654,0.010586262243876533,0.010586262243876533,0.010404535913751095,1,1,1
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,43,2433,2540,107,107,107,97,97,0.022411283237394847,0.017975028362318058,0.022411283237394847,0.6334942799208453,0.00013539813984118475,9.826686340667478e-05,0.00013539813984118475,9.826686340667478e-05,5.207028474360498e-05,1,1,1
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,44,2541,2561,20,20,18,9,9,0.014491766811750639,0.014491766811750639,0.014491766811750639,0.8144688457512405,6.162093092886966e-05,5.307953111687979e-05,6.162093092886966e-05,5.307953111687285e-05,2.8185595190133306e-05,0,1,1
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,45,2562,2568,6,6,6,0,0,0.00419301032208722,0.00419301032208722,,,1.594816152542932e-05,,1.594816152542932e-05,,,0,1,0
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,46,2569,2580,11,11,10,1,1,0.008681950658673367,0.008681950658673367,0.008681950658673367,0.8868718633966034,4.4198800882878746e-05,1.944942331363452e-05,4.4198800882885685e-05,1.944942331363452e-05,8.181648083055437e-06,0,1,1
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,47,2581,2583,2,2,2,0,0,0.0008777148301338518,0.0008777148301338518,,,2.1645914515628847e-06,,2.1645914515628847e-06,,,0,1,0
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,48,2584,2589,5,5,4,0,0,0.003524566705099787,0.003524566705099787,,,8.09650579136189e-06,,8.09650579136189e-06,,,0,1,0
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,49,2590,2604,14,14,12,3,3,0.011350254196368419,0.011350254196368419,0.011350254196368419,0.8924243288327376,2.158767385960613e-05,5.706535813772111e-06,2.158767385960613e-05,5.70653581377905e-06,-8.49856791935999e-06,0,1,1
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,50,2605,2608,3,3,3,0,0,0.001745446285807085,0.001745446285807085,,,1.0110442844347804e-05,,1.0110442844354743e-05,,,0,1,0
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,51,2609,2611,2,2,2,0,0,0.0008719214146111124,0.0008719214146111124,,,3.5678783805821387e-06,,3.5678783805821387e-06,,,0,1,0
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,52,2612,2615,3,3,3,0,0,0.001738958637981917,0.001738958637981917,,,1.1826737065730002e-05,,1.182673706573694e-05,,,0,1,0
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,53,2617,2621,4,4,4,0,0,0.002595728311158638,0.002595728311158638,,,1.8773503932987927e-05,,1.8773503932987927e-05,,,0,1,0
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,54,2626,2629,3,3,3,0,0,0.001716611880598606,0.001716611880598606,,,1.2870153866052607e-05,,1.2870153866052607e-05,,,0,1,0
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,55,2632,2635,3,3,3,0,0,0.0016930947655508363,0.0016930947655508365,,,1.2923469565324745e-05,,1.2923469565331684e-05,,,0,1,0
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,56,2637,2640,3,3,3,0,0,0.0016724192095419093,0.0016724192095419093,,,5.480254189167526e-06,,5.480254189167526e-06,,,0,1,0
ice_native_0p10_r00,ice,ice,slip_candidate,0.1,57,2778,3000,222,222,221,211,211,0.024041211918954666,0.017481479663710633,0.024041211918954666,0.3538846976839641,0.003480811607149868,0.003480811607149868,0.003480811607149868,0.003480811607149868,0.0033733979977923073,1,1,1
marble_native_0p15_r00,marble,marble,hard_negative,0.15,0,38,276,238,238,238,228,228,0.0025620149355377003,0.002444064095194755,0.0025620149355377003,0.08512316207882976,0.0029689761944895294,0.0029689761944895294,0.0029689761944895294,0.0029689761944895294,0.0027189226054463445,1,1,1
marble_native_0p15_r00,marble,marble,hard_negative,0.15,1,277,283,6,6,3,0,0,0.00032982656729198343,0.00032982656729198343,,,7.50693991819441e-05,,7.50693991819441e-05,,,0,1,0
marble_native_0p15_r00,marble,marble,hard_negative,0.15,2,605,944,339,339,335,325,325,0.002683094434465662,0.0020713974117003175,0.002683094434465662,0.15920989133352792,0.00269000633934965,0.00269000633934965,0.002690006339349657,0.002690006339349657,0.0026576684713516263,1,1,1
marble_native_0p15_r00,marble,marble,hard_negative,0.15,3,1202,1527,325,325,325,315,315,0.0036048556119481234,0.003373042361973833,0.0036048556119481234,0.17655831042137957,0.00216960876153303,0.00216960876153303,0.0021696087615330267,0.0021696087615330267,0.0018432962152385851,1,1,1
marble_native_0p15_r00,marble,marble,hard_negative,0.15,4,1802,2121,319,319,318,308,308,0.00573181129774088,0.0055356264669575266,0.00573181129774088,0.3049828286694539,0.0024003245949884245,0.0024003245949884245,0.0024003245949884176,0.0024003245949884176,0.0022301223303317075,1,1,1
marble_native_0p15_r00,marble,marble,hard_negative,0.15,5,2393,2721,328,328,327,317,317,0.005825873515556211,0.005598421917352415,0.005825873515556211,0.30267168599085814,0.0025595234806537843,0.0025595234806537843,0.0025595234806537843,0.0025595234806537843,0.002448238488522228,1,1,1
marble_native_0p15_r00,marble,marble,hard_negative,0.15,6,2992,3000,8,8,8,0,0,0.002517884389553944,0.002517884389553944,,,0.0016566565908230592,,0.001656656590823066,,,0,1,0
concrete_native_0p15_r00,concrete,concrete,hard_negative,0.15,0,38,284,246,246,242,232,232,0.0030911775024074816,0.0030911775024074816,0.0028718015222581935,0.08536853820662389,0.002980317350347049,0.002980317350347049,0.0029803173503470523,0.0029803173503470523,0.0027288769113278794,1,1,1
concrete_native_0p15_r00,concrete,concrete,hard_negative,0.15,1,605,949,344,344,338,328,328,0.0014246457284191375,0.0014246457284191375,0.0013260726273973517,0.05994730620503912,0.0026322534685001937,0.0026322534685001937,0.0026322534685001902,0.0026322534685001902,0.0025453077445395517,1,1,1
concrete_native_0p15_r00,concrete,concrete,hard_negative,0.15,2,1201,1533,332,332,332,322,322,0.0023003524164678427,0.0019607194390592044,0.0023003524164678427,0.09960410081144629,0.002196057512173856,0.002196057512173856,0.0021960575121738593,0.0021960575121738593,0.002124030622614251,1,1,1
concrete_native_0p15_r00,concrete,concrete,hard_negative,0.15,3,1802,2127,325,325,319,309,309,0.0020563167802017464,0.0016073479055854073,0.0020563167802017464,0.08681526538074628,0.0023647038053256587,0.0023647038053256587,0.0023647038053256587,0.0023647038053256587,0.0021563001293620487,1,1,1
concrete_native_0p15_r00,concrete,concrete,hard_negative,0.15,4,2396,2728,332,332,325,315,315,0.001846227542248438,0.0012846764439897096,0.001846227542248438,0.07166769998310173,0.002454405276952838,0.002454405276952838,0.0024544052769528346,0.0024544052769528346,0.0022214526355088388,1,1,1
concrete_native_0p15_r00,concrete,concrete,hard_negative,0.15,5,2995,3000,5,5,5,0,0,0.0013326414241929675,0.0013326414241929675,,,0.00126815404624762,,0.00126815404624762,,,0,1,0
sand_hardened_0p15_r00,sand,sand_walking_support_v1_hardened,hard_negative,0.15,0,38,291,253,253,242,232,232,0.0021432591215849307,0.0016140605945037297,0.0021432591215849307,0.07416025330761412,0.0035472106523283904,0.0035472106523283904,0.0035472106523283904,0.0035472106523283904,0.0032949502902973743,1,1,1
sand_hardened_0p15_r00,sand,sand_walking_support_v1_hardened,hard_negative,0.15,1,600,952,352,352,340,330,330,0.006612259001050638,0.005911035843194706,0.006612259001050638,0.09971632903305608,0.0035760970710188396,0.0035760970710188396,0.003576097071018836,0.003576097071018836,0.003503285858663996,1,1,1
sand_hardened_0p15_r00,sand,sand_walking_support_v1_hardened,hard_negative,0.15,2,1186,1532,346,346,334,324,324,0.007795395915507777,0.00500339727787409,0.007795395915507777,0.13487107166686715,0.003134059908901958,0.003134059908901958,0.003134059908901958,0.003134059908901958,0.0030939691247080098,1,1,1
sand_hardened_0p15_r00,sand,sand_walking_support_v1_hardened,hard_negative,0.15,3,1785,2130,345,345,335,325,325,0.008818387579137403,0.005996379082745955,0.008818387579137403,0.16203069084349858,0.003356795830716279,0.003356795830716279,0.003356795830716279,0.003356795830716279,0.0033501891086042818,1,1,1
sand_hardened_0p15_r00,sand,sand_walking_support_v1_hardened,hard_negative,0.15,4,2385,2731,346,346,335,325,325,0.00852169275391234,0.005584263260176609,0.00852169275391234,0.14283836597976116,0.0034021352583806187,0.0034021352583806187,0.0034021352583806256,0.0034021352583806256,0.003202932290826979,1,1,1
sand_hardened_0p15_r00,sand,sand_walking_support_v1_hardened,hard_negative,0.15,5,2985,3000,15,15,15,5,5,0.0028100799851408795,0.0028100799851408795,0.0028100799851408795,0.14426236919327928,0.0024046070571866708,0.0024046070571866708,0.002404607057186664,0.002404607057186664,0.002236394113963522,0,1,1
ice_native_0p15_r00,ice,ice,slip_candidate,0.15,0,38,191,153,153,152,142,142,0.06577140097982101,0.06577140097982101,0.06577140097982101,1.5661267289324121,0.0029808164688796364,0.0029808164688796364,0.002980816468879633,0.002980816468879633,0.0027319300586599177,1,1,1
ice_native_0p15_r00,ice,ice,slip_candidate,0.15,1,192,200,8,8,8,0,0,0.0115555614962449,0.0115555614962449,,,0.0001657028899092151,,0.00016570288990922204,,,0,1,0
ice_native_0p15_r00,ice,ice,slip_candidate,0.15,2,201,212,11,11,11,1,1,0.018651372038464353,0.018651372038464353,0.018651372038464353,1.9963635475286161,0.000351932108668916,8.129277159687597e-05,0.000351932108668916,8.129277159686903e-05,1.1797182179779098e-05,0,1,1
ice_native_0p15_r00,ice,ice,slip_candidate,0.15,3,213,221,8,8,8,0,0,0.014043455043641273,0.014043455043641271,,,0.00021877978760718574,,0.00021877978760718574,,,0,1,0
ice_native_0p15_r00,ice,ice,slip_candidate,0.15,4,225,230,5,5,5,0,0,0.00775267556624628,0.00775267556624628,,,6.713293935011865e-05,,6.713293935011865e-05,,,0,1,0
ice_native_0p15_r00,ice,ice,slip_candidate,0.15,5,236,238,2,2,2,0,0,0.0016824049021280118,0.0016824049021280118,,,2.2013261899984753e-05,,2.201326189999169e-05,,,0,1,0
ice_native_0p15_r00,ice,ice,slip_candidate,0.15,6,467,527,60,60,60,50,50,0.06231225100308866,0.06231225100308866,0.06231225100308866,1.9663493105612413,0.01425830582674267,0.01425830582674267,0.01425830582674267,0.01425830582674267,0.013858865109113716,1,1,1
ice_native_0p15_r00,ice,ice,slip_candidate,0.15,7,529,745,216,216,213,203,203,0.1303936943976871,0.12196853050274525,0.1303936943976871,2.0438037926011057,0.000618358843361473,0.0002918476324978809,0.0006183588433614695,0.0002918476324978809,7.107293150077076e-05,1,1,1
ice_native_0p15_r00,ice,ice,slip_candidate,0.15,8,746,750,4,4,4,0,0,0.0013649697920010283,0.0013649697920010283,,,1.1706053797545628e-05,,1.1706053797545628e-05,,,0,1,0
ice_native_0p15_r00,ice,ice,slip_candidate,0.15,9,751,756,5,5,5,0,0,0.0019311668326867737,0.0019311668326867737,,,1.8694657922350803e-05,,1.8694657922350803e-05,,,0,1,0
ice_native_0p15_r00,ice,ice,slip_candidate,0.15,10,757,760,3,3,3,0,0,0.0010180794176037646,0.0010180794176037646,,,7.628783810757593e-06,,7.628783810757593e-06,,,0,1,0
ice_native_0p15_r00,ice,ice,slip_candidate,0.15,11,761,768,7,7,7,0,0,0.0031907813731561923,0.0031907813731561923,,,1.0669018703358783e-05,,1.0669018703358783e-05,,,0,1,0
ice_native_0p15_r00,ice,ice,slip_candidate,0.15,12,769,772,3,3,3,0,0,0.0011214605167737522,0.0011214605167737524,,,6.457715156431114e-06,,6.457715156431114e-06,,,0,1,0
ice_native_0p15_r00,ice,ice,slip_candidate,0.15,13,773,781,8,8,8,0,0,0.0041419453984401925,0.0041419453984401925,,,4.110390779276784e-05,,4.11039077927609e-05,,,0,1,0
ice_native_0p15_r00,ice,ice,slip_candidate,0.15,14,782,788,6,6,6,0,0,0.003039755492900303,0.003039755492900303,,,2.1649517792095112e-05,,2.1649517792095112e-05,,,0,1,0
