run_id,terrain_name,profile_name,walking_speed_mps,fall_occurred,first_fall_sample,fall_reason,stable_loaded_contact_pre_fall,max_contact_penetration_post_touchdown_m,normal_contact_penetration_run_max_m,contact_penetration_separated_from_normal,max_surface_relative_sole_depth_post_touchdown_m,normal_surface_relative_sole_depth_run_max_m,surface_relative_depth_separated_from_normal,physical_sink_positive_evidence
sand_solref_interpolation_1of3_0p10_r00,sand,sand_solref_interpolation_1of3,0.1,False,,,True,0.006551622432563182,0.0037352325661355558,True,0.006551622432563179,0.0037352325661355592,True,True
sand_solref_interpolation_2of3_0p10_r00,sand,sand_solref_interpolation_2of3,0.1,False,,,True,0.009432855501513928,0.0037352325661355558,True,0.009432855501513925,0.0037352325661355592,True,True
sand_native_0p10_r00,sand,sand_native,0.1,True,2783,fallen_base_height,True,0.015292140683881263,0.0037352325661355558,True,0.06000763635336515,0.0037352325661355592,True,True
sand_slightly_compliant_0p10_r00,sand,sand_slightly_compliant,0.1,True,1626,fallen_base_height,True,0.01982164807906003,0.0037352325661355558,True,0.11218492380383815,0.0037352325661355592,True,True
sand_moderately_compliant_0p10_r00,sand,sand_moderately_compliant,0.1,True,1595,fallen_base_height,True,0.026674368432122186,0.0037352325661355558,True,0.1315170497021912,0.0037352325661355592,True,True
